scenario,combination_id,world_id,matches,synthetic_win_probability,draw_probability,real_win_probability,mean_synthetic_goals,mean_real_goals,mean_goal_difference,mean_synthetic_xg,mean_real_xg,mean_xg_difference,mean_synthetic_possession,win_probability_margin
primary_top20_pooled,real_xi_set_07,34,80,0.275,0.175,0.55,1.0875,1.6875,-0.6,1.0956143582868836,1.7704630051019106,-0.674848646815027,0.4861407770113074,-0.275
primary_top20_pooled,real_xi_set_07,35,80,0.2375,0.325,0.4375,1.1125,1.6375,-0.525,1.1172332891561565,1.7449618898388102,-0.6277286006826536,0.47861465834225847,-0.2
primary_top20_pooled,real_xi_set_07,36,80,0.275,0.1875,0.5375,0.9875,1.55,-0.5625,1.1576123238847627,1.7693600657009534,-0.6117477418161907,0.48526145547746935,-0.26249999999999996
primary_top20_pooled,real_xi_set_07,37,80,0.1875,0.3,0.5125,0.975,1.625,-0.65,1.1237497421016087,1.7827683634909413,-0.6590186213893326,0.4767720451440307,-0.32499999999999996
primary_top20_pooled,real_xi_set_07,38,80,0.175,0.3875,0.4375,1.0625,1.65,-0.5875,1.1007822066095614,1.7206765621766142,-0.6198943555670529,0.4852097176406772,-0.2625
primary_top20_pooled,real_xi_set_07,39,80,0.2625,0.175,0.5625,1.1375,1.9,-0.7625,1.0885651303122732,1.6911228935929679,-0.6025577632806945,0.48591336198207796,-0.3
primary_top20_pooled,real_xi_set_08,0,80,0.2375,0.2875,0.475,1.175,1.825,-0.65,1.1091277372394626,1.8869033310368963,-0.7777755937974334,0.48112009887735174,-0.2375
primary_top20_pooled,real_xi_set_08,1,80,0.3125,0.1625,0.525,1.2625,1.75,-0.4875,1.1957627491701883,1.8710781088389994,-0.6753153596688108,0.48394315748846967,-0.21250000000000002
primary_top20_pooled,real_xi_set_08,2,80,0.25,0.2125,0.5375,1.425,2.125,-0.7,1.314631403771521,2.0555741889163897,-0.7409427851448688,0.4735013805805659,-0.2875
primary_top20_pooled,real_xi_set_08,3,80,0.225,0.35,0.425,1.1875,1.625,-0.4375,1.0348019587998745,1.6923015254583444,-0.6574995666584696,0.4783623192690317,-0.19999999999999998
primary_top20_pooled,real_xi_set_08,4,80,0.225,0.325,0.45,1.025,1.675,-0.65,1.0270743246006055,1.7676029745973683,-0.7405286499967627,0.48044040570795427,-0.225
primary_top20_pooled,real_xi_set_08,5,80,0.25,0.2375,0.5125,1.175,1.825,-0.65,1.1231735629214428,1.8262184836175042,-0.7030449206960615,0.4777364851426357,-0.26249999999999996
primary_top20_pooled,real_xi_set_08,6,80,0.1875,0.225,0.5875,1.2375,2.1125,-0.875,1.2086031150942116,1.9058101821594704,-0.6972070670652586,0.48336232834738635,-0.4
primary_top20_pooled,real_xi_set_08,7,80,0.25,0.225,0.525,1.3,2.0125,-0.7125,1.1679686544242343,1.875792041943767,-0.7078233875195327,0.47789291694665315,-0.275
primary_top20_pooled,real_xi_set_08,8,80,0.2,0.2375,0.5625,1.05,1.85,-0.8,1.1931449155372733,1.8742106872119944,-0.6810657716747213,0.48014261821696236,-0.3625
primary_top20_pooled,real_xi_set_08,9,80,0.25,0.1875,0.5625,1.1375,1.75,-0.6125,1.0534764059335564,1.584681141147201,-0.5312047352136449,0.47994087954640985,-0.3125
primary_top20_pooled,real_xi_set_08,10,80,0.2375,0.275,0.4875,1.2,1.825,-0.625,1.1036066762241874,1.852960321757023,-0.7493536455328359,0.48219049734720504,-0.25
primary_top20_pooled,real_xi_set_08,11,80,0.25,0.3,0.45,1.3,1.7625,-0.4625,1.1157328212410556,1.783570123721421,-0.6678373024803657,0.48554230940864046,-0.2
primary_top20_pooled,real_xi_set_08,12,80,0.25,0.175,0.575,1.1875,2.0375,-0.85,1.2107932878836845,1.960146213324864,-0.7493529254411795,0.47352256715283697,-0.32499999999999996
primary_top20_pooled,real_xi_set_08,13,80,0.1875,0.2625,0.55,1.0625,1.925,-0.8625,1.0930836029114488,1.8832290828074545,-0.7901454798960058,0.47544237030679193,-0.36250000000000004
primary_top20_pooled,real_xi_set_08,14,80,0.2875,0.2,0.5125,0.975,1.5875,-0.6125,1.105217863984889,1.781924724441294,-0.6767068604564049,0.47386660502068,-0.22499999999999998
primary_top20_pooled,real_xi_set_08,15,80,0.225,0.375,0.4,1.1125,1.3875,-0.275,0.9827607959261551,1.5085724834182133,-0.5258116874920582,0.4816307518701068,-0.17500000000000002
primary_top20_pooled,real_xi_set_08,16,80,0.275,0.1875,0.5375,1.275,2.0125,-0.7375,1.2336189390483911,1.9143796399979547,-0.6807607009495636,0.4801122019192044,-0.26249999999999996
primary_top20_pooled,real_xi_set_08,17,80,0.2,0.15,0.65,1.0875,1.95,-0.8625,1.1325024575185219,1.808645716779586,-0.6761432592610643,0.4756702243899481,-0.45
primary_top20_pooled,real_xi_set_08,18,80,0.2,0.2875,0.5125,0.925,1.575,-0.65,1.0764117982274117,1.8262917339245803,-0.7498799356971686,0.47970685094624627,-0.31249999999999994
primary_top20_pooled,real_xi_set_08,19,80,0.2,0.25,0.55,1.325,1.975,-0.65,1.2076407304610923,1.8539557652860104,-0.6463150348249183,0.4854432971454693,-0.35000000000000003
primary_top20_pooled,real_xi_set_08,20,80,0.25,0.2375,0.5125,1.1,1.8625,-0.7625,1.1730678488655646,1.8468725769467358,-0.6738047280811714,0.48398497383986505,-0.26249999999999996
primary_top20_pooled,real_xi_set_08,21,80,0.2125,0.25,0.5375,0.8625,1.4875,-0.625,1.1536306481763756,1.8248239707065927,-0.6711933225302171,0.4796970575039385,-0.32499999999999996
primary_top20_pooled,real_xi_set_08,22,80,0.2625,0.2,0.5375,1.0125,1.675,-0.6625,1.1062508574373306,1.8239944105362533,-0.7177435530989223,0.47950915117055704,-0.27499999999999997
primary_top20_pooled,real_xi_set_08,23,80,0.2625,0.2625,0.475,1.1875,1.6875,-0.5,1.1026281285964699,1.7419394644669535,-0.6393113358704835,0.4804221631613337,-0.21249999999999997
primary_top20_pooled,real_xi_set_08,24,80,0.275,0.2,0.525,0.925,1.5875,-0.6625,1.090567164362804,1.7041387855037335,-0.6135716211409293,0.47934783644209566,-0.25
primary_top20_pooled,real_xi_set_08,25,80,0.2,0.2375,0.5625,0.9375,1.675,-0.7375,0.9390717138789204,1.6946132788976176,-0.7555415650186972,0.47880005736227094,-0.3625
primary_top20_pooled,real_xi_set_08,26,80,0.275,0.3375,0.3875,0.875,1.1875,-0.3125,0.8926727147470712,1.3857385310510828,-0.4930658163040116,0.48285314951433767,-0.11249999999999999
primary_top20_pooled,real_xi_set_08,27,80,0.2125,0.2375,0.55,1.075,1.85,-0.775,1.0725942254527916,1.7728210257064663,-0.7002268002536749,0.4811945472102367,-0.3375
primary_top20_pooled,real_xi_set_08,28,80,0.25,0.3,0.45,1.1875,1.575,-0.3875,1.116977705434764,1.6479394344748879,-0.5309617290401238,0.48073997000136615,-0.2
primary_top20_pooled,real_xi_set_08,29,80,0.2875,0.15,0.5625,1.075,1.7,-0.625,1.071609093183382,1.6961178395699352,-0.6245087463865531,0.48763454804716855,-0.275
primary_top20_pooled,real_xi_set_08,30,80,0.275,0.2125,0.5125,1.45,2.1625,-0.7125,1.2478627201162866,2.050881355661324,-0.8030186355450372,0.47873693770469944,-0.23749999999999993
primary_top20_pooled,real_xi_set_08,31,80,0.2625,0.1875,0.55,1.025,1.5125,-0.4875,1.0784748142130764,1.6136367835638112,-0.5351619693507346,0.48105606447094873,-0.28750000000000003
primary_top20_pooled,real_xi_set_08,32,80,0.1875,0.275,0.5375,1.175,1.9875,-0.8125,1.1915430295200544,1.9165121274589019,-0.7249690979388473,0.48064716833786403,-0.35
primary_top20_pooled,real_xi_set_08,33,80,0.2,0.325,0.475,0.825,1.5,-0.675,1.0518213077410692,1.651873260727139,-0.6000519529860698,0.4770912311726291,-0.27499999999999997
primary_top20_pooled,real_xi_set_08,34,80,0.2625,0.1625,0.575,1.075,1.7375,-0.6625,1.0779966917034716,1.823960858810273,-0.7459641671068016,0.48174380140756706,-0.31249999999999994
primary_top20_pooled,real_xi_set_08,35,80,0.2,0.3375,0.4625,1.1,1.725,-0.625,1.101551837200588,1.8103159948704313,-0.7087641576698436,0.47413756908447524,-0.2625
primary_top20_pooled,real_xi_set_08,36,80,0.25,0.1875,0.5625,0.9875,1.625,-0.6375,1.1590202018272575,1.8197553935688773,-0.6607351917416199,0.4823687476383746,-0.3125
primary_top20_pooled,real_xi_set_08,37,80,0.1875,0.275,0.5375,0.975,1.675,-0.7,1.1195987946090586,1.8429458168605297,-0.7233470222514712,0.4735750806498736,-0.35
primary_top20_pooled,real_xi_set_08,38,80,0.175,0.3,0.525,1.05,1.7625,-0.7125,1.0686961859794306,1.7767645190063803,-0.7080683330269497,0.48297636337493105,-0.35000000000000003
primary_top20_pooled,real_xi_set_08,39,80,0.2375,0.1875,0.575,1.1,1.95,-0.85,1.0896737683511486,1.725239359171513,-0.6355655908203642,0.48107890361297506,-0.33749999999999997
sensitivity_ability_high,real_xi_set_01,0,50,0.28,0.12,0.6,1.14,1.92,-0.78,1.1707048205871664,1.9137040445540594,-0.7429992239668931,0.48146706518470805,-0.31999999999999995
sensitivity_ability_high,real_xi_set_01,1,50,0.3,0.18,0.52,1.3,1.74,-0.44,1.3119982210525705,1.8845148041950681,-0.5725165831424978,0.48857844630276903,-0.22000000000000003
sensitivity_ability_high,real_xi_set_01,2,50,0.36,0.12,0.52,1.58,2.22,-0.64,1.3804616130977576,2.1918717000787833,-0.8114100869810256,0.48122162978417937,-0.16000000000000003
sensitivity_ability_high,real_xi_set_01,3,50,0.32,0.26,0.42,1.08,1.4,-0.32,1.0690189552547182,1.6198465266007969,-0.5508275713460784,0.48136702233978523,-0.09999999999999998
sensitivity_ability_high,real_xi_set_01,4,50,0.22,0.26,0.52,0.94,1.5,-0.56,1.1314198397347506,1.7519222960511356,-0.6205024563163853,0.4815416390433992,-0.30000000000000004
sensitivity_ability_high,real_xi_set_01,5,50,0.38,0.16,0.46,1.12,1.42,-0.3,1.1228539553438248,1.8240616158155414,-0.7012076604717167,0.4884372749290783,-0.08000000000000002
sensitivity_ability_high,real_xi_set_01,6,50,0.3,0.14,0.56,1.28,1.76,-0.48,1.2462740235536853,1.9787159337454994,-0.7324419101918143,0.48256198989669713,-0.26000000000000006
sensitivity_ability_high,real_xi_set_01,7,50,0.24,0.3,0.46,1.02,1.78,-0.76,1.0587309324529184,1.6013893768630327,-0.5426584444101141,0.4853603241695692,-0.22000000000000003
sensitivity_ability_high,real_xi_set_01,8,50,0.16,0.24,0.6,1.32,1.98,-0.66,1.1792367122034348,1.836297125808312,-0.6570604136048773,0.4872602229131545,-0.43999999999999995
sensitivity_ability_high,real_xi_set_01,9,50,0.24,0.22,0.54,0.96,1.5,-0.54,1.0543806668199969,1.649596073838627,-0.5952154070186303,0.4794174022594559,-0.30000000000000004
sensitivity_ability_high,real_xi_set_01,10,50,0.14,0.36,0.5,0.92,1.64,-0.72,1.1609527232569228,1.7894267302618079,-0.628474007004885,0.48144838517781885,-0.36
sensitivity_ability_high,real_xi_set_01,11,50,0.2,0.34,0.46,1.38,1.86,-0.48,1.2184976952091224,1.7681942790512002,-0.5496965838420776,0.4827002128625649,-0.26
sensitivity_ability_high,real_xi_set_01,12,50,0.32,0.16,0.52,1.68,2.24,-0.56,1.2514807326880826,1.9760601815295837,-0.724579448841501,0.4877176412382206,-0.2
sensitivity_ability_high,real_xi_set_01,13,50,0.24,0.24,0.52,1.18,1.82,-0.64,1.0762009719857633,1.6860816716972165,-0.6098806997114533,0.4777475644480181,-0.28
sensitivity_ability_high,real_xi_set_01,14,50,0.16,0.36,0.48,0.86,1.26,-0.4,1.1032365111221085,1.67852330234659,-0.5752867912244816,0.48046002616500144,-0.31999999999999995
sensitivity_ability_high,real_xi_set_01,15,50,0.2,0.32,0.48,1.2,1.9,-0.7,1.05730339738866,1.609052141156202,-0.5517487437675417,0.47786835424633467,-0.27999999999999997
sensitivity_ability_high,real_xi_set_01,16,50,0.32,0.16,0.52,1.2,1.72,-0.52,1.2320474368160321,1.8434601120247576,-0.6114126752087253,0.4801897273925891,-0.2
sensitivity_ability_high,real_xi_set_01,17,50,0.22,0.22,0.56,1.18,2.16,-0.98,1.2483845899872914,1.9428382211542599,-0.6944536311669686,0.473824926720797,-0.3400000000000001
sensitivity_ability_high,real_xi_set_01,18,50,0.18,0.26,0.56,0.84,1.64,-0.8,1.1958150107428456,1.8480103017240075,-0.6521952909811618,0.48241012860280746,-0.38000000000000006
sensitivity_ability_high,real_xi_set_01,19,50,0.22,0.24,0.54,0.98,1.58,-0.6,1.110086409618165,1.831609862482141,-0.7215234528639759,0.4736197219139744,-0.32000000000000006
sensitivity_ability_high,real_xi_set_02,0,50,0.24,0.14,0.62,1.12,2.0,-0.88,1.1422029697065859,1.9691665271577805,-0.8269635574511947,0.47729085487572287,-0.38
sensitivity_ability_high,real_xi_set_02,1,50,0.28,0.2,0.52,1.28,1.82,-0.54,1.2893770597186218,1.970981863391892,-0.6816048036732701,0.4821276465185587,-0.24
sensitivity_ability_high,real_xi_set_02,2,50,0.34,0.16,0.5,1.56,2.26,-0.7,1.380765552238889,2.243744537065876,-0.862978984826987,0.4790529395198999,-0.15999999999999998
sensitivity_ability_high,real_xi_set_02,3,50,0.32,0.26,0.42,1.08,1.4,-0.32,1.0586990532352547,1.6789584767430281,-0.6202594235077734,0.4774706063879786,-0.09999999999999998
sensitivity_ability_high,real_xi_set_02,4,50,0.22,0.24,0.54,0.92,1.56,-0.64,1.109694542335154,1.8251360897352524,-0.7154415474000981,0.4758180572429246,-0.32000000000000006
sensitivity_ability_high,real_xi_set_02,5,50,0.38,0.18,0.44,1.18,1.42,-0.24,1.107946034110263,1.8706605841281343,-0.7627145500178711,0.48388839729849054,-0.06
sensitivity_ability_high,real_xi_set_02,6,50,0.26,0.16,0.58,1.26,1.8,-0.54,1.2264088663275285,2.050805416788295,-0.8243965504607664,0.4793984361687439,-0.31999999999999995
sensitivity_ability_high,real_xi_set_02,7,50,0.24,0.3,0.46,1.02,1.8,-0.78,1.0594272851097053,1.6595328973258885,-0.6001056122161832,0.47998459671474586,-0.22000000000000003
sensitivity_ability_high,real_xi_set_02,8,50,0.18,0.24,0.58,1.36,2.04,-0.68,1.1827137931066474,1.8731869370038157,-0.6904731438971683,0.4819848050326218,-0.39999999999999997
sensitivity_ability_high,real_xi_set_02,9,50,0.22,0.2,0.58,0.92,1.6,-0.68,1.057755459162258,1.696919965805898,-0.6391645066436401,0.4768383571726856,-0.36
sensitivity_ability_high,real_xi_set_02,10,50,0.14,0.36,0.5,0.92,1.66,-0.74,1.140923026271775,1.8450070538580048,-0.7040840275862297,0.47754844014685033,-0.36
sensitivity_ability_high,real_xi_set_02,11,50,0.2,0.38,0.42,1.38,1.8,-0.42,1.1922042668208939,1.8103486169240892,-0.6181443501031952,0.477139646838431,-0.21999999999999997
sensitivity_ability_high,real_xi_set_02,12,50,0.32,0.16,0.52,1.68,2.26,-0.58,1.2466013202557904,2.0386856457668747,-0.7920843255110842,0.4825684864270044,-0.2
sensitivity_ability_high,real_xi_set_02,13,50,0.24,0.2,0.56,1.12,1.9,-0.78,1.0796436680059578,1.7420525050058995,-0.6624088369999419,0.47491400453986493,-0.32000000000000006
sensitivity_ability_high,real_xi_set_02,14,50,0.14,0.34,0.52,0.8,1.38,-0.58,1.0787748070919279,1.7455539092502128,-0.6667791021582847,0.47683172872761986,-0.38
sensitivity_ability_high,real_xi_set_02,15,50,0.2,0.28,0.52,1.2,2.0,-0.8,1.0362373009898866,1.6526344247256635,-0.6163971237357767,0.47495483982079656,-0.32
sensitivity_ability_high,real_xi_set_02,16,50,0.3,0.16,0.54,1.16,1.72,-0.56,1.2103089633938708,1.9181478065737139,-0.707838843179843,0.472744488333989,-0.24000000000000005
sensitivity_ability_high,real_xi_set_02,17,50,0.22,0.22,0.56,1.28,2.2,-0.92,1.258120562624972,2.0045508870995787,-0.746430324474607,0.46938549527429907,-0.3400000000000001
sensitivity_ability_high,real_xi_set_02,18,50,0.18,0.26,0.56,0.84,1.68,-0.84,1.1894710963374688,1.8847515091645715,-0.6952804128271027,0.47781725961705257,-0.38000000000000006
sensitivity_ability_high,real_xi_set_02,19,50,0.2,0.24,0.56,0.92,1.66,-0.74,1.0930382375180532,1.8824308220926584,-0.7893925845746054,0.47095264710103746,-0.36000000000000004
sensitivity_ability_high,real_xi_set_03,0,50,0.22,0.2,0.58,1.16,1.94,-0.78,1.0880039875790861,1.9081004671926547,-0.8200964796135685,0.48265251794474806,-0.36
sensitivity_ability_high,real_xi_set_03,1,50,0.26,0.2,0.54,1.24,1.74,-0.5,1.2409890598269613,1.8742297317361465,-0.6332406719091852,0.49133965531046014,-0.28
sensitivity_ability_high,real_xi_set_03,2,50,0.32,0.12,0.56,1.42,2.18,-0.76,1.3099083997486867,2.2022193323995185,-0.8923109326508318,0.4834177667810505,-0.24000000000000005
sensitivity_ability_high,real_xi_set_03,3,50,0.3,0.24,0.46,1.02,1.42,-0.4,1.0178248181487692,1.6655464414663967,-0.6477216233176276,0.4840138667153562,-0.16000000000000003
sensitivity_ability_high,real_xi_set_03,4,50,0.18,0.28,0.54,0.88,1.56,-0.68,1.0654049638177114,1.7866189527199785,-0.7212139889022672,0.4792843980211684,-0.36000000000000004
sensitivity_ability_high,real_xi_set_03,5,50,0.32,0.22,0.46,1.08,1.42,-0.34,0.9915405331831305,1.7921070129798784,-0.8005664797967479,0.48878725357339114,-0.14
sensitivity_ability_high,real_xi_set_03,6,50,0.3,0.14,0.56,1.32,1.82,-0.5,1.1797154910601317,1.9856562721450575,-0.8059407810849258,0.4860746831242711,-0.26000000000000006
sensitivity_ability_high,real_xi_set_03,7,50,0.18,0.26,0.56,0.86,1.76,-0.9,0.9738809550127648,1.6631395167488352,-0.6892585617360705,0.4807415617288251,-0.38000000000000006
sensitivity_ability_high,real_xi_set_03,8,50,0.14,0.3,0.56,1.3,1.92,-0.62,1.1430142260321503,1.8063465007088817,-0.6633322746767314,0.487569724889546,-0.42000000000000004
sensitivity_ability_high,real_xi_set_03,9,50,0.22,0.28,0.5,0.9,1.48,-0.58,0.9834508907525981,1.626504888376161,-0.643053997623563,0.4833031937659644,-0.28
sensitivity_ability_high,real_xi_set_03,10,50,0.14,0.36,0.5,0.84,1.62,-0.78,1.1207301580644486,1.7485846672217555,-0.6278545091573072,0.48167155879541595,-0.36
sensitivity_ability_high,real_xi_set_03,11,50,0.12,0.38,0.5,1.26,2.0,-0.74,1.1157027164176612,1.8686487288918086,-0.7529460124741472,0.48075328672707196,-0.38
sensitivity_ability_high,real_xi_set_03,12,50,0.28,0.18,0.54,1.54,2.12,-0.58,1.214104446249299,1.9255192770125737,-0.7114148307632749,0.49338073866611654,-0.26
sensitivity_ability_high,real_xi_set_03,13,50,0.3,0.14,0.56,1.1,1.74,-0.64,1.0001480696551892,1.6661689609013848,-0.6660208912461953,0.4779601774781898,-0.26000000000000006
sensitivity_ability_high,real_xi_set_03,14,50,0.16,0.32,0.52,0.8,1.34,-0.54,0.9961061400256193,1.712976663084439,-0.7168705230588195,0.47361159961193655,-0.36
sensitivity_ability_high,real_xi_set_03,15,50,0.24,0.26,0.5,1.16,1.86,-0.7,0.9726973412528239,1.5952746107103453,-0.6225772694575213,0.48059956147595145,-0.26
sensitivity_ability_high,real_xi_set_03,16,50,0.28,0.16,0.56,1.06,1.64,-0.58,1.1581522619304274,1.8579508741843664,-0.699798612253939,0.4746886873078061,-0.28
sensitivity_ability_high,real_xi_set_03,17,50,0.22,0.24,0.54,1.22,2.06,-0.84,1.1936764274848377,1.9413827514695574,-0.74770632398472,0.4755877072471096,-0.32000000000000006
sensitivity_ability_high,real_xi_set_03,18,50,0.22,0.2,0.58,0.78,1.66,-0.88,1.108317985132001,1.8490881146209526,-0.7407701294889513,0.4782859648262533,-0.36
sensitivity_ability_high,real_xi_set_03,19,50,0.24,0.24,0.52,0.9,1.5,-0.6,1.0231650047006031,1.7945974257045796,-0.7714324210039766,0.4751192718099262,-0.28
sensitivity_ability_high,real_xi_set_04,0,50,0.2,0.18,0.62,1.16,2.02,-0.86,1.0698881142240284,1.9696562210635438,-0.8997681068395154,0.47785760241560105,-0.42
sensitivity_ability_high,real_xi_set_04,1,50,0.26,0.2,0.54,1.22,1.8,-0.58,1.202580692872057,1.961617994216902,-0.759037301344845,0.4844990343512711,-0.28
sensitivity_ability_high,real_xi_set_04,2,50,0.34,0.1,0.56,1.44,2.16,-0.72,1.3084728258150071,2.2228384473942087,-0.9143656215792016,0.4803559559459065,-0.22000000000000003
sensitivity_ability_high,real_xi_set_04,3,50,0.3,0.24,0.46,1.02,1.44,-0.42,1.0033758785605182,1.7260679385376987,-0.7226920599771802,0.47789370965631073,-0.16000000000000003
sensitivity_ability_high,real_xi_set_04,4,50,0.18,0.28,0.54,0.86,1.62,-0.76,1.0414172770913603,1.8609207171028876,-0.8195034400115273,0.4729674134827948,-0.36000000000000004
sensitivity_ability_high,real_xi_set_04,5,50,0.32,0.24,0.44,1.1,1.46,-0.36,0.9879838002951683,1.8196755175161439,-0.8316917172209755,0.48359744632581064,-0.12
sensitivity_ability_high,real_xi_set_04,6,50,0.28,0.14,0.58,1.34,1.86,-0.52,1.1799788202816033,2.052215555663198,-0.8722367353815947,0.4808602218950087,-0.29999999999999993
sensitivity_ability_high,real_xi_set_04,7,50,0.18,0.26,0.56,0.86,1.74,-0.88,0.9846389132652442,1.7049865251624639,-0.7203476118972195,0.4751241367176348,-0.38000000000000006
sensitivity_ability_high,real_xi_set_04,8,50,0.14,0.3,0.56,1.36,1.96,-0.6,1.1374076316526958,1.8327026752685354,-0.6952950436158395,0.4833226059562521,-0.42000000000000004
sensitivity_ability_high,real_xi_set_04,9,50,0.22,0.26,0.52,0.88,1.52,-0.64,0.9771704306344472,1.6641897890044874,-0.6870193583700401,0.47953901151896844,-0.30000000000000004
sensitivity_ability_high,real_xi_set_04,10,50,0.12,0.38,0.5,0.84,1.66,-0.82,1.1060296385923925,1.8033828173174324,-0.6973531787250401,0.47858837907654916,-0.38
sensitivity_ability_high,real_xi_set_04,11,50,0.1,0.42,0.48,1.24,2.0,-0.76,1.0852996182904977,1.9324870039779285,-0.8471873856874309,0.47524209135808965,-0.38
sensitivity_ability_high,real_xi_set_04,12,50,0.24,0.2,0.56,1.46,2.24,-0.78,1.175225913441405,2.01866027545489,-0.8434343620134852,0.48559084097126276,-0.32000000000000006
sensitivity_ability_high,real_xi_set_04,13,50,0.28,0.16,0.56,1.12,1.8,-0.68,1.0051000286386165,1.7006868838631386,-0.6955868552245218,0.4757946576640637,-0.28
sensitivity_ability_high,real_xi_set_04,14,50,0.16,0.3,0.54,0.8,1.36,-0.56,0.9859479537821599,1.7558990452287737,-0.7699510914466136,0.4720257093656348,-0.38
sensitivity_ability_high,real_xi_set_04,15,50,0.24,0.24,0.52,1.2,1.98,-0.78,0.9799209567211998,1.6273606569411185,-0.6474397002199186,0.4802795525100308,-0.28
sensitivity_ability_high,real_xi_set_04,16,50,0.24,0.22,0.54,1.02,1.68,-0.66,1.1306300511665726,1.94451224824088,-0.8138821970743075,0.46599830525360586,-0.30000000000000004
sensitivity_ability_high,real_xi_set_04,17,50,0.22,0.22,0.56,1.22,2.14,-0.92,1.1956467952596308,1.9965887156294957,-0.8009419203698649,0.4690999606137671,-0.3400000000000001
sensitivity_ability_high,real_xi_set_04,18,50,0.22,0.2,0.58,0.8,1.68,-0.88,1.1052346720613786,1.8904445328045265,-0.785209860743148,0.47522286354241977,-0.36
sensitivity_ability_high,real_xi_set_04,19,50,0.22,0.24,0.54,0.82,1.58,-0.76,1.010784858860748,1.8353861196440522,-0.8246012607833042,0.4716937840849122,-0.32000000000000006
sensitivity_ability_high,real_xi_set_05,0,50,0.28,0.14,0.58,1.16,1.92,-0.76,1.1762470550085096,1.9137040445540594,-0.7374569895455498,0.48127475749240034,-0.29999999999999993
sensitivity_ability_high,real_xi_set_05,1,50,0.3,0.18,0.52,1.32,1.74,-0.42,1.3184094982939132,1.8845148041950681,-0.566105305901155,0.48857844630276903,-0.22000000000000003
sensitivity_ability_high,real_xi_set_05,2,50,0.36,0.12,0.52,1.58,2.22,-0.64,1.3873688980584558,2.1918717000787833,-0.8045028020203275,0.48122162978417937,-0.16000000000000003
sensitivity_ability_high,real_xi_set_05,3,50,0.32,0.26,0.42,1.08,1.4,-0.32,1.0741940499791176,1.6198465266007969,-0.5456524766216793,0.48136702233978523,-0.09999999999999998
sensitivity_ability_high,real_xi_set_05,4,50,0.24,0.24,0.52,0.96,1.5,-0.54,1.136984888420468,1.7519222960511356,-0.6149374076306677,0.4815416390433992,-0.28
sensitivity_ability_high,real_xi_set_05,5,50,0.38,0.16,0.46,1.12,1.42,-0.3,1.1282097085895773,1.8240616158155414,-0.6958519072259641,0.4884372749290783,-0.08000000000000002
sensitivity_ability_high,real_xi_set_05,6,50,0.3,0.14,0.56,1.28,1.76,-0.48,1.2523598188270553,1.9787159337454994,-0.7263561149184444,0.48256198989669713,-0.26000000000000006
sensitivity_ability_high,real_xi_set_05,7,50,0.24,0.3,0.46,1.02,1.78,-0.76,1.0638029336446038,1.6013893768630327,-0.537586443218429,0.4853603241695692,-0.22000000000000003
sensitivity_ability_high,real_xi_set_05,8,50,0.16,0.24,0.6,1.32,1.98,-0.66,1.1849599109095914,1.836297125808312,-0.6513372148987205,0.4872602229131545,-0.43999999999999995
sensitivity_ability_high,real_xi_set_05,9,50,0.24,0.22,0.54,0.98,1.5,-0.52,1.0595147305726553,1.649596073838627,-0.5900813432659718,0.4794174022594559,-0.30000000000000004
sensitivity_ability_high,real_xi_set_05,10,50,0.14,0.36,0.5,0.94,1.64,-0.7,1.1634702415300275,1.7915396994196942,-0.6280694578896666,0.4811014692899684,-0.36
sensitivity_ability_high,real_xi_set_05,11,50,0.2,0.34,0.46,1.4,1.86,-0.46,1.2243097542391377,1.7681942790512002,-0.5438845248120626,0.4827002128625649,-0.26
sensitivity_ability_high,real_xi_set_05,12,50,0.32,0.16,0.52,1.68,2.24,-0.56,1.2577264932004077,1.9760601815295837,-0.718333688329176,0.4877176412382206,-0.2
sensitivity_ability_high,real_xi_set_05,13,50,0.24,0.24,0.52,1.18,1.82,-0.64,1.0815050829674464,1.6860816716972165,-0.60457658872977,0.4777475644480181,-0.28
sensitivity_ability_high,real_xi_set_05,14,50,0.16,0.36,0.48,0.86,1.26,-0.4,1.1088204479190233,1.67852330234659,-0.5697028544275669,0.48046002616500144,-0.31999999999999995
sensitivity_ability_high,real_xi_set_05,15,50,0.2,0.32,0.48,1.2,1.9,-0.7,1.0624032237126262,1.609052141156202,-0.5466489174435756,0.47786835424633467,-0.27999999999999997
sensitivity_ability_high,real_xi_set_05,16,50,0.32,0.16,0.52,1.2,1.72,-0.52,1.2380241621163877,1.8434601120247576,-0.6054359499083699,0.4801897273925891,-0.2
sensitivity_ability_high,real_xi_set_05,17,50,0.22,0.24,0.54,1.22,2.16,-0.94,1.2545554892471453,1.9428382211542599,-0.6882827319071145,0.473824926720797,-0.32000000000000006
sensitivity_ability_high,real_xi_set_05,18,50,0.18,0.26,0.56,0.84,1.64,-0.8,1.2016807005420613,1.8480103017240075,-0.6463296011819462,0.48241012860280746,-0.38000000000000006
sensitivity_ability_high,real_xi_set_05,19,50,0.22,0.24,0.54,0.98,1.58,-0.6,1.1153008901176298,1.831609862482141,-0.7163089723645113,0.4736197219139744,-0.32000000000000006
sensitivity_ability_high,real_xi_set_06,0,50,0.24,0.16,0.6,1.14,2.0,-0.86,1.1476172196657184,1.9691665271577805,-0.821549307492062,0.4770985471834151,-0.36
