domain,team_id,elo,component_id,component_size,competition_count,cross_competition_bridge,elo_z
club,2170,1510.8768497435888,club:451,585,1,False,0.8260093373330786
club,603,1509.579067385908,club:451,585,1,False,0.7756002077359145
club,21595,1463.6336678542575,club:451,585,2,True,-1.00903462388834
club,24757,1476.2418536778478,club:451,585,1,False,-0.5193009875779199
club,410,1490.3624169171553,club:451,585,2,True,0.029177189908852305
club,201,1476.037976965072,club:451,585,3,True,-0.5272200716796072
club,230,1471.9166274490615,club:451,585,1,False,-0.6873036485892673
club,607,1491.4523730495557,club:451,585,2,True,0.07151382640897108
club,522,1490.9319008101172,club:451,585,1,False,0.051297376081761006
club,26299,1487.1644829767508,club:451,585,1,False,-0.09503860443520919
club,1036,1508.0168264156118,club:451,585,1,False,0.7149188407350573
club,1370,1491.149749067746,club:451,585,1,False,0.059759150112151514
club,43,1500.2806403197599,club:451,585,1,False,0.41442592280811874
club,747,1470.2178224581444,club:451,585,2,True,-0.753289505494033
club,1379,1489.7311520578385,club:451,585,1,False,0.004657275675847217
club,3597,1518.139515924347,club:3584,20,1,False,1.1081095512557393
club,2690,1482.23503051378,club:451,585,1,False,-0.2865109315001542
club,515,1501.059406500203,club:451,585,1,False,0.44467515919472383
club,517,1491.1345514128184,club:451,585,1,False,0.059168834985519565
club,1354,1488.5620728989047,club:451,585,1,False,-0.040752698102309116
club,598,1504.180947757653,club:451,585,1,False,0.5659236696698542
club,620,1454.653886893714,club:451,585,1,False,-1.3578318929490396
club,1351,1485.6417192231734,club:451,585,2,True,-0.15418657708690353
club,511,1487.7489355232049,club:451,585,1,False,-0.07233699812716438
club,319,1450.8240646184886,club:451,585,2,True,-1.5065918188821938
club,565,1471.8090241589512,club:451,585,1,False,-0.6914832309084059
club,651,1504.2195760259476,club:451,585,1,False,0.5674240887278353
club,2945,1441.9052641258447,club:451,585,1,False,-1.8530204532553733
club,7402,1508.1789182629993,club:3584,20,1,False,0.7212148956114717
club,249,1497.1943625763365,club:451,585,1,False,0.2945471358756906
club,416,1515.923931579796,club:451,585,1,False,1.0220506849928999
club,10567,1488.273166240495,club:451,585,1,False,-0.0519745590708082
club,3575,1467.9191700316883,club:3584,20,1,False,-0.8425749449040273
club,949,1479.6350619438415,club:451,585,1,False,-0.38750024747822404
club,953,1494.4956928053552,club:451,585,1,False,0.18972401709908893
club,8074,1483.621107090041,club:451,585,1,False,-0.23267223246805668
club,2870,1510.990403104486,club:451,585,1,False,0.830420035360974
club,8010,1479.2031922137464,club:451,585,1,False,-0.4042751535821719
club,566,1504.0540587509076,club:451,585,1,False,0.5609949816293458
club,3402,1487.5289856080778,club:451,585,1,False,-0.08088040581868026
club,572,1475.4019975204724,club:451,585,1,False,-0.5519231122581872
club,619,1524.8185302126972,club:451,585,2,True,1.3675392582864643
club,656,1488.4298180009362,club:451,585,1,False,-0.04588981084860257
club,3577,1492.6637871402381,club:3584,20,1,False,0.11856819537278773
club,64,1492.095183118477,club:451,585,2,True,0.09648218560945078
club,2240,1510.4695273441969,club:451,585,1,False,0.8101879112694143
club,3578,1477.8523782066316,club:3584,20,1,False,-0.456744165773098
club,256,1487.5750534623417,club:451,585,1,False,-0.07909101453738884
club,328,1490.9378623356397,club:451,585,1,False,0.051528936721248
national,1571,1473.9748423607628,national:32,81,1,False,-0.6011114840320192
national,1567,1470.5833059963136,national:32,81,2,True,-0.7429054531821726
club,223,1487.280773993748,club:451,585,1,False,-0.09052156896150229
club,253,1494.9951595958387,club:451,585,1,False,0.20912456297794849
club,3713,1442.7872014284658,club:451,585,1,False,-1.8187637910952796
club,3569,1505.4373980868893,club:3584,20,1,False,0.6147273593671464
club,2174,1483.506605314279,club:451,585,1,False,-0.23711976931376016
club,10513,1462.5501183128417,club:451,585,1,False,-1.051122412287459
club,5242,1458.941799430277,club:451,585,1,False,-1.191278589556017
club,2903,1464.7153468503518,club:451,585,1,False,-0.9670194921723466
club,2895,1473.5415183003606,club:451,585,1,False,-0.6241888026988008
club,3475,1480.9410553364462,club:451,585,1,False,-0.33677218064080505
club,2693,1468.6949927924952,club:451,585,1,False,-0.8124400383363054
club,436,1495.0532188626653,club:451,585,1,False,0.21137973087143794
club,559,1502.243138964162,club:451,585,1,False,0.490654304180724
club,336,1499.6105446962074,club:451,585,1,False,0.3883977240656765
club,781,1482.420538023289,club:451,585,1,False,-0.27930535343635454
club,604,1428.8892360240968,club:451,585,1,False,-2.358595709027776
club,588,1477.3526127763046,club:451,585,1,False,-0.47615631157430766
club,614,1503.1532830980743,club:451,585,1,False,0.5260065905844924
club,1158,1507.6556142345642,club:451,585,1,False,0.700888451480077
club,1124,1453.2314662388708,club:451,585,1,False,-1.4130822873678777
club,254,1518.212976889216,club:451,585,1,False,1.110962959823434
club,329,1507.4073561697378,club:451,585,1,False,0.6912454840831878
club,191,1499.5051821257923,club:451,585,1,False,0.3843051769330156
club,9612,1496.3035799167094,club:451,585,1,False,0.25994689781089075
club,424,1481.1248209926332,club:451,585,1,False,-0.32963426053932243
club,1320,1486.0774284824934,club:451,585,1,False,-0.1372625340146911
club,785,1486.14215416431,club:451,585,1,False,-0.1347484258025896
club,176,1498.101207466842,club:451,585,1,False,0.32977127137072865
club,1358,1498.2204781923178,club:451,585,1,False,0.33440404621319586
club,185,1493.9338365840908,club:451,585,2,True,0.16790010887205295
club,1389,1459.2441289459275,club:451,585,1,False,-1.179535351065153
club,158,1485.0690259924984,club:451,585,1,False,-0.17643142200535816
club,9756,1480.979723414895,club:451,585,1,False,-0.335270215256344
club,9404,1487.0117231177362,club:451,585,1,False,-0.10097218142116411
club,377,1515.8067812250893,club:451,585,1,False,1.0175002706820409
club,2874,1493.5142832941647,club:451,585,1,False,0.15160360426969333
club,363,1511.2626329840525,club:451,585,1,False,0.8409941283112093
club,2142,1488.5240940803785,club:451,585,1,False,-0.04222789089846926
club,6343,1518.010125377414,club:3584,20,1,False,1.1030836971050824
national,1563,1487.9294784711162,national:32,81,1,False,-0.017693519573765786
club,2143,1490.311521099887,club:451,585,1,False,0.027200268406220265
club,8578,1491.3900596023116,club:451,585,1,False,0.06909341545239893
club,1335,1464.067615813664,club:451,585,2,True,-0.9921789941329511
club,8012,1487.851566623835,club:451,585,1,False,-0.06835054814828788
club,906,1491.3820315619625,club:451,585,1,False,0.06878158618151246
club,3605,1520.2264941201654,club:3584,20,1,False,1.189173031366127
club,5261,1482.7268886006,club:451,585,1,False,-0.2674059268010361
club,717,1486.5167858843988,club:451,585,1,False,-0.12019678791246666
club,179,1491.4742143635992,club:451,585,1,False,0.07236219795885054
club,181,1490.0749601556456,club:451,585,1,False,0.018011646581217833
club,7522,1500.5434457685017,club:451,585,1,False,0.4246339471706487
club,24612,1486.6542788183365,club:451,585,1,False,-0.11485621667990314
club,5277,1498.6936880309565,club:451,585,1,False,0.35278470606838225
club,347,1496.8830548064,club:451,585,1,False,0.28245515941564664
club,3854,1485.7058674169762,club:451,585,1,False,-0.1516948999611581
club,544,1500.0228961565515,club:451,585,1,False,0.40441449150055897
club,1261,1492.0921862576756,club:451,585,1,False,0.09636578000135329
club,9692,1486.4841706796428,club:451,585,1,False,-0.12146364446484009
club,9900,1489.8706324783861,club:451,585,1,False,0.01007504588519095
club,722,1506.9760060120184,club:451,585,1,False,0.6744907594765952
club,726,1483.533800134072,club:451,585,1,False,-0.23606345414103838
club,4665,1502.558952503402,club:451,585,1,False,0.5029212960487134
club,9381,1490.818603964617,club:451,585,1,False,0.046896641756805926
club,1386,1512.745746882516,club:451,585,1,False,0.898602000904429
club,5253,1491.2148520127864,club:451,585,1,False,0.0622879121763615
club,231,1489.0430469357336,club:451,585,1,False,-0.022070457269023964
club,1165,1503.4032885330112,club:451,585,1,False,0.5357174302296303
club,276,1489.5940765962455,club:451,585,1,False,-0.0006670798812591226
club,5275,1487.164294208021,club:451,585,1,False,-0.09504593668727268
club,1308,1498.772424167623,club:451,585,1,False,0.3558430155712913
club,3176,1491.4493486373447,club:451,585,1,False,0.07139635063485507
club,3115,1489.376222313875,club:451,585,1,False,-0.009129087927771326
club,1295,1488.1305583765227,club:451,585,1,False,-0.05751380704563604
club,3130,1488.2156410155217,club:451,585,1,False,-0.05420898343604921
club,430,1483.8122777280307,club:451,585,1,False,-0.22524668425609315
club,1063,1469.0724649622628,club:451,585,2,True,-0.797778070239328
club,1304,1491.9340841501871,club:451,585,1,False,0.09022469665343691
club,3195,1488.5868711060975,club:451,585,1,False,-0.03978947338842566
national,31,1597.4664165566824,national:32,81,2,True,4.0
national,1524,1485.0065391428675,national:32,81,1,False,-0.13989629860980424
national,1531,1487.948189247827,national:32,81,2,True,-0.016911256018075405
national,1529,1488.352685575122,national:32,81,1,False,0.0
national,32,1535.8294788838725,national:32,81,2,True,1.984918409348249
national,1522,1474.4500929063895,national:32,81,1,False,-0.5812421227857223
national,1508,1518.8934609684272,national:32,81,3,True,1.2768542921530555
national,1516,1457.5145463792944,national:32,81,1,False,-1.289286532091038
national,13,1524.613481280122,national:32,81,2,True,1.5159979416555196
national,1520,1465.548209735753,national:32,81,1,False,-0.9534136733863592
national,28,1451.1707540312857,national:32,81,2,True,-1.5545089563343415
national,1519,1485.0065391428675,national:32,81,1,False,-0.13989629860980424
national,1532,1513.7801526233,national:32,81,2,True,1.063076166892719
national,1510,1470.5816447176196,national:32,81,1,False,-0.7429749082239502
national,1501,1527.4682818642743,national:32,81,2,True,1.6353519636858527
national,1512,1487.9338141005726,national:32,81,1,False,-0.017512254788924837
national,1500,1488.388339319801,national:32,81,1,False,0.0014906182419524168
club,2956,1473.2460547070668,club:451,585,1,False,-0.6356653515033382
national,19,1533.0955855578823,national:32,81,1,False,1.8706192999567937
national,1502,1473.6656182198294,national:32,81,1,False,-0.6140395831553513
national,1530,1499.7124218879142,national:32,81,1,False,0.474929921782377
national,1507,1481.4059674432394,national:32,81,1,False,-0.29042965507077667
national,1489,1488.302549761113,national:32,81,1,False,-0.0020960872303889123
national,1521,1483.9927617500307,national:32,81,1,False,-0.18228048822717574
national,1503,1486.4646604176273,national:32,81,1,False,-0.07893489916331542
club,1380,1499.862014906761,club:451,585,1,False,0.39816545927844244
club,1352,1479.686065431134,club:451,585,1,False,-0.38551914380115554
club,103,1484.8353688276663,club:451,585,1,False,-0.18550725373755522
club,1364,1491.011458918772,club:451,585,1,False,0.05438761304325665
club,1303,1482.6053933889054,club:451,585,1,False,-0.2721251062809374
club,1214,1490.4555004965778,club:451,585,1,False,0.03279279016008399
club,115,1487.7719908511326,club:451,585,1,False,-0.07144147122580316
club,1374,1515.966734609791,club:451,585,1,False,1.0237132622913176
club,3162,1487.362951863512,club:451,585,1,False,-0.08732957389203548
club,15116,1482.3472211933342,club:451,585,1,False,-0.28215316344160896
club,725,1486.8250694138426,club:451,585,1,False,-0.10822228055656884
club,421,1489.6112505587396,club:451,585,1,False,0.0
club,14000,1480.6844810133211,club:451,585,1,False,-0.34673817241837035
club,7782,1490.5621040377905,club:451,585,1,False,0.036933539718517615
club,7834,1504.9597045506941,club:451,585,1,False,0.5961725414261608
club,5237,1503.6489100217764,club:451,585,1,False,0.5452579863835458
club,2206,1481.747226463442,club:451,585,1,False,-0.305458467229835
club,2618,1512.739278871708,club:451,585,1,False,0.8983507671030695
club,7780,1476.9257581536697,club:451,585,1,False,-0.4927364182957496
club,1051,1492.8451651824787,club:451,585,1,False,0.12561337454576124
club,433,1492.547193159089,club:451,585,1,False,0.11403939200971588
club,82,1488.202493739351,club:451,585,1,False,-0.05471965669679699
club,87,1491.477274101101,club:451,585,1,False,0.07248104585607484
club,110,1489.3405668816174,club:451,585,1,False,-0.01051403455990406
club,20881,1475.143212629297,club:451,585,1,False,-0.5619749680565334
club,132,1493.062829302273,club:451,585,1,False,0.13406799619971405
club,13115,1489.5918296236096,club:451,585,1,False,-0.0007543579476741425
club,159,1500.416566426615,club:451,585,1,False,0.4197056345375505
club,21232,1492.6343332445288,club:451,585,1,False,0.11742413201180306
club,1844,1494.3463820655975,club:451,585,1,False,0.18392441257668768
club,7814,1500.962100169094,club:451,585,1,False,0.4408955366513318
club,61,1494.3967898637825,club:451,585,1,False,0.18588237819116615
club,138,1504.7540224445509,club:451,585,1,False,0.5881833313070436
club,7854,1492.3034722533193,club:451,585,1,False,0.10457265927770917
club,1058,1478.388232715365,club:451,585,1,False,-0.43593022943308113
club,820,1490.1117782162078,club:451,585,1,False,0.019441752619730107
club,10030,1490.5405944495642,club:451,585,1,False,0.0360980532333882
club,93,1493.1709789047702,club:451,585,1,False,0.1382687986654718
club,822,1496.6293093221916,club:451,585,1,False,0.27259904685374237
club,561,1495.208747937814,club:451,585,1,False,0.2174208711742768
club,1198,1488.4179372739775,club:451,585,1,False,-0.04635128815365617
club,6434,1509.4279712324972,club:451,585,1,False,0.7697312532584208
club,134,1484.2177933974233,club:451,585,1,False,-0.20949543612799987
club,3491,1486.769331524665,club:451,585,1,False,-0.1103872803058712
club,2813,1493.6412213859521,club:451,585,1,False,0.1565341988966428
club,2365,1512.5302876196906,club:451,585,1,False,0.8902330214385025
club,10013,1483.8825157497758,club:451,585,1,False,-0.22251846290230157
club,1135,1497.162270254894,club:451,585,1,False,0.29330058942582576
club,476,1474.0154538114743,club:451,585,1,False,-0.6057799559002319
club,2329,1512.4308254223479,club:451,585,1,False,0.8863696596304182
club,473,1515.8880786871953,club:451,585,1,False,1.0206580685045872
club,2546,1486.2361939744171,club:451,585,1,False,-0.13109568314745865
club,1128,1493.4493765979978,club:451,585,1,False,0.14908246500513525
club,2523,1495.152355267783,club:451,585,1,False,0.21523043809040693
club,303,1506.578268668999,club:451,585,1,False,0.6590416411007494
club,757,1492.0525287426076,club:451,585,1,False,0.09482538241100665
club,289,1493.053944822003,club:451,585,1,False,0.13372290064906978
club,7772,1472.0442523752088,club:451,585,1,False,-0.6823463755889743
club,149,1486.9631604270057,club:451,585,1,False,-0.10285847842322422
club,2896,1494.248406227357,club:451,585,1,False,0.18011878469307158
club,7831,1483.8005576292555,club:451,585,1,False,-0.22570192235865583
club,1223,1493.8731225851689,club:451,585,1,False,0.16554182450957336
club,321,1490.117563585606,club:451,585,1,False,0.01966647091246465
club,147,1490.4985611682393,club:451,585,1,False,0.03446537490858422
club,2318,1488.5656657336804,club:451,585,1,False,-0.040613143366682744
club,1176,1521.426857367789,club:451,585,1,False,1.2357981578020132
club,334,1481.4022275460595,club:451,585,1,False,-0.3188590925614186
club,550,1477.4872467553353,club:451,585,1,False,-0.47092678933818405
club,3702,1508.1455248708055,club:451,585,1,False,0.7199178123025293
club,644,1498.4962866025298,club:451,585,1,False,0.3451171382906771
club,969,1497.7521865842405,club:451,585,1,False,0.3162144227982005
club,4799,1517.7545140141897,club:451,585,1,False,1.0931551091110934
club,2432,1485.971461727653,club:451,585,1,False,-0.14137854918944562
national,17,1489.7549439736547,national:32,81,1,False,0.05862587415729553
national,770,1472.7787691026551,national:32,81,1,False,-0.6511171323391337
national,1113,1487.3796667576119,national:32,81,1,False,-0.040680147687273634
national,1569,1466.4371308307955,national:32,81,1,False,-0.9162494985750315
national,15,1531.9431773099507,national:32,81,1,False,1.822439206336558
national,1108,1484.8014361411626,national:32,81,1,False,-0.14847128220755954
national,20,1503.3301524328185,national:32,81,1,False,0.6261806583673732
national,777,1486.6681232993785,national:32,81,1,False,-0.07042848599887466
national,25,1519.2724885981322,national:32,81,1,False,1.2927007482302475
national,1118,1534.4761527703577,national:32,81,1,False,1.928338305062388
national,12,1508.1084145055397,national:32,81,1,False,0.8259511081354437
national,5,1486.8135983618517,national:32,81,1,False,-0.0643464381291638
national,9,1589.7185389745248,national:32,81,1,False,4.0
national,1533,1490.4725137919072,national:32,81,1,False,0.08862616362460406
national,1,1541.074685047765,national:32,81,1,False,2.2042109426040266
national,22,1502.8455544837198,national:32,81,1,False,0.6059204991766878
national,4673,1465.3050121147717,national:32,81,1,False,-0.9635813237551697
national,2,1576.444956831482,national:32,81,1,False,3.682977698197246
national,1090,1530.5787866401868,national:32,81,1,False,1.765396513070705
national,775,1487.1125043741495,national:32,81,1,False,-0.05184972120440748
national,1548,1457.9594816142308,national:32,81,1,False,-1.2706845988675899
national,27,1519.0748010203263,national:32,81,1,False,1.2844357900235157
national,10,1561.1471893142714,national:32,81,1,False,3.043405851603211
national,3,1502.6389411540029,national:32,81,1,False,0.5972823715107186
national,1504,1493.4246286451712,national:32,81,1,False,0.21204871831668962
national,1568,1453.735145084783,national:32,81,1,False,-1.4472964287789785
