player_id,cached_detailed_fixtures,cached_detailed_minutes,player_name,reported_minutes,detailed_match_minutes,ledger_detailed_minutes,ledger_aggregate_minutes,fixture_endpoint_coverage,missing_fixture_endpoints,ledger_pass,is_unresolved,cache_minus_ledger_minutes
11088,1.0,90.0,,,,,,,,,False,90.0
11261,1.0,0.0,,,,,,,,,False,0.0
11290,1.0,90.0,,,,,,,,,False,90.0
11307,1.0,17.0,,,,,,,,,False,17.0
11348,1.0,0.0,,,,,,,,,False,0.0
11349,2.0,180.0,,,,,,,,,False,180.0
11350,1.0,90.0,,,,,,,,,False,90.0
11351,1.0,90.0,,,,,,,,,False,90.0
11355,1.0,27.0,,,,,,,,,False,27.0
11356,1.0,0.0,,,,,,,,,False,0.0
11365,1.0,21.0,,,,,,,,,False,21.0
11367,1.0,90.0,,,,,,,,,False,90.0
11379,2.0,180.0,,,,,,,,,False,180.0
11402,1.0,0.0,,,,,,,,,False,0.0
11405,1.0,26.0,,,,,,,,,False,26.0
11411,1.0,0.0,,,,,,,,,False,0.0
11422,1.0,90.0,,,,,,,,,False,90.0
11424,1.0,0.0,,,,,,,,,False,0.0
11440,1.0,90.0,,,,,,,,,False,90.0
11450,1.0,0.0,,,,,,,,,False,0.0
11481,1.0,22.0,,,,,,,,,False,22.0
11486,1.0,90.0,,,,,,,,,False,90.0
11487,1.0,63.0,,,,,,,,,False,63.0
11490,2.0,22.0,,,,,,,,,False,22.0
11493,2.0,79.0,,,,,,,,,False,79.0
11495,1.0,90.0,,,,,,,,,False,90.0
11499,1.0,77.0,,,,,,,,,False,77.0
11500,1.0,28.0,,,,,,,,,False,28.0
11501,1.0,90.0,,,,,,,,,False,90.0
11511,1.0,28.0,,,,,,,,,False,28.0
11512,1.0,24.0,,,,,,,,,False,24.0
11518,1.0,16.0,,,,,,,,,False,16.0
11538,1.0,0.0,,,,,,,,,False,0.0
11540,2.0,0.0,,,,,,,,,False,0.0
11543,2.0,180.0,,,,,,,,,False,180.0
11568,2.0,91.0,,,,,,,,,False,91.0
11604,1.0,24.0,,,,,,,,,False,24.0
11621,1.0,76.0,,,,,,,,,False,76.0
11655,1.0,90.0,,,,,,,,,False,90.0
11659,1.0,90.0,,,,,,,,,False,90.0
11675,1.0,39.0,,,,,,,,,False,39.0
11729,1.0,45.0,,,,,,,,,False,45.0
11735,2.0,145.0,,,,,,,,,False,145.0
11746,1.0,90.0,,,,,,,,,False,90.0
11749,1.0,33.0,,,,,,,,,False,33.0
11750,1.0,28.0,,,,,,,,,False,28.0
11751,1.0,64.0,,,,,,,,,False,64.0
11756,4.0,400.0,,,,,,,,,False,400.0
11758,1.0,8.0,,,,,,,,,False,8.0
11764,1.0,98.0,,,,,,,,,False,98.0
11767,1.0,90.0,,,,,,,,,False,90.0
11775,1.0,0.0,,,,,,,,,False,0.0
11778,1.0,8.0,,,,,,,,,False,8.0
11793,2.0,117.0,,,,,,,,,False,117.0
11801,1.0,51.0,,,,,,,,,False,51.0
11828,1.0,90.0,,,,,,,,,False,90.0
11833,1.0,15.0,,,,,,,,,False,15.0
11839,1.0,90.0,,,,,,,,,False,90.0
11848,2.0,75.0,,,,,,,,,False,75.0
11850,1.0,24.0,,,,,,,,,False,24.0
11856,1.0,21.0,,,,,,,,,False,21.0
11999,1.0,90.0,,,,,,,,,False,90.0
12003,1.0,84.0,,,,,,,,,False,84.0
12021,1.0,62.0,,,,,,,,,False,62.0
12036,1.0,0.0,,,,,,,,,False,0.0
12037,2.0,180.0,,,,,,,,,False,180.0
12226,2.0,102.0,,,,,,,,,False,102.0
12297,1.0,90.0,,,,,,,,,False,90.0
12303,57.0,4300.0,Ricardo Ade,7111.0,7111.0,3760.0,7111.0,1.0,0.0,False,True,540.0
12343,1.0,90.0,,,,,,,,,False,90.0
12345,2.0,141.0,,,,,,,,,False,141.0
12406,1.0,90.0,,,,,,,,,False,90.0
12424,1.0,0.0,,,,,,,,,False,0.0
12473,1.0,0.0,,,,,,,,,False,0.0
12476,1.0,0.0,,,,,,,,,False,0.0
12477,1.0,63.0,,,,,,,,,False,63.0
12478,1.0,19.0,,,,,,,,,False,19.0
12484,2.0,164.0,,,,,,,,,False,164.0
12694,1.0,34.0,,,,,,,,,False,34.0
12705,2.0,210.0,,,,,,,,,False,210.0
12707,1.0,0.0,,,,,,,,,False,0.0
12724,1.0,21.0,,,,,,,,,False,21.0
12741,1.0,73.0,,,,,,,,,False,73.0
12746,1.0,0.0,,,,,,,,,False,0.0
12853,1.0,0.0,,,,,,,,,False,0.0
12933,1.0,17.0,,,,,,,,,False,17.0
12939,1.0,89.0,,,,,,,,,False,89.0
12967,2.0,16.0,,,,,,,,,False,16.0
12974,1.0,16.0,,,,,,,,,False,16.0
12997,2.0,180.0,,,,,,,,,False,180.0
13035,2.0,0.0,,,,,,,,,False,0.0
13061,1.0,0.0,,,,,,,,,False,0.0
13062,1.0,68.0,,,,,,,,,False,68.0
13069,1.0,61.0,,,,,,,,,False,61.0
13072,1.0,90.0,,,,,,,,,False,90.0
13082,1.0,73.0,,,,,,,,,False,73.0
13095,2.0,40.0,,,,,,,,,False,40.0
13098,1.0,90.0,,,,,,,,,False,90.0
13145,1.0,95.0,,,,,,,,,False,95.0
13151,37.0,1804.0,J. Portilla,3408.0,3408.0,1714.0,3408.0,1.0,0.0,False,True,90.0
13152,1.0,90.0,,,,,,,,,False,90.0
13166,1.0,90.0,,,,,,,,,False,90.0
13177,1.0,95.0,,,,,,,,,False,95.0
13185,1.0,14.0,,,,,,,,,False,14.0
13196,3.0,80.0,,,,,,,,,False,80.0
13217,1.0,65.0,,,,,,,,,False,65.0
13259,1.0,24.0,,,,,,,,,False,24.0
13261,1.0,90.0,,,,,,,,,False,90.0
13271,1.0,66.0,,,,,,,,,False,66.0
13278,2.0,186.0,,,,,,,,,False,186.0
13280,1.0,45.0,,,,,,,,,False,45.0
13283,1.0,88.0,,,,,,,,,False,88.0
13300,1.0,90.0,,,,,,,,,False,90.0
13304,1.0,74.0,,,,,,,,,False,74.0
13305,2.0,156.0,,,,,,,,,False,156.0
13363,1.0,23.0,,,,,,,,,False,23.0
13364,1.0,0.0,,,,,,,,,False,0.0
13372,1.0,0.0,,,,,,,,,False,0.0
13376,41.0,2457.0,J. Campaz,3722.0,3635.0,2319.0,3722.0,1.0,0.0,False,True,138.0
13377,1.0,62.0,,,,,,,,,False,62.0
13378,1.0,14.0,,,,,,,,,False,14.0
13402,1.0,90.0,,,,,,,,,False,90.0
13417,1.0,0.0,,,,,,,,,False,0.0
13439,1.0,90.0,,,,,,,,,False,90.0
13457,3.0,90.0,,,,,,,,,False,90.0
13467,1.0,76.0,,,,,,,,,False,76.0
13469,2.0,114.0,,,,,,,,,False,114.0
13489,1.0,69.0,,,,,,,,,False,69.0
13524,3.0,189.0,,,,,,,,,False,189.0
13530,1.0,0.0,,,,,,,,,False,0.0
13571,57.0,4590.0,W. Ditta,5555.0,5555.0,4500.0,5555.0,1.0,0.0,True,False,90.0
13575,2.0,90.0,,,,,,,,,False,90.0
13584,1.0,90.0,,,,,,,,,False,90.0
13592,2.0,32.0,,,,,,,,,False,32.0
13595,1.0,85.0,,,,,,,,,False,85.0
13613,1.0,87.0,,,,,,,,,False,87.0
13616,2.0,92.0,,,,,,,,,False,92.0
13634,1.0,0.0,,,,,,,,,False,0.0
13638,1.0,76.0,,,,,,,,,False,76.0
13642,3.0,202.0,,,,,,,,,False,202.0
13682,1.0,55.0,,,,,,,,,False,55.0
13685,1.0,90.0,,,,,,,,,False,90.0
13696,1.0,0.0,,,,,,,,,False,0.0
13708,67.0,4156.0,J. Arias,7572.0,7572.0,3503.0,7572.0,1.0,0.0,False,False,653.0
13709,2.0,111.0,,,,,,,,,False,111.0
13729,1.0,90.0,,,,,,,,,False,90.0
13736,53.0,4465.0,D. Muñoz,5749.0,5749.0,4369.0,5749.0,1.0,0.0,False,True,96.0
13756,2.0,107.0,,,,,,,,,False,107.0
13769,1.0,14.0,,,,,,,,,False,14.0
13771,1.0,33.0,,,,,,,,,False,33.0
13779,1.0,90.0,,,,,,,,,False,90.0
13783,1.0,45.0,,,,,,,,,False,45.0
13787,3.0,155.0,,,,,,,,,False,155.0
13803,1.0,95.0,,,,,,,,,False,95.0
13824,1.0,98.0,,,,,,,,,False,98.0
13948,1.0,70.0,,,,,,,,,False,70.0
14062,1.0,45.0,,,,,,,,,False,45.0
14114,1.0,90.0,,,,,,,,,False,90.0
14227,1.0,0.0,,,,,,,,,False,0.0
14268,56.0,4320.0,I. Pandur,4320.0,4320.0,4320.0,4320.0,1.0,0.0,True,False,0.0
14273,1.0,90.0,,,,,,,,,False,90.0
14281,1.0,85.0,,,,,,,,,False,85.0
14296,1.0,52.0,,,,,,,,,False,52.0
14298,1.0,90.0,,,,,,,,,False,90.0
14301,40.0,2804.0,S. Radeljic,3766.0,3766.0,2804.0,3766.0,1.0,0.0,False,True,0.0
14320,1.0,58.0,,,,,,,,,False,58.0
14326,1.0,0.0,,,,,,,,,False,0.0
14327,1.0,20.0,,,,,,,,,False,20.0
14343,1.0,101.0,,,,,,,,,False,101.0
14356,1.0,90.0,,,,,,,,,False,90.0
14379,45.0,2196.0,C. Ndiaye,2241.0,2241.0,2196.0,2241.0,1.0,0.0,True,False,0.0
14387,1.0,90.0,,,,,,,,,False,90.0
14395,34.0,1841.0,K. Jakic,1860.0,1860.0,1841.0,1860.0,1.0,0.0,True,False,0.0
14406,1.0,0.0,,,,,,,,,False,0.0
14410,1.0,19.0,,,,,,,,,False,19.0
14445,1.0,90.0,,,,,,,,,False,90.0
14481,1.0,90.0,,,,,,,,,False,90.0
14532,1.0,90.0,,,,,,,,,False,90.0
14592,1.0,90.0,,,,,,,,,False,90.0
14621,1.0,0.0,,,,,,,,,False,0.0
14677,3.0,169.0,,,,,,,,,False,169.0
14701,39.0,2653.0,J. Sutalo,2742.0,2742.0,2653.0,2742.0,1.0,0.0,True,False,0.0
14704,1.0,90.0,,,,,,,,,False,90.0
15286,39.0,2706.0,Mousa Tamari,3584.0,3584.0,2706.0,3584.0,1.0,0.0,False,False,0.0
15301,1.0,22.0,,,,,,,,,False,22.0
15302,1.0,11.0,,,,,,,,,False,11.0
15304,5.0,390.0,Vózinha,1560.0,1560.0,390.0,1560.0,0.125,35.0,False,False,0.0
15573,1.0,120.0,,,,,,,,,False,120.0
15591,1.0,80.0,,,,,,,,,False,80.0
15605,1.0,0.0,,,,,,,,,False,0.0
15622,1.0,90.0,,,,,,,,,False,90.0
15632,2.0,180.0,,,,,,,,,False,180.0
15650,1.0,61.0,,,,,,,,,False,61.0
15656,1.0,90.0,,,,,,,,,False,90.0
15673,1.0,90.0,,,,,,,,,False,90.0
15681,1.0,90.0,,,,,,,,,False,90.0
15683,,,G. Nilsson,222.0,222.0,,,,,,False,0.0
15698,1.0,62.0,,,,,,,,,False,62.0
15704,2.0,140.0,,,,,,,,,False,140.0
15712,2.0,61.0,,,,,,,,,False,61.0
15731,1.0,79.0,,,,,,,,,False,79.0
15755,1.0,22.0,,,,,,,,,False,22.0
15769,4.0,125.0,Frans Putros,961.0,781.0,125.0,961.0,0.4375,9.0,False,False,0.0
15776,1.0,11.0,,,,,,,,,False,11.0
15783,1.0,91.0,,,,,,,,,False,91.0
15788,1.0,48.0,,,,,,,,,False,48.0
15811,1.0,0.0,,,,,,,,,False,0.0
15812,1.0,90.0,,,,,,,,,False,90.0
15823,1.0,75.0,,,,,,,,,False,75.0
15858,1.0,96.0,,,,,,,,,False,96.0
15870,1.0,90.0,,,,,,,,,False,90.0
15874,1.0,0.0,,,,,,,,,False,0.0
15876,1.0,90.0,,,,,,,,,False,90.0
15881,1.0,87.0,,,,,,,,,False,87.0
15884,1.0,22.0,,,,,,,,,False,22.0
15900,,,A. Mumin,92.0,92.0,,,,,,False,0.0
15909,1.0,70.0,,,,,,,,,False,70.0
15911,1.0,79.0,,,,,,,,,False,79.0
15912,1.0,90.0,,,,,,,,,False,90.0
15922,2.0,90.0,,,,,,,,,False,90.0
15934,1.0,120.0,,,,,,,,,False,120.0
15935,1.0,15.0,,,,,,,,,False,15.0
15950,1.0,90.0,,,,,,,,,False,90.0
15952,1.0,93.0,,,,,,,,,False,93.0
15963,1.0,90.0,,,,,,,,,False,90.0
16062,1.0,16.0,,,,,,,,,False,16.0
16063,1.0,90.0,,,,,,,,,False,90.0
16176,1.0,61.0,,,,,,,,,False,61.0
16182,1.0,90.0,,,,,,,,,False,90.0
16194,1.0,74.0,,,,,,,,,False,74.0
16232,1.0,72.0,,,,,,,,,False,72.0
16265,1.0,45.0,,,,,,,,,False,45.0
16353,2.0,90.0,,,,,,,,,False,90.0
16359,1.0,90.0,,,,,,,,,False,90.0
16360,63.0,5252.0,A. Franco,8477.0,7667.0,4997.0,8477.0,1.0,0.0,False,True,255.0
16363,1.0,0.0,,,,,,,,,False,0.0
16367,64.0,4928.0,W. Pacho,6579.0,6579.0,4396.0,6579.0,1.0,0.0,False,True,532.0
16369,68.0,3657.0,G. Plata,5764.0,5449.0,3298.0,5764.0,1.0,0.0,False,True,359.0
16372,1.0,0.0,,,,,,,,,False,0.0
16380,,,H. Galíndez,10510.0,7090.0,,,,,,False,0.0
16387,1.0,0.0,,,,,,,,,False,0.0
16389,1.0,0.0,,,,,,,,,False,0.0
16393,1.0,67.0,,,,,,,,,False,67.0
16405,2.0,159.0,,,,,,,,,False,159.0
16408,1.0,0.0,,,,,,,,,False,0.0
16413,1.0,0.0,,,,,,,,,False,0.0
16418,1.0,90.0,,,,,,,,,False,90.0
16420,1.0,90.0,,,,,,,,,False,90.0
16432,2.0,54.0,,,,,,,,,False,54.0
16438,1.0,90.0,,,,,,,,,False,90.0
16460,1.0,90.0,,,,,,,,,False,90.0
16465,2.0,90.0,,,,,,,,,False,90.0
16470,57.0,3051.0,J. Alcívar,4452.0,4452.0,2645.0,4452.0,1.0,0.0,False,True,406.0
16479,2.0,90.0,,,,,,,,,False,90.0
16482,49.0,2820.0,R. Aguirre,3664.0,3485.0,2656.0,3664.0,1.0,0.0,False,True,164.0
16515,2.0,45.0,,,,,,,,,False,45.0
16524,2.0,23.0,,,,,,,,,False,23.0
16525,2.0,135.0,,,,,,,,,False,135.0
16530,2.0,79.0,,,,,,,,,False,79.0
16566,2.0,102.0,,,,,,,,,False,102.0
16585,1.0,0.0,,,,,,,,,False,0.0
16590,42.0,1772.0,J. Caicedo,1886.0,1886.0,1772.0,1886.0,1.0,0.0,True,False,0.0
16609,1.0,0.0,,,,,,,,,False,0.0
16628,1.0,14.0,,,,,,,,,False,14.0
16637,2.0,171.0,,,,,,,,,False,171.0
16642,50.0,3051.0,G. Valle,3830.0,3830.0,2821.0,3830.0,1.0,0.0,False,True,230.0
16658,1.0,57.0,,,,,,,,,False,57.0
16659,1.0,1.0,,,,,,,,,False,1.0
16688,1.0,90.0,,,,,,,,,False,90.0
16732,1.0,90.0,,,,,,,,,False,90.0
16797,43.0,1999.0,Mohamed El Shenawy,1991.0,1991.0,1909.0,1991.0,1.0,0.0,True,False,90.0
16804,39.0,3357.0,Yasser Ibrahim,3591.0,3591.0,3267.0,3591.0,1.0,0.0,True,False,90.0
16805,21.0,1649.0,Rami Rabia,1730.0,1730.0,1649.0,1730.0,1.0,0.0,True,False,0.0
16811,1.0,25.0,,,,,,,,,False,25.0
16813,21.0,1683.0,Hamdi Fathy,1853.0,1853.0,1593.0,1853.0,1.0,0.0,True,False,90.0
16821,1.0,16.0,,,,,,,,,False,16.0
16831,33.0,1406.0,Al Mahdi Soliman,1406.0,1406.0,1406.0,1406.0,1.0,0.0,True,False,0.0
16836,2.0,175.0,,,,,,,,,False,175.0
16838,1.0,94.0,,,,,,,,,False,94.0
16841,44.0,3335.0,Mohanad Lasheen,3638.0,3638.0,3237.0,3638.0,0.9629629629629628,2.0,True,False,98.0
16843,1.0,11.0,,,,,,,,,False,11.0
16858,1.0,0.0,,,,,,,,,False,0.0
16862,2.0,86.0,,,,,,,,,False,86.0
16869,2.0,0.0,,,,,,,,,False,0.0
16871,39.0,2185.0,Ahmed Zizo,2298.0,2298.0,2120.0,2298.0,1.0,0.0,True,False,65.0
16874,1.0,13.0,,,,,,,,,False,13.0
16885,1.0,0.0,,,,,,,,,False,0.0
16933,1.0,33.0,,,,,,,,,False,33.0
16937,1.0,25.0,,,,,,,,,False,25.0
16951,2.0,93.0,,,,,,,,,False,93.0
16970,3.0,54.0,,,,,,,,,False,54.0
16982,1.0,0.0,,,,,,,,,False,0.0
17014,3.0,0.0,,,,,,,,,False,0.0
17037,1.0,90.0,,,,,,,,,False,90.0
17038,1.0,90.0,,,,,,,,,False,90.0
17047,1.0,0.0,,,,,,,,,False,0.0
17066,1.0,90.0,,,,,,,,,False,90.0
17129,2.0,188.0,,,,,,,,,False,188.0
17135,1.0,66.0,,,,,,,,,False,66.0
17143,1.0,0.0,,,,,,,,,False,0.0
17145,3.0,26.0,,,,,,,,,False,26.0
17166,3.0,281.0,,,,,,,,,False,281.0
17223,2.0,0.0,,,,,,,,,False,0.0
17224,1.0,90.0,,,,,,,,,False,90.0
17269,31.0,2029.0,Emam Ashour,2153.0,2153.0,2015.0,2153.0,1.0,0.0,True,False,14.0
17327,1.0,0.0,,,,,,,,,False,0.0
17335,1.0,0.0,,,,,,,,,False,0.0
17336,1.0,13.0,,,,,,,,,False,13.0
17365,1.0,69.0,,,,,,,,,False,69.0
17373,1.0,58.0,,,,,,,,,False,58.0
17421,1.0,90.0,,,,,,,,,False,90.0
17465,1.0,90.0,,,,,,,,,False,90.0
17487,1.0,62.0,,,,,,,,,False,62.0
17579,1.0,68.0,,,,,,,,,False,68.0
17597,1.0,90.0,,,,,,,,,False,90.0
17606,1.0,0.0,,,,,,,,,False,0.0
17623,1.0,0.0,,,,,,,,,False,0.0
17670,1.0,89.0,,,,,,,,,False,89.0
17693,2.0,175.0,,,,,,,,,False,175.0
17714,1.0,0.0,,,,,,,,,False,0.0
17728,1.0,89.0,,,,,,,,,False,89.0
17739,1.0,0.0,,,,,,,,,False,0.0
17753,1.0,77.0,,,,,,,,,False,77.0
17778,1.0,72.0,,,,,,,,,False,72.0
17789,1.0,35.0,,,,,,,,,False,35.0
17934,1.0,90.0,,,,,,,,,False,90.0
17977,1.0,90.0,,,,,,,,,False,90.0
17980,1.0,0.0,,,,,,,,,False,0.0
18110,53.0,2525.0,M. Crocombe,3338.0,2978.0,2525.0,3338.0,1.0,0.0,False,True,0.0
18136,1.0,69.0,,,,,,,,,False,69.0
18369,1.0,0.0,,,,,,,,,False,0.0
18397,1.0,90.0,,,,,,,,,False,90.0
18404,1.0,46.0,,,,,,,,,False,46.0
18508,1.0,22.0,,,,,,,,,False,22.0
18571,1.0,80.0,,,,,,,,,False,80.0
18572,1.0,90.0,,,,,,,,,False,90.0
18592,44.0,3381.0,I. Ndiaye,3765.0,3753.0,3381.0,3765.0,0.9803921568627452,1.0,True,False,0.0
18630,1.0,26.0,,,,,,,,,False,26.0
18724,1.0,1.0,,,,,,,,,False,1.0
18736,1.0,0.0,,,,,,,,,False,0.0
18744,1.0,0.0,,,,,,,,,False,0.0
18747,1.0,76.0,,,,,,,,,False,76.0
18748,2.0,173.0,,,,,,,,,False,173.0
18755,2.0,0.0,,,,,,,,,False,0.0
18761,2.0,139.0,,,,,,,,,False,139.0
18766,1.0,69.0,,,,,,,,,False,69.0
18767,2.0,123.0,,,,,,,,,False,123.0
18776,42.0,1087.0,Ç. Söyüncü,1302.0,1302.0,1087.0,1302.0,1.0,0.0,True,False,0.0
18781,2.0,141.0,,,,,,,,,False,141.0
18799,2.0,89.0,,,,,,,,,False,89.0
18806,2.0,62.0,,,,,,,,,False,62.0
18814,37.0,1754.0,I. Diop,2064.0,2064.0,1754.0,2064.0,1.0,0.0,True,False,0.0
18816,31.0,955.0,A. Masuaku,1062.0,1062.0,955.0,1062.0,0.9886363636363636,1.0,True,False,0.0
18823,1.0,68.0,,,,,,,,,False,68.0
18830,38.0,1848.0,M. Arnautovic,1986.0,1986.0,1848.0,1986.0,1.0,0.0,True,False,0.0
18846,40.0,2889.0,A. Wan-Bissaka,3249.0,3069.0,2889.0,3249.0,0.9607843137254902,2.0,True,False,0.0
18861,64.0,1991.0,N. Aké,2274.0,2274.0,1834.0,2274.0,1.0,0.0,True,False,157.0
18862,2.0,0.0,,,,,,,,,False,0.0
18869,1.0,89.0,,,,,,,,,False,89.0
18870,1.0,84.0,,,,,,,,,False,84.0
18883,1.0,25.0,,,,,,,,,False,25.0
18885,1.0,90.0,,,,,,,,,False,90.0
18895,2.0,180.0,,,,,,,,,False,180.0
18899,2.0,173.0,,,,,,,,,False,173.0
18906,1.0,75.0,,,,,,,,,False,75.0
18920,1.0,22.0,,,,,,,,,False,22.0
18926,1.0,90.0,,,,,,,,,False,90.0
18930,1.0,90.0,,,,,,,,,False,90.0
18931,24.0,1413.0,C. Wood,2020.0,1689.0,1413.0,2020.0,1.0,0.0,False,True,0.0
18933,,,A. Gunn,502.0,502.0,,,,,,False,0.0
18938,25.0,1886.0,A. Jones,1996.0,1996.0,1886.0,1996.0,0.9818181818181818,1.0,True,False,0.0
18941,1.0,89.0,,,,,,,,,False,89.0
18942,44.0,3626.0,Y. Valery,3912.0,3912.0,3626.0,3912.0,1.0,0.0,True,False,0.0
18946,2.0,195.0,,,,,,,,,False,195.0
18947,3.0,166.0,,,,,,,,,False,166.0
18959,2.0,180.0,,,,,,,,,False,180.0
18961,53.0,3516.0,D. Burn,3682.0,3682.0,3516.0,3682.0,1.0,0.0,True,False,0.0
18967,40.0,2799.0,L. Østigård,3041.0,3041.0,2799.0,3041.0,1.0,0.0,True,False,0.0
18970,54.0,2930.0,P. Groß,3363.0,3363.0,2568.0,3363.0,1.0,0.0,False,True,362.0
18979,63.0,3863.0,V. Gyökeres,4662.0,4597.0,3863.0,4662.0,1.0,0.0,True,False,0.0
18981,4.0,326.0,J. Locadia,888.0,888.0,,,,,,False,326.0
18997,46.0,3845.0,L. Bacuna,4039.0,4039.0,3695.0,4039.0,1.0,0.0,True,False,150.0
19004,2.0,161.0,,,,,,,,,False,161.0
19023,6.0,548.0,T. Ream,6287.0,4782.0,,,,,,False,548.0
19026,2.0,138.0,,,,,,,,,False,138.0
19030,1.0,5.0,,,,,,,,,False,5.0
19035,3.0,12.0,,,,,,,,,False,12.0
19036,1.0,1.0,,,,,,,,,False,1.0
19041,1.0,90.0,,,,,,,,,False,90.0
19047,41.0,1900.0,J. Bacuna,2296.0,2296.0,1720.0,2296.0,0.9397590361445785,5.0,False,False,180.0
19051,1.0,20.0,,,,,,,,,False,20.0
19066,33.0,2112.0,G. Hanley,2385.0,2305.0,2112.0,2385.0,1.0,0.0,True,False,0.0
19067,1.0,62.0,,,,,,,,,False,62.0
19071,1.0,81.0,,,,,,,,,False,81.0
19073,1.0,120.0,,,,,,,,,False,120.0
19077,48.0,3869.0,K. McLean,4702.0,4702.0,3869.0,4702.0,1.0,0.0,True,False,0.0
19085,1.0,67.0,,,,,,,,,False,67.0
19088,65.0,4680.0,D. Henderson,4803.0,4803.0,4680.0,4803.0,1.0,0.0,True,False,0.0
19093,1.0,90.0,,,,,,,,,False,90.0
19100,1.0,0.0,,,,,,,,,False,0.0
19104,1.0,1.0,,,,,,,,,False,1.0
19105,1.0,90.0,,,,,,,,,False,90.0
19116,1.0,90.0,,,,,,,,,False,90.0
19119,1.0,90.0,,,,,,,,,False,90.0
19136,1.0,79.0,,,,,,,,,False,79.0
19137,1.0,69.0,,,,,,,,,False,69.0
19145,2.0,0.0,,,,,,,,,False,0.0
19150,1.0,0.0,,,,,,,,,False,0.0
19170,62.0,4821.0,M. Rogers,5719.0,5424.0,4821.0,5719.0,1.0,0.0,True,False,0.0
19172,44.0,1020.0,Ø. Nyland,1410.0,1410.0,1020.0,1410.0,1.0,0.0,False,True,0.0
19179,1.0,2.0,,,,,,,,,False,2.0
19182,26.0,2117.0,A. Tuanzebe,2207.0,2207.0,2117.0,2207.0,1.0,0.0,True,False,0.0
19191,48.0,3300.0,J.  McGinn,3656.0,3656.0,3300.0,3656.0,1.0,0.0,True,False,0.0
19194,1.0,0.0,,,,,,,,,False,0.0
19201,1.0,78.0,,,,,,,,,False,78.0
19209,1.0,90.0,,,,,,,,,False,90.0
19235,55.0,3384.0,D. Spence,3627.0,3627.0,3384.0,3627.0,1.0,0.0,True,False,0.0
19239,1.0,90.0,,,,,,,,,False,90.0
19241,1.0,13.0,,,,,,,,,False,13.0
19242,1.0,1.0,,,,,,,,,False,1.0
19244,2.0,68.0,,,,,,,,,False,68.0
19245,1.0,90.0,,,,,,,,,False,90.0
19253,1.0,1.0,,,,,,,,,False,1.0
19272,1.0,79.0,,,,,,,,,False,79.0
19274,2.0,179.0,,,,,,,,,False,179.0
19276,2.0,170.0,,,,,,,,,False,170.0
19277,1.0,0.0,,,,,,,,,False,0.0
19281,52.0,4231.0,A. Semenyo,4485.0,4463.0,4231.0,4485.0,1.0,0.0,True,False,0.0
19287,1.0,0.0,,,,,,,,,False,0.0
19298,1.0,90.0,,,,,,,,,False,90.0
19302,1.0,90.0,,,,,,,,,False,90.0
19309,2.0,116.0,,,,,,,,,False,116.0
19321,1.0,90.0,,,,,,,,,False,90.0
19322,1.0,120.0,,,,,,,,,False,120.0
19327,1.0,0.0,,,,,,,,,False,0.0
19329,1.0,20.0,,,,,,,,,False,20.0
19335,1.0,0.0,,,,,,,,,False,0.0
19337,1.0,90.0,,,,,,,,,False,90.0
19338,1.0,56.0,,,,,,,,,False,56.0
19346,1.0,0.0,,,,,,,,,False,0.0
19354,61.0,4740.0,E. Konsa,5416.0,5416.0,4740.0,5416.0,1.0,0.0,True,False,0.0
19364,1.0,0.0,,,,,,,,,False,0.0
19365,1.0,68.0,,,,,,,,,False,68.0
19366,62.0,3849.0,O. Watkins,4241.0,4241.0,3849.0,4241.0,1.0,0.0,True,False,0.0
19369,1.0,0.0,,,,,,,,,False,0.0
19428,1.0,90.0,,,,,,,,,False,90.0
19440,1.0,89.0,,,,,,,,,False,89.0
19446,1.0,89.0,,,,,,,,,False,89.0
19457,2.0,98.0,,,,,,,,,False,98.0
19461,1.0,90.0,,,,,,,,,False,90.0
19465,66.0,4620.0,David Raya,4682.0,4682.0,4620.0,4682.0,1.0,0.0,True,False,0.0
19466,1.0,31.0,,,,,,,,,False,31.0
19473,1.0,62.0,,,,,,,,,False,62.0
19475,1.0,81.0,,,,,,,,,False,81.0
19499,1.0,90.0,,,,,,,,,False,90.0
19524,41.0,2256.0,C. Adams,2515.0,2515.0,2256.0,2515.0,1.0,0.0,True,False,0.0
19541,1.0,0.0,,,,,,,,,False,0.0
19545,59.0,3267.0,R. James,3675.0,3675.0,2979.0,3675.0,1.0,0.0,True,False,288.0
19546,1.0,0.0,,,,,,,,,False,0.0
19549,37.0,2136.0,A. Robinson,2360.0,2360.0,2136.0,2360.0,1.0,0.0,True,False,0.0
19551,1.0,90.0,,,,,,,,,False,90.0
19559,2.0,180.0,,,,,,,,,False,180.0
19569,1.0,27.0,,,,,,,,,False,27.0
19580,1.0,90.0,,,,,,,,,False,90.0
19586,67.0,3421.0,E. Eze,3544.0,3544.0,3421.0,3544.0,1.0,0.0,True,False,0.0
19588,1.0,90.0,,,,,,,,,False,90.0
19589,1.0,90.0,,,,,,,,,False,90.0
19597,2.0,179.0,,,,,,,,,False,179.0
19599,54.0,4837.0,E. Martínez,6597.0,6597.0,4741.0,6597.0,1.0,0.0,False,True,96.0
19614,23.0,1790.0,S. Ezatolahi,2565.0,2565.0,1790.0,2565.0,1.0,0.0,False,True,0.0
19617,65.0,4929.0,M. Olise,5181.0,5181.0,4569.0,5181.0,1.0,0.0,True,False,360.0
19655,1.0,68.0,,,,,,,,,False,68.0
