fixture_id,stage,kickoff_utc,home_team,away_team,provider_venue_name,provider_venue_city,status_short,host_city,latitude,longitude,timezone,exposure,kickoff_local,match_date_local,temperature_mean_c,temperature_max_c,relative_humidity_mean_pct,apparent_temperature_mean_c,apparent_temperature_max_c,precipitation_sum_mm,wind_speed_mean_kmh,wind_gust_max_kmh,weather_code_mode,heat_band,weather_evidence_grade,weather_source_endpoint,weather_window_hours,direct_pitch_exposure_claim_allowed,weather_interpretation
1489420,Group Stage - 3,2026-06-27T21:00:00+00:00,Croatia,Ghana,Lincoln Financial Field,Philadelphia,FT,Philadelphia,39.9008,-75.1675,America/New_York,open_air,2026-06-27T17:00:00-04:00,2026-06-27,22.9,23.3,79.8,25.16,25.8,0.1,7.98,26.6,3.0,warm,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,True,outdoor stadium-area context
1489422,Group Stage - 3,2026-06-27T21:00:00+00:00,Panama,England,MetLife Stadium,East Rutherford,FT,New York New Jersey,40.8135,-74.0745,America/New_York,open_air,2026-06-27T17:00:00-04:00,2026-06-27,22.26,22.6,84.0,25.4,25.8,3.3,2.94,13.7,51.0,warm,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,True,outdoor stadium-area context
1489419,Group Stage - 3,2026-06-27T23:30:00+00:00,Colombia,Portugal,Hard Rock Stadium,Miami Gardens,FT,Miami,25.958,-80.2389,America/New_York,open_air,2026-06-27T19:30:00-04:00,2026-06-27,28.78,29.8,75.2,34.18,34.9,0.0,4.02,14.4,0.0,hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,True,outdoor stadium-area context
1539013,Group Stage - 3,2026-06-27T23:30:00+00:00,Congo DR,Uzbekistan,Mercedes-Benz Stadium,Atlanta,FT,Atlanta,33.7554,-84.4008,America/New_York,retractable_or_fixed_roof,2026-06-27T19:30:00-04:00,2026-06-27,28.38,30.6,63.4,31.0,32.6,0.1,10.84,28.8,1.0,hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,False,outdoor context only; roof or covered venue may decouple pitch conditions
1489418,Group Stage - 3,2026-06-28T02:00:00+00:00,Algeria,Austria,Arrowhead Stadium,Kansas City,FT,Kansas City,39.0489,-94.4839,America/Chicago,open_air,2026-06-27T21:00:00-05:00,2026-06-27,25.24,26.2,88.8,28.86,30.1,0.0,13.74,30.6,0.0,hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,True,outdoor stadium-area context
1489421,Group Stage - 3,2026-06-28T02:00:00+00:00,Jordan,Argentina,AT&T Stadium,Arlington,FT,Dallas,32.7473,-97.0945,America/Chicago,retractable_or_fixed_roof,2026-06-27T21:00:00-05:00,2026-06-27,30.2,32.1,59.8,31.54,33.7,0.0,22.56,49.3,1.0,hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,False,outdoor context only; roof or covered venue may decouple pitch conditions
1561329,Round of 32,2026-06-28T19:00:00+00:00,South Africa,Canada,SoFi Stadium,Inglewood,FT,Los Angeles,33.9535,-118.3392,America/Los_Angeles,covered_open_sides,2026-06-28T12:00:00-07:00,2026-06-28,24.44,25.8,45.2,25.52,27.9,0.0,7.66,34.2,3.0,warm,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,False,outdoor context only; roof or covered venue may decouple pitch conditions
1562344,Round of 32,2026-06-29T17:00:00+00:00,Brazil,Japan,NRG Stadium,Houston,FT,Houston,29.6847,-95.4107,America/Chicago,retractable_or_fixed_roof,2026-06-29T12:00:00-05:00,2026-06-29,34.3,34.8,51.6,39.08,39.7,0.0,15.14,41.8,0.0,very_hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,False,outdoor context only; roof or covered venue may decouple pitch conditions
1565176,Round of 32,2026-06-29T20:30:00+00:00,Germany,Paraguay,Gillette Stadium,Boston,PEN,Boston,42.0909,-71.2643,America/New_York,open_air,2026-06-29T16:30:00-04:00,2026-06-29,24.94,27.3,56.6,25.46,28.4,0.0,10.48,27.4,0.0,warm,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,True,outdoor stadium-area context
1562345,Round of 32,2026-06-30T01:00:00+00:00,Netherlands,Morocco,Estadio BBVA,Monterrey,PEN,Monterrey,25.6693,-100.2446,America/Monterrey,open_air,2026-06-29T19:00:00-06:00,2026-06-29,28.12,30.2,60.4,29.22,31.1,0.0,17.52,43.9,1.0,hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,True,outdoor stadium-area context
1564789,Round of 32,2026-06-30T17:00:00+00:00,Ivory Coast,Norway,AT&T Stadium,Dallas,FT,Dallas,32.7473,-97.0945,America/Chicago,retractable_or_fixed_roof,2026-06-30T12:00:00-05:00,2026-06-30,34.88,35.9,38.6,37.54,38.0,0.0,16.06,44.6,0.0,very_hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,False,outdoor context only; roof or covered venue may decouple pitch conditions
1565177,Round of 32,2026-06-30T21:00:00+00:00,France,Sweden,MetLife Stadium,New-York,FT,New York New Jersey,40.8135,-74.0745,America/New_York,open_air,2026-06-30T17:00:00-04:00,2026-06-30,31.56,32.6,41.4,32.2,33.3,0.0,11.92,37.4,2.0,hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,True,outdoor stadium-area context
1567306,Round of 32,2026-07-01T01:00:00+00:00,Mexico,Ecuador,Estadio Banorte,Mexico City,FT,Mexico City,19.3029,-99.1505,America/Mexico_City,open_air,2026-06-30T19:00:00-06:00,2026-06-30,15.42,15.8,87.8,16.3,16.6,1.5,1.82,13.7,51.0,cool_or_mild,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,True,outdoor stadium-area context
1567307,Round of 32,2026-07-01T16:00:00+00:00,England,Congo DR,Mercedes-Benz Stadium,Atlanta,FT,Atlanta,33.7554,-84.4008,America/New_York,retractable_or_fixed_roof,2026-07-01T12:00:00-04:00,2026-07-01,31.48,33.2,58.2,37.02,38.7,1.2,4.0,23.0,51.0,very_hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,False,outdoor context only; roof or covered venue may decouple pitch conditions
1567308,Round of 32,2026-07-01T20:00:00+00:00,Belgium,Senegal,Lumen Field,Seattle,AET,Seattle,47.5952,-122.3316,America/Los_Angeles,open_air,2026-07-01T13:00:00-07:00,2026-07-01,17.86,18.9,54.4,16.46,17.8,0.0,6.86,24.8,3.0,cool_or_mild,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,True,outdoor stadium-area context
1562586,Round of 32,2026-07-02T00:00:00+00:00,USA,Bosnia & Herzegovina,Levi's Stadium,San-Francisco,FT,San Francisco Bay Area,37.403,-121.97,America/Los_Angeles,open_air,2026-07-01T17:00:00-07:00,2026-07-01,22.86,26.4,46.2,22.72,26.9,0.0,3.34,31.7,0.0,warm,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,True,outdoor stadium-area context
1567311,Round of 32,2026-07-02T19:00:00+00:00,Spain,Austria,SoFi Stadium,Inglewood,FT,Los Angeles,33.9535,-118.3392,America/Los_Angeles,covered_open_sides,2026-07-02T12:00:00-07:00,2026-07-02,23.46,24.2,53.6,24.76,26.3,0.0,11.08,40.7,0.0,warm,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,False,outdoor context only; roof or covered venue may decouple pitch conditions
1567309,Round of 32,2026-07-02T23:00:00+00:00,Portugal,Croatia,BMO Field,Toronto,FT,Toronto,43.6332,-79.4186,America/Toronto,open_air,2026-07-02T19:00:00-04:00,2026-07-02,31.4,33.7,50.0,33.24,34.0,0.2,12.24,43.9,51.0,hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,True,outdoor stadium-area context
1567312,Round of 32,2026-07-03T03:00:00+00:00,Switzerland,Algeria,BC Place,Vancouver,FT,Vancouver,49.2768,-123.1119,America/Vancouver,retractable_or_fixed_roof,2026-07-02T20:00:00-07:00,2026-07-02,14.1,14.2,90.6,13.4,13.7,0.7,9.92,22.3,51.0,cool_or_mild,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,False,outdoor context only; roof or covered venue may decouple pitch conditions
1565178,Round of 32,2026-07-03T18:00:00+00:00,Australia,Egypt,AT&T Stadium,Dallas,PEN,Dallas,32.7473,-97.0945,America/Chicago,retractable_or_fixed_roof,2026-07-03T13:00:00-05:00,2026-07-03,35.94,36.3,33.0,38.84,39.3,0.6,8.46,31.7,51.0,very_hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,False,outdoor context only; roof or covered venue may decouple pitch conditions
1565179,Round of 32,2026-07-03T22:00:00+00:00,Argentina,Cape Verde Islands,Hard Rock Stadium,Miami,AET,Miami,25.958,-80.2389,America/New_York,open_air,2026-07-03T18:00:00-04:00,2026-07-03,27.06,27.9,83.4,32.86,33.8,0.8,1.8,13.3,51.0,hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,True,outdoor stadium-area context
1567310,Round of 32,2026-07-04T01:30:00+00:00,Colombia,Ghana,Arrowhead Stadium,Kansas City,FT,Kansas City,39.0489,-94.4839,America/Chicago,open_air,2026-07-03T20:30:00-05:00,2026-07-03,29.1,31.4,69.4,33.0,34.4,0.0,9.98,32.0,1.0,hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,True,outdoor stadium-area context
1567824,Round of 16,2026-07-04T17:00:00+00:00,Canada,Morocco,NRG Stadium,Houston,FT,Houston,29.6847,-95.4107,America/Chicago,retractable_or_fixed_roof,2026-07-04T12:00:00-05:00,2026-07-04,34.74,35.9,44.8,40.5,41.4,0.1,4.24,26.3,0.0,very_hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,False,outdoor context only; roof or covered venue may decouple pitch conditions
1569870,Round of 16,2026-07-04T21:00:00+00:00,Paraguay,France,Lincoln Financial Field,Philadelphia,FT,Philadelphia,39.9008,-75.1675,America/New_York,open_air,2026-07-04T17:00:00-04:00,2026-07-04,36.28,38.9,31.2,36.34,38.7,1.1,12.96,36.7,0.0,very_hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,True,outdoor stadium-area context
1568100,Round of 16,2026-07-05T20:00:00+00:00,Brazil,Norway,MetLife Stadium,East Rutherford,FT,New York New Jersey,40.8135,-74.0745,America/New_York,open_air,2026-07-05T16:00:00-04:00,2026-07-05,24.58,26.0,88.0,28.86,30.0,8.3,5.98,23.0,61.0,hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,True,outdoor stadium-area context
1570714,Round of 16,2026-07-06T01:00:00+00:00,Mexico,England,Estadio Banorte,Mexico City,FT,Mexico City,19.3029,-99.1505,America/Mexico_City,open_air,2026-07-05T19:00:00-06:00,2026-07-05,16.52,17.2,86.0,17.76,18.5,0.1,0.88,16.9,3.0,cool_or_mild,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,True,outdoor stadium-area context
1576756,Round of 16,2026-07-06T19:00:00+00:00,Portugal,Spain,AT&T Stadium,Dallas,FT,Dallas,32.7473,-97.0945,America/Chicago,retractable_or_fixed_roof,2026-07-06T14:00:00-05:00,2026-07-06,35.56,36.4,32.2,37.9,38.7,0.1,7.52,28.1,1.0,very_hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,False,outdoor context only; roof or covered venue may decouple pitch conditions
1570715,Round of 16,2026-07-07T00:00:00+00:00,USA,Belgium,Lumen Field,Seattle,FT,Seattle,47.5952,-122.3316,America/Los_Angeles,open_air,2026-07-06T17:00:00-07:00,2026-07-06,24.66,27.2,37.0,22.52,26.0,0.0,13.34,32.4,0.0,warm,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,True,outdoor stadium-area context
1576804,Round of 16,2026-07-07T16:00:00+00:00,Argentina,Egypt,Mercedes-Benz Stadium,Atlanta,FT,Atlanta,33.7554,-84.4008,America/New_York,retractable_or_fixed_roof,2026-07-07T12:00:00-04:00,2026-07-07,32.68,33.1,45.8,36.44,37.6,0.6,8.94,32.8,51.0,very_hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,False,outdoor context only; roof or covered venue may decouple pitch conditions
1576805,Round of 16,2026-07-07T20:00:00+00:00,Switzerland,Colombia,BC Place,Vancouver,PEN,Vancouver,49.2768,-123.1119,America/Vancouver,retractable_or_fixed_roof,2026-07-07T13:00:00-07:00,2026-07-07,21.78,22.8,49.4,21.66,23.2,0.0,10.52,41.0,3.0,cool_or_mild,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,False,outdoor context only; roof or covered venue may decouple pitch conditions
1578539,Quarter-finals,2026-07-09T20:00:00+00:00,France,Morocco,Gillette Stadium,Boston,FT,Boston,42.0909,-71.2643,America/New_York,open_air,2026-07-09T16:00:00-04:00,2026-07-09,27.6,29.7,67.8,29.52,30.4,0.0,16.02,40.0,3.0,hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,True,outdoor stadium-area context
1581821,Quarter-finals,2026-07-10T19:00:00+00:00,Spain,Belgium,SoFi Stadium,Los Angeles,FT,Los Angeles,33.9535,-118.3392,America/Los_Angeles,covered_open_sides,2026-07-10T12:00:00-07:00,2026-07-10,27.92,28.3,45.8,30.46,31.2,0.0,9.1,32.4,0.0,hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,False,outdoor context only; roof or covered venue may decouple pitch conditions
1581037,Quarter-finals,2026-07-11T21:00:00+00:00,Norway,England,Hard Rock Stadium,Miami,AET,Miami,25.958,-80.2389,America/New_York,open_air,2026-07-11T17:00:00-04:00,2026-07-11,30.28,31.8,70.2,35.54,36.5,0.0,6.04,17.3,2.0,very_hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,True,outdoor stadium-area context
1582681,Quarter-finals,2026-07-12T01:00:00+00:00,Argentina,Switzerland,Arrowhead Stadium,Kansas City,AET,Kansas City,39.0489,-94.4839,America/Chicago,open_air,2026-07-11T20:00:00-05:00,2026-07-11,27.65,29.7,59.25,29.55,31.6,0.0,9.75,24.1,0.0,hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,4,True,outdoor stadium-area context
1585131,Semi-finals,2026-07-14T19:00:00+00:00,France,Spain,Dallas Stadium,Arlington,FT,Dallas,32.7473,-97.0945,America/Chicago,retractable_or_fixed_roof,2026-07-14T14:00:00-05:00,2026-07-14,27.78,30.7,72.8,32.04,36.4,7.0,11.04,47.5,51.0,very_hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,False,outdoor context only; roof or covered venue may decouple pitch conditions
1586077,Semi-finals,2026-07-15T19:00:00+00:00,England,Argentina,Mercedes-Benz Stadium,Atlanta,FT,Atlanta,33.7554,-84.4008,America/New_York,retractable_or_fixed_roof,2026-07-15T15:00:00-04:00,2026-07-15,29.8,30.0,60.0,34.42,35.2,0.6,3.26,17.6,51.0,very_hot,A_reanalysis,https://archive-api.open-meteo.com/v1/archive,5,False,outdoor context only; roof or covered venue may decouple pitch conditions
1591865,3rd Place Final,2026-07-18T21:00:00+00:00,France,England,"Hard Rock Stadium, Miami Garden",Miami,FT,Miami,25.958,-80.2389,America/New_York,open_air,2026-07-18T17:00:00-04:00,2026-07-18,30.64,31.4,66.4,34.86,36.8,0.0,12.68,22.3,3.0,very_hot,B_historical_forecast_archive,https://historical-forecast-api.open-meteo.com/v1/forecast,5,True,outdoor stadium-area context
1591866,Final,2026-07-19T19:00:00+00:00,Spain,Argentina,MetLife Stadium,East Rutherford,AET,New York New Jersey,40.8135,-74.0745,America/New_York,open_air,2026-07-19T15:00:00-04:00,2026-07-19,26.78,27.1,37.0,25.42,26.8,0.0,16.4,26.3,0.0,warm,B_historical_forecast_archive,https://historical-forecast-api.open-meteo.com/v1/forecast,5,True,outdoor stadium-area context
