player_id,player_name,team,primary_position,player_fixture_pairs,detailed_fixture_pairs,detailed_minutes,known_startXI_pairs,missing_startXI_detail_pairs,fixture_endpoint_coverage_annual_current,fixture_endpoint_coverage_pre_world_cup,coverage_pass_80pct_annual_current,coverage_pass_80pct_pre_world_cup,known_minute_coverage_lower_bound_annual_current,known_minute_coverage_lower_bound_pre_world_cup,known_missing_startXI_fixtures_annual_current,known_missing_startXI_fixtures_pre_world_cup,exact_detailed_minutes_annual_current,exact_detailed_minutes_pre_world_cup
6601,,,,1,1,90.0,1,0,,,,,,,,,,
6604,,,,1,1,76.0,1,0,,,,,,,,,,
6608,,,,1,1,120.0,1,0,,,,,,,,,,
6610,M. Senesi,Argentina,RB,46,40,3461.0,38,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,3461.0,3371.0
6615,,,,2,2,137.0,2,0,,,,,,,,,,
6618,,,,1,1,81.0,1,0,,,,,,,,,,
6634,,,,1,0,0.0,0,0,,,,,,,,,,
6637,,,,1,1,90.0,1,0,,,,,,,,,,
6648,,,,1,1,50.0,0,0,,,,,,,,,,
6657,,,,2,1,88.0,2,1,,,,,,,,,,
6685,,,,1,1,87.0,1,0,,,,,,,,,,
6704,,,,1,1,90.0,1,0,,,,,,,,,,
6714,,,,1,0,0.0,0,0,,,,,,,,,,
6716,A. Mac Allister,Argentina,CM,64,63,4617.0,51,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,4617.0,3988.0
6721,,,,1,1,28.0,0,0,,,,,,,,,,
6725,,,,3,2,175.0,2,0,,,,,,,,,,
6727,,,,1,0,0.0,0,0,,,,,,,,,,
6735,,,,1,1,33.0,0,0,,,,,,,,,,
6799,,,,1,1,90.0,1,0,,,,,,,,,,
6808,J. Italiano,Australia,RB,10,10,821.0,10,0,0.4166666666666667,0.34375,False,False,1.0,1.0,0.0,0.0,821.0,657.0
6822,,,,2,1,88.0,1,0,,,,,,,,,,
6865,K. Barbarouses,New Zealand,RW,25,22,1340.0,16,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,1340.0,1340.0
6870,P. Izzo,Australia,GK,30,26,2340.0,26,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,2340.0,2340.0
6881,,,,1,1,90.0,1,0,,,,,,,,,,
6888,,,,1,1,89.0,1,0,,,,,,,,,,
6892,,,,1,1,84.0,1,0,,,,,,,,,,
6904,C. Metcalfe,Australia,RW,33,32,1027.0,7,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,1027.0,712.0
6905,,,,1,1,90.0,1,0,,,,,,,,,,
6913,,,,1,1,76.0,1,0,,,,,,,,,,
6917,,,,1,1,71.0,1,0,,,,,,,,,,
6932,C. Elliot,New Zealand,RB,33,28,1774.0,20,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,1774.0,1762.0
6934,A. Rufer,New Zealand,AM,26,23,2044.0,23,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,2044.0,2044.0
6935,S. Singh,New Zealand,AM,7,7,365.0,5,0,0.4696969696969697,0.4444444444444444,False,False,1.0,1.0,0.0,0.0,365.0,155.0
6937,,,,2,2,135.0,2,0,,,,,,,,,,
6938,B. Waine,New Zealand,RW,11,7,433.0,5,0,0.1875,0.1475409836065573,False,False,1.0,1.0,0.0,0.0,433.0,433.0
6993,,,,1,1,18.0,0,0,,,,,,,,,,
7050,A. O'Neill,Australia,AM,38,36,2978.0,34,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,2722.0,2618.0
7059,,,,1,0,0.0,0,0,,,,,,,,,,
7061,,,,1,1,120.0,1,0,,,,,,,,,,
7070,,,,1,1,90.0,1,0,,,,,,,,,,
7090,M. Svoboda,Austria,RB,40,30,2552.0,28,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,2552.0,2552.0
7119,,,,1,0,0.0,0,0,,,,,,,,,,
7195,,,,1,0,0.0,0,0,,,,,,,,,,
7197,A. Andrade,Panama,RB,45,43,3881.0,43,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,3516.0,3611.0
7213,,,,1,1,45.0,0,0,,,,,,,,,,
7318,A. Dedic,Bosnia & Herzegovina,RB,46,43,3532.0,39,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,3532.0,3262.0
7326,,,,2,0,0.0,1,1,,,,,,,,,,
7327,A. Prass,Austria,RB,40,36,1471.0,13,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,1471.0,1438.0
7328,N. Seiwald,Austria,CM,41,41,3367.0,39,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,3367.0,3052.0
7332,L. Sucic,Croatia,RW,44,28,1278.0,12,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,1278.0,1260.0
7343,,,,1,1,21.0,0,0,,,,,,,,,,
7368,,,,1,1,90.0,1,0,,,,,,,,,,
7398,,,,1,1,78.0,1,0,,,,,,,,,,
7475,,,,1,0,0.0,1,1,,,,,,,,,,
7506,,,,1,1,90.0,1,0,,,,,,,,,,
7525,A. Schlager,Austria,GK,46,46,4140.0,46,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,4140.0,3780.0
7530,,,,1,0,0.0,0,0,,,,,,,,,,
7554,,,,1,1,90.0,1,0,,,,,,,,,,
7562,R. Schmid,Austria,AM,38,38,3254.0,38,0,0.9743589743589745,0.9714285714285714,True,True,1.0,1.0,0.0,0.0,3254.0,2988.0
7567,,,,1,0,0.0,0,0,,,,,,,,,,
7573,,,,1,0,0.0,0,0,,,,,,,,,,
7578,G. Mensah,Ghana,LB,37,35,2783.0,31,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,2783.0,2423.0
7583,,,,1,0,0.0,0,0,,,,,,,,,,
7586,,,,1,1,89.0,1,0,,,,,,,,,,
7591,,,,1,1,58.0,1,0,,,,,,,,,,
7598,P. Pentz,Austria,GK,41,37,3358.0,37,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,3358.0,3358.0
7599,,,,2,1,74.0,2,1,,,,,,,,,,
7662,,,,1,1,12.0,0,0,,,,,,,,,,
7683,,,,1,1,90.0,1,0,,,,,,,,,,
7690,,,,1,1,90.0,1,0,,,,,,,,,,
7694,,,,1,1,56.0,1,0,,,,,,,,,,
7697,,,,1,0,0.0,0,0,,,,,,,,,,
7699,,,,1,1,90.0,1,0,,,,,,,,,,
7703,,,,1,0,0.0,0,0,,,,,,,,,,
7712,,,,2,2,210.0,2,0,,,,,,,,,,
7719,,,,1,1,45.0,0,0,,,,,,,,,,
7722,S. Kalajdzic,Austria,RW,33,28,1430.0,16,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,1430.0,1353.0
7738,,,,1,1,90.0,1,0,,,,,,,,,,
7754,,,,1,1,17.0,0,0,,,,,,,,,,
7756,,,,1,1,17.0,0,0,,,,,,,,,,
7781,,,,1,0,0.0,0,0,,,,,,,,,,
7786,,,,1,0,0.0,1,1,,,,,,,,,,
7845,,,,1,1,90.0,1,0,,,,,,,,,,
8445,D. Batubinsika,Congo DR,RB,25,17,1502.0,17,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,1502.0,1502.0
8450,A. Seck,Senegal,RB,42,23,1865.0,31,11,1.0,1.0,False,False,0.6576163610719323,0.650467962562995,11.0,11.0,1865.0,1807.0
8451,,,,1,1,119.0,1,0,,,,,,,,,,
8472,,,,1,0,0.0,0,0,,,,,,,,,,
8486,E. Smith,Sweden,RB,34,30,2636.0,29,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,2636.0,2636.0
8489,J. David,Canada,RW,58,55,3078.0,36,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,2777.0,2650.0
8492,A. Sorloth,Norway,RW,63,61,3250.0,32,0,1.0,0.984375,True,True,1.0,1.0,0.0,0.0,3164.0,2909.0
8499,,,,1,0,0.0,0,0,,,,,,,,,,
8500,,,,2,2,50.0,0,0,,,,,,,,,,
8517,,,,3,2,38.0,0,0,,,,,,,,,,
8520,,,,1,0,0.0,0,0,,,,,,,,,,
8521,,,,1,1,90.0,1,0,,,,,,,,,,
8532,,,,1,1,90.0,1,0,,,,,,,,,,
8533,,,,1,0,0.0,1,1,,,,,,,,,,
8578,,,,1,1,16.0,0,0,,,,,,,,,,
8583,,,,2,0,0.0,1,1,,,,,,,,,,
8601,F. Pierrot,Haiti,RW,45,36,1701.0,21,3,1.0,1.0,True,True,0.8275862068965517,0.8378378378378378,3.0,3.0,1440.0,1550.0
8624,,,,1,1,27.0,0,0,,,,,,,,,,
8627,,,,1,1,62.0,0,0,,,,,,,,,,
8634,,,,1,0,0.0,0,0,,,,,,,,,,
8641,,,,1,1,60.0,1,0,,,,,,,,,,
8643,,,,1,1,8.0,0,0,,,,,,,,,,
8646,,,,1,1,31.0,0,0,,,,,,,,,,
8661,,,,2,2,188.0,2,0,,,,,,,,,,
8671,,,,1,1,26.0,0,0,,,,,,,,,,
8680,,,,3,1,90.0,1,0,,,,,,,,,,
8682,,,,1,1,90.0,1,0,,,,,,,,,,
8683,,,,1,1,69.0,1,0,,,,,,,,,,
8701,,,,1,0,0.0,1,1,,,,,,,,,,
8711,,,,1,1,24.0,0,0,,,,,,,,,,
8716,,,,1,1,120.0,1,0,,,,,,,,,,
8719,,,,1,1,90.0,1,0,,,,,,,,,,
8733,,,,1,1,90.0,1,0,,,,,,,,,,
8768,,,,1,0,0.0,1,1,,,,,,,,,,
8794,G. Hirst,Scotland,RW,47,44,2222.0,26,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,2222.0,2222.0
8796,,,,1,1,90.0,1,0,,,,,,,,,,
8845,,,,1,1,101.0,1,0,,,,,,,,,,
8889,,,,1,1,120.0,1,0,,,,,,,,,,
8953,,,,1,1,98.0,1,0,,,,,,,,,,
8956,,,,1,1,90.0,1,0,,,,,,,,,,
8965,,,,1,1,90.0,1,0,,,,,,,,,,
8981,,,,2,1,90.0,2,1,,,,,,,,,,
8986,,,,1,0,0.0,1,1,,,,,,,,,,
8988,,,,2,1,90.0,1,0,,,,,,,,,,
8993,,,,1,1,83.0,1,0,,,,,,,,,,
9026,N. Vasilj,Bosnia & Herzegovina,GK,42,40,3630.0,40,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,3630.0,3270.0
9141,,,,1,1,66.0,1,0,,,,,,,,,,
9208,,,,1,1,95.0,1,0,,,,,,,,,,
9212,,,,1,1,98.0,1,0,,,,,,,,,,
9218,,,,3,3,203.0,3,0,,,,,,,,,,
9258,,,,1,0,0.0,0,0,,,,,,,,,,
9278,,,,2,2,31.0,1,0,,,,,,,,,,
9292,,,,3,2,122.0,2,1,,,,,,,,,,
9300,,,,1,1,39.0,0,0,,,,,,,,,,
9308,,,,2,0,0.0,0,0,,,,,,,,,,
9339,,,,1,1,90.0,1,0,,,,,,,,,,
9340,,,,1,1,95.0,1,0,,,,,,,,,,
9363,,,,1,1,67.0,1,0,,,,,,,,,,
9365,,,,2,0,0.0,1,1,,,,,,,,,,
9396,,,,1,1,90.0,1,0,,,,,,,,,,
9418,,,,1,1,90.0,1,0,,,,,,,,,,
9429,,,,1,1,83.0,1,0,,,,,,,,,,
9434,,,,1,1,45.0,0,0,,,,,,,,,,
9445,,,,1,0,0.0,0,0,,,,,,,,,,
9458,,,,4,2,212.0,2,0,,,,,,,,,,
9460,,,,2,2,171.0,2,0,,,,,,,,,,
9467,,,,1,1,90.0,1,0,,,,,,,,,,
9475,,,,1,1,90.0,1,0,,,,,,,,,,
9483,,,,1,0,0.0,0,0,,,,,,,,,,
9510,,,,1,1,98.0,1,0,,,,,,,,,,
9512,,,,2,0,0.0,0,0,,,,,,,,,,
9549,,,,2,2,170.0,2,0,,,,,,,,,,
9560,,,,1,1,64.0,1,0,,,,,,,,,,
9573,,,,1,0,0.0,0,0,,,,,,,,,,
9589,,,,1,0,0.0,0,0,,,,,,,,,,
9623,,,,3,2,101.0,1,0,,,,,,,,,,
9629,,,,1,1,98.0,1,0,,,,,,,,,,
9666,,,,1,1,98.0,1,0,,,,,,,,,,
9697,,,,1,1,90.0,1,0,,,,,,,,,,
9710,,,,1,0,0.0,0,0,,,,,,,,,,
9726,,,,2,2,96.0,1,0,,,,,,,,,,
9742,,,,1,1,83.0,1,0,,,,,,,,,,
9764,,,,1,0,0.0,0,0,,,,,,,,,,
9771,,,,1,0,0.0,0,0,,,,,,,,,,
9823,,,,1,1,31.0,0,0,,,,,,,,,,
9854,,,,2,2,103.0,1,0,,,,,,,,,,
9862,,,,2,2,180.0,2,0,,,,,,,,,,
9867,,,,1,1,90.0,1,0,,,,,,,,,,
9872,,,,1,0,0.0,0,0,,,,,,,,,,
9874,,,,1,1,16.0,0,0,,,,,,,,,,
9880,,,,1,1,69.0,1,0,,,,,,,,,,
9882,,,,1,0,0.0,0,0,,,,,,,,,,
9885,,,,1,0,0.0,1,1,,,,,,,,,,
9905,,,,1,1,90.0,1,0,,,,,,,,,,
9906,,,,1,1,98.0,1,0,,,,,,,,,,
9907,,,,2,0,0.0,0,0,,,,,,,,,,
9909,,,,2,0,0.0,0,0,,,,,,,,,,
9913,,,,1,0,0.0,0,0,,,,,,,,,,
9916,,,,1,1,11.0,0,0,,,,,,,,,,
9917,,,,1,0,0.0,0,0,,,,,,,,,,
9920,,,,2,1,72.0,1,0,,,,,,,,,,
9925,,,,1,1,24.0,0,0,,,,,,,,,,
9926,,,,2,2,71.0,0,0,,,,,,,,,,
9934,,,,2,1,74.0,1,0,,,,,,,,,,
9935,,,,1,1,18.0,0,0,,,,,,,,,,
9938,,,,2,2,111.0,1,0,,,,,,,,,,
9939,,,,2,2,155.0,2,0,,,,,,,,,,
9943,,,,2,2,210.0,2,0,,,,,,,,,,
9946,,,,1,1,90.0,1,0,,,,,,,,,,
9949,,,,1,1,90.0,1,0,,,,,,,,,,
9954,,,,2,1,45.0,1,0,,,,,,,,,,
9958,,,,1,1,20.0,0,0,,,,,,,,,,
9965,,,,1,1,89.0,1,0,,,,,,,,,,
9967,,,,2,2,205.0,2,0,,,,,,,,,,
9978,,,,2,2,210.0,2,0,,,,,,,,,,
9987,,,,1,1,45.0,0,0,,,,,,,,,,
9990,,,,1,0,0.0,0,0,,,,,,,,,,
9992,,,,1,1,99.0,1,0,,,,,,,,,,
9993,,,,1,0,0.0,0,0,,,,,,,,,,
9994,,,,2,1,77.0,1,0,,,,,,,,,,
10002,,,,1,0,0.0,1,1,,,,,,,,,,
10003,,,,1,1,9.0,0,0,,,,,,,,,,
10004,,,,2,2,124.0,2,0,,,,,,,,,,
10007,,,,1,1,83.0,1,0,,,,,,,,,,
10009,,,,1,1,90.0,1,0,,,,,,,,,,
10017,,,,1,0,0.0,0,0,,,,,,,,,,
10025,,,,1,1,14.0,0,0,,,,,,,,,,
10027,,,,2,2,137.0,2,0,,,,,,,,,,
10031,,,,1,0,0.0,1,1,,,,,,,,,,
10040,,,,1,1,77.0,1,0,,,,,,,,,,
10064,,,,1,1,90.0,1,0,,,,,,,,,,
10065,,,,1,0,0.0,0,0,,,,,,,,,,
10066,,,,1,1,90.0,1,0,,,,,,,,,,
10074,,,,1,1,62.0,1,0,,,,,,,,,,
10077,,,,1,1,22.0,0,0,,,,,,,,,,
10079,,,,1,0,0.0,0,0,,,,,,,,,,
10080,,,,1,1,92.0,1,0,,,,,,,,,,
10081,,,,1,1,95.0,1,0,,,,,,,,,,
10082,,,,1,1,89.0,1,0,,,,,,,,,,
10083,,,,3,3,191.0,3,0,,,,,,,,,,
10085,,,,2,1,98.0,1,0,,,,,,,,,,
10097,Ederson,Brazil,CM,52,43,3189.0,37,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,3189.0,3169.0
10105,,,,1,1,11.0,0,0,,,,,,,,,,
10111,,,,1,0,0.0,1,1,,,,,,,,,,
10114,,,,1,1,87.0,1,0,,,,,,,,,,
10122,,,,1,1,90.0,1,0,,,,,,,,,,
10124,,,,4,4,400.0,4,0,,,,,,,,,,
10125,,,,3,3,184.0,3,0,,,,,,,,,,
10135,Bruno Guimaraes,Brazil,CM,51,49,4016.0,45,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,3921.0,3597.0
10138,,,,1,1,14.0,0,0,,,,,,,,,,
10143,,,,1,1,105.0,1,0,,,,,,,,,,
10149,,,,1,1,89.0,1,0,,,,,,,,,,
10157,,,,1,1,90.0,1,0,,,,,,,,,,
10161,,,,1,1,99.0,1,0,,,,,,,,,,
10163,,,,1,1,76.0,1,0,,,,,,,,,,
10166,,,,2,1,13.0,0,0,,,,,,,,,,
10168,,,,2,2,98.0,1,0,,,,,,,,,,
10169,,,,1,1,120.0,1,0,,,,,,,,,,
10170,,,,1,0,0.0,0,0,,,,,,,,,,
10172,,,,2,0,0.0,2,2,,,,,,,,,,
10173,,,,1,1,90.0,1,0,,,,,,,,,,
10174,,,,1,1,90.0,1,0,,,,,,,,,,
10176,,,,1,0,0.0,1,1,,,,,,,,,,
10177,,,,1,0,0.0,0,0,,,,,,,,,,
10180,,,,3,3,272.0,3,0,,,,,,,,,,
10192,,,,1,1,74.0,1,0,,,,,,,,,,
10226,,,,1,1,90.0,1,0,,,,,,,,,,
10233,,,,1,1,120.0,1,0,,,,,,,,,,
10235,,,,2,2,180.0,0,0,,,,,,,,,,
10238,,,,1,1,13.0,0,0,,,,,,,,,,
10247,,,,2,2,180.0,2,0,,,,,,,,,,
10252,,,,2,1,21.0,1,1,,,,,,,,,,
10267,,,,1,1,76.0,1,0,,,,,,,,,,
10273,,,,2,0,0.0,0,0,,,,,,,,,,
10298,,,,2,2,180.0,2,0,,,,,,,,,,
10305,,,,2,1,66.0,1,0,,,,,,,,,,
10311,,,,1,1,7.0,0,0,,,,,,,,,,
10314,,,,1,0,0.0,0,0,,,,,,,,,,
10321,,,,3,3,172.0,1,0,,,,,,,,,,
10323,,,,1,1,58.0,1,0,,,,,,,,,,
10329,,,,2,2,153.0,2,0,,,,,,,,,,
10351,,,,2,1,90.0,1,0,,,,,,,,,,
10363,,,,1,1,73.0,1,0,,,,,,,,,,
10364,,,,2,0,0.0,0,0,,,,,,,,,,
10372,,,,3,0,0.0,0,0,,,,,,,,,,
10373,,,,3,3,203.0,3,0,,,,,,,,,,
10375,,,,2,0,0.0,0,0,,,,,,,,,,
10379,,,,3,1,90.0,1,0,,,,,,,,,,
10387,,,,1,1,26.0,0,0,,,,,,,,,,
10413,,,,1,0,0.0,0,0,,,,,,,,,,
10425,,,,1,1,64.0,1,0,,,,,,,,,,
10432,,,,1,1,64.0,1,0,,,,,,,,,,
10434,,,,2,0,0.0,0,0,,,,,,,,,,
10440,,,,2,2,113.0,2,0,,,,,,,,,,
10470,,,,2,2,112.0,1,0,,,,,,,,,,
10492,,,,1,1,23.0,0,0,,,,,,,,,,
10501,,,,1,1,45.0,1,0,,,,,,,,,,
10506,,,,2,2,106.0,1,0,,,,,,,,,,
10527,,,,2,2,78.0,1,0,,,,,,,,,,
10532,,,,1,1,59.0,1,0,,,,,,,,,,
10551,,,,1,1,64.0,1,0,,,,,,,,,,
10581,,,,1,0,0.0,0,0,,,,,,,,,,
10714,,,,1,1,85.0,1,0,,,,,,,,,,
10819,,,,1,0,0.0,0,0,,,,,,,,,,
10926,,,,1,1,80.0,1,0,,,,,,,,,,
10991,,,,1,0,0.0,1,1,,,,,,,,,,
11004,,,,1,1,90.0,1,0,,,,,,,,,,
11038,,,,1,1,90.0,1,0,,,,,,,,,,
11088,,,,1,1,90.0,1,0,,,,,,,,,,
11098,,,,1,0,0.0,1,1,,,,,,,,,,
11176,,,,1,0,0.0,0,0,,,,,,,,,,
11261,,,,1,0,0.0,0,0,,,,,,,,,,
11273,,,,1,0,0.0,0,0,,,,,,,,,,
11278,,,,1,0,0.0,1,1,,,,,,,,,,
11290,,,,1,1,90.0,1,0,,,,,,,,,,
11307,,,,1,1,17.0,0,0,,,,,,,,,,
11348,,,,1,0,0.0,0,0,,,,,,,,,,
11349,,,,2,2,180.0,2,0,,,,,,,,,,
11350,,,,1,1,90.0,1,0,,,,,,,,,,
11351,,,,1,1,90.0,1,0,,,,,,,,,,
11355,,,,2,1,27.0,1,1,,,,,,,,,,
11356,,,,1,0,0.0,0,0,,,,,,,,,,
11365,,,,1,1,21.0,1,0,,,,,,,,,,
11367,,,,1,1,90.0,1,0,,,,,,,,,,
11379,,,,2,2,180.0,2,0,,,,,,,,,,
11402,,,,1,0,0.0,0,0,,,,,,,,,,
11405,,,,1,1,26.0,0,0,,,,,,,,,,
11411,,,,2,0,0.0,1,1,,,,,,,,,,
11422,,,,1,1,90.0,1,0,,,,,,,,,,
11424,,,,1,0,0.0,0,0,,,,,,,,,,
11440,,,,1,1,90.0,1,0,,,,,,,,,,
11450,,,,1,0,0.0,0,0,,,,,,,,,,
11481,,,,1,1,22.0,0,0,,,,,,,,,,
11486,,,,1,1,90.0,1,0,,,,,,,,,,
11487,,,,2,1,63.0,1,0,,,,,,,,,,
11490,,,,2,1,22.0,0,0,,,,,,,,,,
11493,,,,2,2,79.0,1,0,,,,,,,,,,
11495,,,,1,1,90.0,1,0,,,,,,,,,,
11499,,,,1,1,77.0,1,0,,,,,,,,,,
11500,,,,1,1,28.0,0,0,,,,,,,,,,
11501,,,,1,1,90.0,1,0,,,,,,,,,,
11511,,,,1,1,28.0,1,0,,,,,,,,,,
11512,,,,1,1,24.0,0,0,,,,,,,,,,
11518,,,,1,1,16.0,0,0,,,,,,,,,,
11538,,,,1,0,0.0,0,0,,,,,,,,,,
11540,,,,2,0,0.0,1,1,,,,,,,,,,
11543,,,,2,2,180.0,2,0,,,,,,,,,,
11568,,,,2,2,91.0,1,0,,,,,,,,,,
11604,,,,2,1,24.0,0,0,,,,,,,,,,
11621,,,,1,1,76.0,1,0,,,,,,,,,,
11655,,,,1,1,90.0,1,0,,,,,,,,,,
11659,,,,1,1,90.0,1,0,,,,,,,,,,
11675,,,,1,1,39.0,1,0,,,,,,,,,,
11729,,,,1,1,45.0,0,0,,,,,,,,,,
11735,,,,2,2,145.0,2,0,,,,,,,,,,
11746,,,,1,1,90.0,1,0,,,,,,,,,,
11749,,,,1,1,33.0,0,0,,,,,,,,,,
11750,,,,1,1,28.0,0,0,,,,,,,,,,
11751,,,,1,1,64.0,1,0,,,,,,,,,,
11756,,,,4,4,400.0,4,0,,,,,,,,,,
11758,,,,1,1,8.0,0,0,,,,,,,,,,
11764,,,,2,1,98.0,2,1,,,,,,,,,,
11767,,,,1,1,90.0,1,0,,,,,,,,,,
11775,,,,1,0,0.0,0,0,,,,,,,,,,
11778,,,,1,1,8.0,0,0,,,,,,,,,,
11793,,,,3,2,117.0,3,1,,,,,,,,,,
11801,,,,1,1,51.0,0,0,,,,,,,,,,
11828,,,,1,1,90.0,1,0,,,,,,,,,,
11833,,,,2,1,15.0,0,0,,,,,,,,,,
11839,,,,1,1,90.0,1,0,,,,,,,,,,
11848,,,,3,1,75.0,2,1,,,,,,,,,,
11850,,,,1,1,24.0,0,0,,,,,,,,,,
11856,,,,1,1,21.0,0,0,,,,,,,,,,
11999,,,,1,1,90.0,1,0,,,,,,,,,,
12003,,,,1,1,84.0,1,0,,,,,,,,,,
12021,,,,1,1,62.0,1,0,,,,,,,,,,
12036,,,,1,0,0.0,0,0,,,,,,,,,,
12037,,,,2,2,180.0,2,0,,,,,,,,,,
12226,,,,2,2,102.0,0,0,,,,,,,,,,
12297,,,,1,1,90.0,1,0,,,,,,,,,,
12303,R. Ade,Haiti,RB,58,52,4300.0,50,2,1.0,1.0,True,True,0.9543147208121828,0.9778652238071815,2.0,1.0,3760.0,3976.0
12343,,,,1,1,90.0,1,0,,,,,,,,,,
12345,,,,2,2,141.0,2,0,,,,,,,,,,
12406,,,,1,1,90.0,1,0,,,,,,,,,,
12424,,,,1,0,0.0,0,0,,,,,,,,,,
12473,,,,1,0,0.0,0,0,,,,,,,,,,
12476,,,,1,0,0.0,0,0,,,,,,,,,,
12477,,,,1,1,63.0,1,0,,,,,,,,,,
12478,,,,1,1,19.0,0,0,,,,,,,,,,
12484,,,,2,2,164.0,2,0,,,,,,,,,,
12694,,,,1,1,34.0,1,0,,,,,,,,,,
12705,,,,2,2,210.0,2,0,,,,,,,,,,
12707,,,,1,0,0.0,0,0,,,,,,,,,,
12724,,,,1,1,21.0,0,0,,,,,,,,,,
12741,,,,1,1,73.0,1,0,,,,,,,,,,
12746,,,,1,0,0.0,0,0,,,,,,,,,,
12764,,,,1,0,0.0,1,1,,,,,,,,,,
12853,,,,1,0,0.0,0,0,,,,,,,,,,
12933,,,,1,1,17.0,0,0,,,,,,,,,,
12939,,,,1,1,89.0,1,0,,,,,,,,,,
12967,,,,2,1,16.0,0,0,,,,,,,,,,
12974,,,,1,1,16.0,0,0,,,,,,,,,,
12997,,,,2,2,180.0,2,0,,,,,,,,,,
13035,,,,2,0,0.0,0,0,,,,,,,,,,
13061,,,,1,0,0.0,0,0,,,,,,,,,,
13062,,,,1,1,68.0,1,0,,,,,,,,,,
13069,,,,1,1,61.0,1,0,,,,,,,,,,
13072,,,,1,1,90.0,1,0,,,,,,,,,,
13082,,,,1,1,73.0,1,0,,,,,,,,,,
13095,,,,2,2,40.0,0,0,,,,,,,,,,
13098,,,,1,1,90.0,1,0,,,,,,,,,,
13142,,,,1,0,0.0,1,1,,,,,,,,,,
13145,,,,1,1,95.0,1,0,,,,,,,,,,
13151,J. Portilla,Colombia,AM,37,31,1804.0,23,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,1714.0,1804.0
13152,,,,1,1,90.0,1,0,,,,,,,,,,
13166,,,,1,1,90.0,1,0,,,,,,,,,,
13177,,,,1,1,95.0,1,0,,,,,,,,,,
13185,,,,1,1,14.0,0,0,,,,,,,,,,
13196,,,,3,1,80.0,1,0,,,,,,,,,,
13217,,,,1,1,65.0,1,0,,,,,,,,,,
13235,,,,1,0,0.0,1,1,,,,,,,,,,
13259,,,,1,1,24.0,0,0,,,,,,,,,,
13261,,,,1,1,90.0,1,0,,,,,,,,,,
13271,,,,1,1,66.0,1,0,,,,,,,,,,
13278,,,,2,2,186.0,2,0,,,,,,,,,,
13280,,,,1,1,45.0,0,0,,,,,,,,,,
13283,,,,1,1,88.0,1,0,,,,,,,,,,
13300,,,,1,1,90.0,1,0,,,,,,,,,,
13304,,,,1,1,74.0,1,0,,,,,,,,,,
13305,,,,2,2,156.0,2,0,,,,,,,,,,
13363,,,,1,1,23.0,0,0,,,,,,,,,,
13364,,,,1,0,0.0,0,0,,,,,,,,,,
13372,,,,1,0,0.0,0,0,,,,,,,,,,
13376,J. Campaz,Colombia,AM,41,38,2457.0,27,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,2319.0,2377.0
13377,,,,1,1,62.0,1,0,,,,,,,,,,
13378,,,,1,1,14.0,0,0,,,,,,,,,,
13402,,,,1,1,90.0,1,0,,,,,,,,,,
13417,,,,1,0,0.0,0,0,,,,,,,,,,
13439,,,,1,1,90.0,1,0,,,,,,,,,,
13457,,,,3,1,90.0,1,0,,,,,,,,,,
13467,,,,1,1,76.0,1,0,,,,,,,,,,
13469,,,,2,2,114.0,1,0,,,,,,,,,,
13489,,,,1,1,69.0,1,0,,,,,,,,,,
13524,,,,3,3,189.0,3,0,,,,,,,,,,
13530,,,,1,0,0.0,0,0,,,,,,,,,,
13571,W. Ditta,Colombia,RB,57,52,4590.0,51,0,1.0,1.0,True,True,1.0,1.0,0.0,0.0,4500.0,4590.0
13575,,,,2,1,90.0,1,0,,,,,,,,,,
13584,,,,1,1,90.0,1,0,,,,,,,,,,
13592,,,,2,2,32.0,0,0,,,,,,,,,,
13595,,,,1,1,85.0,1,0,,,,,,,,,,
13613,,,,1,1,87.0,1,0,,,,,,,,,,
13616,,,,2,2,92.0,1,0,,,,,,,,,,
