player_name,world_cup_team,squad_position,reported_minutes,benchmark_precheck,reconstructed_exact_minutes,reconstructed_fixture_pairs,provider_detailed_minutes,player_id,window,expected_official_fixtures,processed_fixture_endpoints,fixture_endpoint_coverage,missing_fixture_endpoints,detailed_appearance_fixtures,detailed_minutes,aggregate_reported_minutes,minute_reconciliation_ratio_raw,minute_reconciliation_ratio_clipped,coverage_pass_80pct,denominator_note,original_coverage_pass_80pct,exact_detailed_appearance_fixtures,exact_detailed_minutes,known_startXI_fixtures,startXI_with_detailed_row,known_missing_startXI_fixtures,known_missing_minutes_upper_bound,missing_startXI_with_exit_event,missing_minutes_inferred_from_events,known_minute_coverage_lower_bound,coverage_definition_version,pass_changed_false_to_true,pass_changed_true_to_false
C. Fassnacht,Switzerland,Midfielder,2821.0,True,0.0,0,2767.0,952,annual_current,54,54,1.0,0,41,2767.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,41,2767.0,31,31,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
C. Fassnacht,Switzerland,Midfielder,2821.0,True,0.0,0,2767.0,952,pre_world_cup,48,48,1.0,0,40,2755.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,40,2755.0,31,31,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
D. Sow,Switzerland,Midfielder,2785.0,True,0.0,0,2543.0,957,annual_current,47,47,1.0,0,39,2543.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,39,2543.0,30,30,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
D. Sow,Switzerland,Midfielder,2785.0,True,0.0,0,2543.0,957,pre_world_cup,41,41,1.0,0,35,2289.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,35,2289.0,28,28,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Tah,Germany,Defender,5066.0,True,0.0,0,4147.0,972,annual_current,59,59,1.0,0,53,4147.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,53,4147.0,47,47,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Tah,Germany,Defender,5066.0,True,0.0,0,4147.0,972,pre_world_cup,60,60,1.0,0,54,4166.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,54,4166.0,47,47,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
K. Havertz,Germany,Attacker,1652.0,False,0.0,0,1421.0,978,annual_current,67,67,1.0,0,28,1421.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,28,1421.0,16,16,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
K. Havertz,Germany,Attacker,1652.0,False,0.0,0,1421.0,978,pre_world_cup,63,63,1.0,0,24,1066.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,24,1066.0,12,12,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
M. Pongracic,Croatia,Defender,5594.0,True,0.0,0,4083.0,1084,annual_current,57,57,1.0,0,51,4083.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,51,4083.0,45,45,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
M. Pongracic,Croatia,Defender,5594.0,True,0.0,0,4083.0,1084,pre_world_cup,53,53,1.0,0,48,3813.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,48,3813.0,42,42,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
X. Schlager,Austria,Midfielder,2446.0,True,0.0,0,2306.0,1095,annual_current,42,42,1.0,0,34,2306.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,34,2306.0,27,27,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
X. Schlager,Austria,Midfielder,2446.0,True,0.0,0,2306.0,1095,pre_world_cup,38,38,1.0,0,30,2067.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,30,2067.0,23,23,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
E. Haaland,Norway,Attacker,5118.0,True,0.0,0,4608.0,1100,annual_current,66,66,1.0,0,57,4608.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,57,4608.0,53,53,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
E. Haaland,Norway,Attacker,5118.0,True,0.0,0,4608.0,1100,pre_world_cup,64,64,1.0,0,56,4398.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,56,4398.0,50,50,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Hendry,Scotland,Defender,3103.0,True,0.0,0,2841.0,1111,annual_current,37,37,1.0,0,33,2841.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,33,2841.0,32,32,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Hendry,Scotland,Defender,3103.0,True,0.0,0,2841.0,1111,pre_world_cup,34,34,1.0,0,30,2571.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,30,2571.0,29,29,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
A. Ralston,Scotland,Defender,1772.0,False,0.0,0,1654.0,1115,annual_current,53,53,1.0,0,33,1654.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,33,1654.0,16,16,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
A. Ralston,Scotland,Defender,1772.0,False,0.0,0,1654.0,1115,pre_world_cup,50,50,1.0,0,31,1638.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,31,1638.0,16,16,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
K. Tierney,Scotland,Midfielder,3708.0,True,0.0,0,3486.0,1117,annual_current,53,53,1.0,0,48,3486.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,48,3486.0,41,41,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
K. Tierney,Scotland,Midfielder,3708.0,True,0.0,0,3486.0,1117,pre_world_cup,50,50,1.0,0,46,3381.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,46,3381.0,40,40,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
K. Ajer,Norway,Defender,3030.0,True,0.0,0,2635.0,1119,annual_current,51,51,1.0,0,36,2635.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,36,2635.0,29,29,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
K. Ajer,Norway,Defender,3030.0,True,0.0,0,2635.0,1119,pre_world_cup,45,45,1.0,0,31,2155.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,31,2155.0,24,24,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
R. Christie,Scotland,Midfielder,1956.0,True,0.0,0,1154.0,1125,annual_current,42,42,1.0,0,30,1154.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,30,1154.0,11,11,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
R. Christie,Scotland,Midfielder,1956.0,True,0.0,0,1154.0,1125,pre_world_cup,39,39,1.0,0,27,1060.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,27,1060.0,10,10,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
T. Weah,USA,Attacker,3633.0,True,0.0,0,3215.0,1138,annual_current,90,90,1.0,0,43,3215.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,43,3215.0,37,37,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
T. Weah,USA,Attacker,3633.0,True,0.0,0,3215.0,1138,pre_world_cup,89,89,1.0,0,42,3184.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,42,3184.0,36,36,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Y. Mvogo,Switzerland,Goalkeeper,3015.0,True,0.0,0,2790.0,1142,annual_current,44,44,1.0,0,31,2790.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,31,2790.0,31,31,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Y. Mvogo,Switzerland,Goalkeeper,3015.0,True,0.0,0,2790.0,1142,pre_world_cup,38,38,1.0,0,31,2790.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,31,2790.0,31,31,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
I. Konaté,France,Defender,4547.0,True,0.0,0,4294.0,1145,annual_current,62,62,1.0,0,52,4294.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,52,4294.0,49,49,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
I. Konaté,France,Defender,4547.0,True,0.0,0,4294.0,1145,pre_world_cup,55,55,1.0,0,51,4280.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,51,4280.0,49,49,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
D. Upamecano,France,Defender,4452.0,True,0.0,0,3956.0,1149,annual_current,62,62,1.0,0,49,3956.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,49,3956.0,46,46,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
D. Upamecano,France,Defender,4452.0,True,0.0,0,3956.0,1149,pre_world_cup,60,60,1.0,0,47,3630.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,47,3630.0,42,42,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
T. Adams,USA,Midfielder,2773.0,True,0.0,0,2142.0,1150,annual_current,44,44,1.0,0,30,2142.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,30,2142.0,25,25,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
T. Adams,USA,Midfielder,2773.0,True,0.0,0,2142.0,1150,pre_world_cup,45,45,1.0,0,31,2169.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,31,2169.0,25,25,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
K. Laimer,Austria,Defender,4131.0,True,0.0,0,3656.0,1157,annual_current,59,59,1.0,0,51,3656.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,51,3656.0,41,41,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
K. Laimer,Austria,Defender,4131.0,True,0.0,0,3656.0,1157,pre_world_cup,60,60,1.0,0,51,3593.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,51,3593.0,40,40,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
M. Sabitzer,Austria,Midfielder,3419.0,True,0.0,0,2709.0,1159,annual_current,51,51,1.0,0,38,2709.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,38,2709.0,31,31,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
M. Sabitzer,Austria,Midfielder,3419.0,True,0.0,0,2709.0,1159,pre_world_cup,52,52,1.0,0,38,2578.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,38,2578.0,29,29,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Matheus Cunha,Brazil,Attacker,3681.0,True,0.0,0,2976.0,1165,annual_current,47,47,1.0,0,40,2976.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,40,2976.0,35,35,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Matheus Cunha,Brazil,Attacker,3681.0,True,0.0,0,2976.0,1165,pre_world_cup,43,43,1.0,0,36,2762.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,36,2762.0,32,32,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
V. Coufal,Czech Republic,Midfielder,3727.0,True,0.0,0,3377.0,1231,annual_current,39,39,1.0,0,38,3377.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,38,3377.0,38,38,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
V. Coufal,Czech Republic,Midfielder,3727.0,True,0.0,0,3377.0,1231,pre_world_cup,36,36,1.0,0,35,3107.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,35,3107.0,35,35,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Zelený,Czech Republic,Midfielder,2496.0,True,0.0,0,2430.0,1237,annual_current,51,51,1.0,0,33,2430.0,,0.9310344827586208,0.9310344827586208,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,33,2430.0,30,28,2,180.0,0,0.0,0.9310344827586208,exact_window_known_minutes_v2_event_bounded,False,False
J. Zelený,Czech Republic,Midfielder,2496.0,True,0.0,0,2430.0,1237,pre_world_cup,48,48,1.0,0,31,2305.0,,0.9275653923541248,0.9275653923541248,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,31,2305.0,29,27,2,180.0,0,0.0,0.9275653923541248,exact_window_known_minutes_v2_event_bounded,False,False
T. Soucek,Czech Republic,Midfielder,2700.0,True,0.0,0,2643.0,1243,annual_current,46,44,0.9565217391304348,2,41,2643.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,41,2643.0,27,27,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
T. Soucek,Czech Republic,Midfielder,2700.0,True,0.0,0,2643.0,1243,pre_world_cup,43,41,0.9534883720930232,2,38,2507.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,38,2507.0,26,26,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Koundé,France,Defender,4340.0,True,0.0,0,4139.0,1257,annual_current,64,64,1.0,0,54,4139.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,54,4139.0,46,46,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Koundé,France,Defender,4340.0,True,0.0,0,4139.0,1257,pre_world_cup,57,57,1.0,0,47,3537.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,47,3537.0,39,39,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
A. Tchouaméni,France,Midfielder,5020.0,True,0.0,0,4300.0,1271,annual_current,63,63,1.0,0,53,4300.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,53,4300.0,50,50,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
A. Tchouaméni,France,Midfielder,5020.0,True,0.0,0,4300.0,1271,pre_world_cup,62,62,1.0,0,55,4475.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,55,4475.0,52,52,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
G. Varela,Uruguay,Defender,5704.0,True,0.0,0,3574.0,1290,annual_current,76,76,1.0,0,46,3574.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,46,3574.0,37,37,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
G. Varela,Uruguay,Defender,5704.0,True,0.0,0,3574.0,1290,pre_world_cup,79,77,0.9746835443037974,2,46,3440.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,46,3440.0,35,35,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
D. Livakovic,Croatia,Goalkeeper,2271.0,True,0.0,0,2010.0,1305,annual_current,128,126,0.984375,2,22,2010.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,22,2010.0,22,22,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
D. Livakovic,Croatia,Goalkeeper,2271.0,True,0.0,0,2010.0,1305,pre_world_cup,124,122,0.9838709677419356,2,18,1650.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,18,1650.0,18,18,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
N. Moro,Croatia,Midfielder,2779.0,True,0.0,0,2733.0,1322,annual_current,60,60,1.0,0,44,2733.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,44,2733.0,29,29,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
N. Moro,Croatia,Midfielder,2779.0,True,0.0,0,2733.0,1322,pre_world_cup,56,56,1.0,0,44,2733.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,44,2733.0,29,29,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Dani Olmo,Spain,Midfielder,3408.0,True,0.0,0,3265.0,1323,annual_current,64,64,1.0,0,56,3265.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,56,3265.0,36,36,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Dani Olmo,Spain,Midfielder,3408.0,True,0.0,0,3265.0,1323,pre_world_cup,57,57,1.0,0,49,2845.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,49,2845.0,31,31,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
I. Sunjic,Bosnia & Herzegovina,Midfielder,2938.0,True,1709.0,20,2112.0,1324,annual_current,54,54,1.0,0,26,2112.0,,0.5527348861554567,0.5527348861554567,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,26,2112.0,45,25,20,1709.0,3,179.0,0.5527348861554567,exact_window_known_minutes_v2_event_bounded,False,False
I. Sunjic,Bosnia & Herzegovina,Midfielder,2938.0,True,1709.0,20,2112.0,1324,pre_world_cup,50,50,1.0,0,22,1914.0,,0.5282914711565001,0.5282914711565001,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,22,1914.0,42,22,20,1709.0,3,179.0,0.5282914711565001,exact_window_known_minutes_v2_event_bounded,False,False
F. Kadioglu,Türkiye,Defender,3676.0,True,0.0,0,3676.0,1361,annual_current,46,46,1.0,0,44,3676.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,44,3676.0,41,41,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
F. Kadioglu,Türkiye,Defender,3676.0,True,0.0,0,3676.0,1361,pre_world_cup,43,43,1.0,0,42,3516.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,42,3516.0,39,39,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
H. Delcroix,Haiti,Defender,1750.0,False,0.0,0,1650.0,1411,annual_current,49,49,1.0,0,20,1650.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,20,1650.0,19,19,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
H. Delcroix,Haiti,Defender,1750.0,False,0.0,0,1650.0,1411,pre_world_cup,46,46,1.0,0,17,1380.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,17,1380.0,16,16,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
A. Saelemaekers,Belgium,Attacker,3316.0,True,0.0,0,3162.0,1417,annual_current,48,48,1.0,0,43,3162.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,43,3162.0,38,38,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
A. Saelemaekers,Belgium,Attacker,3316.0,True,0.0,0,3162.0,1417,pre_world_cup,42,42,1.0,0,39,3073.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,39,3073.0,37,37,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Doku,Belgium,Midfielder,4019.0,True,0.0,0,3271.0,1422,annual_current,66,66,1.0,0,52,3271.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,52,3271.0,37,37,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Doku,Belgium,Midfielder,4019.0,True,0.0,0,3271.0,1422,pre_world_cup,64,64,1.0,0,50,3206.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,50,3206.0,36,36,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
E. Kayembe,Congo DR,Midfielder,2973.0,True,0.0,0,2928.0,1424,annual_current,56,56,1.0,0,45,2928.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,45,2928.0,32,32,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
E. Kayembe,Congo DR,Midfielder,2973.0,True,0.0,0,2928.0,1424,pre_world_cup,52,52,1.0,0,42,2768.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,42,2768.0,30,30,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
S. Kolasinac,Bosnia & Herzegovina,Defender,2790.0,True,0.0,0,2151.0,1442,annual_current,58,58,1.0,0,32,2151.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,32,2151.0,27,27,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
S. Kolasinac,Bosnia & Herzegovina,Defender,2790.0,True,0.0,0,2151.0,1442,pre_world_cup,54,54,1.0,0,28,1812.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,28,1812.0,23,23,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
B. Saka,England,Midfielder,3928.0,True,0.0,0,3522.0,1460,annual_current,70,70,1.0,0,55,3522.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,55,3522.0,39,39,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
B. Saka,England,Midfielder,3928.0,True,0.0,0,3522.0,1460,pre_world_cup,63,63,1.0,0,49,3255.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,49,3255.0,37,37,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
G. Xhaka,Switzerland,Midfielder,3946.0,True,0.0,0,3637.0,1464,annual_current,47,47,1.0,0,42,3637.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,42,3637.0,39,39,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
G. Xhaka,Switzerland,Midfielder,3946.0,True,0.0,0,3637.0,1464,pre_world_cup,41,41,1.0,0,36,3037.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,36,3037.0,33,33,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Bruno Fernandes,Portugal,Midfielder,4783.0,True,0.0,0,3624.0,1485,annual_current,45,45,1.0,0,42,3624.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,42,3624.0,41,41,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Bruno Fernandes,Portugal,Midfielder,4783.0,True,0.0,0,3624.0,1485,pre_world_cup,40,40,1.0,0,37,3201.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,37,3201.0,36,36,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Jovane Cabral,Cape Verde Islands,Midfielder,3320.0,True,0.0,0,1820.0,1494,annual_current,38,38,1.0,0,29,1820.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,29,1820.0,19,19,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Jovane Cabral,Cape Verde Islands,Midfielder,3320.0,True,0.0,0,1820.0,1494,pre_world_cup,34,34,1.0,0,27,1679.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,27,1679.0,17,17,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Raphinha,Brazil,Midfielder,3660.0,True,0.0,0,2438.0,1496,annual_current,64,64,1.0,0,37,2438.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,37,2438.0,30,30,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
