player_name,world_cup_team,squad_position,reported_minutes,benchmark_precheck,player_id,window,expected_official_fixtures,processed_fixture_endpoints,fixture_endpoint_coverage,missing_fixture_endpoints,detailed_appearance_fixtures,detailed_minutes,aggregate_reported_minutes,minute_reconciliation_ratio_raw,minute_reconciliation_ratio_clipped,coverage_pass_80pct,denominator_note,original_coverage_pass_80pct,exact_detailed_appearance_fixtures,exact_detailed_minutes,known_startXI_fixtures,startXI_with_detailed_row,known_missing_startXI_fixtures,known_missing_minutes_upper_bound,missing_startXI_with_exit_event,missing_minutes_inferred_from_events,known_minute_coverage_lower_bound,coverage_definition_version,pass_changed_false_to_true,pass_changed_true_to_false,reconstructed_exact_minutes,reconstructed_fixture_pairs,provider_detailed_minutes,candidate_type
Kim Moon-Hwan,South Korea,Midfielder,2198.0,True,2912,annual_current,37,37,1.0,0,32,2493.0,,1.0,1.0,True,exact-window provider minutes plus deterministic exposure reconstructed from complete two-team lineups and substitution/red-card events; frozen 80% fixture and minute thresholds unchanged,False,32,2493.0,28,28,0,0.0,0,0.0,1.0,exact_window_known_minutes_v3_complete_lineup_event_reconstruction,True,False,950.0,11,1543.0,benchmark
Kim Moon-Hwan,South Korea,Midfielder,2198.0,True,2912,pre_world_cup,35,35,1.0,0,31,2442.0,,1.0,1.0,True,exact-window provider minutes plus deterministic exposure reconstructed from complete two-team lineups and substitution/red-card events; frozen 80% fixture and minute thresholds unchanged,True,31,2442.0,27,27,0,0.0,0,0.0,1.0,exact_window_known_minutes_v3_complete_lineup_event_reconstruction,False,False,970.0,11,1472.0,benchmark
T. Castagne,Belgium,Defender,3035.0,True,2920,annual_current,51,51,1.0,0,42,2870.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,42,2870.0,31,31,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2870.0,benchmark
T. Castagne,Belgium,Defender,3035.0,True,2920,pre_world_cup,45,45,1.0,0,36,2392.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,36,2392.0,26,26,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2392.0,benchmark
Y. Tielemans,Belgium,Midfielder,3751.0,True,2926,annual_current,61,61,1.0,0,40,3059.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,40,3059.0,33,33,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3059.0,benchmark_and_avatar
Y. Tielemans,Belgium,Midfielder,3751.0,True,2926,pre_world_cup,55,55,1.0,0,35,2584.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,35,2584.0,28,28,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2584.0,benchmark_and_avatar
J. Pickford,England,Goalkeeper,5413.0,True,2932,annual_current,46,46,1.0,0,46,4213.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,46,4213.0,46,46,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,4213.0,benchmark
J. Pickford,England,Goalkeeper,5413.0,True,2932,pre_world_cup,39,39,1.0,0,39,3540.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,39,3540.0,39,39,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3540.0,benchmark
D. Rice,England,Midfielder,5332.0,True,2937,annual_current,70,70,1.0,0,61,4949.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,61,4949.0,55,55,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,4949.0,benchmark
D. Rice,England,Midfielder,5332.0,True,2937,pre_world_cup,63,63,1.0,0,55,4468.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,55,4468.0,49,49,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,4468.0,benchmark
D. Bronn,Tunisia,Defender,1880.0,True,2945,annual_current,49,47,0.9591836734693876,2,21,1575.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,21,1575.0,19,19,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1575.0,benchmark
D. Bronn,Tunisia,Defender,1880.0,True,2945,pre_world_cup,46,44,0.9565217391304348,2,20,1530.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,20,1530.0,18,18,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1530.0,benchmark
O. Mosquera,Panama,Goalkeeper,4112.0,True,2968,annual_current,43,43,1.0,0,41,3699.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,41,3699.0,41,41,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3699.0,benchmark
O. Mosquera,Panama,Goalkeeper,4112.0,True,2968,pre_world_cup,45,45,1.0,0,42,3795.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,42,3795.0,42,42,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3795.0,benchmark
A. Murillo,Panama,Midfielder,3931.0,True,2973,annual_current,96,94,0.9791666666666666,2,46,3262.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,46,3262.0,36,36,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3262.0,benchmark
A. Murillo,Panama,Midfielder,3931.0,True,2973,pre_world_cup,98,96,0.979591836734694,2,47,3358.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,47,3358.0,37,37,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3358.0,benchmark
C. Blackman,Panama,Midfielder,2655.0,True,2975,annual_current,51,51,1.0,0,40,3355.0,,1.0,1.0,True,exact-window provider minutes plus deterministic exposure reconstructed from complete two-team lineups and substitution/red-card events; frozen 80% fixture and minute thresholds unchanged,True,40,3355.0,37,37,0,0.0,0,0.0,1.0,exact_window_known_minutes_v3_complete_lineup_event_reconstruction,False,False,978.0,11,2377.0,benchmark
C. Blackman,Panama,Midfielder,2655.0,True,2975,pre_world_cup,53,53,1.0,0,39,3267.0,,1.0,1.0,True,exact-window provider minutes plus deterministic exposure reconstructed from complete two-team lineups and substitution/red-card events; frozen 80% fixture and minute thresholds unchanged,True,39,3267.0,36,36,0,0.0,0,0.0,1.0,exact_window_known_minutes_v3_complete_lineup_event_reconstruction,False,False,978.0,11,2289.0,benchmark
A. Godoy,Panama,Midfielder,3987.0,True,2977,annual_current,60,60,1.0,0,38,2314.0,,0.9625623960066556,0.9625623960066556,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,38,2314.0,30,29,1,90.0,0,0.0,0.9625623960066556,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,2314.0,benchmark
A. Godoy,Panama,Midfielder,3987.0,True,2977,pre_world_cup,74,74,1.0,0,42,2716.0,,0.9679258731290092,0.9679258731290092,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,42,2716.0,35,34,1,90.0,0,0.0,0.9679258731290092,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2716.0,benchmark
J. Rodríguez,Panama,Attacker,4088.0,True,2979,annual_current,49,49,1.0,0,46,3480.0,,0.943089430894309,0.943089430894309,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,46,3480.0,42,40,2,210.0,0,0.0,0.943089430894309,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3480.0,benchmark_and_avatar
J. Rodríguez,Panama,Attacker,4088.0,True,2979,pre_world_cup,52,52,1.0,0,48,3654.0,,0.9456521739130436,0.9456521739130436,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,48,3654.0,43,41,2,210.0,0,0.0,0.9456521739130436,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3654.0,benchmark_and_avatar
J. Fajardo,Panama,Attacker,3495.0,True,2983,annual_current,52,52,1.0,0,46,2278.0,,0.9619932432432432,0.9619932432432432,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,46,2278.0,22,21,1,90.0,0,0.0,0.9619932432432432,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,2278.0,benchmark
J. Fajardo,Panama,Attacker,3495.0,True,2983,pre_world_cup,56,56,1.0,0,42,2091.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,42,2091.0,20,20,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2091.0,benchmark
É. Mendy,Senegal,Goalkeeper,4203.0,True,2986,annual_current,58,58,1.0,0,44,4023.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,44,4023.0,44,44,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,4023.0,benchmark
É. Mendy,Senegal,Goalkeeper,4203.0,True,2986,pre_world_cup,54,54,1.0,0,42,3870.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,42,3870.0,42,42,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3870.0,benchmark
I. Gueye,Senegal,Midfielder,3395.0,True,2990,annual_current,51,50,0.9803921568627452,1,36,3125.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,36,3125.0,36,36,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3125.0,benchmark
I. Gueye,Senegal,Midfielder,3395.0,True,2990,pre_world_cup,47,46,0.9787234042553192,1,32,2761.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,32,2761.0,32,32,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2761.0,benchmark
M. Elia,Congo DR,Attacker,1221.0,False,3034,annual_current,50,50,1.0,0,30,1176.0,,0.9289099526066352,0.9289099526066352,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,30,1176.0,13,12,1,90.0,0,0.0,0.9289099526066352,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1176.0,avatar_top30_pool
M. Elia,Congo DR,Attacker,1221.0,False,3034,pre_world_cup,46,46,1.0,0,28,1132.0,,0.9263502454991815,0.9263502454991815,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,28,1132.0,13,12,1,90.0,0,0.0,0.9263502454991815,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1132.0,avatar_top30_pool
N. Pépé,Ivory Coast,Midfielder,3709.0,True,3246,annual_current,53,53,1.0,0,50,3426.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,50,3426.0,39,39,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3426.0,benchmark
N. Pépé,Ivory Coast,Midfielder,3709.0,True,3246,pre_world_cup,49,49,1.0,0,46,3182.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,46,3182.0,36,36,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3182.0,benchmark
R. Williams,South Africa,Goalkeeper,5506.0,True,3275,annual_current,52,52,1.0,0,48,4336.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,48,4336.0,48,48,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,4336.0,benchmark
R. Williams,South Africa,Goalkeeper,5506.0,True,3275,pre_world_cup,48,48,1.0,0,44,3969.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,44,3969.0,44,44,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3969.0,benchmark
T. Mokoena,South Africa,Midfielder,4078.0,True,3287,annual_current,52,52,1.0,0,42,3348.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,42,3348.0,37,37,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3348.0,benchmark
T. Mokoena,South Africa,Midfielder,4078.0,True,3287,pre_world_cup,48,48,1.0,0,39,3071.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,39,3071.0,34,34,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3071.0,benchmark
J. Ayew,Ghana,Attacker,2952.0,True,3428,annual_current,53,53,1.0,0,49,2692.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,49,2692.0,29,29,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2692.0,benchmark
J. Ayew,Ghana,Attacker,2952.0,True,3428,pre_world_cup,49,49,1.0,0,45,2388.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,45,2388.0,25,25,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2388.0,benchmark
K. Sibo,Ghana,Midfielder,2397.0,True,3608,annual_current,43,43,1.0,0,31,2058.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,31,2058.0,25,25,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2058.0,benchmark
K. Sibo,Ghana,Midfielder,2397.0,True,3608,pre_world_cup,39,39,1.0,0,27,1809.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,27,1809.0,22,22,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1809.0,benchmark
H. Boudaoui,Algeria,Midfielder,2797.0,True,4399,annual_current,61,61,1.0,0,39,2583.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,39,2583.0,29,29,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2583.0,benchmark
H. Boudaoui,Algeria,Midfielder,2797.0,True,4399,pre_world_cup,57,57,1.0,0,36,2455.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,36,2455.0,27,27,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2455.0,benchmark
J. Carrascal,Colombia,Midfielder,3100.0,True,5994,annual_current,106,106,1.0,0,49,2743.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,49,2743.0,34,34,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2743.0,benchmark_and_avatar
J. Carrascal,Colombia,Midfielder,3100.0,True,5994,pre_world_cup,104,104,1.0,0,49,2743.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,49,2743.0,34,34,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2743.0,benchmark_and_avatar
E. Fernández,Argentina,Midfielder,7468.0,True,5996,annual_current,68,68,1.0,0,60,4949.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,60,4949.0,55,55,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,4949.0,benchmark_and_avatar
E. Fernández,Argentina,Midfielder,7468.0,True,5996,pre_world_cup,69,69,1.0,0,62,4962.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,62,4962.0,56,56,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,4962.0,benchmark_and_avatar
E. Palacios,Argentina,Defender,2009.0,True,6002,annual_current,60,60,1.0,0,27,1686.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,27,1686.0,19,19,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1686.0,benchmark
E. Palacios,Argentina,Defender,2009.0,True,6002,pre_world_cup,54,54,1.0,0,27,1614.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,27,1614.0,18,18,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1614.0,benchmark
J. Quintero,Colombia,Midfielder,3936.0,True,6005,annual_current,99,99,1.0,0,41,1988.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,41,1988.0,19,19,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,1988.0,benchmark_and_avatar
J. Quintero,Colombia,Midfielder,3936.0,True,6005,pre_world_cup,102,102,1.0,0,39,2051.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,39,2051.0,21,21,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2051.0,benchmark_and_avatar
J. Álvarez,Argentina,Midfielder,5662.0,True,6009,annual_current,70,70,1.0,0,58,4147.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,58,4147.0,47,47,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,4147.0,benchmark
J. Álvarez,Argentina,Midfielder,5662.0,True,6009,pre_world_cup,64,64,1.0,0,52,3744.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,52,3744.0,44,44,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3744.0,benchmark
T. Almada,Argentina,Midfielder,2644.0,True,6067,annual_current,74,74,1.0,0,46,2028.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,46,2028.0,22,22,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,2028.0,benchmark_and_avatar
T. Almada,Argentina,Midfielder,2644.0,True,6067,pre_world_cup,68,68,1.0,0,42,1876.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,42,1876.0,20,20,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1876.0,benchmark_and_avatar
O. Alderete,Paraguay,Defender,4731.0,True,6168,annual_current,48,48,1.0,0,40,3402.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,40,3402.0,39,39,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,3402.0,benchmark
O. Alderete,Paraguay,Defender,4731.0,True,6168,pre_world_cup,44,44,1.0,0,37,3175.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,37,3175.0,36,36,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3175.0,benchmark
F. Medina,Argentina,Defender,2601.0,True,6231,annual_current,88,88,1.0,0,30,2291.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,30,2291.0,27,27,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2291.0,benchmark
F. Medina,Argentina,Defender,2601.0,True,6231,pre_world_cup,82,82,1.0,0,27,2110.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,27,2110.0,25,25,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2110.0,benchmark
A. Cubas,Paraguay,Midfielder,5691.0,True,6236,annual_current,42,42,1.0,0,35,2805.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,35,2805.0,33,33,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,2805.0,benchmark
A. Cubas,Paraguay,Midfielder,5691.0,True,6236,pre_world_cup,44,44,1.0,0,35,2633.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,35,2633.0,32,32,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2633.0,benchmark
N. Molina,Argentina,Defender,4360.0,True,6503,annual_current,70,70,1.0,0,54,2996.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,54,2996.0,30,30,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,2996.0,benchmark
N. Molina,Argentina,Defender,4360.0,True,6503,pre_world_cup,64,64,1.0,0,49,2572.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,49,2572.0,26,26,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2572.0,benchmark
M. Senesi,Argentina,Midfielder,3677.0,True,6610,annual_current,49,49,1.0,0,40,3461.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,40,3461.0,38,38,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3461.0,benchmark
M. Senesi,Argentina,Midfielder,3677.0,True,6610,pre_world_cup,43,43,1.0,0,39,3371.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,39,3371.0,37,37,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3371.0,benchmark
A. Mac Allister,Argentina,Midfielder,5945.0,True,6716,annual_current,66,66,1.0,0,63,4617.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,63,4617.0,51,51,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,4617.0,benchmark
A. Mac Allister,Argentina,Midfielder,5945.0,True,6716,pre_world_cup,60,60,1.0,0,56,3988.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,56,3988.0,45,45,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3988.0,benchmark
J. Italiano,Australia,Defender,2476.0,True,6808,annual_current,36,36,1.0,0,26,2229.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,26,2229.0,26,26,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2229.0,benchmark
J. Italiano,Australia,Defender,2476.0,True,6808,pre_world_cup,32,32,1.0,0,24,2065.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,24,2065.0,24,24,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2065.0,benchmark
P. Izzo,Australia,Goalkeeper,2703.0,True,6870,annual_current,36,36,1.0,0,26,2340.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,26,2340.0,26,26,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2340.0,benchmark
P. Izzo,Australia,Goalkeeper,2703.0,True,6870,pre_world_cup,32,32,1.0,0,26,2340.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,26,2340.0,26,26,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2340.0,benchmark
C. Metcalfe,Australia,Midfielder,2254.0,True,6904,annual_current,42,42,1.0,0,32,1027.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,32,1027.0,7,7,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,1027.0,benchmark
C. Metcalfe,Australia,Midfielder,2254.0,True,6904,pre_world_cup,38,38,1.0,0,28,712.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,28,712.0,4,4,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,712.0,benchmark
C. Elliot,New Zealand,Defender,1834.0,True,6932,annual_current,33,33,1.0,0,28,1774.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,28,1774.0,20,20,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1774.0,benchmark
C. Elliot,New Zealand,Defender,1834.0,True,6932,pre_world_cup,30,30,1.0,0,27,1762.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,27,1762.0,20,20,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1762.0,benchmark
A. Rufer,New Zealand,Midfielder,2486.0,True,6934,annual_current,29,29,1.0,0,23,2044.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,23,2044.0,23,23,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2044.0,benchmark
A. Rufer,New Zealand,Midfielder,2486.0,True,6934,pre_world_cup,26,26,1.0,0,23,2044.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,23,2044.0,23,23,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2044.0,benchmark
S. Singh,New Zealand,Midfielder,2011.0,True,6935,annual_current,66,66,1.0,0,20,1170.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,20,1170.0,14,14,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,1170.0,benchmark
