player_id,player_name,world_cup_team,squad_position,resolved_role,role_stability,role_observations,role_distribution,reported_minutes,orientation_mapping,fixture_endpoint_coverage,coverage_pass_80pct,stable_role_60pct,scientific_role_eligible
2481,A. Montero,Colombia,Goalkeeper,GK,1.0,20,GK:20,4277.0,low_is_left,1.0,False,True,False
2482,C. Vargas,Colombia,Goalkeeper,GK,1.0,40,GK:40,4992.0,low_is_left,1.0,False,True,False
2483,D. Machado,Colombia,Defender,RB,0.8421052631578947,19,RB:16 | LB:3,2026.0,low_is_left,1.0,False,True,False
2484,Y. Mina,Colombia,Defender,RB,0.9642857142857143,28,RB:27 | RCB:1,2834.0,low_is_left,1.0,True,True,True
2489,L. Diaz,Colombia,Midfielder,CM,0.8490566037735849,53,CM:45 | LW:5 | ST:1 | DM:1 | AM:1,6514.0,low_is_left,1.0,False,True,False
2490,J. Lerma,Colombia,Midfielder,DM,0.42424242424242425,33,DM:14 | CM:10 | RB:8 | LB:1,4489.0,low_is_left,1.0,False,False,False
2499,J. Alonso,Paraguay,Defender,RB,0.7692307692307693,52,RB:40 | LB:8 | LCB:4,8456.0,low_is_left,1.0,False,True,False
2500,Fabian Balbuena,Paraguay,Defender,RB,1.0,12,RB:12,1843.0,low_is_left,1.0,False,True,False
2502,G. Gomez,Paraguay,Defender,RB,0.8939393939393939,66,RB:59 | RCB:7,9607.0,low_is_left,1.0,False,True,False
2502,G. Gómez,Paraguay,Defender,RB,1.0,4,RB:4,9607.0,low_is_left,1.0,False,True,False
2507,M. Almiron,Paraguay,Midfielder,AM,0.5333333333333333,30,AM:16 | RW:8 | CM:6,5522.0,low_is_left,1.0,False,False,False
2514,A. Romero,Paraguay,Attacker,RW,1.0,2,RW:2,1595.0,low_is_left,1.0,False,True,False
2514,Kaku,Paraguay,Attacker,RW,1.0,13,RW:13,1595.0,low_is_left,1.0,False,True,False
2522,A. Sanabria,Paraguay,Attacker,RW,1.0,14,RW:14,1912.0,low_is_left,1.0,False,True,False
2530,Pedro Miguel,Qatar,Defender,RB,0.8,20,RB:16 | RCB:4,2728.0,low_is_left,1.0,False,True,False
2532,B. Khoukhi,Qatar,Defender,RCB,0.7142857142857143,21,RCB:15 | LCB:4 | RB:2,2697.0,low_is_left,1.0,False,True,False
2533,A. Hatem,Qatar,Midfielder,AM,1.0,4,AM:4,1047.0,low_is_left,1.0,False,True,False
2535,A. O. Madibo,Qatar,Midfielder,AM,0.6,10,AM:6 | CM:3 | DM:1,1161.0,low_is_left,1.0,False,True,False
2539,A. Fathi,Qatar,Midfielder,AM,0.9090909090909091,11,AM:10 | CM:1,2174.0,low_is_left,1.0,False,True,False
2543,A. Ali,Qatar,Attacker,ST,0.5,2,ST:1 | RW:1,1920.0,low_is_left,1.0,False,False,False
2544,A. Afif,Qatar,Attacker,RW,0.8076923076923077,26,RW:21 | LW:3 | ST:2,3842.0,low_is_left,1.0,False,True,False
2575,J. Porozo,Ecuador,Defender,RB,1.0,38,RB:38,3784.0,low_is_left,1.0,True,True,True
2583,A. Preciado,Ecuador,Defender,RB,0.96,25,RB:24 | LCB:1,3039.0,low_is_left,1.0,False,True,False
2598,R. Doan,Japan,Attacker,RW,0.9743589743589743,39,RW:38 | ST:1,4566.0,low_is_left,1.0,False,True,False
2601,D. Kamada,Japan,Attacker,ST,0.7804878048780488,41,ST:32 | RW:9,4544.0,low_is_left,1.0,False,True,False
2639,S. Mandash,Saudi Arabia,Midfielder,RW,1.0,17,RW:17,1627.0,low_is_left,1.0,True,True,True
2649,A. Fatouh,Egypt,Defender,RB,0.5,20,RB:10 | LCB:7 | LB:3,2382.0,low_is_left,1.0,True,False,False
2654,M. Hany,Egypt,Defender,RB,1.0,34,RB:34,4015.0,low_is_left,1.0,True,True,True
2656,K. Hafez,Egypt,Defender,RB,0.8,20,RB:16 | LB:3 | LCB:1,1824.0,low_is_left,1.0,True,True,True
2660,N. Dunga,Egypt,Midfielder,AM,0.9090909090909091,22,AM:20 | CM:2,1817.0,low_is_left,1.0,True,True,True
2664,Trezeguet,Egypt,Attacker,RW,0.42857142857142855,28,RW:12 | LW:8 | ST:8,3042.0,low_is_left,1.0,True,False,False
2664,Trézéguet,Egypt,Attacker,RW,1.0,1,RW:1,3042.0,low_is_left,1.0,True,True,True
2676,R. Neves,Portugal,Midfielder,CM,0.6410256410256411,39,CM:25 | DM:7 | RCB:5 | RB:1 | AM:1,4096.0,low_is_left,1.0,True,True,True
2676,Rúben Neves,Portugal,Midfielder,CM,0.6,5,CM:3 | RCB:2,4096.0,low_is_left,1.0,True,True,True
2682,A. Beiranvand,Iran,Goalkeeper,GK,1.0,12,GK:12,1946.0,low_is_left,1.0,False,True,False
2688,M. Mohammadi,Iran,Defender,LB,1.0,2,LB:2,1372.0,low_is_left,1.0,False,True,False
2699,S. Ghoddos,Iran,Midfielder,CM,0.75,16,CM:12 | ST:2 | DM:1 | RW:1,1842.0,low_is_left,1.0,False,True,False
2700,A. Jahanbakhsh,Iran,Midfielder,RW,1.0,9,RW:9,1372.0,low_is_left,1.0,False,True,False
2701,Bono,Morocco,Goalkeeper,GK,1.0,44,GK:44,5213.0,low_is_left,1.0,False,True,False
2701,Y. Bounou,Morocco,Goalkeeper,GK,1.0,5,GK:5,5213.0,low_is_left,1.0,False,True,False
2703,A. Tagnaouti,Morocco,Goalkeeper,GK,1.0,11,GK:11,999.0,low_is_left,1.0,True,True,True
2722,A. El Kaabi,Morocco,Attacker,RW,0.975,40,RW:39 | ST:1,3622.0,low_is_left,1.0,True,True,True
2724,L. Digne,France,Defender,LB,0.9722222222222222,36,LB:35 | RB:1,3617.0,low_is_left,1.0,True,True,True
2741,M. Ryan,Australia,Goalkeeper,GK,1.0,36,GK:36,4411.0,low_is_left,1.0,False,True,False
2742,M. Degenek,Australia,Defender,RB,1.0,19,RB:19,2452.0,low_is_left,1.0,False,True,False
2749,J. Irvine,Australia,Midfielder,AM,0.8571428571428571,21,AM:18 | DM:2 | CM:1,3334.0,low_is_left,1.0,False,True,False
2755,A. Mabil,Australia,Midfielder,AM,0.8421052631578947,19,AM:16 | RW:3,1791.0,low_is_left,0.979591836734694,True,True,True
2763,M. Pasalic,Croatia,Midfielder,CM,0.5333333333333333,30,CM:16 | AM:7 | RW:5 | DM:1 | ST:1,2983.0,low_is_left,1.0,True,False,False
2803,N. Elvedi,Switzerland,Defender,RCB,0.5,42,RCB:21 | RB:20 | LCB:1,4148.0,low_is_left,1.0,True,False,False
2807,R. Freuler,Switzerland,Midfielder,AM,0.8095238095238095,42,AM:34 | DM:5 | CM:3,4049.0,low_is_left,1.0,True,True,True
2810,D. Zakaria,Switzerland,Defender,RB,0.6944444444444444,36,RB:25 | LCB:8 | RCB:3,5608.0,low_is_left,1.0,False,True,False
2851,K. Nordfeldt,Sweden,Goalkeeper,GK,1.0,31,GK:31,3870.0,low_is_left,1.0,False,True,False
2860,K. Sema,Sweden,Midfielder,AM,0.7142857142857143,14,AM:10 | LB:2 | DM:2,1257.0,low_is_left,1.0,False,True,False
2864,A. Isak,Sweden,Attacker,RW,0.7058823529411765,17,RW:12 | ST:4 | LW:1,1644.0,low_is_left,1.0,True,True,True
2869,E. Alvarez,Mexico,Defender,RB,0.8666666666666667,15,RB:13 | RCB:2,2102.0,low_is_left,1.0,False,True,False
2869,Edson Álvarez,Mexico,Defender,RB,0.4,5,RB:2 | RCB:2 | LCB:1,2102.0,low_is_left,1.0,False,False,False
2873,C. Montes,Mexico,Defender,RB,0.7941176470588235,34,RB:27 | RCB:6 | LCB:1,3588.0,low_is_left,1.0,False,True,False
2878,J. Sanchez,Mexico,Defender,RB,0.9666666666666667,30,RB:29 | LB:1,3941.0,low_is_left,1.0,False,True,False
2878,J. Sánchez,Mexico,Defender,RB,1.0,3,RB:3,3941.0,low_is_left,1.0,False,True,False
2879,R. Alvarado,Mexico,Attacker,RW,0.9736842105263158,38,RW:37 | RB:1,4012.0,low_is_left,1.0,False,True,False
2881,J. Gallardo,Mexico,Defender,RB,0.8409090909090909,44,RB:37 | LB:7,5035.0,low_is_left,1.0,False,True,False
2887,R. Jimenez,Mexico,Attacker,RW,0.9142857142857143,35,RW:32 | ST:3,3693.0,low_is_left,1.0,False,True,False
2887,R. Jiménez,Mexico,Attacker,ST,0.8,5,ST:4 | RW:1,3693.0,low_is_left,1.0,False,True,False
2889,A. Vega,Mexico,Attacker,RW,0.84,25,RW:21 | LW:4,2659.0,low_is_left,1.0,False,True,False
2890,Jo Hyeon-Woo,South Korea,Goalkeeper,GK,1.0,41,GK:41,4702.0,low_is_left,1.0,False,True,False
2892,Kim Seung-Gyu,South Korea,Goalkeeper,GK,1.0,30,GK:30,3475.0,low_is_left,1.0,True,True,True
2897,Kim Min-Jae,South Korea,Defender,RCB,0.6521739130434783,23,RCB:15 | LCB:8,3693.0,low_is_left,1.0,False,True,False
2901,Hwang In-Beom,South Korea,Midfielder,CM,0.5555555555555556,18,CM:10 | DM:7 | RW:1,3073.0,low_is_left,1.0,False,False,False
2906,Lee Jae-Sung,South Korea,Attacker,ST,0.53125,32,ST:17 | RW:15,4217.0,low_is_left,1.0,False,False,False
2909,Paik Seung-Ho,South Korea,Midfielder,AM,0.9487179487179487,39,AM:37 | DM:1 | CM:1,4329.0,low_is_left,1.0,True,True,True
2912,Kim Moon-Hwan,South Korea,Midfielder,RB,1.0,28,RB:28,2198.0,low_is_left,1.0,False,True,False
2920,T. Castagne,Belgium,Defender,RB,0.967741935483871,31,RB:30 | LB:1,3035.0,low_is_left,1.0,True,True,True
2926,Y. Tielemans,Belgium,Midfielder,DM,0.7272727272727273,33,DM:24 | CM:9,3751.0,low_is_left,1.0,True,True,True
2932,J. Pickford,England,Goalkeeper,GK,1.0,45,GK:45,5413.0,low_is_left,1.0,False,True,False
2937,D. Rice,England,Midfielder,CM,0.509090909090909,55,CM:28 | DM:26 | RB:1,5332.0,low_is_left,1.0,True,False,False
2945,D. Bronn,Tunisia,Defender,RB,1.0,14,RB:14,1880.0,low_is_left,0.9591836734693876,True,True,True
2968,O. Mosquera,Panama,Goalkeeper,GK,1.0,44,GK:44,4112.0,low_is_left,1.0,True,True,True
2971,F. Escobar,Panama,Defender,RCB,1.0,11,RCB:11,1381.0,low_is_left,1.0,False,True,False
2973,A. Murillo,Panama,Midfielder,RB,1.0,2,RB:2,3931.0,low_is_left,0.9791666666666666,True,True,True
2973,M. Murillo,Panama,Midfielder,RB,0.918918918918919,37,RB:34 | LCB:1 | RCB:1 | LB:1,3931.0,low_is_left,0.9791666666666666,True,True,True
2975,C. Blackman,Panama,Midfielder,RB,0.9333333333333333,30,RB:28 | LB:2,2655.0,low_is_left,1.0,True,True,True
2977,A. Godoy,Panama,Midfielder,AM,0.7878787878787878,33,AM:26 | CM:6 | DM:1,3987.0,low_is_left,1.0,False,True,False
2979,J. Rodriguez,Panama,Attacker,LW,0.6666666666666666,3,LW:2 | RW:1,4088.0,low_is_left,1.0,True,True,True
2979,J. Rodríguez,Panama,Attacker,RW,1.0,2,RW:2,4088.0,low_is_left,1.0,True,True,True
2979,Puma,Panama,Attacker,RW,1.0,38,RW:38,4088.0,low_is_left,1.0,True,True,True
2983,J. Fajardo,Panama,Attacker,RW,1.0,21,RW:21,3495.0,low_is_left,1.0,False,True,False
2986,E. Mendy,Senegal,Goalkeeper,GK,1.0,44,GK:44,4203.0,low_is_left,1.0,True,True,True
2990,I. Gueye,Senegal,Midfielder,CM,0.8888888888888888,36,CM:32 | DM:4,3395.0,low_is_left,0.9803921568627452,True,True,True
3033,C. Bakambu,Congo DR,Attacker,RW,0.9444444444444444,18,RW:17 | ST:1,1666.0,low_is_left,1.0,True,True,True
3034,M. Elia,Congo DR,Attacker,RW,0.8461538461538461,13,RW:11 | LW:2,1221.0,low_is_left,1.0,True,True,True
3246,N. Pepe,Ivory Coast,Midfielder,RW,0.9473684210526315,38,RW:36 | ST:2,3709.0,low_is_left,1.0,True,True,True
3275,R. Williams,South Africa,Goalkeeper,GK,1.0,48,GK:48,5506.0,low_is_left,1.0,False,True,False
3287,T. Mokoena,South Africa,Midfielder,AM,0.7837837837837838,37,AM:29 | DM:5 | CM:3,4078.0,low_is_left,1.0,True,True,True
3428,J. Ayew,Ghana,Attacker,RW,0.8275862068965517,29,RW:24 | LW:3 | ST:2,2952.0,low_is_left,1.0,True,True,True
3608,K. Sibo,Ghana,Midfielder,DM,0.5909090909090909,22,DM:13 | CM:8 | AM:1,2397.0,low_is_left,1.0,True,False,False
4399,H. Boudaoui,Algeria,Midfielder,AM,0.5862068965517241,29,AM:17 | CM:7 | DM:5,2797.0,low_is_left,1.0,True,False,False
4414,O. Benbot,Algeria,Goalkeeper,GK,1.0,11,GK:11,1014.0,low_is_left,1.0,True,True,True
4561,Z. Belaid,Algeria,Defender,RB,0.8571428571428571,7,RB:6 | RCB:1,924.0,low_is_left,1.0,True,True,True
5994,J. Carrascal,Colombia,Midfielder,AM,0.75,32,AM:24 | CM:7 | RW:1,3100.0,low_is_left,1.0,True,True,True
5996,E. Fernandez,Argentina,Midfielder,AM,0.5,56,AM:28 | CM:26 | RW:1 | DM:1,7468.0,low_is_left,1.0,False,False,False
5996,E. Fernández,Argentina,Midfielder,CM,0.6666666666666666,6,CM:4 | AM:2,7468.0,low_is_left,1.0,False,True,False
6002,E. Palacios,Argentina,Defender,RB,1.0,19,RB:19,2009.0,low_is_left,1.0,True,True,True
6005,J. Quintero,Colombia,Midfielder,AM,0.9523809523809523,21,AM:20 | RW:1,3936.0,low_is_left,1.0,False,True,False
6009,J. Alvarez,Argentina,Midfielder,RW,0.6041666666666666,48,RW:29 | ST:18 | LW:1,5662.0,low_is_left,1.0,False,True,False
6067,T. Almada,Argentina,Midfielder,CM,0.7391304347826086,23,CM:17 | AM:3 | LW:1 | ST:1 | RW:1,2644.0,low_is_left,1.0,False,True,False
6168,O. Alderete,Paraguay,Defender,RB,0.625,40,RB:25 | LCB:14 | RCB:1,4731.0,low_is_left,1.0,False,True,False
6231,F. Medina,Argentina,Defender,RB,0.4444444444444444,27,RB:12 | LB:10 | LCB:5,2601.0,low_is_left,1.0,True,False,False
6231,Facundo Medina,Argentina,Defender,RB,1.0,1,RB:1,2601.0,low_is_left,1.0,True,True,True
6236,A. Cubas,Paraguay,Midfielder,CM,0.5945945945945946,37,CM:22 | AM:14 | DM:1,5691.0,low_is_left,1.0,False,False,False
6503,N. Molina,Argentina,Defender,RB,1.0,31,RB:31,4360.0,low_is_left,1.0,False,True,False
6610,M. Senesi,Argentina,Midfielder,RB,0.9736842105263158,38,RB:37 | LCB:1,3677.0,low_is_left,1.0,True,True,True
6716,A. Mac Allister,Argentina,Midfielder,CM,0.5882352941176471,51,CM:30 | DM:17 | AM:4,5945.0,low_is_left,1.0,False,False,False
6808,J. Italiano,Australia,Defender,RB,1.0,26,RB:26,2476.0,low_is_left,1.0,True,True,True
6865,K. Barbarouses,New Zealand,Attacker,RW,1.0,16,RW:16,1664.0,low_is_left,1.0,True,True,True
6870,P. Izzo,Australia,Goalkeeper,GK,1.0,26,GK:26,2703.0,low_is_left,1.0,True,True,True
6904,C. Metcalfe,Australia,Midfielder,RW,0.42857142857142855,7,RW:3 | ST:2 | CM:1 | AM:1,2254.0,low_is_left,1.0,False,False,False
6932,C. Elliot,New Zealand,Defender,RB,0.9,20,RB:18 | LCB:2,1834.0,low_is_left,1.0,True,True,True
6934,A. Rufer,New Zealand,Midfielder,AM,0.9565217391304348,23,AM:22 | CM:1,2486.0,low_is_left,1.0,True,True,True
6935,S. Singh,New Zealand,Midfielder,AM,1.0,11,AM:11,2011.0,low_is_left,1.0,False,True,False
6938,B. Waine,New Zealand,Attacker,RW,1.0,22,RW:22,2078.0,low_is_left,1.0,True,True,True
7050,A. O'Neill,Australia,Midfielder,AM,0.8529411764705882,34,AM:29 | DM:3 | CM:2,4547.0,low_is_left,1.0,False,True,False
7090,M. Svoboda,Austria,Defender,RB,1.0,28,RB:28,2613.0,low_is_left,1.0,True,True,True
7197,A. Andrade,Panama,Defender,RB,0.7142857142857143,42,RB:30 | LCB:10 | LB:2,3958.0,low_is_left,1.0,True,True,True
7318,A. Dedic,Bosnia & Herzegovina,Defender,RB,1.0,39,RB:39,4567.0,low_is_left,1.0,False,True,False
7327,A. Prass,Austria,Defender,RB,0.6923076923076923,13,RB:9 | LB:3 | LCB:1,1546.0,low_is_left,1.0,True,True,True
7328,N. Seiwald,Austria,Midfielder,CM,0.7948717948717948,39,CM:31 | DM:4 | AM:2 | RB:2,3584.0,low_is_left,1.0,True,True,True
7332,L. Sucic,Croatia,Midfielder,RW,0.4166666666666667,12,RW:5 | CM:5 | AM:2,1515.0,low_is_left,1.0,True,False,False
7525,A. Schlager,Austria,Goalkeeper,GK,1.0,45,GK:45,4324.0,low_is_left,1.0,True,True,True
7562,R. Schmid,Austria,Midfielder,AM,0.6052631578947368,38,AM:23 | RW:11 | CM:4,3446.0,low_is_left,0.9743589743589745,True,True,True
7578,G. Mensah,Ghana,Defender,LB,0.6129032258064516,31,LB:19 | RB:9 | LCB:3,2998.0,low_is_left,1.0,True,True,True
7598,P. Pentz,Austria,Goalkeeper,GK,1.0,37,GK:37,3448.0,low_is_left,1.0,True,True,True
7722,S. Kalajdzic,Austria,Attacker,RW,1.0,16,RW:16,1505.0,low_is_left,1.0,True,True,True
8445,D. Batubinsika,Congo DR,Defender,RB,1.0,17,RB:17,1502.0,low_is_left,1.0,True,True,True
8450,A. Seck,Senegal,Defender,RB,0.8421052631578947,19,RB:16 | RCB:3,2094.0,low_is_left,1.0,True,True,True
8486,E. Smith,Sweden,Defender,RB,0.9655172413793104,29,RB:28 | RCB:1,2707.0,low_is_left,1.0,True,True,True
8489,J. David,Canada,Attacker,RW,0.8611111111111112,36,RW:31 | ST:5,3667.0,low_is_left,1.0,False,True,False
8492,A. Sorloth,Norway,Attacker,RW,0.8064516129032258,31,RW:25 | ST:6,3528.0,low_is_left,1.0,True,True,True
8492,A. Sørloth,Norway,Attacker,RW,1.0,1,RW:1,3528.0,low_is_left,1.0,True,True,True
8601,F. Pierrot,Haiti,Attacker,RW,0.8571428571428571,21,RW:18 | ST:3,3111.0,low_is_left,1.0,False,True,False
8794,G. Hirst,Scotland,Attacker,RW,1.0,26,RW:26,2535.0,low_is_left,1.0,True,True,True
9026,N. Vasilj,Bosnia & Herzegovina,Goalkeeper,GK,1.0,40,GK:40,3840.0,low_is_left,1.0,True,True,True
10097,Ederson,Brazil,Midfielder,CM,0.8378378378378378,37,CM:31 | AM:4 | DM:2,3199.0,low_is_left,1.0,True,True,True
10135,Bruno Guimaraes,Brazil,Midfielder,CM,0.8809523809523809,42,CM:37 | AM:3 | DM:2,5540.0,low_is_left,1.0,False,True,False
12303,R. Ade,Haiti,Defender,RB,0.8260869565217391,46,RB:38 | RCB:7 | LCB:1,7111.0,low_is_left,1.0,False,True,False
12303,R. Adé,Haiti,Defender,RCB,1.0,3,RCB:3,7111.0,low_is_left,1.0,False,True,False
13151,J. Portilla,Colombia,Midfielder,AM,1.0,23,AM:23,3408.0,low_is_left,1.0,False,True,False
13376,J. Campaz,Colombia,Midfielder,AM,0.8518518518518519,27,AM:23 | RW:3 | LW:1,3722.0,low_is_left,1.0,False,True,False
13571,W. Ditta,Colombia,Defender,RB,0.9411764705882353,51,RB:48 | RCB:3,5555.0,low_is_left,1.0,True,True,True
13708,J. Arias,Colombia,Midfielder,CM,0.5416666666666666,48,CM:26 | RW:13 | ST:4 | AM:4 | DM:1,7572.0,low_is_left,1.0,False,False,False
13736,D. Munoz,Colombia,Defender,RB,0.98,50,RB:49 | LCB:1,5749.0,low_is_left,1.0,False,True,False
13736,D. Muñoz,Colombia,Defender,RB,1.0,1,RB:1,5749.0,low_is_left,1.0,False,True,False
14268,I. Pandur,Croatia,Goalkeeper,GK,1.0,48,GK:48,4320.0,low_is_left,1.0,True,True,True
14301,S. Radeljic,Bosnia & Herzegovina,Defender,RB,0.9354838709677419,31,RB:29 | RCB:1 | LCB:1,3766.0,low_is_left,1.0,False,True,False
14379,C. Ndiaye,Senegal,Attacker,RW,1.0,24,RW:24,2241.0,low_is_left,1.0,True,True,True
14395,K. Jakic,Croatia,Midfielder,CM,0.4,20,CM:8 | RB:4 | DM:4 | AM:3 | RW:1,1860.0,low_is_left,1.0,True,False,False
14701,J. Sutalo,Croatia,Defender,RB,0.8,25,RB:20 | RCB:5,2742.0,low_is_left,1.0,True,True,True
15286,M. Tamari,Jordan,Midfielder,CM,0.4666666666666667,30,CM:14 | RW:8 | AM:8,3584.0,low_is_left,1.0,False,False,False
15304,Vozinha,Cape Verde Islands,Goalkeeper,GK,1.0,17,GK:17,1560.0,low_is_left,1.0,False,True,False
15769,F. Putros,Iraq,Defender,RB,1.0,6,RB:6,961.0,low_is_left,1.0,False,True,False
16360,A. Franco,Ecuador,Defender,RB,0.9636363636363636,55,RB:53 | LCB:2,8477.0,low_is_left,1.0,False,True,False
16367,W. Pacho,Ecuador,Defender,LCB,0.8958333333333334,48,LCB:43 | RCB:2 | LB:2 | RB:1,6579.0,low_is_left,1.0,False,True,False
16367,Willian Pacho,Ecuador,Defender,LCB,1.0,2,LCB:2,6579.0,low_is_left,1.0,False,True,False
16369,G. Plata,Ecuador,Attacker,RW,0.9722222222222222,36,RW:35 | ST:1,5764.0,low_is_left,1.0,False,True,False
16470,J. Alcivar,Ecuador,Midfielder,AM,0.9714285714285714,35,AM:34 | DM:1,4452.0,low_is_left,1.0,False,True,False
16482,R. Aguirre,Uruguay,Attacker,RW,0.8787878787878788,33,RW:29 | ST:4,3664.0,low_is_left,1.0,False,True,False
16482,Rodrigo Aguirre,Uruguay,Attacker,RW,1.0,1,RW:1,3664.0,low_is_left,1.0,False,True,False
16590,J. Caicedo,Ecuador,Attacker,RW,1.0,18,RW:18,1886.0,low_is_left,1.0,True,True,True
16642,G. Valle,Ecuador,Goalkeeper,GK,1.0,37,GK:37,3830.0,low_is_left,1.0,False,True,False
16797,M. El Shenawy,Egypt,Goalkeeper,GK,1.0,16,GK:16,1991.0,low_is_left,1.0,True,True,True
16804,Y. Ibrahim,Egypt,Defender,RCB,0.7666666666666667,30,RCB:23 | LCB:6 | RB:1,3591.0,low_is_left,1.0,True,True,True
16805,R. Rabia,Egypt,Defender,RB,0.75,12,RB:9 | LCB:2 | RCB:1,1730.0,low_is_left,1.0,True,True,True
16813,H. Fathy,Egypt,Defender,RB,0.5833333333333334,12,RB:7 | LCB:4 | RCB:1,1853.0,low_is_left,1.0,True,False,False
16831,E. M. Soliman,Egypt,Goalkeeper,GK,1.0,16,GK:16,1406.0,low_is_left,1.0,True,True,True
16841,M. Lasheen,Egypt,Midfielder,DM,0.5428571428571428,35,DM:19 | CM:11 | AM:5,3638.0,low_is_left,0.9814814814814816,True,False,False
16871,Zizo,Egypt,Attacker,RW,0.8181818181818182,22,RW:18 | ST:3 | LW:1,2298.0,low_is_left,1.0,True,True,True
17269,E. Ashour,Egypt,Midfielder,CM,0.47368421052631576,19,CM:9 | AM:8 | ST:1 | RW:1,2153.0,low_is_left,1.0,True,False,False
18110,M. Crocombe,New Zealand,Goalkeeper,GK,1.0,26,GK:26,3338.0,low_is_left,1.0,False,True,False
18592,I. Ndiaye,Senegal,Midfielder,AM,0.8205128205128205,39,AM:32 | RW:5 | CM:2,3765.0,low_is_left,0.9803921568627452,True,True,True
18776,C. Soyuncu,Türkiye,Defender,LCB,0.4,10,LCB:4 | RCB:4 | LB:1 | RB:1,1302.0,low_is_left,1.0,True,False,False
18814,I. Diop,Morocco,Defender,RCB,0.6666666666666666,18,RCB:12 | RB:6,2064.0,low_is_left,1.0,True,True,True
18816,A. Masuaku,Congo DR,Defender,LB,0.6153846153846154,13,LB:8 | RB:3 | LCB:2,1062.0,low_is_left,1.0,True,True,True
18830,M. Arnautovic,Austria,Attacker,RW,1.0,23,RW:23,1986.0,low_is_left,1.0,True,True,True
18846,A. Wan-Bissaka,Congo DR,Defender,RB,1.0,31,RB:31,3249.0,low_is_left,0.9607843137254902,True,True,True
18861,N. Ake,Netherlands,Defender,LCB,0.47368421052631576,19,LCB:9 | LB:8 | RCB:2,2274.0,low_is_left,1.0,True,False,False
18861,N. Aké,Netherlands,Defender,RB,1.0,1,RB:1,2274.0,low_is_left,1.0,True,True,True
18931,C. Wood,New Zealand,Attacker,RW,1.0,15,RW:15,2020.0,low_is_left,1.0,False,True,False
18938,A. Jones,Canada,Defender,RB,1.0,22,RB:22,1996.0,low_is_left,0.9818181818181818,True,True,True
18942,Y. Valery,Tunisia,Midfielder,RB,1.0,34,RB:34,3912.0,low_is_left,1.0,True,True,True
18961,D. Burn,England,Defender,LB,0.46153846153846156,39,LB:18 | RCB:12 | RB:7 | LCB:2,3682.0,low_is_left,1.0,True,False,False
18967,L. Ostigard,Norway,Defender,RB,0.967741935483871,31,RB:30 | LCB:1,3041.0,low_is_left,1.0,True,True,True
18970,P. Gross,Germany,Midfielder,CM,0.75,28,CM:21 | AM:7,3363.0,low_is_left,1.0,False,True,False
18970,P. Groß,Germany,Midfielder,AM,1.0,5,AM:5,3363.0,low_is_left,1.0,False,True,False
18979,V. Gyökeres,Sweden,Attacker,ST,0.5909090909090909,44,ST:26 | RW:18,4662.0,low_is_left,1.0,True,False,False
18997,L. Bacuna,Curaçao,Midfielder,AM,0.5526315789473685,38,AM:21 | CM:9 | RW:5 | RB:2 | DM:1,4039.0,low_is_left,1.0,True,False,False
18997,Leandro Bacuna,Curaçao,Midfielder,AM,0.6666666666666666,3,AM:2 | RB:1,4039.0,low_is_left,1.0,True,True,True
19047,J. Bacuna,Curaçao,Midfielder,AM,0.5789473684210527,19,AM:11 | CM:5 | RW:2 | DM:1,2296.0,low_is_left,1.0,False,False,False
19066,G. Hanley,Scotland,Defender,RB,1.0,23,RB:23,2385.0,low_is_left,1.0,True,True,True
19077,K. McLean,Scotland,Midfielder,AM,0.5,42,AM:21 | CM:12 | DM:6 | RB:3,4702.0,low_is_left,1.0,True,False,False
19088,D. Henderson,England,Goalkeeper,GK,1.0,52,GK:52,4803.0,low_is_left,1.0,True,True,True
19170,M. Rogers,England,Midfielder,CM,0.8679245283018868,53,CM:46 | AM:4 | RW:2 | ST:1,5719.0,low_is_left,1.0,True,True,True
19172,O. Nyland,Norway,Goalkeeper,GK,1.0,11,GK:11,1410.0,low_is_left,1.0,False,True,False
19182,A. Tuanzebe,Congo DR,Defender,RB,0.6521739130434783,23,RB:15 | LCB:6 | RCB:2,2207.0,low_is_left,1.0,True,True,True
19191,J. McGinn,Scotland,Midfielder,CM,0.8157894736842105,38,CM:31 | DM:6 | AM:1,3656.0,low_is_left,1.0,True,True,True
19235,D. Spence,England,Defender,LB,0.75,36,LB:27 | RB:7 | LCB:2,3627.0,low_is_left,1.0,True,True,True
19235,Djed Spence,England,Defender,LB,1.0,1,LB:1,3627.0,low_is_left,1.0,True,True,True
19281,A. Semenyo,Ghana,Midfielder,CM,0.4166666666666667,48,CM:20 | AM:20 | RW:4 | ST:2 | LW:1 | DM:1,4485.0,low_is_left,1.0,True,False,False
19354,E. Konsa,England,Defender,RB,0.8846153846153846,52,RB:46 | RCB:6,5416.0,low_is_left,1.0,True,True,True
19366,O. Watkins,England,Midfielder,RW,0.9302325581395349,43,RW:40 | ST:3,4241.0,low_is_left,1.0,True,True,True
19465,D. Raya,Spain,Goalkeeper,GK,1.0,51,GK:51,4682.0,low_is_left,1.0,True,True,True
19524,C. Adams,Scotland,Attacker,RW,0.9545454545454546,22,RW:21 | ST:1,2515.0,low_is_left,1.0,True,True,True
19545,R. James,England,Defender,RB,0.9166666666666666,36,RB:33 | RCB:2 | LCB:1,3675.0,low_is_left,1.0,True,True,True
