player_id,player_name,active_fixtures,active_minutes,starts,modal_provider_position,provider_position_stability,modal_lineup_position,lineup_position_stability,modal_grid_row,grid_row_stability,modal_grid_band,grid_band_stability,modal_formation,world_cup_team,squad_position,rank_entry_precheck,benchmark_precheck
1725,Dejan Ljubičić,2,137.0,2,M,1.0,M,1.0,4.0,1.0,outer_high,1.0,4-1-4-1,Austria,Midfielder,True,True
1741,Nikola Katić,4,318.0,4,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,4-4-2,Bosnia & Herzegovina,Defender,True,True
1807,Evan Ndicka,17,1362.0,15,D,1.0,D,1.0,2.0,1.0,outer_high,0.6666666666666666,3-4-2-1,Ivory Coast,Defender,True,True
1864,Pedro Neto,58,4442.0,52,M,0.7931034482758621,M,0.7931034482758621,4.0,0.9423076923076923,outer_high,0.8076923076923077,4-2-3-1,Portugal,Midfielder,True,True
1902,Duje Caleta-Car,1,120.0,1,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,4-2-3-1,Croatia,Defender,True,True
1902,Duje Ćaleta-Car,6,404.0,4,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,4-4-2,Croatia,Defender,True,True
1929,Jhon Lucumí,18,1601.0,18,D,1.0,D,1.0,2.0,1.0,center,0.6666666666666666,4-3-3,Colombia,Defender,True,True
1934,Sander Berge,32,2712.0,31,M,1.0,M,1.0,3.0,1.0,outer_high,0.8387096774193549,4-2-3-1,Norway,Midfielder,True,True
1942,Junya Ito,4,215.0,2,F,1.0,F,1.0,4.0,1.0,outer_high,1.0,3-4-2-1,Japan,Attacker,True,True
1946,Leandro Trossard,56,3436.0,38,F,0.625,F,0.6363636363636364,4.0,0.9736842105263158,outer_low,0.868421052631579,4-3-3,Belgium,Midfielder,True,True
2001,Cyle Larin,15,539.0,4,F,0.8666666666666667,F,0.8666666666666667,4.0,1.0,center,1.0,4-4-2,Canada,Attacker,True,True
2032,Jørgen Strand Larsen,49,3000.0,32,F,1.0,F,1.0,4.0,0.625,outer_high,0.65625,3-4-2-1,Norway,Attacker,True,True
2194,Ramy Bensebaini,39,3073.0,32,D,0.9487179487179487,D,0.9487179487179487,2.0,0.9375,center,0.625,3-4-2-1,Algeria,Defender,True,True
2218,Ismaïla Sarr,54,4252.0,47,F,0.9259259259259259,F,0.9245283018867925,4.0,1.0,outer_high,0.9782608695652174,3-4-2-1,Senegal,Midfielder,True,True
2252,Tomas Holes,1,90.0,1,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,3-4-2-1,Czech Republic,Defender,True,True
2252,Tomáš Holeš,7,428.0,5,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,3-4-2-1,Czech Republic,Defender,True,True
2285,Antonio Rudiger,2,180.0,2,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,4-4-2,Germany,Defender,True,True
2285,Antonio Rüdiger,30,2396.0,26,D,1.0,D,1.0,2.0,1.0,outer_high,0.84,4-4-2,Germany,Defender,True,True
2290,N'Golo Kante,2,180.0,2,M,1.0,M,1.0,3.0,1.0,outer_high,1.0,4-2-3-1,France,Midfielder,True,True
2290,N'Golo Kanté,17,1406.0,16,M,1.0,M,1.0,3.0,1.0,outer_high,0.9230769230769231,4-2-3-1,France,Midfielder,True,True
2410,Weverton,3,278.0,3,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-2-3-1,Brazil,Goalkeeper,True,True
2465,Juan Musso,18,1657.0,18,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-4-2,Argentina,Goalkeeper,True,False
2467,Lisandro Martínez,25,1898.0,20,D,1.0,D,1.0,2.0,1.0,center,0.95,4-2-3-1,Argentina,Defender,True,True
2468,Gonzalo Montiel,8,387.0,4,D,0.875,D,0.8571428571428571,2.0,0.6666666666666666,outer_high,1.0,4-1-3-2,Argentina,Defender,True,True
2472,Rodrigo De Paul,6,425.0,5,M,1.0,M,1.0,3.0,0.6,outer_high,1.0,4-4-2,Argentina,Midfielder,True,True
2472,Rodrigo de Paul,4,265.0,4,M,1.0,M,1.0,3.0,1.0,outer_high,1.0,4-2-2-2,Argentina,Midfielder,True,True
2482,Camilo Vargas,6,570.0,6,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-3-3,Colombia,Goalkeeper,True,True
2483,Deiver Machado,3,276.0,3,D,1.0,D,1.0,2.0,1.0,outer_low,0.6666666666666666,4-3-3,Colombia,Defender,True,True
2484,Yerry Mina,2,91.0,1,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,4-3-3,Colombia,Defender,True,True
2489,Luis Díaz,59,4816.0,54,M,0.8135593220338984,M,0.8135593220338984,4.0,0.9622641509433962,outer_low,0.7735849056603774,4-2-3-1,Colombia,Midfielder,True,True
2490,Jefferson Lerma,56,3233.0,33,M,0.8392857142857143,M,0.8363636363636363,3.0,0.71875,outer_high,0.5,3-4-2-1,Colombia,Midfielder,True,True
2499,Junior Alonso,8,659.0,7,D,1.0,D,1.0,2.0,1.0,outer_low,0.8571428571428571,4-4-2,Paraguay,Defender,True,True
2500,Fabián Balbuena,1,1.0,0,D,1.0,D,1.0,,0.0,,0.0,4-4-2,Paraguay,Defender,True,True
2502,Gustavo Gómez,16,1472.0,16,D,1.0,D,1.0,2.0,1.0,outer_high,0.8571428571428571,4-4-2,Paraguay,Defender,True,True
2507,Miguel Almirón,6,467.0,6,M,1.0,M,1.0,3.0,0.8333333333333334,outer_high,0.5,4-4-2,Paraguay,Midfielder,True,True
2514,Alejandro Romero,5,113.0,0,M,1.0,M,1.0,,0.0,,0.0,4-4-2,Paraguay,Attacker,True,False
2522,Antonio Sanabria,5,306.0,4,F,1.0,F,1.0,4.0,0.75,outer_high,1.0,4-4-2,Paraguay,Attacker,True,True
2530,Pedro Miguel,7,657.0,7,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,4-3-3,Qatar,Defender,True,True
2532,Boualem Khoukhi,6,516.0,6,D,1.0,D,1.0,2.0,1.0,center,0.6666666666666666,4-3-3,Qatar,Defender,True,True
2533,Abdelaziz Hatem,2,90.0,0,M,1.0,M,1.0,,0.0,,0.0,4-2-2-2,Qatar,Midfielder,True,False
2535,Assim Madibo,4,312.0,4,M,1.0,M,1.0,3.0,1.0,center,0.5,4-3-3,Qatar,Midfielder,True,False
2539,Ahmed Fathi,3,151.0,1,M,1.0,M,1.0,3.0,1.0,center,1.0,4-3-3,Qatar,Midfielder,True,True
2543,Almoez Ali,5,188.0,1,F,1.0,F,1.0,4.0,1.0,center,1.0,4-1-4-1,Qatar,Attacker,True,True
2544,Akram Afif,8,704.0,8,F,0.5,F,0.5,4.0,0.625,outer_high,0.375,4-3-3,Qatar,Attacker,True,True
2575,Jackson Porozo,1,28.0,0,D,1.0,D,1.0,,0.0,,0.0,,Ecuador,Defender,True,True
2583,Ángelo Preciado,9,432.0,4,D,0.5555555555555556,D,0.5555555555555556,3.0,1.0,outer_high,1.0,3-4-3,Ecuador,Defender,True,True
2598,Ritsu Doan,29,2159.0,26,M,0.7931034482758621,M,0.7931034482758621,4.0,0.6,outer_high,1.0,3-4-2-1,Japan,Attacker,True,True
2601,Daichi Kamada,50,3539.0,41,M,0.84,M,0.8571428571428571,3.0,0.825,center,0.75,3-4-2-1,Japan,Attacker,True,True
2639,Sultan Mandash,19,687.0,7,F,0.6842105263157895,F,0.6842105263157895,4.0,0.5714285714285714,outer_high,1.0,4-1-4-1,Saudi Arabia,Midfielder,True,False
2649,Ahmed Fatouh,10,673.0,7,D,0.6,D,0.6,2.0,0.75,outer_low,0.75,4-2-3-1,Egypt,Defender,True,True
2654,Mohamed Hany,14,1277.0,14,D,0.7857142857142857,D,0.7857142857142857,2.0,1.0,outer_high,1.0,4-2-3-1,Egypt,Defender,True,True
2656,Karim Hafez,6,340.0,4,D,0.8333333333333334,D,0.8333333333333334,2.0,0.75,outer_low,0.75,4-4-2,Egypt,Defender,True,True
2660,Nabil Donga,3,209.0,3,M,1.0,M,1.0,3.0,1.0,outer_high,1.0,4-2-3-1,Egypt,Midfielder,True,True
2664,Mahmoud Trézéguet,14,821.0,9,M,0.5714285714285714,M,0.5714285714285714,4.0,1.0,outer_high,0.6,4-2-3-1,Egypt,Attacker,True,True
2676,Ruben Neves,2,210.0,2,M,1.0,M,1.0,3.0,1.0,outer_high,1.0,4-1-4-1,Portugal,Midfielder,True,True
2676,Rúben Neves,44,3746.0,42,M,0.8181818181818182,M,0.8181818181818182,3.0,0.8095238095238095,outer_high,0.7380952380952381,4-3-3,Portugal,Midfielder,True,True
2682,Alireza Beiranvand,3,270.0,3,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,5-4-1,Iran,Goalkeeper,True,True
2688,Milad Mohammadi,3,204.0,2,D,1.0,D,1.0,2.0,1.0,outer_low,1.0,5-4-1,Iran,Defender,True,False
2699,Saman Ghoddos,3,211.0,3,M,1.0,M,1.0,3.0,1.0,outer_high,1.0,5-4-1,Iran,Midfielder,True,True
2700,Alireza Jahanbakhsh,2,53.0,0,F,1.0,F,1.0,,0.0,,0.0,5-4-1,Iran,Midfielder,True,False
2701,Bono,45,4181.0,45,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-1-4-1,Morocco,Goalkeeper,True,True
2701,Yassine Bounou,4,390.0,4,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-2-3-1,Morocco,Goalkeeper,True,True
2722,Ayoub El Kaabi,12,888.0,11,F,1.0,F,1.0,5.0,0.9090909090909091,outer_high,0.9090909090909091,4-2-3-1,Morocco,Attacker,True,True
2724,Lucas Digne,49,3205.0,36,D,1.0,D,1.0,2.0,1.0,outer_low,0.9722222222222222,4-2-3-1,France,Defender,True,True
2741,Mathew Ryan,6,451.0,5,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-2-3-1,Australia,Goalkeeper,True,True
2749,Jackson Irvine,10,576.0,6,M,1.0,M,1.0,3.0,1.0,outer_high,0.8333333333333334,3-4-2-1,Australia,Midfielder,True,True
2755,Awer Mabil,1,30.0,0,M,1.0,M,1.0,,0.0,,0.0,3-4-2-1,Australia,Midfielder,True,False
2763,Mario Pašalić,25,1437.0,15,M,0.76,M,0.75,3.0,0.6,center,0.6,3-4-2-1,Croatia,Midfielder,True,True
2803,Nico Elvedi,22,2040.0,22,D,1.0,D,1.0,2.0,1.0,outer_high,0.8181818181818182,4-2-3-1,Switzerland,Defender,True,True
2807,Remo Freuler,19,1562.0,18,M,1.0,M,1.0,3.0,1.0,outer_high,0.5555555555555556,4-2-3-1,Switzerland,Midfielder,True,True
2810,Denis Zakaria,25,2105.0,24,D,0.6,D,0.56,2.0,0.625,outer_high,0.75,3-4-2-1,Switzerland,Defender,True,True
2851,Kristoffer Nordfeldt,2,180.0,2,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,3-1-4-2,Sweden,Goalkeeper,True,True
2860,Ken Sema,3,109.0,1,M,1.0,M,1.0,3.0,1.0,outer_high,1.0,3-4-2-1,Sweden,Midfielder,True,False
2864,Alexander Isak,25,1357.0,16,F,1.0,F,1.0,5.0,0.75,outer_high,0.6875,4-2-3-1,Sweden,Attacker,True,False
2869,Edson Álvarez,26,1791.0,20,M,0.9230769230769231,M,0.9230769230769231,3.0,0.8947368421052632,outer_high,0.7894736842105263,4-2-3-1,Mexico,Defender,True,True
2873,César Montes,9,766.0,9,D,1.0,D,1.0,2.0,1.0,outer_high,0.875,4-3-3,Mexico,Defender,True,True
2878,Jorge Sánchez,7,615.0,7,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,4-3-3,Mexico,Defender,True,True
2879,Roberto Alvarado,13,1109.0,13,F,0.6923076923076923,F,0.6923076923076923,4.0,0.75,outer_high,1.0,4-3-3,Mexico,Attacker,True,True
2881,Jesús Gallardo,10,743.0,8,D,1.0,D,1.0,2.0,1.0,outer_low,1.0,4-3-3,Mexico,Defender,True,True
2887,Raul Jimenez,1,66.0,1,F,1.0,F,1.0,5.0,1.0,outer_high,1.0,4-2-3-1,Mexico,Attacker,True,True
2887,Raúl Jiménez,36,2514.0,31,F,1.0,F,1.0,5.0,0.8333333333333334,outer_high,0.7666666666666667,4-2-3-1,Mexico,Attacker,True,True
2889,Alexis Vega,7,477.0,5,F,0.7142857142857143,F,0.7142857142857143,4.0,1.0,outer_low,1.0,4-3-3,Mexico,Attacker,True,True
2890,Hyeon-woo Jo,1,90.0,1,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,5-3-2,South Korea,Goalkeeper,True,True
2892,Kim Seung-gyu,3,270.0,3,G,1.0,G,1.0,,0.0,,0.0,,South Korea,Goalkeeper,True,True
2897,Kim Min-jae,6,402.0,5,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,4-2-3-1,South Korea,Defender,True,True
2897,Min-jae Kim,34,1922.0,21,D,1.0,D,1.0,2.0,1.0,center,0.5714285714285714,4-2-3-1,South Korea,Defender,True,True
2901,Hwang In-beom,3,264.0,3,M,1.0,M,1.0,,0.0,,0.0,,South Korea,Midfielder,True,True
2901,In-Beom Hwang,7,368.0,5,M,1.0,M,1.0,3.0,0.8,outer_high,0.8,4-3-3,South Korea,Midfielder,True,True
2906,Jae-sung Lee,16,1229.0,16,F,0.5,F,0.5,3.0,0.5714285714285714,center,0.5714285714285714,3-5-2,South Korea,Attacker,True,True
2909,Seung Ho Paik,3,206.0,3,M,1.0,M,1.0,,0.0,,0.0,,South Korea,Midfielder,True,True
2912,Kim Moon-hwan,1,71.0,1,M,1.0,M,1.0,,0.0,,0.0,,South Korea,Midfielder,True,True
2920,Timothy Castagne,31,1989.0,21,D,0.8387096774193549,D,0.8387096774193549,2.0,0.7619047619047619,outer_high,0.9523809523809523,4-2-3-1,Belgium,Defender,True,True
2926,Youri Tielemans,40,3059.0,33,M,1.0,M,1.0,3.0,0.8484848484848485,center,0.6666666666666666,4-2-3-1,Belgium,Midfielder,True,True
2932,Jordan Pickford,30,2773.0,30,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-2-3-1,England,Goalkeeper,True,True
2937,Declan Rice,61,4949.0,55,M,0.9836065573770492,M,0.9833333333333333,3.0,0.9814814814814815,center,0.42592592592592593,4-3-3,England,Midfielder,True,True
2945,Dylan Bronn,1,45.0,1,D,1.0,D,1.0,,0.0,,0.0,,Tunisia,Defender,True,True
2968,Orlando Mosquera,15,1365.0,15,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-2-3-1,Panama,Goalkeeper,True,True
2971,Fidel Escobar,12,1079.0,12,D,1.0,D,1.0,2.0,1.0,outer_high,0.7272727272727273,4-2-3-1,Panama,Defender,True,False
2973,Amir Murillo,25,1905.0,21,D,0.88,D,0.88,2.0,0.85,outer_high,0.9,4-2-3-1,Panama,Midfielder,True,True
2975,César Blackman,6,449.0,5,D,0.5,D,0.5,3.0,0.6,outer_high,0.6,3-4-2-1,Panama,Midfielder,True,True
2977,Aníbal Godoy,10,648.0,8,M,1.0,M,1.0,3.0,1.0,outer_high,0.7142857142857143,4-2-3-1,Panama,Midfielder,True,True
2979,José Luis Rodríguez,13,876.0,9,M,0.9230769230769231,M,0.9230769230769231,3.0,0.5,outer_high,0.75,4-2-3-1,Panama,Attacker,True,True
2983,José Fajardo,9,476.0,4,F,1.0,F,1.0,4.0,0.75,outer_high,1.0,5-4-1,Panama,Attacker,True,True
2986,Edouard Mendy,23,2103.0,23,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-2-3-1,Senegal,Goalkeeper,True,True
2990,Idrissa Gana Gueye,5,454.0,5,M,1.0,M,1.0,3.0,1.0,outer_high,0.6,4-2-3-1,Senegal,Midfielder,True,True
2990,Idrissa Gueye,21,1794.0,21,M,1.0,M,1.0,3.0,1.0,outer_high,0.7619047619047619,4-2-3-1,Senegal,Midfielder,True,True
3033,Cedric Bakambu,1,45.0,1,F,1.0,F,1.0,5.0,1.0,outer_high,1.0,4-2-3-1,Congo DR,Attacker,True,False
3033,Cédric Bakambu,10,690.0,8,F,1.0,F,1.0,4.0,0.5,outer_high,0.875,4-1-4-1,Congo DR,Attacker,True,False
3034,Meschack Elia,6,294.0,4,M,0.6666666666666666,M,0.6666666666666666,4.0,0.75,outer_high,0.5,4-1-4-1,Congo DR,Attacker,True,False
3034,Meschak Elia,2,44.0,0,F,1.0,F,1.0,,0.0,,0.0,4-3-3,Congo DR,Attacker,True,False
3246,Nicolas Pépé,27,1760.0,20,F,0.6296296296296297,F,0.6296296296296297,4.0,0.6,outer_high,0.9,4-4-2,Ivory Coast,Midfielder,True,True
3275,Ronwen Williams,10,907.0,10,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-2-3-1,South Africa,Goalkeeper,True,True
3287,Teboho Mokoena,8,727.0,8,M,1.0,M,1.0,3.0,1.0,center,0.5,4-2-3-1,South Africa,Midfielder,True,True
3428,Jordan Ayew,4,304.0,4,F,1.0,F,1.0,5.0,1.0,outer_high,0.75,4-1-4-1,Ghana,Attacker,True,True
3608,Kwasi Sibo,10,705.0,8,M,1.0,M,1.0,3.0,0.625,outer_high,0.625,4-2-3-1,Ghana,Midfielder,True,True
4399,Hicham Boudaoui,16,1181.0,14,M,1.0,M,1.0,3.0,1.0,outer_high,1.0,4-2-3-1,Algeria,Midfielder,True,True
4414,Oussama Benbot,1,90.0,1,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-2-3-1,Algeria,Goalkeeper,True,False
4561,Zineddine Belaid,5,200.0,1,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,4-2-3-1,Algeria,Defender,True,False
5994,Jorge Carrascal,4,197.0,3,M,1.0,M,1.0,4.0,1.0,outer_high,0.6666666666666666,4-2-3-1,Colombia,Midfielder,True,True
5996,Enzo Fernández,65,5396.0,61,M,0.9846153846153847,M,0.984375,3.0,0.5333333333333333,outer_high,0.45,4-2-3-1,Argentina,Midfielder,True,True
6002,Exequiel Palacios,24,1361.0,15,M,0.9583333333333334,M,1.0,3.0,0.9333333333333333,outer_high,1.0,3-4-2-1,Argentina,Defender,True,True
6005,Juan Fernando Quintero,8,281.0,1,M,1.0,M,1.0,,0.0,,0.0,4-3-3,Colombia,Midfielder,True,True
6009,Julián Alvarez,53,3779.0,43,F,0.9811320754716981,F,0.9807692307692307,4.0,0.8333333333333334,outer_high,0.6428571428571429,4-4-2,Argentina,Midfielder,True,True
6009,Julián Álvarez,6,464.0,5,F,1.0,F,1.0,4.0,0.8,center,0.8,4-4-2,Argentina,Midfielder,True,True
6067,Thiago Almada,47,2119.0,23,M,0.9361702127659575,M,0.9130434782608695,3.0,0.6521739130434783,outer_low,0.5652173913043478,4-4-2,Argentina,Midfielder,True,True
6168,Omar Alderete,41,3497.0,40,D,1.0,D,1.0,2.0,1.0,outer_high,0.625,4-2-3-1,Paraguay,Defender,True,True
6231,Facundo Medina,16,1254.0,14,D,1.0,D,1.0,2.0,1.0,outer_low,0.42857142857142855,4-2-3-1,Argentina,Defender,True,True
6236,Andrés Cubas,7,660.0,7,M,1.0,M,1.0,3.0,1.0,center,0.5714285714285714,4-4-2,Paraguay,Midfielder,True,True
6503,Nahuel Molina,55,3041.0,31,D,0.9636363636363636,D,0.9629629629629629,2.0,0.9354838709677419,outer_high,1.0,4-4-2,Argentina,Defender,True,True
6610,Marcos Senesi,29,2570.0,29,D,1.0,D,1.0,2.0,1.0,outer_high,0.9655172413793104,4-2-3-1,Argentina,Midfielder,True,True
6716,Alexis Mac Allister,61,4439.0,49,M,1.0,M,1.0,3.0,0.7755102040816326,center,0.6938775510204082,4-2-3-1,Argentina,Midfielder,True,True
6808,Jacob Italiano,2,164.0,2,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,5-4-1,Australia,Defender,True,True
6904,Connor Metcalfe,11,429.0,3,M,0.8181818181818182,M,0.8181818181818182,4.0,0.6666666666666666,center,0.6666666666666666,3-4-2-1,Australia,Midfielder,True,True
6932,Callan Elliot,1,12.0,0,D,1.0,D,1.0,,0.0,,0.0,,New Zealand,Defender,True,True
6935,Sarpreet Singh,3,210.0,3,M,1.0,M,1.0,,0.0,,0.0,,New Zealand,Midfielder,True,True
6938,Ben Waine,1,88.0,1,M,1.0,M,1.0,3.0,1.0,outer_high,1.0,5-4-1,New Zealand,Attacker,True,True
7050,Aiden O'Neill,4,360.0,4,M,1.0,M,1.0,3.0,1.0,outer_high,0.75,3-4-2-1,Australia,Midfielder,True,True
7197,Andrés Andrade,13,1184.0,13,D,1.0,D,1.0,2.0,1.0,center,0.8333333333333334,4-2-3-1,Panama,Defender,True,True
7318,Amar Dedić,23,1974.0,22,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,4-2-3-1,Bosnia & Herzegovina,Defender,True,True
7327,Alexander Prass,16,805.0,8,D,0.5,D,0.5,3.0,0.625,outer_high,0.625,4-2-3-1,Austria,Defender,True,False
7328,Nicolas Seiwald,21,1740.0,21,M,1.0,M,1.0,3.0,1.0,outer_high,0.5714285714285714,4-3-3,Austria,Midfielder,True,True
7332,Luka Sučić,4,257.0,2,M,0.75,M,0.75,4.0,1.0,outer_high,1.0,4-2-3-1,Croatia,Midfielder,True,False
7525,Alexander Schlager,5,450.0,5,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-2-3-1,Austria,Goalkeeper,True,True
7562,Romano Schmid,12,975.0,12,M,0.75,M,0.75,4.0,0.9166666666666666,outer_high,0.9166666666666666,4-2-3-1,Austria,Midfielder,True,True
7578,Gideon Mensah,12,978.0,11,D,1.0,D,1.0,2.0,1.0,outer_low,0.8181818181818182,5-4-1,Ghana,Defender,True,True
7598,Patrick Pentz,2,188.0,2,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,3-4-3,Austria,Goalkeeper,True,True
7722,Saša Kalajdžić,5,107.0,1,F,1.0,F,1.0,5.0,1.0,outer_high,1.0,4-2-3-1,Austria,Attacker,True,False
8450,Abdoulaye Seck,4,281.0,3,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,4-3-3,Senegal,Defender,True,True
8486,Eric Smith,7,630.0,7,D,0.8571428571428571,D,0.8571428571428571,2.0,0.8571428571428571,outer_high,1.0,3-4-1-2,Sweden,Defender,True,True
8489,Jonathan David,33,1938.0,23,F,0.9696969696969697,F,0.96875,4.0,0.5454545454545454,outer_high,0.7727272727272727,3-4-2-1,Canada,Attacker,True,True
8492,Alexander Sorloth,3,162.0,1,F,1.0,F,1.0,4.0,1.0,outer_high,1.0,4-4-2,Norway,Attacker,True,True
8492,Alexander Sørloth,57,3022.0,30,F,1.0,F,1.0,4.0,0.9310344827586207,outer_high,0.8275862068965517,4-4-2,Norway,Attacker,True,True
8601,Frantzdy Pierrot,12,739.0,10,F,1.0,F,1.0,4.0,0.8,outer_high,0.8,4-4-2,Haiti,Attacker,True,True
9026,Nikola Vasilj,14,1260.0,14,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,3-4-2-1,Bosnia & Herzegovina,Goalkeeper,True,True
10097,Éderson,23,1686.0,20,M,1.0,M,1.0,3.0,1.0,center,0.6842105263157895,3-4-2-1,Brazil,Midfielder,True,True
10135,Bruno Guimarães,36,2932.0,33,M,1.0,M,1.0,3.0,0.9666666666666667,outer_high,0.9666666666666667,4-3-3,Brazil,Midfielder,True,True
12303,Ricardo Adé,13,1120.0,13,D,1.0,D,1.0,2.0,1.0,outer_high,0.8333333333333334,4-4-2,Haiti,Defender,True,True
13151,Camilo Portilla,2,12.0,0,M,1.0,M,1.0,,0.0,,0.0,4-2-3-1,Colombia,Midfielder,True,True
13376,Jaminton Campaz,5,166.0,1,M,0.8,M,0.6,4.0,1.0,outer_low,1.0,4-3-3,Colombia,Midfielder,True,True
13708,Jhon Arias,37,2122.0,26,M,0.5945945945945946,M,0.5675675675675675,4.0,0.6538461538461539,outer_high,0.7307692307692307,4-3-3,Colombia,Midfielder,True,True
13736,Daniel Muñoz,53,4465.0,51,M,0.8301886792452831,M,0.8269230769230769,3.0,0.86,outer_high,1.0,3-4-2-1,Colombia,Defender,True,True
14301,Stjepan Radeljić,4,358.0,4,D,1.0,D,1.0,2.0,1.0,center,0.5,4-1-3-2,Bosnia & Herzegovina,Defender,True,True
14379,Cherif Ndiaye,8,270.0,2,F,0.875,F,0.875,4.0,0.5,outer_high,1.0,4-3-3,Senegal,Attacker,True,True
14395,Kristijan Jakić,4,285.0,3,M,1.0,M,1.0,3.0,1.0,outer_high,1.0,3-4-2-1,Croatia,Midfielder,True,True
14701,Josip Šutalo,10,832.0,9,D,1.0,D,1.0,2.0,1.0,outer_high,0.8571428571428571,4-2-3-1,Croatia,Defender,True,True
15286,Mousa Tamari,16,1193.0,14,M,0.5625,M,0.5625,3.0,0.5,outer_high,1.0,3-5-2,Jordan,Midfielder,True,True
15304,Vozinha,4,390.0,4,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-1-4-1,Cape Verde Islands,Goalkeeper,True,False
15769,Frans Putros,2,125.0,1,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,4-2-3-1,Iraq,Defender,True,False
16360,Alan Franco,7,509.0,7,D,0.8571428571428571,D,0.7142857142857143,2.0,0.6666666666666666,outer_high,1.0,4-2-3-1,Ecuador,Defender,True,True
16367,Willian Pacho,56,4928.0,54,D,1.0,D,1.0,2.0,1.0,center,0.9,4-3-3,Ecuador,Defender,True,True
16369,Gonzalo Plata,11,802.0,8,F,0.9090909090909091,F,0.9090909090909091,4.0,0.5,outer_high,1.0,4-2-3-1,Ecuador,Attacker,True,True
16470,Jordy Alcivar,3,169.0,2,M,1.0,M,1.0,3.0,1.0,outer_high,1.0,4-4-1-1,Ecuador,Midfielder,True,True
16482,Rodrigo Aguirre,3,152.0,2,F,1.0,F,1.0,4.0,1.0,center,0.5,4-2-3-1,Uruguay,Attacker,True,True
16590,Jordy Caicedo,3,25.0,0,F,1.0,F,1.0,,0.0,,0.0,,Ecuador,Attacker,True,True
16642,Gonzalo Valle,1,90.0,1,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-4-2,Ecuador,Goalkeeper,True,True
16797,Mohamed El-Shenawy,7,660.0,7,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-1-4-1,Egypt,Goalkeeper,True,True
16804,Yasser Ibrahim,13,1162.0,11,D,1.0,D,1.0,2.0,1.0,outer_high,0.8333333333333334,4-2-3-1,Egypt,Defender,True,True
16805,Rami Rabia,10,839.0,8,D,1.0,D,1.0,2.0,1.0,center,0.6666666666666666,4-2-3-1,Egypt,Defender,True,False
16813,Hamdy Fathy,11,821.0,9,M,0.5454545454545454,M,0.5454545454545454,2.0,0.6666666666666666,center,0.6666666666666666,4-2-3-1,Egypt,Defender,True,True
16831,Mahdi Soliman,1,90.0,1,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-2-3-1,Egypt,Goalkeeper,True,False
16841,Mohanad Lasheen,10,793.0,9,M,1.0,M,1.0,3.0,1.0,outer_high,0.7142857142857143,4-2-3-1,Egypt,Midfielder,True,True
16871,Zizo,13,531.0,4,M,0.6923076923076923,M,0.6923076923076923,4.0,1.0,outer_high,1.0,4-2-3-1,Egypt,Attacker,True,True
17269,Emam Ashour,13,866.0,10,M,0.8461538461538461,M,0.8461538461538461,3.0,0.5,outer_low,0.5,4-2-3-1,Egypt,Midfielder,True,True
18110,Max Crocombe,3,270.0,3,G,1.0,G,1.0,,0.0,,0.0,,New Zealand,Goalkeeper,True,True
18592,Iliman Ndiaye,29,2231.0,26,M,0.7241379310344828,M,0.7241379310344828,4.0,1.0,outer_high,0.9615384615384616,4-2-3-1,Senegal,Midfielder,True,True
18776,Çağlar Söyüncü,16,991.0,11,D,1.0,D,1.0,2.0,1.0,outer_high,0.5,4-2-3-1,Türkiye,Defender,True,False
