player_id,player_name,role,role_minutes,role_observations,role_share
8946,N. Storm,AM,0.0,2,
8946,N. Storm,LW,0.0,2,
8959,A. Beck,AM,0.0,3,
8965,F. Selemani,LW,0.0,1,
8966,T. Teuma,AM,0.0,1,
9026,N. Vasilj,GK,3540.0,39,1.0
9030,D. Graovac,LCB,0.0,1,
9084,R. Bajic,ST,0.0,3,
9218,Marlon Freitas,CM,0.0,7,
9218,Marlon Freitas,DM,0.0,21,
9278,Matheus Bianqui,RW,0.0,2,
9308,Lucas Oliveira,RCB,0.0,1,
9340,Sabino,LCB,0.0,2,
9344,Diogo Mateus,RB,0.0,1,
9353,Kady Borges,AM,0.0,1,
9353,Kady Borges,DM,0.0,1,
9355,Vitor Carvalho,LCB,0.0,1,
9355,Vitor Carvalho,RB,0.0,1,
9363,I. Paixao,AM,0.0,4,
9363,I. Paixao,LB,0.0,7,
9363,I. Paixao,LW,0.0,8,
9363,I. Paixao,RW,0.0,1,
9363,Igor Paixão,AM,0.0,1,
9366,Igor Jesus,AM,0.0,1,
9366,Igor Jesus,ST,0.0,32,
9380,Maracas,LCB,0.0,3,
9401,Fabio Gomes,ST,0.0,1,
9416,Eduardo Bauermann,LCB,0.0,1,
9416,Eduardo Bauermann,RCB,0.0,3,
9450,Kewin,GK,0.0,7,
9458,Leo Ortiz,DM,0.0,1,
9458,Leo Ortiz,LCB,0.0,1,
9458,Leo Ortiz,RCB,0.0,15,
9458,Léo Ortiz,RCB,0.0,1,
9460,Baralhas,CM,0.0,1,
9475,Claudinho,AM,0.0,1,
9475,Claudinho,DM,0.0,1,
9480,Simao,GK,0.0,2,
9483,Mailton,RB,0.0,1,
9549,Erick,RW,0.0,1,
9557,Mailson,GK,0.0,6,
9576,Pedro Maranhao,RW,0.0,3,
9577,Charles Rigon,RB,0.0,1,
9588,Guilherme,LW,0.0,2,
9623,Juninho,ST,0.0,1,
9672,Mansur,LCB,0.0,1,
9675,Guilherme Romao,LB,0.0,1,
9693,Guilherme Nogueira,GK,0.0,1,
9697,Nathan Silva,RCB,0.0,3,
9700,Abner Vinicius,CM,0.0,6,
9700,Abner Vinicius,LB,0.0,13,
9700,Abner Vinicius,LW,0.0,4,
9726,Renato Kayzer,ST,0.0,1,
9737,Thalisson Kelven,LB,0.0,1,
9737,Thalisson Kelven,LCB,0.0,1,
9737,Thalisson Kelven,RB,0.0,1,
9742,Matheus Bidu,LB,0.0,5,
9770,Guilherme,LB,0.0,1,
9874,Guga,RB,0.0,4,
9882,Ze Welison,DM,0.0,1,
9890,Jair,DM,0.0,1,
9906,Luan Candido,LCB,0.0,1,
9908,Antonio Carlos,RCB,0.0,2,
9909,Vitao,LCB,0.0,6,
9911,Lucas Esteves,LB,0.0,1,
9913,Luan,RCB,0.0,1,
9916,Marcos Rocha,RB,0.0,1,
9920,Raphael Veiga,AM,0.0,3,
9920,Raphael Veiga,RW,0.0,1,
9920,Raphael Veiga,ST,0.0,1,
9924,Thiago Santos,LCB,0.0,2,
9925,Matheus Fernandes,DM,0.0,2,
9926,Gustavo Scarpa,AM,0.0,1,
9926,Gustavo Scarpa,RW,0.0,1,
9938,Arthur Cabral,ST,0.0,3,
9939,Dudu,AM,0.0,1,
9939,Dudu,LW,0.0,1,
9944,Tiago Volpi,GK,0.0,2,
9946,Reinaldo,LB,0.0,1,
9949,Igor Vinicius,RB,0.0,1,
9958,Tche Tche,CM,0.0,1,
9958,Tche Tche,DM,0.0,5,
9962,Vitor Bueno,ST,0.0,1,
9964,Liziero,CM,0.0,3,
9965,Helinho,RW,0.0,4,
9967,Igor Gomes,CM,0.0,3,
9967,Igor Gomes,DM,0.0,1,
9967,Igor Gomes,LW,0.0,1,
9971,Antony,RW,0.0,31,
9978,Everson,GK,0.0,5,
9990,Kaique Rocha,RCB,0.0,1,
9991,Lucas Verissimo,RCB,0.0,2,
9992,Gustavo Henrique,LCB,0.0,6,
9994,Jean Lucas,CM,0.0,2,
10003,Felippe Cardoso,ST,0.0,3,
10004,Eduardo Sasha,AM,0.0,1,
10007,Yuri Alberto,LW,0.0,1,
10007,Yuri Alberto,ST,0.0,4,
10008,Kaio Jorge,ST,0.0,1,
10009,Rodrygo,LW,0.0,4,
10009,Rodrygo,RW,0.0,5,
10009,Rodrygo,ST,0.0,1,
10017,Ignacio,RCB,0.0,2,
10017,Ignácio,RCB,0.0,3,
10018,Matheus Silva,RB,0.0,5,
10018,Matheus Silva,RCB,0.0,1,
10025,Shaylon,AM,0.0,1,
10031,Gregore,DM,0.0,2,
10033,Flavio,CM,0.0,6,
10040,Artur,RW,0.0,2,
10066,Gustavo Ferrareis,RB,0.0,3,
10074,Erik,AM,0.0,1,
10074,Erik,ST,0.0,1,
10077,Luis Henrique,LB,0.0,1,
10077,Luis Henrique,RB,0.0,23,
10080,Fabio,GK,0.0,10,
10080,Fábio,GK,0.0,4,
10081,Rafael,GK,0.0,3,
10083,Murilo,LCB,0.0,27,
10083,Murilo,RCB,0.0,1,
10089,Fabricio Bruno,RCB,0.0,2,
10091,Jadson,CM,0.0,1,
10091,Jadson,RB,0.0,1,
10097,Ederson,CM,2971.0,36,1.0
10097,Ederson,DM,0.0,1,0.0
10100,L. Romero,DM,0.0,1,
10102,Lucas Silva,DM,0.0,1,
10105,David,ST,0.0,1,
10107,Vinicius Popo,ST,0.0,1,
10109,Leo Vieira,GK,0.0,2,
10111,Bento,GK,0.0,18,
10112,Santos,GK,0.0,2,
10114,Ze Ivaldo,RB,0.0,1,
10115,Robson Bambu,RB,0.0,1,
10120,Lucas Halter,LCB,0.0,1,
10122,R. Lodi,LB,0.0,2,
10122,Renan Lodi,LB,0.0,1,
10122,Renan Lodi,LCB,0.0,2,
10124,Leo Pereira,LCB,0.0,17,
10124,Léo Pereira,LCB,0.0,2,
10125,Khellven,LB,0.0,1,
10125,Khellven,RB,0.0,14,
10126,F. Abner,LB,0.0,7,
10135,Bruno Guimaraes,CM,2398.0,28,0.6629803704727675
10135,Bruno Guimaraes,DM,1219.0,14,0.3370196295272325
10143,Rony,ST,0.0,3,
10147,Vitinho,RB,0.0,1,
10152,Gabriel Batista,GK,0.0,3,
10157,Rodinei,RB,0.0,7,
10157,Rodinei,RW,0.0,2,
10160,L. Duarte,RCB,0.0,11,
10161,Matheuzinho,RB,0.0,5,
10163,Rene,LB,0.0,6,
10163,Renê,LB,0.0,3,
10165,M. Thuler,LCB,0.0,1,
10167,Ronaldo,CM,0.0,1,
10168,Everton Ribeiro,AM,0.0,1,
10168,Everton Ribeiro,CM,0.0,1,
10169,Vini Souza,CM,0.0,5,
10169,Vini Souza,DM,0.0,11,
10170,Hugo Moura,DM,0.0,4,
10170,Hugo Moura,RCB,0.0,1,
10172,Yuri Cesar,AM,0.0,1,
10172,Yuri Cesar,ST,0.0,1,
10174,Gabriel Barbosa,ST,0.0,1,
10180,Bruno Henrique,LW,0.0,1,
10180,Bruno Henrique,ST,0.0,8,
10222,Everaldo,LW,0.0,1,
10222,Everaldo,ST,0.0,4,
10225,Joao Victor,RCB,0.0,1,
10226,Walter,GK,0.0,1,
10229,Cassio,GK,0.0,1,
10232,Marllon,RCB,0.0,2,
10233,Bruno Mendez,RCB,0.0,5,
10234,Lucas Piton,LB,0.0,5,
10238,Carlos Augusto,LB,0.0,10,
10238,Carlos Augusto,LCB,0.0,13,
10238,Carlos Augusto,RB,0.0,2,
10239,A. Araos,ST,0.0,1,
10244,Pedrinho,CM,0.0,2,
10247,Gabriel,DM,0.0,2,
10249,Ramiro,CM,0.0,1,
10249,Ramiro,DM,0.0,1,
10249,Ramiro,RB,0.0,1,
10249,Ramiro,RW,0.0,1,
10267,Samuel Xavier,RB,0.0,10,
10298,Marcos Felipe,GK,0.0,2,
10305,Gilberto,RB,0.0,1,
10308,Leo Santos,RCB,0.0,2,
10310,Ze Ricardo,AM,0.0,1,
10310,Ze Ricardo,CM,0.0,1,
10311,PH Ganso,ST,0.0,1,
10316,Caio Henrique,LB,0.0,19,
10316,Caio Henrique,LCB,0.0,1,
10319,Allan,DM,0.0,2,
10321,Pedro,ST,0.0,16,
10323,Luciano,ST,0.0,2,
10325,Ewandro,RW,0.0,1,
10328,Yony Gonzalez,LW,0.0,1,
10329,Joao Pedro,AM,0.0,7,
10329,Joao Pedro,ST,0.0,34,
10329,João Pedro,ST,0.0,2,
10351,David Duarte,RCB,0.0,1,
10371,Daniel,GK,0.0,2,
10373,Carlos Miguel,GK,0.0,28,
10379,Bruno Fuchs,LCB,0.0,5,
10379,Bruno Fuchs,RCB,0.0,4,
10388,Patrick,DM,0.0,1,
10393,Rodrigo Dourado,CM,0.0,2,
10393,Rodrigo Dourado,DM,0.0,4,
10395,Rodrigo Lindoso,DM,0.0,1,
10396,Nonato,AM,0.0,2,
10396,Nonato,CM,0.0,4,
10396,Nonato,DM,0.0,1,
10440,Jordi,GK,0.0,2,
10461,Lucas Dias,LCB,0.0,1,
10470,Cassiano,ST,0.0,2,
10476,Paulo Victor,GK,0.0,4,
10481,Juninho Capixaba,LB,0.0,2,
10492,Thaciano,LW,0.0,1,
10494,Matheus Henrique,DM,0.0,1,
10497,Lincoln,AM,0.0,1,
10500,Pepê,LW,0.0,2,
10500,Pepê,RW,0.0,9,
10532,Luan Pereira,LW,0.0,1,
10554,Bruno Silva,DM,0.0,1,
10563,C. Winck,RB,0.0,13,
10581,Yago Pikachu,RW,0.0,1,
11012,A. Sowe,ST,0.0,4,
11346,M. Dituro,GK,0.0,9,
11379,A. Batalla,GK,0.0,19,
11421,G. Suazo,LB,0.0,15,
11421,G. Suazo,LCB,0.0,1,
11463,C. Palacios,AM,0.0,1,
11597,N. Diaz,DM,0.0,1,
11597,N. Diaz,LCB,0.0,1,
11627,C. Moreno,GK,0.0,4,
11675,J. Altamirano,AM,0.0,1,
11756,A. Rossi,GK,0.0,22,
11765,E. Bello,CM,0.0,1,
11765,E. Bello,RW,0.0,1,
11828,R. Echeverria,CM,0.0,1,
11828,R. Echeverria,DM,0.0,13,
11828,R. Echeverria,LCB,0.0,4,
12021,F. Hormazabal,RB,0.0,2,
12303,R. Ade,LCB,95.0,1,0.1165644171779141
12303,R. Ade,RCB,450.0,5,0.5521472392638037
12303,R. Adé,RCB,270.0,3,0.3312883435582822
12406,C. Rotondi,AM,0.0,1,
12406,C. Rotondi,LB,0.0,4,
12705,Hulk,AM,0.0,1,
12705,Hulk,ST,0.0,3,
12724,Talisca,AM,0.0,12,
12724,Talisca,CM,0.0,3,
12724,Talisca,ST,0.0,9,
12764,Roger Guedes,ST,0.0,1,
12880,O. Selnaes,CM,0.0,2,
13061,Zhou Tong,CM,0.0,1,
13134,J. Palacios,LCB,0.0,1,
13134,J. Palacios,RCB,0.0,2,
13151,J. Portilla,CM,60.0,1,1.0
13155,A. Serna,CM,0.0,1,
13198,K. Viveros,ST,0.0,2,
13278,K. Mier,GK,0.0,4,
13283,C. Cuesta,RCB,0.0,7,
13300,A. Perea,DM,0.0,3,
13376,J. Campaz,LW,57.0,1,1.0
13402,A. Palavecino,CM,0.0,1,
13402,A. Palavecino,DM,0.0,1,
13406,K. Velasco,RW,0.0,1,
13439,J. Ortiz,RCB,0.0,1,
13489,J. Duran,ST,0.0,10,
13493,C. Teran,RCB,0.0,1,
13501,J. Murillo,RCB,0.0,1,
13523,G. Cano,ST,0.0,4,
13571,W. Ditta,RCB,360.0,5,1.0
13572,G. Fuentes,LB,0.0,1,
13584,H. E. Martinez Yepez,CM,0.0,1,
13584,H. E. Martinez Yepez,DM,0.0,1,
13613,F. Chaverra,ST,0.0,1,
13616,J. Enamorado,LW,0.0,1,
13691,J. Carbonero,AM,0.0,1,
13696,E. Chaux,GK,0.0,1,
13708,J. Arias,AM,312.0,4,0.09104172745841844
13708,J. Arias,CM,668.0,9,0.19492267289174206
13708,J. Arias,LW,1266.0,16,0.36941931718704407
13708,J. Arias,RW,866.0,11,0.2526991537788153
13708,J. Arias,ST,315.0,4,0.09191712868398015
13729,A. Angulo,LB,0.0,5,
13736,D. Munoz,RB,3916.0,46,0.9775336994508238
13736,D. Muñoz,RB,90.0,1,0.022466300549176237
13756,J. Rivas,CM,0.0,1,
13779,B. Perlaza,CM,0.0,1,
13787,E. Herrera,LB,0.0,1,
13789,J. Pedroza,CM,0.0,6,
13898,M. Ugalde,ST,0.0,1,
13937,O. Galo,DM,0.0,2,
13948,C. Reyes,DM,0.0,1,
13948,C. Reyes,LCB,0.0,1,
14004,F. Zabala,LB,0.0,2,
14062,B. Bonilla,LW,0.0,1,
14206,B. Aguilera,AM,0.0,1,
14206,B. Aguilera,CM,0.0,1,
14206,B. Aguilera Zamora,CM,0.0,2,
14266,I. Smolcic,RB,0.0,16,
14271,P. Mamic,LB,0.0,2,
14276,H. Smolcic,LCB,0.0,2,
14283,T. Halilovic,CM,0.0,1,
14290,M. Ristovski,AM,0.0,1,
14301,S. Radeljic,LCB,90.0,1,1.0
14327,D. Bradaric,LB,0.0,3,
14327,D. Bradaric,RB,0.0,1,
14329,A. Ismajli,LCB,0.0,3,
14329,A. Ismajli,RCB,0.0,3,
14330,J. Juranovic,LB,0.0,2,
14333,O. Svatok,RCB,0.0,2,
14343,D. Nejasmic,CM,0.0,5,
14348,Jairo,ST,0.0,1,
14351,E. Sahiti,RW,0.0,1,
14353,D. Spikic,LW,0.0,2,
14379,C. Ndiaye,RW,90.0,1,0.18633540372670807
14379,C. Ndiaye,ST,393.0,5,0.8136645962732919
14381,L. Zwolinski,ST,0.0,1,
14382,I. Grbic,GK,0.0,5,
14390,Raul Gustavo,LCB,0.0,2,
14395,K. Jakic,CM,937.0,13,0.7224363916730917
14395,K. Jakic,RCB,270.0,3,0.2081727062451812
14395,K. Jakic,RW,90.0,1,0.06939090208172706
14405,M. Uzuni,AM,0.0,1,
14405,M. Uzuni,ST,0.0,1,
14406,I. Filipovic,GK,0.0,2,
14410,B. Goda,LB,0.0,2,
14445,I. Nekic,RB,0.0,1,
14480,A. Ivancic,CM,0.0,2,
14522,T. Strkalj,ST,0.0,1,
14532,I. Nevistic,GK,0.0,1,
14565,P. O. Ampem,AM,0.0,1,
14594,V. Sevelj,CM,0.0,1,
14594,V. Sevelj,RCB,0.0,1,
14602,I. Brnic,LW,0.0,3,
14682,M. Vranjkovic,RB,0.0,2,
14691,J. Calusic,LCB,0.0,1,
14701,J. Sutalo,RCB,540.0,6,1.0
14956,P. Ioannou,RB,0.0,1,
15286,M. Tamari,LB,561.0,7,0.3775235531628533
15286,M. Tamari,LW,245.0,3,0.1648721399730821
15286,M. Tamari,RW,364.0,5,0.2449528936742934
15286,M. Tamari,ST,316.0,4,0.2126514131897712
15304,Vozinha,GK,390.0,4,1.0
15328,I. Schranz,CM,0.0,2,
15328,I. Schranz,RW,0.0,1,
15371,I. Kousoulos,CM,0.0,1,
15396,F. Uzoho,GK,0.0,1,
15423,J. Mall,GK,0.0,2,
15553,K. Pileas,LB,0.0,2,
15553,K. Pileas,LCB,0.0,1,
15573,K. Grabara,GK,0.0,26,
15575,O. Whalley,GK,0.0,2,
15579,C. Hojer,LB,0.0,2,
15579,C. Hojer,LCB,0.0,2,
15582,A. Munksgaard,RB,0.0,1,
15592,J. Stage,AM,0.0,2,
15592,J. Stage,CM,0.0,13,
15592,J. Stage,DM,0.0,7,
15597,R. Mmaee,ST,0.0,1,
15605,S. Gartenmann,RCB,0.0,1,
15622,P. Christiansen,ST,0.0,2,
15623,A. Bah,RB,0.0,6,
15644,S. Nilsen,DM,0.0,1,
15659,M. Amundsen,LCB,0.0,1,
15673,Y. Ramadani,DM,0.0,9,
15690,S. Graves,RCB,0.0,4,
15704,K. Hogh,AM,0.0,1,
15704,K. Hogh,ST,0.0,32,
15712,A. Baertelsen,RCB,0.0,1,
15723,M. Hojholt,CM,0.0,3,
15723,M. Hojholt,DM,0.0,4,
15732,M. Kaufmann,ST,0.0,3,
15735,T. van Weert,ST,0.0,1,
15769,F. Putros,RB,90.0,1,1.0
15773,C. Cappis,CM,0.0,3,
15773,C. Cappis,DM,0.0,1,
15783,E. Sabbi,CM,0.0,2,
15783,E. Sabbi,LB,0.0,1,
15783,E. Sabbi,LW,0.0,1,
15783,E. Sabbi,RW,0.0,12,
15793,R. Nicolaisen,LCB,0.0,9,
15796,E. Sviatchenko,RCB,0.0,1,
15799,F. Onyeka,CM,0.0,4,
15805,G. Wikheim,ST,0.0,2,
15810,Junior Brumado,RW,0.0,1,
15810,Junior Brumado,ST,0.0,2,
15811,A. Dovbyk,ST,0.0,2,
15812,P. Onuachu,ST,0.0,7,
15832,J. Sorensen,CM,0.0,1,
15832,J. Sorensen,DM,0.0,2,
15837,C. Holse,AM,0.0,4,
15837,C. Holse,CM,0.0,5,
15837,C. Holse,DM,0.0,1,
15837,C. Holse,LW,0.0,1,
15843,O. Christensen,GK,0.0,4,
15855,J. Tverskov,DM,0.0,2,
15862,C. Nielsen,DM,0.0,2,
15870,M. Hermansen,GK,0.0,13,
15871,M. Schwabe,GK,0.0,19,
15874,A. Jung,LCB,0.0,4,
15881,M. Frendrup,CM,0.0,7,
15881,M. Frendrup,DM,0.0,5,
15884,J. Lindstrom,AM,0.0,3,
15885,H. Mukhtar,LW,0.0,1,
15885,H. Mukhtar,ST,0.0,4,
15894,M. Uhre,ST,0.0,1,
15897,P. Vindahl,GK,0.0,1,
15901,M. Pedersen,LB,0.0,1,
15904,U. Jenssen,LCB,0.0,1,
15906,O. Antman,RW,0.0,3,
15907,J. Christensen,CM,0.0,1,
15907,J. Christensen,DM,0.0,1,
15908,M. Damsgaard,AM,0.0,17,
15908,M. Damsgaard,CM,0.0,1,
15908,M. Damsgaard,LW,0.0,2,
15908,M. Damsgaard,ST,0.0,1,
15909,M. Frese,LB,0.0,6,
15909,M. Frese,LCB,0.0,2,
15910,N. Strunck,CM,0.0,1,
15911,M. Kudus,AM,0.0,4,
15911,M. Kudus,RW,0.0,18,
15911,Mohammed Kudus,ST,0.0,1,
15912,V. Nelsson,RCB,0.0,4,
15916,A. Skov Olsen,AM,0.0,1,
15916,A. Skov Olsen,RW,0.0,2,
15917,M. Rasmussen,AM,0.0,2,
15917,M. Rasmussen,CM,0.0,15,
15919,M. Rygaard,AM,0.0,1,
15920,I. Sadiq,LW,0.0,1,
15920,I. Sadiq,RW,0.0,1,
15922,O. Hedvall,GK,0.0,1,
15928,F. Alves,RCB,0.0,3,
15934,M. Madsen,CM,0.0,3,
15952,N. Boxall,LCB,0.0,2,
15967,N. Rojkjaer,CM,0.0,1,
15978,J. Larsen,GK,0.0,2,
16062,K. Tshiembe,LCB,0.0,1,
16105,A. Hansen,GK,0.0,1,
16176,N. Vallys,LW,0.0,2,
16194,C. Lange,CM,0.0,2,
16265,L. Di Yorio,ST,0.0,1,
16360,A. Franco,CM,365.0,4,0.6886792452830188
16360,A. Franco,RB,90.0,1,0.16981132075471697
16360,A. Franco,RW,75.0,1,0.14150943396226415
16367,W. Pacho,LB,64.0,1,0.014845743446996056
16367,W. Pacho,LCB,3963.0,44,0.919276270006959
16367,W. Pacho,RCB,90.0,1,0.020876826722338204
16367,Willian Pacho,LCB,194.0,2,0.045001159823706796
16369,G. Plata,LW,90.0,1,0.12345679012345678
16369,G. Plata,RW,388.0,5,0.532235939643347
16369,G. Plata,ST,251.0,3,0.3443072702331962
16370,L. Realpe,RCB,0.0,2,
16476,A. A. Julio Santos,LW,0.0,1,
16482,R. Aguirre,ST,540.0,7,1.0
16528,J. Espinoza,DM,0.0,1,
16528,J. Espinoza,RB,0.0,1,
16642,G. Valle,GK,90.0,1,1.0
16662,J. Perlaza,LW,0.0,1,
16688,A. Preciado,AM,0.0,1,
16688,A. Preciado,LB,0.0,1,
16688,A. Preciado,LW,0.0,1,
16688,A. Preciado,ST,0.0,1,
16776,J. Cifuentes,DM,0.0,1,
16804,Y. Ibrahim,RCB,390.0,4,1.0
16805,R. Rabia,LCB,210.0,2,0.7
16805,R. Rabia,RCB,90.0,1,0.3
16805,Rami Rabia,LCB,0.0,1,0.0
16813,H. Fathy,CM,67.0,1,0.34183673469387754
16813,H. Fathy,LCB,129.0,2,0.6581632653061225
16841,M. Lasheen,CM,179.0,2,0.3986636971046771
16841,M. Lasheen,DM,270.0,3,0.6013363028953229
16851,O. M. Khribin,ST,0.0,3,
16951,O. Galal,RCB,0.0,1,
17047,A. Tawfik,AM,0.0,1,
17166,A. Samy,LCB,0.0,1,
17269,E. Ashour,LW,201.0,3,0.5491803278688525
17269,E. Ashour,RW,165.0,2,0.45081967213114754
17398,W. Aimson,LCB,0.0,1,
17407,F. Seriki,RB,0.0,1,
17419,L. Nicholls,GK,0.0,1,
17437,D. Kasumu,DM,0.0,1,
17448,J. Smith,GK,0.0,1,
17450,J. Grant,DM,0.0,1,
17481,P. Digby,CM,0.0,1,
17538,R. Poole,RCB,0.0,1,
17582,M. Mandron,ST,0.0,3,
17587,C. Pym,GK,0.0,1,
17606,J. Key,RB,0.0,1,
17661,J. Branthwaite,LB,0.0,2,
17661,J. Branthwaite,LCB,0.0,4,
17668,C. O'Hare,LW,0.0,1,
17670,R. Slater,CM,0.0,1,
17680,D. Richards,GK,0.0,2,
17683,P. Ng,RB,0.0,1,
17697,R. Wintle,DM,0.0,1,
17710,K. Knoyle,RCB,0.0,2,
17753,M. Sylla,CM,0.0,1,
17753,M. Sylla,DM,0.0,1,
17756,O. Afolayan,AM,0.0,2,
17789,T. Elsnik,DM,0.0,3,
17800,W. Boyle,LCB,0.0,1,
17844,C. Vernam,LW,0.0,1,
17860,R. Oates,ST,0.0,2,
17897,P. Camara,CM,0.0,1,
17932,M. Harris,ST,0.0,1,
17934,C. Montano,LB,0.0,1,
17939,D. Mitov,GK,0.0,3,
17943,H. Darling,RCB,0.0,1,
17951,J. Doyle-Hayes,CM,0.0,1,
17953,B. Halliday,RB,0.0,2,
17985,R. Cole,AM,0.0,1,
18073,J. Sweeney,LB,0.0,1,
18102,J. Sbarra,AM,0.0,1,
18121,I. Touray,LB,0.0,1,
18128,D. Politic,LW,0.0,1,
18177,N. Byrne,RCB,0.0,1,
18185,R. Croasdale,DM,0.0,1,
18205,J. Senior,LB,0.0,1,
18313,J. Ayunga,ST,0.0,1,
18523,L. Gordon,LB,0.0,2,
18592,I. Ndiaye,AM,248.0,3,0.07951266431548573
18592,I. Ndiaye,CM,89.0,1,0.028534786790638023
18592,I. Ndiaye,LW,1078.0,12,0.3456235973068291
18592,I. Ndiaye,RW,1704.0,21,0.5463289515870471
18599,S. Thomas,RB,0.0,1,
18740,Jonny Otto,RB,0.0,13,
18740,Jonny Otto,RCB,0.0,4,
18742,M. Doherty,RB,0.0,7,
18742,M. Doherty,RCB,0.0,5,
18744,M. Kilman,LCB,0.0,9,
18744,M. Kilman,RCB,0.0,4,
18746,M. Gibbs-White,AM,0.0,29,
18746,M. Gibbs-White,CM,0.0,1,
18746,M. Gibbs-White,LW,0.0,5,
18746,M. Gibbs-White,RW,0.0,3,
18746,M. Gibbs-White,ST,0.0,3,
18747,R. Giles,LB,0.0,1,
18748,P. Goncalves,AM,0.0,1,
18748,P. Goncalves,LW,0.0,7,
18748,Pote,LW,0.0,3,
18749,E. Watt,CM,0.0,1,
18749,E. Watt,DM,0.0,3,
18753,A. Traore,LW,0.0,1,
18753,A. Traore,RW,0.0,2,
18758,S. Coleman,LB,0.0,1,
18758,S. Coleman,RB,0.0,1,
18761,Bernard,AM,0.0,1,
18761,Bernard,RW,0.0,2,
18766,D. Calvert-Lewin,ST,0.0,30,
18767,A. Lookman,AM,0.0,9,
18767,A. Lookman,LW,0.0,18,
18767,A. Lookman,ST,0.0,10,
18768,C. Tosun,ST,0.0,3,
18776,C. Soyuncu,LCB,270.0,3,0.44554455445544555
18776,C. Soyuncu,RCB,336.0,5,0.5544554455445545
18778,H. Barnes,AM,0.0,1,
18778,H. Barnes,LW,0.0,24,
18778,H. Barnes,RW,0.0,8,
18780,R. Ghezzal,RW,0.0,1,
18780,R. Ghezzal,ST,0.0,1,
18781,D. Gray,LW,0.0,1,
18781,D. Gray,RW,0.0,1,
18786,W. Ndidi,DM,0.0,8,
18788,J. Vardy,ST,0.0,6,
18790,P. Dahlberg,GK,0.0,1,
18794,Kiko Femenia,RB,0.0,9,
18794,Kiko Femenia,RW,0.0,3,
18799,A. Masina,LCB,0.0,7,
18805,A. Doucoure,CM,0.0,1,
18805,A. Doucoure,DM,0.0,1,
18806,W. Hughes,CM,0.0,24,
18807,D. Quina,AM,0.0,1,
18807,D. Quina,LW,0.0,1,
18807,D. Quina,RW,0.0,1,
18812,Adrian,GK,0.0,2,
18814,I. Diop,RCB,1279.0,14,1.0
18816,A. Masuaku,LB,666.0,9,1.0
18819,M. Antonio,ST,0.0,1,
18821,G. Diangana,AM,0.0,1,
18821,G. Diangana,CM,0.0,3,
18830,M. Arnautovic,ST,326.0,5,1.0
18834,A. Yarmolenko,ST,0.0,1,
18845,P. van Aanholt,LB,0.0,2,
18846,A. Wan-Bissaka,LCB,79.0,1,0.034213945430922474
18846,A. Wan-Bissaka,RB,2230.0,25,0.9657860545690775
18853,J. Riedewald,DM,0.0,1,
18860,M. Travers,GK,0.0,1,
18861,N. Ake,LB,553.0,7,0.38563458856345884
18861,N. Ake,LCB,791.0,10,0.5516039051603905
18861,N. Aké,LCB,90.0,1,0.06276150627615062
18862,N. Clyne,RB,0.0,6,
18862,N. Clyne,RCB,0.0,1,
18867,D. Rico,LB,0.0,7,
18867,D. Rico,LCB,0.0,1,
18869,A. Smith,RB,0.0,15,
18870,D. Brooks,LW,0.0,5,
18870,D. Brooks,RW,0.0,9,
18872,L. Cook,DM,0.0,8,
18872,L. Cook,RB,0.0,1,
18881,J. King,ST,0.0,5,
18883,D. Solanke,ST,0.0,12,
18884,S. Surridge,LW,0.0,1,
18884,S. Surridge,ST,0.0,3,
18885,K. Darlow,GK,0.0,23,
18886,M. Dubravka,GK,0.0,33,
18889,F. Woodman,GK,0.0,3,
18895,F. Lejeune,LCB,0.0,4,
18895,F. Lejeune,RCB,0.0,16,
18899,I. Hayden,DM,0.0,1,
18901,S. Longstaff,CM,0.0,11,
18902,Kenedy,LW,0.0,1,
18902,Kenedy,ST,0.0,1,
18905,Y. Muto,RW,0.0,1,
18906,A. Perez,ST,0.0,15,
18907,Joselu,ST,0.0,1,
18911,N. Pope,GK,0.0,36,
18927,A. Barnes,ST,0.0,2,
18929,D. McNeil,LW,0.0,1,
18929,D. McNeil,RW,0.0,10,
18930,M. Vydra,AM,0.0,4,
18930,M. Vydra,ST,0.0,1,
18931,C. Wood,ST,975.0,14,1.0
18945,S. Armstrong,CM,0.0,2,
18946,M. Elyounoussi,CM,0.0,1,
18946,M. Elyounoussi,RW,0.0,1,
18946,M. Elyounoussi,ST,0.0,5,
18947,M. Lemina,CM,0.0,2,
18947,M. Lemina,DM,0.0,25,
18947,M. Lemina,RCB,0.0,3,
18951,C. Slattery,AM,0.0,2,
18951,C. Slattery,DM,0.0,1,
18959,R. Sanchez,GK,0.0,47,
18959,Robert Sánchez,GK,0.0,6,
18960,J. Steele,GK,0.0,5,
18961,D. Burn,LB,1281.0,15,0.3885350318471338
18961,D. Burn,LCB,2016.0,24,0.6114649681528662
18963,L. Dunk,LCB,0.0,31,
18963,L. Dunk,RCB,0.0,1,
18964,Bernardo,LB,0.0,23,
18964,Bernardo,LCB,0.0,2,
18967,L. Ostigard,LCB,90.0,1,0.5
18967,L. Ostigard,RCB,90.0,1,0.5
18968,Y. Bissouma,CM,0.0,4,
18968,Y. Bissouma,DM,0.0,3,
18970,P. Gross,CM,1065.0,13,0.38350738206697876
18970,P. Gross,DM,1350.0,15,0.48613611811307167
18970,P. Groß,CM,362.0,5,0.1303564998199496
18979,V. Gyökeres,ST,3180.0,42,1.0
