player_name,world_cup_team,squad_position,reported_minutes,benchmark_precheck,player_id,window,expected_official_fixtures,processed_fixture_endpoints,fixture_endpoint_coverage,missing_fixture_endpoints,detailed_appearance_fixtures,detailed_minutes,aggregate_reported_minutes,minute_reconciliation_ratio_raw,minute_reconciliation_ratio_clipped,coverage_pass_80pct,denominator_note,original_coverage_pass_80pct,exact_detailed_appearance_fixtures,exact_detailed_minutes,known_startXI_fixtures,startXI_with_detailed_row,known_missing_startXI_fixtures,known_missing_minutes_upper_bound,missing_startXI_with_exit_event,missing_minutes_inferred_from_events,known_minute_coverage_lower_bound,coverage_definition_version,pass_changed_false_to_true,pass_changed_true_to_false
N. Katic,Bosnia & Herzegovina,Defender,3129.0,True,1741,annual_current,40,38,0.95,2,30,2586.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,30,2586.0,29,29,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
N. Katic,Bosnia & Herzegovina,Defender,3129.0,True,1741,pre_world_cup,36,34,0.9444444444444444,2,26,2268.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,26,2268.0,25,25,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
E. Ndicka,Ivory Coast,Defender,7332.0,True,1807,annual_current,58,58,1.0,0,46,3840.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,46,3840.0,42,42,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
E. Ndicka,Ivory Coast,Defender,7332.0,True,1807,pre_world_cup,54,54,1.0,0,46,3840.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,46,3840.0,42,42,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Pedro Neto,Portugal,Midfielder,5367.0,True,1864,annual_current,64,64,1.0,0,57,4123.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,57,4123.0,48,48,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Pedro Neto,Portugal,Midfielder,5367.0,True,1864,pre_world_cup,66,66,1.0,0,58,4304.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,58,4304.0,49,49,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
D. Caleta-Car,Croatia,Defender,2541.0,True,1902,annual_current,50,50,1.0,0,31,2541.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,31,2541.0,28,28,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
D. Caleta-Car,Croatia,Defender,2541.0,True,1902,pre_world_cup,46,46,1.0,0,31,2541.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,31,2541.0,28,28,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Lucumí,Colombia,Defender,5780.0,True,1929,annual_current,63,63,1.0,0,49,4155.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,49,4155.0,46,46,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Lucumí,Colombia,Defender,5780.0,True,1929,pre_world_cup,59,59,1.0,0,45,3772.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,45,3772.0,42,42,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
S. Berge,Norway,Midfielder,3916.0,True,1934,annual_current,51,51,1.0,0,44,3499.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,44,3499.0,40,40,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
S. Berge,Norway,Midfielder,3916.0,True,1934,pre_world_cup,45,45,1.0,0,39,3019.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,39,3019.0,35,35,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Ito,Japan,Attacker,3139.0,True,1942,annual_current,59,59,1.0,0,38,2420.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,38,2420.0,29,29,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Ito,Japan,Attacker,3139.0,True,1942,pre_world_cup,55,55,1.0,0,34,2205.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,34,2205.0,27,27,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
L. Trossard,Belgium,Midfielder,3560.0,True,1946,annual_current,69,69,1.0,0,56,3436.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,56,3436.0,38,38,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
L. Trossard,Belgium,Midfielder,3560.0,True,1946,pre_world_cup,63,63,1.0,0,50,2926.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,50,2926.0,32,32,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
C. Larin,Canada,Attacker,2043.0,True,2001,annual_current,139,139,1.0,0,41,1748.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,41,1748.0,17,17,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
C. Larin,Canada,Attacker,2043.0,True,2001,pre_world_cup,138,138,1.0,0,41,1652.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,41,1652.0,15,15,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Strand Larsen,Norway,Attacker,3340.0,True,2032,annual_current,103,103,1.0,0,50,3074.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,50,3074.0,33,33,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Strand Larsen,Norway,Attacker,3340.0,True,2032,pre_world_cup,97,97,1.0,0,48,2969.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,48,2969.0,32,32,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
R. Bensebaïni,Algeria,Defender,4235.0,True,2194,annual_current,56,56,1.0,0,40,3155.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,40,3155.0,33,33,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
R. Bensebaïni,Algeria,Defender,4235.0,True,2194,pre_world_cup,57,57,1.0,0,41,3245.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,41,3245.0,34,34,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
I. Sarr,Senegal,Midfielder,4521.0,True,2218,annual_current,70,70,1.0,0,54,4252.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,54,4252.0,47,47,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
I. Sarr,Senegal,Midfielder,4521.0,True,2218,pre_world_cup,66,66,1.0,0,50,3886.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,50,3886.0,43,43,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
T. Holes,Czech Republic,Defender,2436.0,True,2252,annual_current,45,45,1.0,0,30,2344.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,30,2344.0,27,27,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
T. Holes,Czech Republic,Defender,2436.0,True,2252,pre_world_cup,42,42,1.0,0,28,2190.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,28,2190.0,25,25,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
A. Rüdiger,Germany,Defender,2847.0,True,2285,annual_current,58,58,1.0,0,30,2453.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,30,2453.0,26,26,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
A. Rüdiger,Germany,Defender,2847.0,True,2285,pre_world_cup,60,60,1.0,0,31,2540.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,31,2540.0,28,28,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
N. Kanté,France,Midfielder,4147.0,True,2290,annual_current,100,100,1.0,0,40,3453.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,40,3453.0,39,39,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
N. Kanté,France,Midfielder,4147.0,True,2290,pre_world_cup,93,93,1.0,0,40,3453.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,40,3453.0,39,39,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Weverton,Brazil,Goalkeeper,7181.0,True,2410,annual_current,81,81,1.0,0,45,4117.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,45,4117.0,45,45,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Weverton,Brazil,Goalkeeper,7181.0,True,2410,pre_world_cup,82,82,1.0,0,50,4597.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,50,4597.0,50,50,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Musso,Argentina,Goalkeeper,1739.0,False,2465,annual_current,70,70,1.0,0,18,1657.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,18,1657.0,18,18,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Musso,Argentina,Goalkeeper,1739.0,False,2465,pre_world_cup,64,64,1.0,0,18,1657.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,18,1657.0,18,18,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Lisandro Martínez,Argentina,Defender,2534.0,True,2467,annual_current,48,48,1.0,0,25,1898.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,25,1898.0,20,20,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Lisandro Martínez,Argentina,Defender,2534.0,True,2467,pre_world_cup,42,42,1.0,0,19,1316.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,19,1316.0,14,14,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
G. Montiel,Argentina,Defender,4694.0,True,2468,annual_current,55,55,1.0,0,36,2823.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,36,2823.0,30,30,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
G. Montiel,Argentina,Defender,4694.0,True,2468,pre_world_cup,53,51,0.9622641509433962,2,33,2872.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,33,2872.0,31,31,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
R. De Paul,Argentina,Midfielder,5168.0,True,2472,annual_current,52,52,1.0,0,43,3650.0,,0.9759358288770054,0.9759358288770054,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,43,3650.0,41,40,1,90.0,0,0.0,0.9759358288770054,exact_window_known_minutes_v2_event_bounded,False,False
R. De Paul,Argentina,Midfielder,5168.0,True,2472,pre_world_cup,53,52,0.9811320754716981,1,40,3398.0,,0.974197247706422,0.974197247706422,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,40,3398.0,39,38,1,90.0,0,0.0,0.974197247706422,exact_window_known_minutes_v2_event_bounded,False,False
Á. Montero,Colombia,Goalkeeper,4277.0,True,2481,annual_current,64,20,0.3125,44,6,545.0,,1.0,1.0,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,6,545.0,6,6,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Á. Montero,Colombia,Goalkeeper,4277.0,True,2481,pre_world_cup,64,16,0.25,48,6,545.0,,1.0,1.0,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,6,545.0,6,6,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
C. Vargas,Colombia,Goalkeeper,4992.0,True,2482,annual_current,45,45,1.0,0,40,3655.0,,0.9759679572763685,0.9759679572763685,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,40,3655.0,41,40,1,90.0,0,0.0,0.9759679572763685,exact_window_known_minutes_v2_event_bounded,False,False
C. Vargas,Colombia,Goalkeeper,4992.0,True,2482,pre_world_cup,42,42,1.0,0,35,3175.0,,0.9724349157733537,0.9724349157733537,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,35,3175.0,36,35,1,90.0,0,0.0,0.9724349157733537,exact_window_known_minutes_v2_event_bounded,False,False
D. Machado,Colombia,Defender,2026.0,True,2483,annual_current,74,74,1.0,0,22,1399.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,22,1399.0,18,18,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
D. Machado,Colombia,Defender,2026.0,True,2483,pre_world_cup,70,70,1.0,0,22,1405.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,22,1405.0,18,18,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Y. Mina,Colombia,Defender,2834.0,True,2484,annual_current,48,48,1.0,0,29,2343.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,29,2343.0,28,28,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Y. Mina,Colombia,Defender,2834.0,True,2484,pre_world_cup,44,44,1.0,0,28,2342.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,28,2342.0,28,28,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
L. Díaz,Colombia,Midfielder,6514.0,True,2489,annual_current,62,62,1.0,0,58,4720.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,58,4720.0,53,53,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
L. Díaz,Colombia,Midfielder,6514.0,True,2489,pre_world_cup,58,58,1.0,0,54,4338.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,54,4338.0,49,49,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Lerma,Colombia,Midfielder,4489.0,True,2490,annual_current,66,66,1.0,0,55,3137.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,55,3137.0,32,32,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Lerma,Colombia,Midfielder,4489.0,True,2490,pre_world_cup,62,62,1.0,0,51,2821.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,51,2821.0,28,28,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Alonso,Paraguay,Defender,8456.0,True,2499,annual_current,71,71,1.0,0,50,4420.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,50,4420.0,49,49,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Alonso,Paraguay,Defender,8456.0,True,2499,pre_world_cup,69,69,1.0,0,48,4291.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,48,4291.0,48,48,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
F. Balbuena,Paraguay,Defender,1843.0,True,2500,annual_current,59,59,1.0,0,14,1086.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,14,1086.0,12,12,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
F. Balbuena,Paraguay,Defender,1843.0,True,2500,pre_world_cup,56,56,1.0,0,13,1085.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,13,1085.0,12,12,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
G. Gómez,Paraguay,Defender,9607.0,True,2502,annual_current,80,80,1.0,0,66,5750.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,66,5750.0,65,65,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
G. Gómez,Paraguay,Defender,9607.0,True,2502,pre_world_cup,82,82,1.0,0,67,5841.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,67,5841.0,66,66,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
M. Almirón,Paraguay,Midfielder,5522.0,True,2507,annual_current,36,27,0.75,9,20,1669.0,,1.0,1.0,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,20,1669.0,19,19,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
M. Almirón,Paraguay,Midfielder,5522.0,True,2507,pre_world_cup,37,27,0.7297297297297297,10,20,1737.0,,1.0,1.0,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,20,1737.0,19,19,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
A. Romero,Paraguay,Attacker,1595.0,False,2514,annual_current,33,33,1.0,0,17,1195.0,,0.6240208877284595,0.6240208877284595,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,17,1195.0,21,13,8,720.0,0,0.0,0.6240208877284595,exact_window_known_minutes_v2_event_bounded,False,False
A. Romero,Paraguay,Attacker,1595.0,False,2514,pre_world_cup,32,31,0.96875,1,19,1299.0,,0.6433878157503715,0.6433878157503715,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,19,1299.0,22,14,8,720.0,0,0.0,0.6433878157503715,exact_window_known_minutes_v2_event_bounded,False,False
A. Sanabria,Paraguay,Attacker,1912.0,True,2522,annual_current,45,45,1.0,0,29,1177.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,29,1177.0,13,13,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
A. Sanabria,Paraguay,Attacker,1912.0,True,2522,pre_world_cup,41,41,1.0,0,28,1163.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,28,1163.0,13,13,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Pedro Miguel,Qatar,Defender,2728.0,True,2530,annual_current,37,37,1.0,0,21,1777.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,21,1777.0,20,20,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Pedro Miguel,Qatar,Defender,2728.0,True,2530,pre_world_cup,34,34,1.0,0,18,1507.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,18,1507.0,17,17,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Boualem Khoukhi,Qatar,Defender,2697.0,True,2532,annual_current,37,37,1.0,0,21,1869.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,21,1869.0,21,21,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Boualem Khoukhi,Qatar,Defender,2697.0,True,2532,pre_world_cup,34,34,1.0,0,18,1599.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,18,1599.0,18,18,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Abdulaziz Hatem,Qatar,Midfielder,1047.0,False,2533,annual_current,27,27,1.0,0,11,521.0,,0.5913734392735528,0.5913734392735528,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,11,521.0,8,4,4,360.0,0,0.0,0.5913734392735528,exact_window_known_minutes_v2_event_bounded,False,False
Abdulaziz Hatem,Qatar,Midfielder,1047.0,False,2533,pre_world_cup,24,24,1.0,0,10,476.0,,0.569377990430622,0.569377990430622,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,10,476.0,8,4,4,360.0,0,0.0,0.569377990430622,exact_window_known_minutes_v2_event_bounded,False,False
Assim Madibo,Qatar,Midfielder,1161.0,False,2535,annual_current,47,47,1.0,0,10,797.0,,0.6391339214113874,0.6391339214113874,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,10,797.0,15,10,5,450.0,0,0.0,0.6391339214113874,exact_window_known_minutes_v2_event_bounded,False,False
Assim Madibo,Qatar,Midfielder,1161.0,False,2535,pre_world_cup,44,44,1.0,0,8,665.0,,0.5964125560538116,0.5964125560538116,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,8,665.0,13,8,5,450.0,0,0.0,0.5964125560538116,exact_window_known_minutes_v2_event_bounded,False,False
Ahmed Fathi,Qatar,Midfielder,2174.0,True,2539,annual_current,27,19,0.7037037037037037,8,9,668.0,,0.7121535181236673,0.7121535181236673,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,9,668.0,10,7,3,270.0,0,0.0,0.7121535181236673,exact_window_known_minutes_v2_event_bounded,False,False
Ahmed Fathi,Qatar,Midfielder,2174.0,True,2539,pre_world_cup,24,16,0.6666666666666666,8,6,517.0,,0.6569250317662008,0.6569250317662008,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,6,517.0,9,6,3,270.0,0,0.0,0.6569250317662008,exact_window_known_minutes_v2_event_bounded,False,False
Almoez Ali,Qatar,Attacker,1920.0,True,2543,annual_current,37,37,1.0,0,8,340.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,8,340.0,2,2,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Almoez Ali,Qatar,Attacker,1920.0,True,2543,pre_world_cup,34,34,1.0,0,7,322.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,7,322.0,2,2,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Akram Afif,Qatar,Attacker,3842.0,True,2544,annual_current,37,37,1.0,0,26,2306.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,26,2306.0,26,26,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Akram Afif,Qatar,Attacker,3842.0,True,2544,pre_world_cup,34,34,1.0,0,23,2067.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,23,2067.0,23,23,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Porozo,Ecuador,Defender,3784.0,True,2575,annual_current,45,45,1.0,0,37,3244.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,37,3244.0,36,36,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Porozo,Ecuador,Defender,3784.0,True,2575,pre_world_cup,43,43,1.0,0,37,3306.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,37,3306.0,37,37,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
A. Preciado,Ecuador,Defender,3039.0,True,2583,annual_current,80,80,1.0,0,34,2132.0,,0.85553772070626,0.85553772070626,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,34,2132.0,26,22,4,360.0,0,0.0,0.85553772070626,exact_window_known_minutes_v2_event_bounded,False,False
A. Preciado,Ecuador,Defender,3039.0,True,2583,pre_world_cup,77,77,1.0,0,31,2033.0,,0.8495612202256582,0.8495612202256582,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,31,2033.0,26,22,4,360.0,0,0.0,0.8495612202256582,exact_window_known_minutes_v2_event_bounded,False,False
R. Doan,Japan,Attacker,4566.0,True,2598,annual_current,48,48,1.0,0,44,3339.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,44,3339.0,40,40,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
R. Doan,Japan,Attacker,4566.0,True,2598,pre_world_cup,44,44,1.0,0,40,3057.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,40,3057.0,36,36,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
D. Kamada,Japan,Attacker,4544.0,True,2601,annual_current,63,63,1.0,0,50,3539.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,50,3539.0,41,41,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
D. Kamada,Japan,Attacker,4544.0,True,2601,pre_world_cup,59,59,1.0,0,46,3208.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,46,3208.0,37,37,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
