fixture_id,status,rows,updated_at_utc
1379489,completed,42,2026-07-20T15:49:42.385671+00:00
1379494,completed,42,2026-07-20T15:39:18.391069+00:00
1379497,completed,42,2026-07-20T16:22:17.439259+00:00
1379499,completed,42,2026-07-20T16:22:15.899584+00:00
1379501,completed,42,2026-07-20T15:48:10.371001+00:00
1379503,completed,42,2026-07-20T15:59:53.684783+00:00
1379505,completed,42,2026-07-20T16:19:38.675878+00:00
1379508,completed,42,2026-07-20T16:20:17.052746+00:00
1379511,completed,40,2026-07-20T16:22:13.858843+00:00
1379512,completed,42,2026-07-20T15:48:09.888688+00:00
1379518,completed,42,2026-07-20T15:47:33.867005+00:00
1379519,completed,40,2026-07-20T16:22:13.344923+00:00
1379521,completed,42,2026-07-20T16:19:36.063007+00:00
1379527,completed,42,2026-07-20T15:39:22.644816+00:00
1379529,completed,42,2026-07-20T15:58:43.121106+00:00
1379532,completed,41,2026-07-20T16:22:16.416729+00:00
1379533,completed,42,2026-07-20T16:19:35.041352+00:00
1379537,completed,42,2026-07-20T15:58:42.611292+00:00
1379538,completed,42,2026-07-20T15:47:53.611713+00:00
1379540,completed,42,2026-07-20T16:19:34.520916+00:00
1379541,completed,41,2026-07-20T16:22:14.367854+00:00
1379543,completed,42,2026-07-20T15:41:24.286998+00:00
1379548,completed,42,2026-07-20T15:58:43.630081+00:00
1379558,completed,42,2026-07-20T15:47:49.300519+00:00
1379559,completed,40,2026-07-20T16:22:21.020085+00:00
1379560,completed,42,2026-07-20T16:19:36.577061+00:00
1379564,completed,42,2026-07-20T15:51:29.273923+00:00
1379565,completed,41,2026-07-20T16:21:45.952665+00:00
1379569,completed,42,2026-07-20T16:19:37.600253+00:00
1379571,completed,42,2026-07-20T15:51:28.791704+00:00
1379576,completed,41,2026-07-20T16:02:49.465751+00:00
1379584,completed,42,2026-07-20T15:39:36.473323+00:00
1379586,completed,41,2026-07-20T16:19:35.552120+00:00
1379587,completed,40,2026-07-20T15:50:39.130266+00:00
1379593,completed,42,2026-07-20T15:59:54.192782+00:00
1379594,completed,42,2026-07-20T15:47:36.794181+00:00
1379596,completed,42,2026-07-20T16:19:37.088265+00:00
1379603,completed,42,2026-07-20T15:48:24.725515+00:00
1379604,completed,42,2026-07-20T15:58:44.132273+00:00
1379605,completed,42,2026-07-20T15:40:38.782479+00:00
1379606,completed,41,2026-07-20T16:23:58.040422+00:00
1379610,completed,41,2026-07-20T15:50:35.274608+00:00
1379613,completed,42,2026-07-20T15:47:59.800054+00:00
1379621,completed,42,2026-07-20T15:49:59.646797+00:00
1379622,completed,41,2026-07-20T16:23:59.064285+00:00
1379624,completed,42,2026-07-20T15:47:36.312563+00:00
1379628,completed,42,2026-07-20T15:59:04.989466+00:00
1379630,completed,42,2026-07-20T15:58:42.104254+00:00
1379631,completed,42,2026-07-20T16:19:38.119195+00:00
1379632,completed,41,2026-07-20T16:23:55.480453+00:00
1380869,completed,46,2026-07-20T15:46:26.992848+00:00
1380871,completed,45,2026-07-20T15:39:04.013147+00:00
1380878,completed,41,2026-07-20T15:46:02.862239+00:00
1380879,completed,45,2026-07-20T16:21:49.556748+00:00
1380882,completed,43,2026-07-20T15:39:02.385291+00:00
1380886,completed,46,2026-07-20T15:38:04.883571+00:00
1380890,completed,46,2026-07-20T16:24:08.920633+00:00
1380896,completed,45,2026-07-20T15:37:44.260288+00:00
1380899,completed,46,2026-07-20T15:46:25.074275+00:00
1380904,completed,46,2026-07-20T15:10:32.457871+00:00
1380905,completed,45,2026-07-20T15:46:28.442576+00:00
1380911,completed,45,2026-07-20T15:48:42.939230+00:00
1380918,completed,43,2026-07-20T16:24:08.408919+00:00
1380919,completed,45,2026-07-20T15:38:15.536002+00:00
1380920,completed,44,2026-07-20T15:46:26.029649+00:00
1380922,completed,46,2026-07-20T15:46:01.208675+00:00
1380925,completed,42,2026-07-20T15:38:31.475793+00:00
1380933,completed,44,2026-07-20T15:37:53.323724+00:00
1380937,completed,44,2026-07-20T15:47:17.077757+00:00
1380939,completed,43,2026-07-20T15:47:44.022575+00:00
1380940,completed,45,2026-07-20T15:38:23.503474+00:00
1380954,completed,45,2026-07-20T15:08:21.623473+00:00
1380957,completed,43,2026-07-20T15:38:25.097664+00:00
1380958,completed,44,2026-07-20T15:45:45.297016+00:00
1380965,completed,45,2026-07-20T16:24:09.431640+00:00
1380972,completed,45,2026-07-20T15:38:19.789746+00:00
1380973,completed,46,2026-07-20T16:24:09.939644+00:00
1380974,completed,45,2026-07-20T15:46:26.505524+00:00
1380977,completed,45,2026-07-20T15:45:38.001585+00:00
1380981,completed,46,2026-07-20T15:38:24.032444+00:00
1380987,completed,46,2026-07-20T16:24:10.464031+00:00
1380988,completed,43,2026-07-20T15:38:02.665684+00:00
1380990,completed,43,2026-07-20T15:46:03.357829+00:00
1380995,completed,45,2026-07-20T16:02:08.016737+00:00
1380996,completed,44,2026-07-20T15:45:41.449818+00:00
1380997,completed,42,2026-07-20T15:38:22.442683+00:00
1381002,completed,46,2026-07-20T15:46:00.658801+00:00
1381006,completed,39,2026-07-20T15:11:00.307893+00:00
1381008,completed,42,2026-07-20T16:22:08.214580+00:00
1381013,completed,45,2026-07-20T15:48:00.904458+00:00
1381017,completed,46,2026-07-20T16:24:10.971835+00:00
1381019,completed,42,2026-07-20T15:45:39.985664+00:00
1381023,completed,46,2026-07-20T15:47:56.468956+00:00
1381025,completed,42,2026-07-20T15:45:44.338102+00:00
1381032,completed,44,2026-07-20T15:47:55.042152+00:00
1381036,completed,40,2026-07-20T15:47:24.295123+00:00
1381039,completed,45,2026-07-20T15:47:49.777568+00:00
1381043,completed,42,2026-07-20T15:47:16.596929+00:00
1381053,completed,43,2026-07-20T15:10:07.609014+00:00
1381058,completed,42,2026-07-20T15:38:39.999304+00:00
1381063,completed,45,2026-07-20T15:59:52.162098+00:00
1381064,completed,43,2026-07-20T16:02:06.944319+00:00
1381067,completed,39,2026-07-20T15:46:50.050190+00:00
1381068,completed,45,2026-07-20T15:47:48.339674+00:00
1381076,completed,42,2026-07-20T15:47:18.036695+00:00
1381078,completed,44,2026-07-20T16:02:31.422408+00:00
1381079,completed,43,2026-07-20T15:45:36.563957+00:00
1381084,completed,45,2026-07-20T16:02:34.011859+00:00
1381086,completed,42,2026-07-20T15:46:56.743435+00:00
1381089,completed,43,2026-07-20T15:46:03.883871+00:00
1381096,completed,45,2026-07-20T15:47:48.820337+00:00
1381098,completed,42,2026-07-20T15:45:35.603646+00:00
1381104,completed,42,2026-07-20T15:47:52.653895+00:00
1381107,completed,41,2026-07-20T15:45:37.042640+00:00
1381110,completed,44,2026-07-20T15:47:45.933216+00:00
1381115,completed,45,2026-07-20T16:02:30.872680+00:00
1381116,completed,41,2026-07-20T15:38:03.818316+00:00
1381122,completed,43,2026-07-20T15:51:12.997430+00:00
1381126,completed,42,2026-07-20T15:38:10.755800+00:00
1381131,completed,46,2026-07-20T15:47:43.536095+00:00
1381133,completed,42,2026-07-20T15:38:09.151966+00:00
1381134,completed,45,2026-07-20T16:01:52.078356+00:00
1381138,completed,45,2026-07-20T15:48:40.070600+00:00
1381141,completed,46,2026-07-20T16:01:45.803964+00:00
1381143,completed,40,2026-07-20T15:47:08.898199+00:00
1381146,completed,43,2026-07-20T15:45:58.704784+00:00
1381148,completed,44,2026-07-20T16:02:31.930938+00:00
1381151,completed,42,2026-07-20T15:48:39.112496+00:00
1381156,completed,43,2026-07-20T16:02:32.478360+00:00
1381157,completed,46,2026-07-20T15:48:39.592262+00:00
1381158,completed,44,2026-07-20T15:45:37.523833+00:00
1381165,completed,44,2026-07-20T16:02:07.464750+00:00
1381169,completed,45,2026-07-20T15:37:57.063664+00:00
1381172,completed,43,2026-07-20T15:58:41.087248+00:00
1381189,completed,40,2026-07-20T15:06:30.042622+00:00
1381923,completed,45,2026-07-20T16:00:37.643811+00:00
1382426,completed,40,2026-07-20T15:49:12.193099+00:00
1382429,completed,40,2026-07-20T16:25:50.203034+00:00
1382432,completed,42,2026-07-20T15:09:33.084152+00:00
1382434,completed,42,2026-07-20T15:59:37.959577+00:00
1382436,completed,40,2026-07-20T16:25:49.185591+00:00
1382443,completed,40,2026-07-20T15:58:33.978025+00:00
1382448,completed,40,2026-07-20T16:23:08.318734+00:00
1382451,completed,42,2026-07-20T15:59:38.468012+00:00
1382453,completed,40,2026-07-20T15:49:13.154648+00:00
1382454,completed,40,2026-07-20T16:23:09.342329+00:00
1382458,completed,40,2026-07-20T15:11:39.500841+00:00
1382459,completed,41,2026-07-20T15:59:38.975120+00:00
1382463,completed,40,2026-07-20T16:23:03.161217+00:00
1382464,completed,40,2026-07-20T15:49:22.726957+00:00
1382470,completed,41,2026-07-20T15:59:39.480759+00:00
1382472,completed,41,2026-07-20T15:45:56.789610+00:00
1382476,completed,40,2026-07-20T15:49:13.630057+00:00
1382477,completed,40,2026-07-20T15:59:39.988479+00:00
1382479,completed,40,2026-07-20T16:03:31.871152+00:00
1382480,completed,40,2026-07-20T15:50:49.226172+00:00
1382483,completed,40,2026-07-20T16:23:01.014890+00:00
1382484,completed,41,2026-07-20T15:58:31.430033+00:00
1382486,completed,41,2026-07-20T15:46:04.366457+00:00
1382487,completed,40,2026-07-20T16:25:51.730396+00:00
1382490,completed,40,2026-07-20T15:51:15.378852+00:00
1382493,completed,40,2026-07-20T16:23:09.856085+00:00
1382494,completed,42,2026-07-20T15:58:34.484699+00:00
1382500,completed,40,2026-07-20T15:46:23.160660+00:00
1382502,completed,40,2026-07-20T15:50:40.571810+00:00
1382508,completed,40,2026-07-20T15:47:26.204838+00:00
1382509,completed,40,2026-07-20T15:50:54.980089+00:00
1382511,completed,42,2026-07-20T16:21:37.253681+00:00
1382513,completed,40,2026-07-20T15:59:40.494893+00:00
1382516,completed,40,2026-07-20T15:48:21.851987+00:00
1382519,completed,41,2026-07-20T15:58:37.026176+00:00
1382521,completed,40,2026-07-20T15:50:24.225437+00:00
1382526,completed,39,2026-07-20T16:22:48.237096+00:00
1382527,completed,40,2026-07-20T15:49:25.116054+00:00
1382529,completed,40,2026-07-20T15:59:41.002717+00:00
1382533,completed,41,2026-07-20T15:49:11.712785+00:00
1382536,completed,43,2026-07-20T15:47:42.570528+00:00
1382537,completed,39,2026-07-20T16:23:22.137237+00:00
1382540,completed,39,2026-07-20T15:11:42.741836+00:00
1382545,completed,42,2026-07-20T15:47:41.579701+00:00
1382547,completed,40,2026-07-20T16:25:52.748108+00:00
1382551,completed,42,2026-07-20T15:59:41.510039+00:00
1382553,completed,40,2026-07-20T15:46:38.545426+00:00
1382554,completed,42,2026-07-20T15:49:16.014858+00:00
1382555,completed,40,2026-07-20T16:22:25.625415+00:00
1382559,completed,41,2026-07-20T15:58:33.470004+00:00
1382563,completed,38,2026-07-20T16:25:53.260386+00:00
1382567,completed,40,2026-07-20T15:47:23.818214+00:00
1382568,completed,40,2026-07-20T15:58:36.010768+00:00
1382571,completed,40,2026-07-20T16:23:11.893792+00:00
1382572,completed,40,2026-07-20T15:59:42.015011+00:00
1382573,completed,41,2026-07-20T15:49:10.758668+00:00
1382575,completed,40,2026-07-20T16:24:07.902247+00:00
1382577,completed,41,2026-07-20T15:50:49.703056+00:00
1382578,completed,42,2026-07-20T15:09:25.063115+00:00
1382579,completed,41,2026-07-20T16:23:21.629609+00:00
1382581,completed,41,2026-07-20T15:50:27.109428+00:00
1382584,completed,41,2026-07-20T15:49:22.232320+00:00
1382586,completed,40,2026-07-20T16:22:46.705163+00:00
1382589,completed,39,2026-07-20T16:24:30.446605+00:00
1382592,completed,40,2026-07-20T15:49:14.107090+00:00
1382593,completed,41,2026-07-20T15:59:42.518860+00:00
1382595,completed,41,2026-07-20T15:59:43.024834+00:00
1382596,completed,40,2026-07-20T16:02:27.256133+00:00
1382597,completed,40,2026-07-20T16:22:48.750117+00:00
1382598,completed,44,2026-07-20T16:22:42.086885+00:00
1382604,completed,41,2026-07-20T15:11:55.544259+00:00
1382607,completed,40,2026-07-20T16:23:02.111472+00:00
1382609,completed,40,2026-07-20T15:50:46.349670+00:00
1382612,completed,39,2026-07-20T15:58:34.990481+00:00
1382617,completed,41,2026-07-20T16:22:39.019811+00:00
1382620,completed,40,2026-07-20T15:51:33.125952+00:00
1382621,completed,40,2026-07-20T15:59:43.533523+00:00
1382626,completed,43,2026-07-20T15:59:44.040262+00:00
1382629,completed,42,2026-07-20T15:51:35.570522+00:00
1382633,completed,42,2026-07-20T16:23:25.720742+00:00
1382635,completed,40,2026-07-20T15:11:26.072826+00:00
1382638,completed,40,2026-07-20T16:23:21.123395+00:00
1382640,completed,40,2026-07-20T16:25:50.711048+00:00
1382641,completed,40,2026-07-20T16:25:08.012331+00:00
1382643,completed,40,2026-07-20T16:25:52.239934+00:00
1382646,completed,40,2026-07-20T15:59:44.546319+00:00
1382648,completed,40,2026-07-20T15:11:56.087826+00:00
1382652,completed,40,2026-07-20T16:03:29.326565+00:00
1382654,completed,40,2026-07-20T15:59:48.089336+00:00
1382656,completed,40,2026-07-20T16:21:36.235322+00:00
1382665,completed,40,2026-07-20T16:22:49.764924+00:00
1382670,completed,40,2026-07-20T16:01:16.968173+00:00
1382677,completed,40,2026-07-20T16:02:41.248726+00:00
1382678,completed,40,2026-07-20T16:00:51.469299+00:00
1382683,completed,40,2026-07-20T16:23:53.945419+00:00
1382689,completed,40,2026-07-20T16:02:03.528962+00:00
1382694,completed,40,2026-07-20T16:01:21.791714+00:00
1382696,completed,40,2026-07-20T16:02:42.788561+00:00
1382703,completed,40,2026-07-20T16:02:42.279002+00:00
1382708,completed,40,2026-07-20T16:02:44.837008+00:00
1382712,completed,40,2026-07-20T16:23:51.908116+00:00
1382720,completed,40,2026-07-20T16:02:43.304686+00:00
1382726,completed,40,2026-07-20T16:01:20.593957+00:00
1382733,completed,40,2026-07-20T16:01:24.815987+00:00
1382743,completed,40,2026-07-20T16:01:24.272027+00:00
1382745,completed,40,2026-07-20T16:01:19.094793+00:00
1382749,completed,40,2026-07-20T16:23:52.926248+00:00
1382751,completed,40,2026-07-20T16:01:23.127494+00:00
1382756,completed,40,2026-07-20T16:01:12.842369+00:00
1382764,completed,40,2026-07-20T16:01:12.068870+00:00
1382767,completed,40,2026-07-20T16:23:52.419969+00:00
1382768,completed,40,2026-07-20T16:01:10.703745+00:00
1382777,completed,40,2026-07-20T16:00:50.735151+00:00
1382778,completed,40,2026-07-20T16:22:12.825046+00:00
1382784,completed,40,2026-07-20T16:01:01.317792+00:00
1382785,completed,40,2026-07-20T16:23:54.458761+00:00
1382786,completed,40,2026-07-20T16:00:59.695266+00:00
1382793,completed,40,2026-07-20T16:01:21.226482+00:00
1382801,completed,40,2026-07-20T16:01:06.745323+00:00
1382803,completed,40,2026-07-20T16:23:53.435225+00:00
1382804,completed,40,2026-07-20T16:01:17.600072+00:00
1382810,completed,39,2026-07-20T16:01:25.500094+00:00
1382816,completed,40,2026-07-20T16:02:41.763993+00:00
1382820,completed,40,2026-07-20T16:24:36.047638+00:00
1382825,completed,40,2026-07-20T16:00:56.737280+00:00
1382829,completed,40,2026-07-20T16:01:19.983954+00:00
1382830,completed,40,2026-07-20T16:24:35.540532+00:00
1382835,completed,40,2026-07-20T16:24:36.555419+00:00
1382839,completed,40,2026-07-20T16:01:11.357159+00:00
1382841,completed,40,2026-07-20T16:00:59.181993+00:00
1382844,completed,40,2026-07-20T16:24:32.993458+00:00
1382846,completed,40,2026-07-20T16:01:08.235712+00:00
1382849,completed,40,2026-07-20T16:24:35.031479+00:00
1382852,completed,40,2026-07-20T16:01:07.576898+00:00
1382853,completed,40,2026-07-20T16:24:34.013035+00:00
1382859,completed,40,2026-07-20T16:01:13.812504+00:00
1382863,completed,40,2026-07-20T16:24:31.974434+00:00
1383450,completed,46,2026-07-20T15:50:42.490497+00:00
1383452,completed,46,2026-07-20T16:21:35.200111+00:00
1383455,completed,46,2026-07-20T16:21:35.719730+00:00
1383457,completed,46,2026-07-20T15:50:11.176524+00:00
1383527,completed,46,2026-07-20T16:19:55.536053+00:00
1383570,completed,46,2026-07-20T15:05:12.311546+00:00
1383571,completed,44,2026-07-20T16:01:40.473524+00:00
1383657,completed,52,2026-07-20T16:21:10.071178+00:00
1383658,completed,44,2026-07-20T15:05:23.158897+00:00
1383801,completed,52,2026-07-20T15:05:23.701001+00:00
1383915,completed,52,2026-07-20T15:06:50.396779+00:00
1383916,completed,52,2026-07-20T15:39:27.437278+00:00
1383918,completed,46,2026-07-20T15:49:29.432699+00:00
1384652,completed,43,2026-07-20T15:50:42.968501+00:00
1384656,completed,44,2026-07-20T16:01:28.261911+00:00
1384659,completed,42,2026-07-20T16:01:59.328210+00:00
1384660,completed,44,2026-07-20T16:23:39.568802+00:00
1384663,completed,44,2026-07-20T15:50:19.385721+00:00
1384669,completed,43,2026-07-20T16:23:39.049606+00:00
1384671,completed,43,2026-07-20T16:23:46.791009+00:00
1384673,completed,42,2026-07-20T16:02:00.577526+00:00
1384676,completed,42,2026-07-20T16:23:41.104386+00:00
1384679,completed,43,2026-07-20T16:23:44.736283+00:00
1384680,completed,44,2026-07-20T16:02:25.694198+00:00
1384685,completed,44,2026-07-20T16:23:08.833116+00:00
1384688,completed,43,2026-07-20T16:23:40.080797+00:00
1384692,completed,44,2026-07-20T16:23:42.685679+00:00
1384694,completed,42,2026-07-20T16:23:45.249971+00:00
1384695,completed,44,2026-07-20T16:02:23.110616+00:00
1384699,completed,44,2026-07-20T16:23:42.131477+00:00
1384702,completed,42,2026-07-20T16:22:06.660358+00:00
1384703,completed,44,2026-07-20T16:02:24.138036+00:00
1384708,completed,43,2026-07-20T16:22:05.119025+00:00
1384711,completed,44,2026-07-20T16:23:45.769386+00:00
1384712,completed,41,2026-07-20T16:23:01.527312+00:00
1384718,completed,44,2026-07-20T16:02:02.729486+00:00
1384721,completed,44,2026-07-20T16:22:06.147806+00:00
1384722,completed,42,2026-07-20T16:23:40.592015+00:00
1384724,completed,43,2026-07-20T16:22:04.595019+00:00
1384727,completed,44,2026-07-20T16:23:43.711436+00:00
1384728,completed,44,2026-07-20T16:23:03.707435+00:00
1384735,completed,38,2026-07-20T16:03:11.937651+00:00
1384737,completed,44,2026-07-20T16:02:01.938879+00:00
1384743,completed,40,2026-07-20T16:23:38.022038+00:00
1384744,completed,44,2026-07-20T16:21:53.688281+00:00
1384748,completed,41,2026-07-20T16:23:35.977407+00:00
1384752,completed,44,2026-07-20T16:02:25.168674+00:00
1384755,completed,41,2026-07-20T16:23:41.616991+00:00
1384760,completed,44,2026-07-20T16:02:01.251131+00:00
1384764,completed,42,2026-07-20T16:23:38.538659+00:00
1384767,completed,42,2026-07-20T16:00:56.120361+00:00
1384773,completed,44,2026-07-20T16:23:48.842874+00:00
1384774,completed,42,2026-07-20T16:23:36.485710+00:00
1384776,completed,44,2026-07-20T16:01:58.811882+00:00
1384780,completed,43,2026-07-20T16:23:36.998330+00:00
1384783,completed,42,2026-07-20T16:23:44.223630+00:00
1384784,completed,44,2026-07-20T16:01:56.750550+00:00
1384788,completed,42,2026-07-20T16:23:37.511838+00:00
1384793,completed,42,2026-07-20T16:23:48.328379+00:00
1384794,completed,44,2026-07-20T16:02:22.083911+00:00
1384799,completed,44,2026-07-20T16:21:52.154898+00:00
1384804,completed,39,2026-07-20T16:01:55.707731+00:00
1384806,completed,44,2026-07-20T16:21:33.151508+00:00
1384815,completed,44,2026-07-20T16:21:23.926790+00:00
1384816,completed,43,2026-07-20T16:02:24.656305+00:00
1384824,completed,44,2026-07-20T16:21:34.177511+00:00
1384831,completed,44,2026-07-20T16:23:47.815941+00:00
1384842,completed,43,2026-07-20T16:21:17.780288+00:00
1384844,completed,41,2026-07-20T16:21:13.135587+00:00
1384848,completed,43,2026-07-20T16:01:57.258476+00:00
1384855,completed,43,2026-07-20T16:21:33.661697+00:00
1384858,completed,43,2026-07-20T16:01:57.777993+00:00
1384863,completed,44,2026-07-20T16:21:17.270261+00:00
1384864,completed,43,2026-07-20T16:01:58.302963+00:00
1384870,completed,43,2026-07-20T16:01:56.240126+00:00
1384871,completed,40,2026-07-20T16:21:18.291022+00:00
1384880,completed,42,2026-07-20T16:01:27.613691+00:00
1384884,completed,43,2026-07-20T16:02:23.621160+00:00
1384887,completed,42,2026-07-20T16:21:19.307793+00:00
1386548,completed,48,2026-07-20T15:04:54.411674+00:00
1386549,completed,52,2026-07-20T15:08:50.848917+00:00
1386550,completed,52,2026-07-20T15:39:38.604927+00:00
1386562,completed,40,2026-07-20T16:21:51.136447+00:00
1386563,completed,40,2026-07-20T16:25:39.996302+00:00
1386567,completed,39,2026-07-20T16:21:52.662810+00:00
1386578,completed,40,2026-07-20T16:24:29.414203+00:00
1386583,completed,40,2026-07-20T16:24:02.457392+00:00
1386595,completed,40,2026-07-20T16:21:32.639077+00:00
1386603,completed,40,2026-07-20T16:24:04.247007+00:00
1386605,completed,40,2026-07-20T16:24:27.373679+00:00
1386607,completed,40,2026-07-20T16:25:41.025980+00:00
1386614,completed,40,2026-07-20T16:25:45.097247+00:00
1386623,completed,40,2026-07-20T16:24:14.543921+00:00
1386625,completed,40,2026-07-20T16:23:59.574232+00:00
1386640,completed,40,2026-07-20T16:21:32.125480+00:00
1386649,completed,40,2026-07-20T16:25:38.978145+00:00
1386700,completed,40,2026-07-20T16:22:11.289121+00:00
1386707,completed,40,2026-07-20T16:22:08.728927+00:00
1386723,completed,40,2026-07-20T16:22:27.154614+00:00
1386736,completed,40,2026-07-20T16:24:24.806840+00:00
1386748,completed,40,2026-07-20T16:24:01.929545+00:00
1386763,completed,40,2026-07-20T16:24:28.903658+00:00
1386764,completed,40,2026-07-20T16:25:39.486427+00:00
1386780,completed,40,2026-07-20T16:21:24.438879+00:00
1386799,completed,40,2026-07-20T16:24:25.826266+00:00
1386801,completed,40,2026-07-20T16:25:44.079853+00:00
1386807,completed,40,2026-07-20T16:24:05.832182+00:00
1386812,completed,40,2026-07-20T16:22:23.076802+00:00
1386816,completed,40,2026-07-20T16:24:18.622859+00:00
1386818,completed,40,2026-07-20T16:25:41.537929+00:00
1386829,completed,40,2026-07-20T16:21:34.685271+00:00
1386830,completed,40,2026-07-20T16:22:22.567794+00:00
1386841,completed,40,2026-07-20T16:22:09.254198+00:00
1386844,completed,40,2026-07-20T16:22:25.113263+00:00
1386856,completed,40,2026-07-20T16:25:45.605753+00:00
1386860,completed,40,2026-07-20T16:24:15.050971+00:00
1386864,completed,40,2026-07-20T16:21:57.786975+00:00
1386876,completed,40,2026-07-20T16:21:58.806365+00:00
1386884,completed,40,2026-07-20T16:24:03.739155+00:00
1386896,completed,40,2026-07-20T16:24:26.331733+00:00
1386897,completed,40,2026-07-20T16:21:37.769630+00:00
1386904,completed,40,2026-07-20T16:21:56.764281+00:00
1386908,completed,40,2026-07-20T16:24:26.866039+00:00
1386921,completed,40,2026-07-20T16:21:41.348867+00:00
1386927,completed,40,2026-07-20T16:24:00.597121+00:00
1386928,completed,40,2026-07-20T16:21:42.872461+00:00
1386933,completed,40,2026-07-20T16:24:27.885253+00:00
1386945,completed,40,2026-07-20T16:21:40.327637+00:00
1386957,completed,40,2026-07-20T16:21:43.381272+00:00
1386958,completed,40,2026-07-20T16:22:24.098820+00:00
1386964,completed,40,2026-07-20T16:21:39.293561+00:00
1386965,completed,40,2026-07-20T16:22:27.660729+00:00
1386966,completed,40,2026-07-20T16:25:42.044545+00:00
1386971,completed,40,2026-07-20T16:24:25.319664+00:00
1386974,completed,40,2026-07-20T16:21:56.253524+00:00
1386984,completed,40,2026-07-20T16:03:06.268768+00:00
1386989,completed,40,2026-07-20T16:24:28.393155+00:00
1386992,completed,40,2026-07-20T16:24:03.155403+00:00
1387001,completed,40,2026-07-20T16:21:57.273746+00:00
1387005,completed,40,2026-07-20T16:22:09.766043+00:00
1387007,completed,40,2026-07-20T16:21:39.819223+00:00
1387016,completed,40,2026-07-20T16:25:46.110897+00:00
1387019,completed,40,2026-07-20T16:21:43.891185+00:00
1387021,completed,40,2026-07-20T16:24:04.783837+00:00
1387038,completed,40,2026-07-20T16:21:40.842307+00:00
1387041,completed,40,2026-07-20T16:23:58.554343+00:00
1387043,completed,40,2026-07-20T16:21:38.278884+00:00
1387046,completed,40,2026-07-20T16:22:23.586964+00:00
1387050,completed,40,2026-07-20T16:25:40.514528+00:00
1387058,completed,40,2026-07-20T16:22:10.781014+00:00
1387066,completed,40,2026-07-20T16:21:42.365380+00:00
1387067,completed,40,2026-07-20T16:22:26.132455+00:00
1387078,completed,40,2026-07-20T16:25:43.572329+00:00
1387079,completed,40,2026-07-20T16:25:43.063455+00:00
1387082,completed,40,2026-07-20T16:21:38.786348+00:00
1387089,completed,40,2026-07-20T16:22:10.273707+00:00
1387093,completed,40,2026-07-20T16:21:41.856379+00:00
1387094,completed,40,2026-07-20T16:25:44.590948+00:00
1387699,completed,40,2026-07-20T15:48:41.984885+00:00
1387700,completed,40,2026-07-20T15:37:18.159343+00:00
1387703,completed,40,2026-07-20T15:40:35.555581+00:00
1387704,completed,40,2026-07-20T15:07:01.210744+00:00
1387706,completed,40,2026-07-20T15:35:01.929556+00:00
1387708,completed,40,2026-07-20T15:34:28.699921+00:00
1387709,completed,40,2026-07-20T16:25:18.416746+00:00
1387711,completed,40,2026-07-20T15:40:54.302021+00:00
1387712,completed,40,2026-07-20T15:46:24.113980+00:00
1387713,completed,40,2026-07-20T15:05:44.622342+00:00
1387714,completed,40,2026-07-20T16:23:12.917723+00:00
1387716,completed,40,2026-07-20T15:48:12.784697+00:00
1387719,completed,39,2026-07-20T15:40:00.432548+00:00
1387721,completed,40,2026-07-20T15:10:38.846265+00:00
1387722,completed,40,2026-07-20T15:48:44.365656+00:00
1387724,completed,40,2026-07-20T15:06:55.809812+00:00
1387725,completed,40,2026-07-20T15:38:30.412711+00:00
1387727,completed,40,2026-07-20T15:36:50.959287+00:00
1387728,completed,40,2026-07-20T15:40:52.708725+00:00
1387731,completed,40,2026-07-20T15:07:45.147333+00:00
1387732,completed,40,2026-07-20T15:46:12.063312+00:00
1387733,completed,40,2026-07-20T15:11:24.466289+00:00
1387737,completed,40,2026-07-20T15:36:46.723590+00:00
1387739,completed,39,2026-07-20T15:06:46.649576+00:00
1387740,completed,40,2026-07-20T15:40:46.288847+00:00
1387741,completed,40,2026-07-20T15:48:13.265655+00:00
1387742,completed,40,2026-07-20T15:11:19.679635+00:00
1387744,completed,40,2026-07-20T15:36:16.001974+00:00
1387748,completed,40,2026-07-20T15:08:54.589594+00:00
1387749,completed,40,2026-07-20T15:48:07.968980+00:00
1387750,completed,40,2026-07-20T15:08:47.104152+00:00
1387752,completed,40,2026-07-20T15:48:42.463697+00:00
1387754,completed,40,2026-07-20T15:47:54.565086+00:00
1387755,completed,38,2026-07-20T15:06:39.136809+00:00
1387757,completed,40,2026-07-20T15:40:57.484657+00:00
1387758,completed,40,2026-07-20T15:39:39.662943+00:00
1387760,completed,40,2026-07-20T15:11:21.277277+00:00
1387761,completed,40,2026-07-20T16:21:54.205869+00:00
1387766,completed,40,2026-07-20T15:48:35.751390+00:00
1387767,completed,39,2026-07-20T15:05:44.090317+00:00
1387768,completed,40,2026-07-20T15:45:15.866186+00:00
1387771,completed,39,2026-07-20T15:48:36.710159+00:00
1387772,completed,40,2026-07-20T15:06:23.637569+00:00
1387774,completed,40,2026-07-20T15:36:53.092815+00:00
1387775,completed,40,2026-07-20T15:08:52.453597+00:00
1387776,completed,40,2026-07-20T16:23:13.429866+00:00
1387778,completed,40,2026-07-20T15:47:53.132534+00:00
1387780,completed,40,2026-07-20T15:07:00.663322+00:00
1387783,completed,40,2026-07-20T16:23:04.220145+00:00
1387784,completed,40,2026-07-20T15:35:07.071253+00:00
1387786,completed,40,2026-07-20T15:10:44.195071+00:00
