requested_at_utc,fixture_ids,requested_count,returned_count,http_status,provider_remaining,success,error
2026-07-21T16:46:38.535160+00:00,1390937-1390938-1390939-1390940-1390941-1390942-1390943-1390944-1390945-1390946-1390947-1390948-1390949-1390950-1390951-1390953-1390954-1390955-1390957-1390958,20,20,200,7418,True,
2026-07-21T16:46:39.156524+00:00,1390959-1390960-1390961-1390962-1390964-1390965-1390966-1390967-1390968-1390969-1390970-1390971-1390972-1390974-1390975-1390976-1390977-1390978-1390979-1390980,20,20,200,7417,True,
2026-07-21T16:46:39.795945+00:00,1390982-1390983-1390984-1390985-1390986-1390987-1390988-1390989-1390990-1390991-1390992-1390993-1390994-1390996-1390997-1390998-1390999-1391000-1391001-1391002,20,20,200,7416,True,
2026-07-21T16:46:40.420073+00:00,1391003-1391004-1391005-1391006-1391008-1391009-1391010-1391011-1391012-1391015-1391016-1391017-1391018-1391019-1391020-1391021-1391023-1391024-1391025-1391026,20,20,200,7415,True,
2026-07-21T16:46:41.069214+00:00,1391028-1391029-1391030-1391031-1391033-1391034-1391035-1391036-1391037-1391038-1391040-1391041-1391042-1391043-1391044-1391045-1391046-1391047-1391048-1391049,20,20,200,7414,True,
2026-07-21T16:46:41.704740+00:00,1391050-1391051-1391052-1391053-1391054-1391055-1391056-1391057-1391058-1391059-1391060-1391061-1391062-1391063-1391064-1391065-1391066-1391067-1391068-1391069,20,20,200,7413,True,
2026-07-21T16:46:42.401965+00:00,1391070-1391072-1391073-1391074-1391075-1391076-1391077-1391078-1391079-1391080-1391081-1391082-1391083-1391084-1391085-1391086-1391088-1391089-1391090-1391091,20,20,200,7412,True,
2026-07-21T16:46:43.036569+00:00,1391092-1391093-1391094-1391095-1391096-1391097-1391098-1391099-1391100-1391101-1391102-1391104-1391105-1391106-1391107-1391108-1391109-1391110-1391111-1391112,20,20,200,7411,True,
2026-07-21T16:46:43.667822+00:00,1391113-1391114-1391116-1391117-1391118-1391119-1391120-1391121-1391123-1391124-1391125-1391126-1391127-1391128-1391129-1391130-1391131-1391132-1391133-1391134,20,20,200,7410,True,
2026-07-21T16:46:44.288195+00:00,1391135-1391136-1391137-1391138-1391139-1391140-1391141-1391142-1391143-1391144-1391146-1391147-1391148-1391149-1391150-1391151-1391152-1391154-1391155-1391156,20,20,200,7409,True,
2026-07-21T16:46:44.921629+00:00,1391157-1391158-1391159-1391160-1391161-1391163-1391164-1391165-1391166-1391167-1391168-1391169-1391170-1391171-1391172-1391173-1391174-1391175-1391176-1391178,20,20,200,7408,True,
2026-07-21T16:46:45.543938+00:00,1391179-1391180-1391181-1391183-1391184-1391185-1391186-1391187-1391188-1391190-1391191-1391192-1391193-1391194-1391195-1391196-1391197-1391198-1391246-1392812,20,20,200,7407,True,
2026-07-21T16:46:46.178792+00:00,1392813-1393260-1393275-1393278-1393284-1393287-1393800-1393803-1393806-1393807-1393809-1393810-1394435-1394436-1394437-1394438-1394441-1394443-1394444-1394445,20,20,200,7406,True,
2026-07-21T16:46:46.797967+00:00,1394447-1394448-1394449-1394452-1394455-1394456-1394457-1394459-1394460-1394462-1394463-1394464-1394467-1394468-1394469-1394470-1394471-1394476-1394479-1394480,20,20,200,7405,True,
2026-07-21T16:46:47.424174+00:00,1394482-1394483-1394484-1394487-1394488-1394490-1394492-1394494-1394495-1394496-1394497-1394499-1394503-1394504-1394506-1394507-1394509-1394513-1394514-1394515,20,20,200,7404,True,
2026-07-21T16:46:48.050908+00:00,1394516-1394519-1394522-1394524-1394525-1394527-1394531-1394532-1394533-1394534-1394535-1394538-1394540-1394542-1394543-1394545-1394549-1394551-1394553-1394554,20,20,200,7403,True,
2026-07-21T16:46:48.755862+00:00,1394556-1394558-1394560-1394561-1394563-1394567-1394568-1394569-1394574-1394575-1394576-1394578-1394579-1394580-1394581-1394586-1394587-1394588-1394589-1394591,20,20,200,7402,True,
2026-07-21T16:46:49.375983+00:00,1394593-1394596-1394597-1394599-1394600-1394601-1394603-1394605-1394606-1394607-1394608-1394612-1394613-1394614-1394615-1394620-1394621-1394624-1394625-1394626,20,20,200,7401,True,
2026-07-21T16:46:50.003087+00:00,1394630-1394631-1394632-1394634-1394635-1394638-1394639-1394640-1394641-1394642-1394645-1394646-1394648-1394650-1394651-1394653-1394655-1394657-1394659-1394660,20,20,200,7400,True,
2026-07-21T16:46:50.657222+00:00,1394662-1394666-1394668-1394669-1394670-1394671-1394672-1394675-1394677-1394680-1394682-1394684-1394685-1394686-1394687-1394689-1394691-1394693-1394695-1394697,20,20,200,7399,True,
2026-07-21T16:46:51.285575+00:00,1394701-1394702-1394704-1394705-1394707-1394710-1394711-1394713-1394714-1394718-1394719-1394720-1394722-1394723-1394724-1394725-1394729-1394731-1394732-1394734,20,20,200,7398,True,
2026-07-21T16:46:51.925738+00:00,1394736-1394738-1396238-1396240-1396243-1396245-1396248-1396249-1396252-1396256-1396260-1396261-1396263-1396265-1396267-1396270-1396275-1396276-1396279-1396280,20,20,200,7397,True,
2026-07-21T16:46:52.552829+00:00,1396282-1396284-1396286-1396288-1396290-1396292-1396293-1396294-1396295-1396303-1396304-1396307-1396309-1396310-1396315-1396317-1396321-1396322-1396325-1396326,20,20,200,7396,True,
2026-07-21T16:46:53.184684+00:00,1396327-1396329-1396330-1396333-1396334-1396336-1396338-1396339-1396341-1396343-1396347-1396350-1396352-1396353-1396355-1396356-1396358-1396359-1396362-1396364,20,20,200,7395,True,
2026-07-21T16:46:53.807932+00:00,1396369-1396370-1396371-1396373-1396377-1396380-1396383-1396384-1396385-1396387-1396393-1396394-1396396-1396397-1396398-1396399-1396400-1396401-1396405-1396408,20,20,200,7394,True,
2026-07-21T16:46:54.421021+00:00,1396410-1396411-1396414-1396415-1396418-1396419-1396423-1396424-1396428-1396429-1396431-1396432-1396437-1396438-1396439-1396442-1396443-1396446-1396447-1396448,20,20,200,7393,True,
2026-07-21T16:46:55.126834+00:00,1396450-1396454-1396455-1396457-1396463-1396465-1396466-1396469-1396471-1396472-1396473-1396478-1396481-1396482-1396483-1396484-1396487-1396491-1396493-1396494,20,20,200,7392,True,
2026-07-21T16:46:55.741757+00:00,1396497-1396499-1396501-1396502-1396506-1396507-1396509-1396511-1396513-1396519-1396520-1396523-1396524-1396525-1396527-1396529-1396530-1396537-1396539-1396542,20,20,200,7391,True,
2026-07-21T16:46:56.368752+00:00,1397437-1397440-1397442-1397443-1397447-1397449-1397451-1397454-1397460-1397467-1397472-1398315-1398320-1398329-1398333-1398335-1398336-1398349-1398354-1398356,20,20,200,7390,True,
2026-07-21T16:46:56.999906+00:00,1398362-1398372-1398376-1398386-1398387-1398396-1398401-1398408-1398409-1398417-1398428-1398437-1398439-1398445-1398449-1398459-1398462-1398465-1398470-1398476,20,20,200,7389,True,
2026-07-21T16:46:57.627496+00:00,1398479-1398485-1398491-1398496-1398503-1398511-1398522-1398534-1398542-1398552-1398562-1398566-1398581-1398588-1398598-1398608-1398617-1398628-1398639-1398650,20,20,200,7388,True,
2026-07-21T16:46:58.250736+00:00,1398655-1398671-1398683-1398691-1399365-1400742-1400745-1400747-1400751-1400754-1400756-1400759-1400761-1400765-1400769-1400770-1400771-1400775-1400776-1400783,20,20,200,7387,True,
2026-07-21T16:46:58.886103+00:00,1400787-1400788-1400790-1400792-1400794-1400796-1400798-1400801-1400803-1400807-1400808-1400812-1400814-1400817-1400825-1400828-1400830-1400832-1400836-1400837,20,20,200,7386,True,
2026-07-21T16:46:59.517814+00:00,1400847-1400854-1400857-1400860-1400861-1400864-1400867-1400872-1400873-1400876-1400881-1400882-1400883-1400885-1400890-1400891-1400892-1400893-1400896-1400897,20,20,200,7385,True,
2026-07-21T16:47:00.140607+00:00,1400898-1400899-1400901-1400903-1400907-1400908-1400909-1400910-1400914-1400915-1400920-1400921-1405448-1405456-1405523-1405524-1414142-1414143-1414144-1414145,20,20,200,7475,True,
2026-07-21T16:47:00.861187+00:00,1414171-1414177-1421137-1421141-1421146-1421147-1421148-1421163-1421176-1421178-1421184-1421208-1424021-1424025-1424028-1424029-1424039-1424040-1424042-1424046,20,20,200,7474,True,
2026-07-21T16:47:01.657447+00:00,1424049-1424054-1424057-1424058-1424063-1424065-1424070-1424397-1424398-1429536-1429539-1429543-1429546-1429556-1429566-1429567-1429569-1429575-1429579-1429581,20,20,200,7473,True,
2026-07-21T16:47:02.408203+00:00,1429585-1429586-1429594-1429598-1429603-1429612-1429615-1429619-1429623-1429628-1429629-1429635-1429638-1429646-1429647-1429652-1429655-1429657-1429661-1429666,20,20,200,7472,True,
2026-07-21T16:47:03.137477+00:00,1429669-1429675-1429676-1429681-1429687-1429692-1429694-1429697-1429701-1429706-1429708-1431102-1431103-1435547-1435548-1435549-1435550-1435551-1435554-1435555,20,20,200,7471,True,
2026-07-21T16:47:03.869969+00:00,1435556-1435916-1435918-1435919-1435920-1435921-1435922-1435924-1435925-1435927-1435930-1435934-1435935-1435936-1435937-1435939-1435942-1435943-1435945-1435947,20,20,200,7470,True,
2026-07-21T16:47:04.611093+00:00,1435948-1435950-1435951-1435952-1435954-1435957-1435959-1435960-1435963-1435964-1435966-1435968-1435969-1435970-1435972-1435974-1435977-1435979-1435980-1435981,20,20,200,7469,True,
2026-07-21T16:47:05.245464+00:00,1435984-1435988-1435989-1435991-1435992-1435993-1435994-1435996-1435997-1435999-1436000-1436002-1436003-1436004-1436005-1436009-1436010-1436011-1436012-1436013,20,20,200,7468,True,
2026-07-21T16:47:05.879885+00:00,1436015-1436016-1436017-1436022-1436023-1436025-1436026-1436028-1436030-1436031-1436032-1436034-1436038-1436041-1436043-1436046-1436047-1436049-1436050-1436051,20,20,200,7467,True,
2026-07-21T16:47:06.520053+00:00,1436053-1436054-1436055-1436057-1436058-1436064-1436065-1436066-1436067-1436069-1436070-1436071-1436072-1436076-1436077-1436078-1436080-1436083-1436084-1436087,20,20,200,7466,True,
2026-07-21T16:47:07.168313+00:00,1436089-1436090-1436091-1436093-1436096-1436097-1436098-1436100-1436104-1436106-1436107-1436108-1436110-1436111-1436112-1436113-1436114-1436115-1436121-1436123,20,20,200,7465,True,
2026-07-21T16:47:07.844253+00:00,1436124-1436125-1436126-1436130-1436131-1436133-1436135-1436136-1436138-1436142-1436143-1436144-1436146-1436147-1436148-1436150-1436152-1436153-1436154-1436156,20,20,200,7464,True,
2026-07-21T16:47:08.561680+00:00,1436157-1436159-1436160-1436162-1436164-1436167-1436168-1436169-1436171-1436172-1436176-1436179-1436180-1436181-1436182-1436184-1436185-1436187-1436193-1436194,20,20,200,7463,True,
2026-07-21T16:47:09.202503+00:00,1436198-1436199-1436200-1436201-1436202-1436204-1436205-1436207-1436209-1436210-1436212-1436259-1436263-1436265-1436269-1436273-1436274-1436279-1436280-1436282,20,20,200,7462,True,
2026-07-21T16:47:09.869484+00:00,1436285-1436800-1436801-1438592-1438605-1438626-1438638-1438661-1438686-1438691-1438692-1438693-1438698-1438703-1438706-1438711-1438714-1438719-1438720-1438723,20,20,200,7461,True,
2026-07-21T16:47:10.493060+00:00,1438724-1438727-1438729-1438732-1438733-1438735-1438739-1438740-1438741-1438743-1438745-1438747-1438748-1438751-1438753-1438755-1438757-1438759-1438761-1438762,20,20,200,7460,True,
2026-07-21T16:47:11.126878+00:00,1438765-1438818-1438819-1438820-1438822-1438829-1438977-1446006-1446007-1446008-1446009-1446010-1446012-1446014-1446015-1446018-1446020-1446022-1446514-1446515,20,20,200,7459,True,
2026-07-21T16:47:11.775939+00:00,1446717-1446719-1446939-1446941-1449551-1449981-1451020-1451021-1451022-1451023-1451024-1451025-1451026-1451027-1451028-1451029-1451030-1451031-1451032-1451033,20,20,200,7458,True,
2026-07-21T16:47:12.429979+00:00,1451034-1451035-1451036-1451037-1451038-1451039-1451040-1451041-1451042-1451043-1451044-1451045-1451046-1451047-1451048-1451049-1451050-1451051-1451052-1451053,20,20,200,7457,True,
2026-07-21T16:47:13.053662+00:00,1451054-1451055-1451057-1451058-1451059-1451060-1451061-1451062-1451063-1451064-1451065-1451066-1451067-1451068-1451069-1451070-1451071-1451072-1451073-1451074,20,20,200,7456,True,
2026-07-21T16:47:13.683947+00:00,1451075-1451076-1451077-1451078-1451079-1451080-1451081-1451082-1451083-1451084-1451085-1451086-1451087-1451088-1451089-1451090-1451091-1451092-1451093-1451094,20,20,200,7455,True,
2026-07-21T16:47:14.342158+00:00,1451095-1451096-1451097-1451098-1451099-1451100-1451101-1451102-1451103-1451104-1451105-1451106-1451107-1451108-1451109-1451110-1451111-1451112-1451113-1451114,20,20,200,7454,True,
2026-07-21T16:47:15.069151+00:00,1451115-1451116-1451117-1451118-1451119-1451121-1451122-1451123-1451124-1451125-1451126-1451127-1451128-1451129-1451130-1451131-1451132-1451133-1451134-1451135,20,20,200,7386,True,
2026-07-21T16:47:15.698519+00:00,1451136-1451137-1451138-1451139-1451140-1451141-1451142-1451143-1451144-1451145-1451146-1451147-1451148-1451149-1451150-1451151-1451152-1451153-1451154-1451155,20,20,200,7385,True,
2026-07-21T16:47:16.353895+00:00,1451156-1451157-1451158-1451159-1451160-1451161-1451162-1451163-1451164-1451167-1451169-1451170-1451171-1451172-1451174-1451175-1451176-1451177-1451178-1451179,20,20,200,7384,True,
2026-07-21T16:47:16.979164+00:00,1451180-1451181-1451182-1451183-1451184-1451187-1451188-1451189-1451190-1451191-1451192-1451194-1451196-1451197-1451199-1451200-1451201-1451203-1451205-1451206,20,20,200,7383,True,
2026-07-21T16:47:17.622644+00:00,1451208-1451209-1451210-1451211-1451212-1451214-1451215-1451217-1451218-1451219-1451221-1451222-1451223-1451225-1451226-1451227-1451228-1451230-1451231-1451233,20,20,200,7382,True,
2026-07-21T16:47:18.254763+00:00,1451234-1451235-1451236-1451237-1451238-1451239-1451240-1451241-1451242-1451244-1451246-1451247-1451248-1451249-1451253-1451254-1451255-1451256-1451257-1451258,20,20,200,7381,True,
2026-07-21T16:47:18.886910+00:00,1451259-1451260-1451261-1451262-1451263-1451264-1451265-1451266-1451268-1451269-1451270-1451271-1451272-1451273-1451274-1451275-1451277-1451280-1451281-1451282,20,20,200,7380,True,
2026-07-21T16:47:19.516301+00:00,1451283-1451284-1451285-1451286-1451288-1451289-1451290-1451291-1451292-1451293-1451294-1451295-1451296-1451297-1451298-1451299-1451300-1451301-1451302-1451355,20,20,200,7379,True,
2026-07-21T16:47:20.144724+00:00,1451358-1451365-1451373-1451374-1451383-1451385-1451394-1451399-1451401-1451406-1451416-1451419-1451423-1451431-1451434-1451439-1451441-1451442-1451447-1451448,20,20,200,7378,True,
2026-07-21T16:47:20.781597+00:00,1452153-1452154-1452155-1452156-1452157-1452159-1452162-1453336-1457269-1457270-1457271-1457273-1457274-1457276-1457277-1457278-1457279-1457280-1457281-1457282,20,20,200,7377,True,
2026-07-21T16:47:21.518751+00:00,1457283-1457865-1463459-1463460-1463461-1463463-1463464-1463465-1463466-1463469-1463470-1463471-1463474-1466347-1472432-1477047-1477048-1477049-1477050-1477051,20,20,200,7376,True,
2026-07-21T16:47:22.157905+00:00,1477052-1477053-1477054-1477441-1477938-1477939-1477940-1477941-1478007-1478013-1478014-1478017-1478020-1478024-1478027-1478031-1478032-1478035-1478040-1478044,20,20,200,7375,True,
2026-07-21T16:47:22.792644+00:00,1478046-1478047-1478049-1478051-1479251-1479253-1479255-1479466-1479614-1479615-1479617-1479618-1479619-1479620-1479621-1480733-1480749-1480750-1481800-1481801,20,20,200,7374,True,
2026-07-21T16:47:23.426651+00:00,1482402-1482403-1482405-1482406-1482407-1482408-1482409-1482411-1482412-1482413-1482414-1484849-1484850-1484851-1484852-1485040-1485127-1485132-1485138-1485159,20,20,200,7373,True,
2026-07-21T16:47:24.056548+00:00,1485161-1485164-1485256-1485257-1485258-1485259-1485260-1485262-1485263-1485419-1485425-1485435-1485454-1485459-1485587-1485787-1485788-1485789-1485998-1485999,20,20,200,7372,True,
2026-07-21T16:47:24.688926+00:00,1486000-1486001-1486002-1486128-1486130-1486134-1486142-1486152-1488194-1488195-1488202-1488222-1488362-1488536-1488555-1488770-1488771-1488772-1488773-1488825,20,20,200,7371,True,
2026-07-21T16:47:25.353331+00:00,1488839-1488841-1488842-1488844-1488846-1488848-1488849-1488853-1488855-1489093-1489254-1489369-1489370-1489371-1489372-1489373-1489374-1489375-1489376-1489377,20,20,200,7370,True,
2026-07-21T16:47:25.990739+00:00,1489378-1489379-1489380-1489381-1489382-1489383-1489384-1489385-1489386-1489387-1489388-1489389-1489390-1489391-1489392-1489393-1489394-1489395-1489396-1489397,20,20,200,7369,True,
2026-07-21T16:47:26.619143+00:00,1489398-1489399-1489400-1489401-1489402-1489403-1489404-1489405-1489406-1489407-1489408-1489409-1489410-1489411-1489412-1489413-1489414-1489415-1489416-1489417,20,20,200,7368,True,
2026-07-21T16:47:27.265969+00:00,1489418-1489419-1489420-1489421-1489422-1489446-1489447-1489459-1489461-1489462-1489463-1489464-1489465-1490121-1490125-1490126-1490129-1490132-1490133-1490135,20,20,200,7367,True,
2026-07-21T16:47:27.970129+00:00,1490137-1490138-1490140-1490146-1490147-1490149-1490150-1490151-1490153-1490154-1490155-1490157-1490161-1490162-1490165-1490166-1490167-1490169-1490171-1490175,20,20,200,7366,True,
2026-07-21T16:47:28.605828+00:00,1490176-1490180-1490183-1490184-1490187-1490190-1490191-1490193-1490196-1490198-1490199-1490200-1490203-1490208-1490210-1490212-1490213-1490215-1490218-1490219,20,20,200,7365,True,
2026-07-21T16:47:29.231989+00:00,1490224-1490226-1490227-1490228-1490233-1490234-1490236-1490237-1490238-1490239-1490242-1490244-1490249-1490252-1490254-1490260-1490262-1490263-1490264-1490266,20,20,200,7364,True,
2026-07-21T16:47:29.868031+00:00,1490267-1490268-1490276-1490278-1490280-1490281-1490282-1490283-1490287-1490288-1490290-1490296-1490297-1490298-1490299-1490302-1490308-1490309-1490311-1490314,20,20,200,7363,True,
2026-07-21T16:47:30.495252+00:00,1490315-1490318-1490322-1490323-1490324-1490325-1490776-1490778-1490779-1490781-1490782-1490784-1490788-1490792-1490794-1490796-1490798-1490799-1490803-1490804,20,20,200,7362,True,
2026-07-21T16:47:31.156429+00:00,1490805-1490806-1490808-1490809-1490810-1490814-1490815-1490816-1490818-1490820-1490821-1490965-1490967-1490969-1490970-1490972-1490973-1490974-1490975-1490977,20,20,200,7361,True,
2026-07-21T16:47:31.804784+00:00,1490978-1490979-1491356-1491502-1491503-1491683-1491726-1491727-1491791-1491792-1491794-1491795-1491798-1491803-1491804-1491805-1491807-1491808-1491810-1491811,20,20,200,7360,True,
2026-07-21T16:47:32.450040+00:00,1491812-1491814-1491815-1491817-1492110-1492115-1492117-1492118-1492121-1492124-1492125-1492126-1492129-1492134-1492135-1492137-1492138-1492139-1492146-1492147,20,20,200,7359,True,
2026-07-21T16:47:33.115122+00:00,1492149-1492154-1492155-1492157-1492159-1492160-1492162-1492164-1492165-1492167-1492174-1492175-1492177-1492179-1492182-1492184-1492187-1492188-1492192-1492198,20,20,200,7358,True,
2026-07-21T16:47:33.749763+00:00,1492201-1492205-1492206-1492209-1492212-1492214-1492215-1492217-1492223-1492224-1492226-1492228-1492231-1492234-1492235-1492236-1492237-1492240-1492244-1492245,20,20,200,7357,True,
2026-07-21T16:47:34.489464+00:00,1492247-1492254-1492255-1492257-1492259-1492260-1492262-1492266-1492267-1492268-1492273-1492274-1492278-1492295-1492297-1492299-1492490-1492491-1492492-1492496,20,20,200,7356,True,
2026-07-21T16:47:35.135852+00:00,1492498-1492502-1492504-1492505-1492507-1492508-1492510-1492513-1492514-1492516-1492518-1492519-1492521-1492522-1492523-1492528-1492529-1492531-1492533-1492534,20,20,200,7355,True,
2026-07-21T16:47:35.762306+00:00,1492536-1492538-1492541-1492542-1492543-1492545-1492546-1492548-1492550-1492551-1492557-1492559-1492560-1492561-1492564-1492565-1492567-1492568-1492575-1492576,20,20,200,7354,True,
2026-07-21T16:47:36.405074+00:00,1492577-1492578-1492579-1492583-1492584-1492586-1492587-1492589-1492592-1492593-1492595-1492597-1492598-1492599-1492600-1492602-1492606-1492608-1492610-1492611,20,20,200,7353,True,
2026-07-21T16:47:37.040830+00:00,1492612-1492615-1494072-1494073-1494403-1494404-1494601-1494614-1494622-1494628-1494643-1494651-1494657-1494666-1494668-1494700-1494732-1495114-1495617-1495618,20,20,200,7352,True,
2026-07-21T16:47:37.673624+00:00,1495620-1495621-1495626-1495629-1495630-1495631-1495632-1495635-1498259-1498260-1500513-1500521-1500529-1500534-1500544-1500552-1500565-1500569-1500856-1500862,20,20,200,7351,True,
2026-07-21T16:47:38.305592+00:00,1500866-1500869-1500870-1500872-1500876-1500878-1500883-1500884-1500886-1501283-1501834-1501835-1501836-1501837-1501838-1501840-1501841-1502139-1502168-1502169,20,20,200,7350,True,
2026-07-21T16:47:38.938894+00:00,1502450-1502467-1503186-1503401-1503402-1503640-1503641-1503643-1503644-1503645-1503646-1503770-1505616-1505617-1506251-1506252-1506253-1506254-1506256-1506257,20,20,200,7349,True,
2026-07-21T16:47:39.557797+00:00,1506258-1506259-1506260-1506261-1506264-1506877-1506878-1506879-1506880-1506881-1506883-1506884-1506885-1508002-1508003-1508932-1508938-1508941-1508942-1509054,20,20,200,7348,True,
2026-07-21T16:47:40.203959+00:00,1509770-1509771-1509772-1509773-1510242-1514128-1514129-1514131-1514132-1514134-1514136-1514138-1514141-1514144-1514146-1514890-1515514-1515515-1515516-1515517,20,20,200,7347,True,
2026-07-21T16:47:40.916271+00:00,1515518-1515519-1515520-1515521-1515522-1515523-1515524-1515525-1515526-1515527-1515528-1515529-1515530-1515531-1515532-1515533-1515534-1515535-1515537-1515538,20,20,200,7346,True,
2026-07-21T16:47:41.549447+00:00,1515540-1515541-1515542-1515543-1515544-1515545-1518728-1519244-1519245-1519246-1519247-1519498-1519499-1520390-1520391-1520392-1520393-1520403-1521064-1521065,20,20,200,7345,True,
2026-07-21T16:47:42.170561+00:00,1521066-1521524-1521525-1521547-1521548-1522479-1522480-1522576-1523389-1523390-1523391-1523392-1523394-1523410-1523411-1523412-1523413-1523414-1523415-1523416,20,20,200,7344,True,
2026-07-21T16:47:42.813603+00:00,1524397-1524398-1524399-1524410-1524414-1526336-1526337-1526432-1526640-1526641-1526642-1526643-1528137-1528138-1528310-1528311-1528318-1528319-1528320-1528321,20,20,200,7343,True,
2026-07-21T16:47:43.436876+00:00,1528322-1528323-1528324-1528325-1528326-1528327-1528328-1528329-1528330-1528331-1528332-1528333-1528334-1528335-1528336-1528337-1528338-1528339-1528340-1528341,20,20,200,7342,True,
2026-07-21T16:47:44.074531+00:00,1528342-1528343-1528344-1528345-1528346-1528347-1528348-1528349-1528350-1528354-1528357-1528358-1528359-1528362-1528365-1528824-1528825-1528849-1529058-1529694,20,20,200,7341,True,
2026-07-21T16:47:44.695769+00:00,1530105-1530106-1530530-1530534-1530535-1530539-1530543-1530544-1530549-1530552-1530554-1530556-1530559-1530564-1530565-1530570-1530573-1530576-1530579-1530582,20,20,200,7340,True,
2026-07-21T16:47:45.331614+00:00,1530584-1530587-1531570-1531571-1531572-1531573-1531968-1531969-1531970-1531971-1534570-1534571-1534572-1534573-1534907-1534908-1534909-1534910-1534911-1534912,20,20,200,7339,True,
2026-07-21T16:47:45.966491+00:00,1534931-1534932-1535150-1535159-1535169-1535181-1535194-1535208-1535223-1535233-1535237-1535241-1535242-1535256-1535257-1535263-1535267-1535268-1535272-1535288,20,20,200,7338,True,
2026-07-21T16:47:46.618214+00:00,1535295-1535302-1535303-1535309-1535320-1535321-1535327-1535331-1535332-1535334-1535335-1535336-1535337-1535338-1535339-1535340-1535341-1535342-1535343-1535348,20,20,200,7337,True,
2026-07-21T16:47:47.334312+00:00,1535349-1536080-1536083-1536936-1536938-1536939-1536941-1536942-1536943-1536945-1536947-1536949-1536951-1536953-1536954-1536955-1536956-1536957-1536958-1536960,20,20,200,7336,True,
2026-07-21T16:47:47.957192+00:00,1536961-1536962-1536963-1536964-1536978-1536979-1536981-1536982-1536983-1536984-1536985-1536986-1536987-1536988-1536989-1536990-1536991-1536992-1536994-1536995,20,20,200,7335,True,
2026-07-21T16:47:48.582425+00:00,1536997-1536998-1536999-1537000-1537001-1537002-1537003-1537004-1537005-1537006-1537007-1537008-1537009-1537013-1537015-1537020-1537026-1537027-1537028-1537029,20,20,200,7334,True,
2026-07-21T16:47:49.230269+00:00,1537032-1537083-1537086-1537088-1537092-1537094-1537098-1537100-1537103-1537121-1537122-1537123-1537124-1537125-1537126-1537127-1537128-1537129-1537130-1537131,20,20,200,7333,True,
2026-07-21T16:47:49.866784+00:00,1537132-1537582-1538476-1538999-1539000-1539001-1539002-1539003-1539004-1539005-1539006-1539007-1539008-1539009-1539010-1539011-1539012-1539013-1539016-1539017,20,20,200,7332,True,
2026-07-21T16:47:50.533432+00:00,1539074-1539715-1539716-1540020-1540024-1540028-1540030-1540032-1540615-1540753-1540841-1540842-1540843-1540844-1540845-1540848-1540871-1540872-1540873-1540874,20,20,200,7331,True,
2026-07-21T16:47:51.164460+00:00,1540879-1540880-1540881-1540882-1541023-1541795-1541796-1541869-1542238-1542548-1542551-1542691-1542692-1542721-1542722-1542822-1542823-1542825-1542827-1542828,20,20,200,7330,True,
2026-07-21T16:47:51.818624+00:00,1542829-1542830-1542831-1542833-1542835-1542889-1542913-1542914-1542917-1542919-1544371-1544596-1544608-1544853-1544854-1544855-1544856-1545408-1545409-1545410,20,20,200,7329,True,
2026-07-21T16:47:52.447358+00:00,1545417-1545418-1545451-1545452-1561329-1562344-1562345-1562586-1564789-1565176-1565177-1565178-1565179-1567306-1567307-1567308-1567309-1567310-1567311-1567312,20,20,200,7328,True,
2026-07-21T16:47:53.108756+00:00,1567824-1568100-1569870-1570714-1570715-1576756-1576804-1576805-1578539-1581037-1581821-1582681-1585131-1586077,14,14,200,7327,True,
