player_id,player_name,world_cup_team_id,world_cup_team,squad_position,age,number,has_2025_statistics,has_2026_statistics,failed_2025_query,failed_2026_query,competition_stat_lines,reported_minutes_across_lines
7327,A. Prass,775,Austria,Defender,24,22,True,True,False,False,5,1546.0
7328,N. Seiwald,775,Austria,Midfielder,24,6,True,True,False,False,4,3584.0
7332,L. Sucic,3,Croatia,Midfielder,23,21,True,True,False,False,5,1515.0
7525,A. Schlager,775,Austria,Goalkeeper,29,1,True,True,False,False,6,4324.0
7562,R. Schmid,775,Austria,Midfielder,25,18,True,True,False,False,5,3446.0
7578,G. Mensah,1504,Ghana,Defender,27,14,True,True,False,False,5,2998.0
7598,P. Pentz,775,Austria,Goalkeeper,28,13,True,True,False,False,4,3448.0
7722,S. Kalajdzic,775,Austria,Attacker,28,14,True,True,False,False,5,1505.0
8445,D. Batubinsika,1508,Congo DR,Defender,29,5,True,True,False,False,5,1502.0
8450,A. Seck,13,Senegal,Defender,33,4,True,True,False,False,7,2094.0
8486,E. Smith,5,Sweden,Defender,28,20,True,True,False,False,4,2707.0
8489,J. David,5529,Canada,Attacker,25,10,True,True,False,False,8,3667.0
8492,A. Sørloth,1090,Norway,Attacker,30,7,True,True,False,False,9,3528.0
8601,F. Pierrot,2386,Haiti,Attacker,30,20,True,True,False,False,8,3111.0
8627,T. Bongonda,1508,Congo DR,Midfielder,30,10,True,True,False,False,7,440.0
8794,G. Hirst,1108,Scotland,Attacker,26,18,True,True,False,False,6,2535.0
9026,N. Vasilj,1113,Bosnia & Herzegovina,Goalkeeper,30,1,True,True,False,False,4,3840.0
10097,Éderson Silva,6,Brazil,Midfielder,22,2,True,True,False,False,5,3199.0
10124,Léo Pereira,6,Brazil,Defender,29,15,True,True,False,False,14,9967.0
10135,Bruno Guimarães,6,Brazil,Midfielder,28,8,True,True,False,False,9,5540.0
12303,Ricardo Ade,2386,Haiti,Defender,35,4,True,True,False,False,9,7111.0
13151,J. Portilla,8,Colombia,Midfielder,27,15,True,True,False,False,9,3408.0
13376,J. Campaz,8,Colombia,Midfielder,25,21,True,True,False,False,8,3722.0
13571,W. Ditta,8,Colombia,Defender,28,18,True,True,False,False,10,5555.0
13708,J. Arias,8,Colombia,Midfielder,28,11,True,True,False,False,16,7572.0
13736,D. Muñoz,8,Colombia,Defender,29,2,True,True,False,False,8,5749.0
14268,I. Pandur,3,Croatia,Goalkeeper,25,12,True,True,False,False,6,4320.0
14301,S. Radeljic,1113,Bosnia & Herzegovina,Defender,28,21,True,True,False,False,4,3766.0
14379,C. Ndiaye,13,Senegal,Attacker,30,12,True,True,False,False,9,2241.0
14395,K. Jakic,3,Croatia,Midfielder,28,18,True,True,False,False,4,1860.0
14701,J. Sutalo,3,Croatia,Defender,25,6,True,True,False,False,6,2742.0
15286,Mousa Tamari,1548,Jordan,Midfielder,28,10,True,True,False,False,6,3584.0
15304,Vózinha,1533,Cape Verde Islands,Goalkeeper,39,1,True,True,False,False,4,1560.0
15683,G. Nilsson,5,Sweden,Attacker,28,25,True,True,False,False,5,222.0
15769,Frans Putros,1567,Iraq,Defender,32,26,True,True,False,False,5,961.0
15900,A. Mumin,1504,Ghana,Defender,28,6,True,True,False,False,3,92.0
16360,A. Franco,2382,Ecuador,Defender,27,21,True,True,False,False,11,8477.0
16367,W. Pacho,2382,Ecuador,Defender,24,6,True,True,False,False,11,6579.0
16369,G. Plata,2382,Ecuador,Attacker,25,19,True,True,False,False,16,5764.0
16380,H. Galíndez,2382,Ecuador,Goalkeeper,38,1,True,True,False,False,8,10510.0
16470,J. Alcívar,2382,Ecuador,Midfielder,26,5,True,True,False,False,9,4452.0
16482,R. Aguirre,7,Uruguay,Attacker,31,19,True,True,False,False,13,3664.0
16590,J. Caicedo,2382,Ecuador,Attacker,28,16,True,True,False,False,6,1886.0
16642,G. Valle,2382,Ecuador,Goalkeeper,29,22,True,True,False,False,8,3830.0
16797,Mohamed El Shenawy,32,Egypt,Goalkeeper,37,1,True,True,False,False,5,1991.0
16804,Yasser Ibrahim,32,Egypt,Defender,32,2,True,True,False,False,5,3591.0
16805,Rami Rabia,32,Egypt,Defender,32,5,True,True,False,False,4,1730.0
16813,Hamdi Fathy,32,Egypt,Defender,31,14,True,True,False,False,4,1853.0
16831,Al Mahdi Soliman,32,Egypt,Goalkeeper,38,16,True,True,False,False,4,1406.0
16841,Mohanad Lasheen,32,Egypt,Midfielder,29,17,True,True,False,False,7,3638.0
16871,Ahmed Zizo,32,Egypt,Attacker,30,25,True,True,False,False,5,2298.0
17269,Emam Ashour,32,Egypt,Midfielder,27,8,True,True,False,False,5,2153.0
18110,M. Crocombe,4673,New Zealand,Goalkeeper,32,1,True,True,False,False,6,3338.0
18592,I. Ndiaye,13,Senegal,Midfielder,25,13,True,True,False,False,8,3765.0
18776,Ç. Söyüncü,777,Türkiye,Defender,29,4,True,True,False,False,8,1302.0
18814,I. Diop,31,Morocco,Defender,28,14,True,True,False,False,5,2064.0
18816,A. Masuaku,1508,Congo DR,Defender,32,26,True,True,False,False,9,1062.0
18830,M. Arnautovic,775,Austria,Attacker,36,7,True,True,False,False,5,1986.0
18846,A. Wan-Bissaka,1508,Congo DR,Defender,28,2,True,True,False,False,7,3249.0
18861,N. Aké,1118,Netherlands,Defender,30,5,True,True,False,False,8,2274.0
18931,C. Wood,4673,New Zealand,Attacker,34,9,True,True,False,False,6,2020.0
18933,A. Gunn,1108,Scotland,Goalkeeper,29,1,True,True,False,False,7,502.0
18938,A. Jones,5529,Canada,Defender,28,3,True,True,False,False,4,1996.0
18942,Y. Valery,28,Tunisia,Midfielder,26,20,True,True,False,False,6,3912.0
18961,D. Burn,10,England,Defender,33,15,True,True,False,False,8,3682.0
18967,L. Østigård,1090,Norway,Defender,26,4,True,True,False,False,5,3041.0
18970,P. Groß,25,Germany,Midfielder,34,13,True,True,False,False,9,3363.0
18979,V. Gyökeres,5,Sweden,Attacker,27,17,True,True,False,False,9,4662.0
18981,J. Locadia,5530,Curaçao,Attacker,32,9,True,True,False,False,4,888.0
18997,L. Bacuna,5530,Curaçao,Midfielder,34,10,True,True,False,False,7,4039.0
19023,T. Ream,2384,USA,Defender,38,13,True,True,False,False,9,6287.0
19047,J. Bacuna,5530,Curaçao,Midfielder,28,7,True,True,False,False,8,2296.0
19066,G. Hanley,1108,Scotland,Defender,34,5,True,True,False,False,6,2385.0
19077,K. McLean,1108,Scotland,Midfielder,33,23,True,True,False,False,6,4702.0
19088,D. Henderson,10,England,Goalkeeper,28,13,True,True,False,False,8,4803.0
19170,M. Rogers,10,England,Midfielder,23,17,True,True,False,False,9,5719.0
19172,Ø. Nyland,1090,Norway,Goalkeeper,35,1,True,True,False,False,5,1410.0
19182,A. Tuanzebe,1508,Congo DR,Defender,28,4,True,True,False,False,7,2207.0
19191,J.  McGinn,1108,Scotland,Midfielder,31,7,True,True,False,False,8,3656.0
19235,D. Spence,10,England,Defender,25,25,True,True,False,False,9,3627.0
19281,A. Semenyo,1504,Ghana,Midfielder,25,11,True,True,False,False,10,4485.0
19354,E. Konsa,10,England,Defender,28,2,True,True,False,False,8,5416.0
19366,O. Watkins,10,England,Midfielder,30,19,True,True,False,False,8,4241.0
19465,David Raya,9,Spain,Goalkeeper,30,1,True,True,False,False,6,4682.0
19524,C. Adams,1108,Scotland,Attacker,29,10,True,True,False,False,5,2515.0
19545,R. James,10,England,Defender,26,24,True,True,False,False,9,3675.0
19549,A. Robinson,2384,USA,Midfielder,28,5,True,True,False,False,6,2360.0
19586,E. Eze,10,England,Midfielder,27,21,True,True,False,False,9,3544.0
19599,E. Martínez,26,Argentina,Goalkeeper,33,23,True,True,False,False,8,6597.0
19614,S. Ezatolahi,22,Iran,Midfielder,29,6,True,True,False,False,5,2565.0
19617,M. Olise,2,France,Midfielder,24,11,True,True,False,False,9,5181.0
19720,T. Chalobah,10,England,Defender,26,12,True,True,False,False,7,4219.0
19974,I. Toney,10,England,Attacker,29,22,True,True,False,False,6,3612.0
19987,D. Hyam,1108,Scotland,Defender,30,16,True,True,False,False,6,4425.0
20079,H. Souttar,20,Australia,Defender,27,19,True,True,False,False,5,1737.0
20457,C. Burgess,20,Australia,Defender,30,21,True,True,False,False,7,6296.0
20566,Y. Diouf,13,Senegal,Goalkeeper,26,1,True,True,False,False,9,3784.0
20649,Y. Wissa,1508,Congo DR,Attacker,29,20,True,True,False,False,7,1426.0
20655,J. Duverne,2386,Haiti,Defender,28,22,True,True,False,False,7,2329.0
20665,J. Bellegarde,2386,Haiti,Midfielder,27,10,True,True,False,False,6,2346.0
20674,S. Banza,1508,Congo DR,Attacker,29,23,True,True,False,False,8,559.0
20696,P. Gueye,13,Senegal,Midfielder,26,26,True,True,False,False,8,3871.0
20836,C. Operi,1501,Ivory Coast,Defender,28,13,True,True,False,False,7,2466.0
20844,H. Hassan,32,Egypt,Midfielder,23,12,True,True,False,False,4,2318.0
20850,C. Arcus,2386,Haiti,Defender,29,2,True,True,False,False,7,3327.0
20869,S. Chergui,1532,Algeria,Defender,26,26,True,True,False,False,5,1234.0
20995,M. Lacroix,2,France,Defender,25,26,True,True,False,False,7,5216.0
21010,E. Owusu,1504,Ghana,Midfielder,28,15,True,True,False,False,4,2694.0
21098,J. Kayembe,1508,Congo DR,Defender,31,12,True,True,False,False,6,3210.0
21101,S. Moutoussamy,1508,Congo DR,Midfielder,29,8,True,True,False,False,8,3357.0
21138,R. Aït-Nouri,1532,Algeria,Defender,24,15,True,True,False,False,10,2887.0
21509,M. Thuram,2,France,Midfielder,28,9,True,True,False,False,8,3269.0
21587,E. Skhiri,28,Tunisia,Defender,30,17,True,True,False,False,7,2786.0
21613,L. Joseph,2386,Haiti,Attacker,25,16,True,True,False,False,5,1976.0
21628,B. Samba,2,France,Goalkeeper,31,1,True,True,False,False,4,3156.0
21996,A. Baba,1504,Ghana,Defender,31,17,True,True,False,False,4,2760.0
21997,Logan Costa,1533,Cape Verde Islands,Defender,24,5,True,True,False,False,3,561.0
22002,G. Konan,1501,Ivory Coast,Defender,30,3,True,True,False,False,5,3521.0
22090,W. Saliba,2,France,Defender,24,17,True,True,False,False,6,4779.0
22139,S. Moreira,1533,Cape Verde Islands,Defender,31,22,True,True,False,False,6,8049.0
22147,M. Koné,2,France,Midfielder,24,6,True,True,False,False,7,3182.0
22149,I. Sangaré,1501,Ivory Coast,Midfielder,28,18,True,True,False,False,7,3566.0
22221,M. Maignan,2,France,Goalkeeper,30,16,True,True,False,False,6,4748.0
22222,Z. Çelik,777,Türkiye,Defender,28,2,True,True,False,False,7,5541.0
22224,Gabriel Magalhães,6,Brazil,Defender,28,3,True,True,False,False,10,6241.0
22236,Rafael Leão,27,Portugal,Midfielder,26,17,True,True,False,False,5,2271.0
22265,Nuno da Costa,1533,Cape Verde Islands,Attacker,34,21,True,True,False,False,5,1340.0
24012,L. Mpasi,1508,Congo DR,Goalkeeper,31,1,True,True,False,False,5,1275.0
24245,G. Kalulu,1508,Congo DR,Defender,28,24,True,True,False,False,5,376.0
24807,S. Özcan,777,Türkiye,Midfielder,27,5,True,True,False,False,6,328.0
24810,J. Córdoba,8,Colombia,Attacker,32,9,True,True,False,False,7,3377.0
24845,J. Ryerson,1090,Norway,Defender,28,26,True,True,False,False,8,4416.0
24866,Douglas Santos,6,Brazil,Defender,31,16,True,True,False,False,5,2733.0
24888,Hwang Hee-Chan,17,South Korea,Attacker,29,11,True,True,False,False,7,2665.0
25129,D. Burnic,1113,Bosnia & Herzegovina,Midfielder,27,17,True,True,False,False,3,2366.0
25158,D. Raum,25,Germany,Midfielder,27,22,True,True,False,False,4,3178.0
25282,G. Kobel,15,Switzerland,Goalkeeper,28,1,True,True,False,False,8,6210.0
25287,K. Danso,775,Austria,Defender,27,3,True,True,False,False,7,2696.0
25297,M. Gregoritsch,775,Austria,Midfielder,31,11,True,True,False,False,5,1677.0
25300,R. Khedira,28,Tunisia,Midfielder,31,13,True,True,False,False,4,3368.0
25314,M. Friedl,775,Austria,Defender,27,23,True,True,False,False,4,2834.0
25341,D. Luckassen,1504,Ghana,Defender,30,23,True,True,False,False,7,3512.0
25348,V. Darida,770,Czech Republic,Midfielder,35,8,True,True,False,False,2,2830.0
25368,W. Anton,25,Germany,Defender,29,3,True,True,False,False,7,4910.0
25414,J. Yeboah,2382,Ecuador,Attacker,25,9,True,True,False,False,6,3950.0
25416,W. Weghorst,1118,Netherlands,Attacker,33,9,True,True,False,False,5,2332.0
25448,K. Ayhan,777,Türkiye,Defender,31,22,True,True,False,False,7,717.0
25458,D. Lukebakio,1,Belgium,Midfielder,28,14,True,True,False,False,6,1550.0
25915,P. Mwene,775,Austria,Defender,31,16,True,True,False,False,5,3100.0
25916,M. Niakhaté,13,Senegal,Defender,29,19,True,True,False,False,8,5020.0
25927,J. Mateta,2,France,Attacker,28,22,True,True,False,False,6,3481.0
26161,L. Rogerson,4673,New Zealand,Attacker,27,7,True,True,False,False,5,1449.0
26232,M. Flekken,1118,Netherlands,Goalkeeper,32,23,True,True,False,False,6,3263.0
26240,P. Lienhart,775,Austria,Defender,29,15,True,True,False,False,5,2789.0
26243,N. Schlotterbeck,25,Germany,Defender,26,15,True,True,False,False,6,3995.0
26300,O. Kabak,777,Türkiye,Defender,25,15,True,True,False,False,4,2023.0
26315,N. González,26,Argentina,Attacker,27,15,True,True,False,False,10,3465.0
26475,D. Undav,25,Germany,Attacker,29,26,True,True,False,False,6,3927.0
28382,H. Tabakovic,1113,Bosnia & Herzegovina,Attacker,31,23,True,True,False,False,4,2806.0
29704,S. Khalilzadeh,22,Iran,Defender,36,4,True,True,False,False,4,1850.0
29720,A. Alipour,22,Iran,Attacker,30,11,True,True,False,False,3,117.0
29755,H. Hosseini,22,Iran,Goalkeeper,33,22,True,True,False,False,5,540.0
29781,M. Ghaedi,22,Iran,Attacker,27,10,True,True,False,False,3,1475.0
29937,A. Hosseinzadeh,22,Iran,Attacker,25,18,True,True,False,False,6,2547.0
30393,A. Lafont,1501,Ivory Coast,Goalkeeper,26,23,True,True,False,False,6,3053.0
30424,Ibañez,6,Brazil,Defender,27,24,True,True,False,False,6,3602.0
30432,M. de Roon,1118,Netherlands,Midfielder,34,3,True,True,False,False,5,3953.0
30484,M. Svanberg,5,Sweden,Midfielder,26,19,True,True,False,False,5,1362.0
30497,Bremer,6,Brazil,Defender,28,14,True,True,False,False,8,2748.0
30504,W. Singo,1501,Ivory Coast,Defender,25,5,True,True,False,False,8,2053.0
30521,M. Demiral,777,Türkiye,Defender,27,3,True,True,False,False,8,2392.0
30776,C. Romero,26,Argentina,Defender,27,13,True,True,False,False,7,4796.0
30807,S. Fofana,1501,Ivory Coast,Midfielder,30,6,True,True,False,False,8,1947.0
30827,M. Erlic,3,Croatia,Defender,27,25,True,True,False,False,4,2260.0
32858,T. Watanabe,12,Japan,Defender,28,16,True,True,False,False,9,4127.0
32862,T. Kubo,12,Japan,Attacker,24,8,True,True,False,False,6,2833.0
32887,Y. Sugawara,12,Japan,Midfielder,25,2,True,True,False,False,7,3238.0
32893,H. Ito,12,Japan,Defender,26,21,True,True,False,False,8,4890.0
32954,S. Taniguchi,12,Japan,Defender,34,3,True,True,False,False,5,4218.0
32966,A. Tanaka,12,Japan,Midfielder,27,7,True,True,False,False,7,2987.0
33034,K. Osako,12,Japan,Goalkeeper,26,12,True,True,False,False,10,8902.0
33165,A. Seko,12,Japan,Defender,25,20,True,True,False,False,5,3442.0
33224,D. Maeda,12,Japan,Attacker,28,11,True,True,False,False,7,4394.0
33289,Koki Ogawa,12,Japan,Attacker,28,19,True,True,False,False,6,2004.0
33321,Keito Nakamura,12,Japan,Midfielder,25,13,True,True,False,False,6,3648.0
33847,J. Geria,20,Australia,Defender,32,6,True,True,False,False,6,2245.0
33889,K. Sano,12,Japan,Midfielder,25,24,True,True,False,False,7,5049.0
34121,R. Ashurmatov,1568,Uzbekistan,Defender,29,5,True,True,False,False,6,2334.0
34168,Kim Jin-Gyu,17,South Korea,Midfielder,28,24,True,True,False,False,8,2665.0
34211,Cho Gue-Sung,17,South Korea,Attacker,28,9,True,True,False,False,6,2327.0
34374,Song Bum-Keun,17,South Korea,Goalkeeper,28,12,True,True,False,False,7,2475.0
34418,Kim Tae-Hyeon,17,South Korea,Defender,25,5,True,True,False,False,8,4204.0
34431,Lee Dong-Gyeong,17,South Korea,Attacker,28,26,True,True,False,False,10,2714.0
34710,Oh Hyeon-Gyu,17,South Korea,Attacker,24,18,True,True,False,False,8,3676.0
35532,J. Quiñones,16,Mexico,Midfielder,28,16,True,True,False,False,5,3625.0
35533,E. Valencia,2382,Ecuador,Attacker,36,13,True,True,False,False,10,3881.0
35544,J. Vásquez,16,Mexico,Defender,27,5,True,True,False,False,6,4844.0
35570,S. Eustáquio,5529,Canada,Midfielder,29,7,True,True,False,False,10,2087.0
35576,O. Pineda,16,Mexico,Midfielder,29,17,True,True,False,False,6,4052.0
35690,L. Chávez,16,Mexico,Midfielder,29,24,True,True,False,False,5,428.0
35769,C. Acevedo,16,Mexico,Goalkeeper,29,12,True,True,False,False,5,3081.0
35808,G. Velázquez,2380,Paraguay,Defender,34,2,True,True,False,False,9,4610.0
35885,A. Zendejas,2384,USA,Attacker,28,26,True,True,False,False,10,3234.0
35970,L. Romo,16,Mexico,Midfielder,30,7,True,True,False,False,6,3586.0
36088,G. Martínez,16,Mexico,Attacker,30,22,True,True,False,False,6,2041.0
36111,C. Huerta,16,Mexico,Midfielder,25,21,True,True,False,False,6,918.0
36579,S. Rahimi,31,Morocco,Attacker,29,9,True,True,False,False,6,2185.0
36777,M. Woud,4673,New Zealand,Goalkeeper,26,22,True,True,False,False,4,2481.0
36842,G. Roemeratoe,5530,Curaçao,Midfielder,26,6,True,True,False,False,7,2769.0
36857,J. Gaari,5530,Curaçao,Defender,32,3,True,True,False,False,5,1282.0
36899,T. Koopmeiners,1118,Netherlands,Midfielder,27,20,True,True,False,False,7,3238.0
36902,T. Reijnders,1118,Netherlands,Midfielder,27,14,True,True,False,False,8,3807.0
36905,G. Til,1118,Netherlands,Midfielder,28,16,True,True,False,False,6,3050.0
36967,T. Doornbusch,5530,Curaçao,Goalkeeper,26,26,True,True,False,False,5,56.0
36970,S. Floranus,5530,Curaçao,Defender,27,5,True,True,False,False,7,4349.0
36980,M. Thorsby,1090,Norway,Midfielder,29,2,True,True,False,False,6,1602.0
37066,R. van Eijma,5530,Curaçao,Defender,27,4,True,True,False,False,8,2941.0
37127,M. Ødegaard,1090,Norway,Midfielder,27,10,True,True,False,False,9,2911.0
37143,L. Geertruida,1118,Netherlands,Defender,24,2,True,True,False,False,6,1993.0
37155,O. Kokçu,777,Türkiye,Midfielder,25,6,True,True,False,False,8,3582.0
37175,R. Bazoer,5530,Curaçao,Defender,29,23,True,True,False,False,5,1230.0
37272,B. Kuwas,5530,Curaçao,Attacker,33,17,True,True,False,False,6,2376.0
37435,Deroy Duarte,1533,Cape Verde Islands,Midfielder,26,14,True,True,False,False,5,3100.0
37436,L. Duarte,1533,Cape Verde Islands,Midfielder,28,15,True,True,False,False,4,4102.0
37461,K. Felida,5530,Curaçao,Midfielder,26,22,True,True,False,False,7,3449.0
37724,C. Summerville,1118,Netherlands,Attacker,24,24,True,True,False,False,6,3252.0
37892,D. Eckert Ayensa,22,Iran,Attacker,28,24,True,True,False,False,2,1987.0
38114,K. Itakura,12,Japan,Defender,28,4,True,True,False,False,7,3158.0
38123,A. Hrustic,20,Australia,Midfielder,29,10,True,True,False,False,6,3042.0
38695,J. van Hecke,1118,Netherlands,Defender,25,6,True,True,False,False,6,4093.0
38708,G. Kastaneer,5530,Curaçao,Attacker,29,19,True,True,False,False,4,311.0
38735,S. Dest,2384,USA,Attacker,25,2,True,True,False,False,6,3524.0
38747,Q. Timber,1118,Netherlands,Midfielder,24,26,True,True,False,False,10,3247.0
38750,B. Brobbey,1118,Netherlands,Attacker,23,19,True,True,False,False,7,2387.0
39043,F. Aursnes,1090,Norway,Defender,30,14,True,True,False,False,7,4870.0
39058,F. Bjørkan,1090,Norway,Defender,27,15,True,True,False,False,7,4308.0
39064,P. Berg,1090,Norway,Midfielder,28,6,True,True,False,False,7,5174.0
39073,J. Hauge,1090,Norway,Midfielder,26,23,True,True,False,False,7,4267.0
39082,E. Selvik,1090,Norway,Goalkeeper,28,13,True,True,False,False,7,3891.0
39143,K. Thorstvedt,1090,Norway,Midfielder,26,18,True,True,False,False,5,3787.0
39254,T. Heggem,1090,Norway,Defender,26,17,True,True,False,False,8,3666.0
39362,M. Pedersen,1090,Norway,Defender,25,16,True,True,False,False,5,2713.0
41112,Trincão,27,Portugal,Midfielder,26,16,True,True,False,False,5,4291.0
41552,P. Ciss,13,Senegal,Defender,31,6,True,True,False,False,7,3321.0
41585,Gonçalo Ramos,27,Portugal,Attacker,24,9,True,True,False,False,8,1906.0
41608,Diney Borges,1533,Cape Verde Islands,Defender,30,3,True,True,False,False,3,1740.0
41621,Matheus Nunes,27,Portugal,Midfielder,27,6,True,True,False,False,8,4364.0
41627,K. Gorré,5530,Curaçao,Attacker,31,14,True,True,False,False,6,2007.0
41764,Márcio Rosa,1533,Cape Verde Islands,Goalkeeper,28,12,True,True,False,False,3,1170.0
42012,E. Achouri,28,Tunisia,Midfielder,26,7,True,True,False,False,6,2586.0
42021,Meshaal Barsham,1569,Qatar,Goalkeeper,27,22,True,True,False,False,7,3149.0
42060,Sultan Al Braik,1569,Qatar,Defender,29,18,True,True,False,False,6,1728.0
42075,Edmilson Junior,1569,Qatar,Attacker,31,8,True,True,False,False,6,2489.0
42089,Mohammed Muntari,1569,Qatar,Attacker,32,9,True,True,False,False,6,377.0
42207,Mahmud Abunada,1569,Qatar,Goalkeeper,25,1,True,True,False,False,5,1665.0
42261,Rebin Solaka,1567,Iraq,Defender,33,2,True,True,False,False,5,1886.0
42286,Ahmed Al Ganehi,1569,Qatar,Attacker,25,17,True,True,False,False,6,1262.0
42288,Lucas Mendes,1569,Qatar,Defender,35,3,True,True,False,False,5,2005.0
42315,M. Taremi,22,Iran,Attacker,33,9,True,True,False,False,10,2944.0
44315,Abdullah Al Khaibari,23,Saudi Arabia,Midfielder,29,15,True,True,False,False,8,3489.0
44324,Feras Al Brikan,23,Saudi Arabia,Attacker,25,9,True,True,False,False,8,4130.0
44335,Hassan Kadesh,23,Saudi Arabia,Defender,33,14,True,True,False,False,7,3617.0
44339,Nasser Al Dawsari,23,Saudi Arabia,Midfielder,27,6,True,True,False,False,8,3505.0
44340,Salem Al Dawsari,23,Saudi Arabia,Midfielder,34,10,True,True,False,False,8,4080.0
44349,Mohamed Kanno,23,Saudi Arabia,Attacker,31,23,True,True,False,False,8,4754.0
44362,Hassan Tambakti,23,Saudi Arabia,Defender,26,5,True,True,False,False,8,5068.0
44367,Ali Majrashi,23,Saudi Arabia,Defender,26,2,True,True,False,False,8,3223.0
44382,Abdullah Al Hamdan,23,Saudi Arabia,Attacker,26,19,True,True,False,False,10,1611.0
44411,Mohammed Al Owais,23,Saudi Arabia,Goalkeeper,34,21,True,True,False,False,4,1213.0
44449,Ahmed Al Kassar,23,Saudi Arabia,Goalkeeper,34,22,True,True,False,False,6,620.0
44475,Abdulelah Al Amri,23,Saudi Arabia,Defender,28,4,True,True,False,False,8,3149.0
44507,Ali Lajami,23,Saudi Arabia,Defender,29,3,True,True,False,False,7,2139.0
44551,Saleh Al Shehri,23,Saudi Arabia,Attacker,32,11,True,True,False,False,7,1179.0
44594,Saud Abdulhamid,23,Saudi Arabia,Defender,26,12,True,True,False,False,9,6126.0
44612,Garry Rodrigues,1533,Cape Verde Islands,Midfielder,35,11,True,True,False,False,4,872.0
44701,Khalid Al Ghannam,23,Saudi Arabia,Attacker,25,17,True,True,False,False,5,2285.0
44791,A. Tshibola,1508,Congo DR,Midfielder,30,15,True,True,False,False,4,1276.0
44798,L. Millar,5529,Canada,Midfielder,26,11,True,True,False,False,5,2481.0
44811,S. McKenna,1108,Scotland,Defender,29,26,True,True,False,False,5,3887.0
44814,L. Ferguson,1108,Scotland,Midfielder,26,19,True,True,False,False,7,3602.0
44865,J. Souttar,1108,Scotland,Defender,29,15,True,True,False,False,7,3879.0
44871,A. Hickey,1108,Scotland,Defender,23,2,True,True,False,False,5,1241.0
44937,L. Kelly,1108,Scotland,Goalkeeper,29,12,True,True,False,False,6,58.0
45020,D. Nazon,2386,Haiti,Attacker,31,9,True,True,False,False,9,1807.0
45078,R. Stewart,1108,Scotland,Attacker,29,14,True,True,False,False,5,1388.0
45175,L. Shankland,1108,Scotland,Attacker,30,20,True,True,False,False,4,5844.0
45307,L. Dykes,1108,Scotland,Attacker,30,9,True,True,False,False,6,2550.0
46245,R. Goss,1531,South Africa,Goalkeeper,31,22,True,True,False,False,5,2718.0
46334,A. Modiba,1531,South Africa,Defender,30,6,True,True,False,False,7,3891.0
46417,S. Chaine,1531,South Africa,Goalkeeper,29,16,True,True,False,False,6,2954.0
46458,N. Sibisi,1531,South Africa,Defender,30,19,True,True,False,False,6,2778.0
46601,K. Mudau,1531,South Africa,Defender,30,20,True,True,False,False,7,4137.0
46672,Rui Silva,27,Portugal,Goalkeeper,31,22,True,True,False,False,5,4350.0
46731,P. Estupiñán,2382,Ecuador,Midfielder,27,7,True,True,False,False,8,3104.0
46746,A. Budimir,3,Croatia,Attacker,34,11,True,True,False,False,4,3222.0
46855,Y. Bárcenas,11,Panama,Midfielder,32,11,True,True,False,False,4,3107.0
46930,E. Demirovic,1113,Bosnia & Herzegovina,Attacker,27,10,True,True,False,False,7,3206.0
47237,L. Suárez,8,Colombia,Attacker,28,25,True,True,False,False,7,4787.0
47254,M. Olivera,7,Uruguay,Defender,28,16,True,True,False,False,8,3348.0
47270,Unai Simón,9,Spain,Goalkeeper,28,23,True,True,False,False,8,5040.0
47294,I. Williams,1504,Ghana,Midfielder,31,19,True,True,False,False,9,3986.0
47296,G. Rulli,26,Argentina,Goalkeeper,33,12,True,True,False,False,8,3888.0
47300,T. Hernández,2,France,Defender,28,19,True,True,False,False,4,3893.0
47311,Mikel Merino,9,Spain,Midfielder,29,6,True,True,False,False,8,2283.0
47315,Martín Zubimendi,9,Spain,Midfielder,26,18,True,True,False,False,8,4491.0
47323,Mikel Oyarzabal,9,Spain,Attacker,28,21,True,True,False,False,4,3787.0
47348,Borja Iglesias,9,Spain,Attacker,32,26,True,True,False,False,5,2791.0
47380,Marc Cucurella,9,Spain,Defender,27,24,True,True,False,False,8,5744.0
47519,Pedro Porro,9,Spain,Defender,26,12,True,True,False,False,7,4549.0
47545,G. Kakuta,1508,Congo DR,Attacker,34,11,True,True,False,False,5,2254.0
47582,C. Hernández,8,Colombia,Attacker,26,19,True,True,False,False,8,3364.0
47696,A. Bernhardsson,5,Sweden,Midfielder,27,21,True,True,False,False,5,1950.0
47792,Amir Al Ammari,1567,Iraq,Midfielder,28,16,True,True,False,False,5,4901.0
47903,H. Ekdal,5,Sweden,Defender,27,14,True,True,False,False,5,1958.0
47969,G. Gudmundsson,5,Sweden,Midfielder,26,5,True,True,False,False,7,3633.0
47988,C. Starfelt,5,Sweden,Defender,30,15,True,True,False,False,6,2528.0
48002,B. Nygren,5,Sweden,Midfielder,24,10,True,True,False,False,9,4842.0
48025,Kevin Yakob,1567,Iraq,Midfielder,25,19,True,True,False,False,6,4767.0
48033,J. Widell Zetterström,5,Sweden,Goalkeeper,27,1,True,True,False,False,6,4320.0
48047,J. Karlström,5,Sweden,Midfielder,30,16,True,True,False,False,5,3662.0
48119,O. Kossounou,1501,Ivory Coast,Defender,24,7,True,True,False,False,7,2714.0
48129,A. Sher,1567,Iraq,Midfielder,23,20,True,True,False,False,7,2989.0
48372,E. Cömert,15,Switzerland,Defender,27,18,True,True,False,False,5,1855.0
