player_id,player_name,world_cup_team_id,world_cup_team,squad_position,age,number,profile_name,season_query,season,team_id,team_name,league_id,league_name,league_country,appearances,lineups,minutes,provider_position,provider_rating
732,L. Zidane,1532,Algeria,Goalkeeper,27,23,L. Zidane,2026,2026,1532.0,Algeria,10,Friendlies,World,2.0,2.0,184.0,Goalkeeper,8
744,Brahim Díaz,31,Morocco,Midfielder,26,10,Brahim Díaz,2025,2025,541.0,Real Madrid,556,Super Cup,Spain,2.0,,0.0,Midfielder,
744,Brahim Díaz,31,Morocco,Midfielder,26,10,Brahim Díaz,2025,2025,541.0,Real Madrid,15,FIFA Club World Cup,World,6.0,2.0,103.0,Midfielder,6.800000
744,Brahim Díaz,31,Morocco,Midfielder,26,10,Brahim Díaz,2025,2025,31.0,Morocco,10,Friendlies,World,1.0,1.0,79.0,Midfielder,7.900000
744,Brahim Díaz,31,Morocco,Midfielder,26,10,Brahim Díaz,2025,2025,31.0,Morocco,6,Africa Cup of Nations,World,7.0,7.0,591.0,Attacker,6.94
744,Brahim Díaz,31,Morocco,Midfielder,26,10,Brahim Díaz,2025,2025,541.0,Real Madrid,140,La Liga,Spain,30.0,13.0,1284.0,Attacker,6.68
744,Brahim Díaz,31,Morocco,Midfielder,26,10,Brahim Díaz,2025,2025,541.0,Real Madrid,2,UEFA Champions League,World,12.0,4.0,427.0,Midfielder,6.79
744,Brahim Díaz,31,Morocco,Midfielder,26,10,Brahim Díaz,2026,2026,31.0,Morocco,1,World Cup,World,6.0,6.0,462.0,Midfielder,6.85
744,Brahim Díaz,31,Morocco,Midfielder,26,10,Brahim Díaz,2026,2026,31.0,Morocco,10,Friendlies,World,4.0,2.0,186.0,Midfielder,6.88
747,Casemiro,6,Brazil,Midfielder,33,5,Casemiro,2025,2025,33.0,Manchester United,1022,Premier League - Summer Series,England,6.0,4.0,388.0,Midfielder,7.250000
747,Casemiro,6,Brazil,Midfielder,33,5,Casemiro,2025,2025,33.0,Manchester United,667,Friendlies Clubs,World,6.0,4.0,388.0,Midfielder,7.250000
747,Casemiro,6,Brazil,Midfielder,33,5,Casemiro,2025,2025,6.0,Brazil,10,Friendlies,World,4.0,4.0,330.0,Midfielder,7.63
747,Casemiro,6,Brazil,Midfielder,33,5,Casemiro,2025,2025,33.0,Manchester United,48,League Cup,England,0.0,0.0,0.0,Midfielder,
747,Casemiro,6,Brazil,Midfielder,33,5,Casemiro,2025,2025,33.0,Manchester United,45,FA Cup,England,1.0,0.0,11.0,Midfielder,7
747,Casemiro,6,Brazil,Midfielder,33,5,Casemiro,2025,2025,33.0,Manchester United,39,Premier League,England,34.0,33.0,2593.0,Midfielder,7.19
747,Casemiro,6,Brazil,Midfielder,33,5,Casemiro,2026,2026,6.0,Brazil,34,World Cup - Qualification South America,World,7.0,7.0,600.0,Midfielder,7.23
747,Casemiro,6,Brazil,Midfielder,33,5,Casemiro,2026,2026,6.0,Brazil,1,World Cup,World,5.0,5.0,379.0,Midfielder,7.42
747,Casemiro,6,Brazil,Midfielder,33,5,Casemiro,2026,2026,6.0,Brazil,10,Friendlies,World,4.0,4.0,174.0,Midfielder,7.43
750,Álvaro Fidalgo,16,Mexico,Midfielder,28,8,Álvaro Fidalgo,2025,2025,2287.0,Club America,857,Campeón de Campeones,Mexico,1.0,0.0,89.0,Midfielder,6.87
750,Álvaro Fidalgo,16,Mexico,Midfielder,28,8,Álvaro Fidalgo,2025,2025,2287.0,Club America,15,FIFA Club World Cup,World,1.0,0.0,120.0,Midfielder,6.61
750,Álvaro Fidalgo,16,Mexico,Midfielder,28,8,Álvaro Fidalgo,2025,2025,2287.0,Club America,772,Leagues Cup,World,2.0,2.0,45.0,Midfielder,7.2
750,Álvaro Fidalgo,16,Mexico,Midfielder,28,8,Álvaro Fidalgo,2025,2025,2287.0,Club America,16,CONCACAF Champions League,World,4.0,4.0,357.0,Midfielder,7.400000
750,Álvaro Fidalgo,16,Mexico,Midfielder,28,8,Álvaro Fidalgo,2025,2025,2287.0,Club America,1186,FIFA Club World Cup - Play-In,World,1.0,1.0,120.0,Midfielder,
750,Álvaro Fidalgo,16,Mexico,Midfielder,28,8,Álvaro Fidalgo,2025,2025,543.0,Real Betis,143,Copa del Rey,Spain,1.0,0.0,44.0,Midfielder,6.6
750,Álvaro Fidalgo,16,Mexico,Midfielder,28,8,Álvaro Fidalgo,2025,2025,543.0,Real Betis,3,UEFA Europa League,World,3.0,2.0,157.0,Midfielder,6.7
750,Álvaro Fidalgo,16,Mexico,Midfielder,28,8,Álvaro Fidalgo,2025,2025,543.0,Real Betis,140,La Liga,Spain,9.0,8.0,547.0,Midfielder,6.76
750,Álvaro Fidalgo,16,Mexico,Midfielder,28,8,Álvaro Fidalgo,2025,2025,2287.0,Club America,262,Liga MX,Mexico,20.0,16.0,1537.0,Midfielder,7.16
750,Álvaro Fidalgo,16,Mexico,Midfielder,28,8,Álvaro Fidalgo,2026,2026,16.0,Mexico,1,World Cup,World,3.0,1.0,108.0,Midfielder,7.37
750,Álvaro Fidalgo,16,Mexico,Midfielder,28,8,Álvaro Fidalgo,2026,2026,16.0,Mexico,10,Friendlies,World,4.0,4.0,248.0,Midfielder,6.6
753,Marcos Llorente,9,Spain,Midfielder,30,5,Marcos Llorente,2025,2025,530.0,Atletico Madrid,667,Friendlies Clubs,World,1.0,1.0,90.0,Midfielder,8.900000
753,Marcos Llorente,9,Spain,Midfielder,30,5,Marcos Llorente,2025,2025,530.0,Atletico Madrid,556,Super Cup,Spain,0.0,0.0,90.0,Defender,6.9
753,Marcos Llorente,9,Spain,Midfielder,30,5,Marcos Llorente,2025,2025,530.0,Atletico Madrid,143,Copa del Rey,Spain,5.0,5.0,443.0,Midfielder,7.12
753,Marcos Llorente,9,Spain,Midfielder,30,5,Marcos Llorente,2025,2025,530.0,Atletico Madrid,140,La Liga,Spain,29.0,25.0,2185.0,Defender,6.93
753,Marcos Llorente,9,Spain,Midfielder,30,5,Marcos Llorente,2025,2025,530.0,Atletico Madrid,2,UEFA Champions League,World,14.0,13.0,1158.0,Defender,7.06
753,Marcos Llorente,9,Spain,Midfielder,30,5,Marcos Llorente,2026,2026,9.0,Spain,1,World Cup,World,3.0,2.0,193.0,Defender,7.23
753,Marcos Llorente,9,Spain,Midfielder,30,5,Marcos Llorente,2026,2026,9.0,Spain,10,Friendlies,World,2.0,2.0,90.0,Midfielder,7.3
754,L. Modric,3,Croatia,Midfielder,40,10,L. Modrić,2025,2025,541.0,Real Madrid,15,FIFA Club World Cup,World,6.0,2.0,129.0,Midfielder,6.666666
754,L. Modric,3,Croatia,Midfielder,40,10,L. Modrić,2025,2025,489.0,AC Milan,667,Friendlies Clubs,World,6.0,2.0,129.0,Midfielder,6.666666
754,L. Modric,3,Croatia,Midfielder,40,10,L. Modrić,2025,2025,489.0,AC Milan,547,Super Cup,Italy,1.0,0.0,15.0,Midfielder,6.9
754,L. Modric,3,Croatia,Midfielder,40,10,L. Modrić,2025,2025,489.0,AC Milan,137,Coppa Italia,Italy,2.0,0.0,38.0,Midfielder,7.2
754,L. Modric,3,Croatia,Midfielder,40,10,L. Modrić,2025,2025,489.0,AC Milan,135,Serie A,Italy,34.0,32.0,2828.0,Midfielder,7.55
754,L. Modric,3,Croatia,Midfielder,40,10,L. Modrić,2026,2026,3.0,Croatia,1,World Cup,World,4.0,4.0,319.0,Midfielder,7.08
754,L. Modric,3,Croatia,Midfielder,40,10,L. Modrić,2026,2026,3.0,Croatia,10,Friendlies,World,4.0,3.0,116.0,Midfielder,7.4
756,F. Valverde,7,Uruguay,Midfielder,27,8,F. Valverde,2025,2025,541.0,Real Madrid,556,Super Cup,Spain,1.0,1.0,158.0,Defender,7.35
756,F. Valverde,7,Uruguay,Midfielder,27,8,F. Valverde,2025,2025,541.0,Real Madrid,143,Copa del Rey,Spain,1.0,1.0,97.0,Midfielder,7.2
756,F. Valverde,7,Uruguay,Midfielder,27,8,F. Valverde,2025,2025,541.0,Real Madrid,140,La Liga,Spain,33.0,31.0,2746.0,Midfielder,7.33
756,F. Valverde,7,Uruguay,Midfielder,27,8,F. Valverde,2025,2025,541.0,Real Madrid,2,UEFA Champions League,World,13.0,13.0,1162.0,Midfielder,7.25
756,F. Valverde,7,Uruguay,Midfielder,27,8,F. Valverde,2026,2026,7.0,Uruguay,34,World Cup - Qualification South America,World,15.0,14.0,1313.0,Midfielder,7.22
756,F. Valverde,7,Uruguay,Midfielder,27,8,F. Valverde,2026,2026,7.0,Uruguay,1,World Cup,World,3.0,3.0,237.0,Midfielder,6.8
756,F. Valverde,7,Uruguay,Midfielder,27,8,F. Valverde,2026,2026,7.0,Uruguay,10,Friendlies,World,2.0,2.0,179.0,Midfielder,7.25
762,Vinícius Júnior,6,Brazil,Midfielder,25,7,Vinícius Júnior,2025,2025,541.0,Real Madrid,15,FIFA Club World Cup,World,6.0,6.0,456.0,Attacker,7.333333
762,Vinícius Júnior,6,Brazil,Midfielder,25,7,Vinícius Júnior,2025,2025,6.0,Brazil,10,Friendlies,World,4.0,4.0,320.0,Midfielder,7.28
762,Vinícius Júnior,6,Brazil,Midfielder,25,7,Vinícius Júnior,2025,2025,541.0,Real Madrid,556,Super Cup,Spain,1.0,1.0,163.0,Midfielder,7.2
762,Vinícius Júnior,6,Brazil,Midfielder,25,7,Vinícius Júnior,2025,2025,541.0,Real Madrid,143,Copa del Rey,Spain,1.0,1.0,97.0,Attacker,6.9
762,Vinícius Júnior,6,Brazil,Midfielder,25,7,Vinícius Júnior,2025,2025,541.0,Real Madrid,140,La Liga,Spain,36.0,32.0,2825.0,Attacker,7.51
762,Vinícius Júnior,6,Brazil,Midfielder,25,7,Vinícius Júnior,2025,2025,541.0,Real Madrid,2,UEFA Champions League,World,14.0,13.0,1170.0,Attacker,7.32
762,Vinícius Júnior,6,Brazil,Midfielder,25,7,Vinícius Júnior,2026,2026,6.0,Brazil,34,World Cup - Qualification South America,World,11.0,11.0,910.0,Midfielder,6.93
762,Vinícius Júnior,6,Brazil,Midfielder,25,7,Vinícius Júnior,2026,2026,6.0,Brazil,1,World Cup,World,5.0,5.0,441.0,Midfielder,8.04
762,Vinícius Júnior,6,Brazil,Midfielder,25,7,Vinícius Júnior,2026,2026,6.0,Brazil,10,Friendlies,World,4.0,4.0,180.0,Attacker,7.27
790,E. Dzeko,1113,Bosnia & Herzegovina,Attacker,39,11,E. Džeko,2025,2025,611.0,Fenerbahçe,667,Friendlies Clubs,World,37.0,35.0,2741.0,Forward,7.394444
790,E. Dzeko,1113,Bosnia & Herzegovina,Attacker,39,11,E. Džeko,2025,2025,1113.0,Bosnia & Herzegovina,10,Friendlies,World,13.0,12.0,831.0,Forward,7.069230
790,E. Dzeko,1113,Bosnia & Herzegovina,Attacker,39,11,E. Džeko,2025,2025,502.0,Fiorentina,135,Serie A,Italy,11.0,2.0,250.0,Attacker,6.61
790,E. Dzeko,1113,Bosnia & Herzegovina,Attacker,39,11,E. Džeko,2025,2025,174.0,FC Schalke 04,79,2. Bundesliga,Germany,11.0,6.0,599.0,Attacker,7.38
790,E. Dzeko,1113,Bosnia & Herzegovina,Attacker,39,11,E. Džeko,2025,2025,502.0,Fiorentina,848,UEFA Europa Conference League,World,6.0,5.0,488.0,Attacker,6.9
790,E. Dzeko,1113,Bosnia & Herzegovina,Attacker,39,11,E. Džeko,2026,2026,1113.0,Bosnia & Herzegovina,1,World Cup,World,3.0,3.0,179.0,Attacker,6.57
792,J. Kluivert,1118,Netherlands,Attacker,26,7,J. Kluivert,2025,2025,35.0,Bournemouth,1022,Premier League - Summer Series,England,1.0,1.0,73.0,Attacker,6.000000
792,J. Kluivert,1118,Netherlands,Attacker,26,7,J. Kluivert,2025,2025,35.0,Bournemouth,48,League Cup,England,1.0,1.0,66.0,Midfielder,6.5
792,J. Kluivert,1118,Netherlands,Attacker,26,7,J. Kluivert,2025,2025,35.0,Bournemouth,39,Premier League,England,20.0,10.0,951.0,Attacker,6.54
792,J. Kluivert,1118,Netherlands,Attacker,26,7,J. Kluivert,2026,2026,1118.0,Netherlands,1,World Cup,World,2.0,0.0,26.0,Attacker,6.7
792,J. Kluivert,1118,Netherlands,Attacker,26,7,J. Kluivert,2026,2026,1118.0,Netherlands,10,Friendlies,World,1.0,0.0,49.0,Attacker,6.9
794,P. Schick,770,Czech Republic,Attacker,29,10,P. Schick,2025,2025,168.0,Bayer Leverkusen,667,Friendlies Clubs,World,1.0,1.0,90.0,Attacker,7.200000
794,P. Schick,770,Czech Republic,Attacker,29,10,P. Schick,2025,2025,770.0,Czechia,10,Friendlies,World,2.0,0.0,26.0,Attacker,6.3
794,P. Schick,770,Czech Republic,Attacker,29,10,P. Schick,2025,2025,168.0,Bayer Leverkusen,81,DFB Pokal,Germany,5.0,4.0,331.0,Attacker,6.88
794,P. Schick,770,Czech Republic,Attacker,29,10,P. Schick,2025,2025,168.0,Bayer Leverkusen,78,Bundesliga,Germany,28.0,23.0,1995.0,Attacker,6.95
794,P. Schick,770,Czech Republic,Attacker,29,10,P. Schick,2025,2025,168.0,Bayer Leverkusen,2,UEFA Champions League,World,9.0,6.0,537.0,Attacker,6.98
794,P. Schick,770,Czech Republic,Attacker,29,10,P. Schick,2026,2026,770.0,Czechia,1,World Cup,World,3.0,2.0,180.0,Attacker,6.37
818,T. Chorý,770,Czech Republic,Attacker,30,19,T. Chorý,2025,2025,770.0,Czechia,10,Friendlies,World,1.0,1.0,45.0,Attacker,7
818,T. Chorý,770,Czech Republic,Attacker,30,19,T. Chorý,2025,2025,560.0,Slavia Praha,2,UEFA Champions League,World,7.0,5.0,451.0,Attacker,6.37
818,T. Chorý,770,Czech Republic,Attacker,30,19,T. Chorý,2025,2025,560.0,Slavia Praha,345,Czech Liga,Czech-Republic,24.0,23.0,1891.0,Attacker,7.28
818,T. Chorý,770,Czech Republic,Attacker,30,19,T. Chorý,2026,2026,770.0,Czechia,1,World Cup,World,2.0,0.0,36.0,Attacker,6.3
842,N. Vlasic,3,Croatia,Midfielder,28,13,N. Vlašić,2025,2025,503.0,Torino,137,Coppa Italia,Italy,4.0,3.0,302.0,Midfielder,7.03
842,N. Vlasic,3,Croatia,Midfielder,28,13,N. Vlašić,2025,2025,503.0,Torino,135,Serie A,Italy,37.0,36.0,3059.0,Attacker,6.92
842,N. Vlasic,3,Croatia,Midfielder,28,13,N. Vlašić,2026,2026,3.0,Croatia,1,World Cup,World,3.0,2.0,189.0,Midfielder,6.57
842,N. Vlasic,3,Croatia,Midfielder,28,13,N. Vlašić,2026,2026,3.0,Croatia,10,Friendlies,World,3.0,1.0,66.0,Midfielder,6.53
855,João Cancelo,27,Portugal,Defender,31,20,João Cancelo,2025,2025,2932.0,Al-Hilal Saudi FC,15,FIFA Club World Cup,World,5.0,5.0,407.0,Defender,6.860000
855,João Cancelo,27,Portugal,Defender,31,20,João Cancelo,2025,2025,529.0,Barcelona,143,Copa del Rey,Spain,3.0,2.0,155.0,Defender,7.33
855,João Cancelo,27,Portugal,Defender,31,20,João Cancelo,2025,2025,2932.0,Al-Hilal Saudi FC,17,AFC Champions League Elite,World,4.0,4.0,294.0,Defender,7.73
855,João Cancelo,27,Portugal,Defender,31,20,João Cancelo,2025,2025,2932.0,Al-Hilal Saudi FC,307,Pro League,Saudi-Arabia,2.0,2.0,174.0,Defender,7.5
855,João Cancelo,27,Portugal,Defender,31,20,João Cancelo,2025,2025,529.0,Barcelona,140,La Liga,Spain,16.0,11.0,962.0,Defender,7.19
855,João Cancelo,27,Portugal,Defender,31,20,João Cancelo,2025,2025,529.0,Barcelona,2,UEFA Champions League,World,4.0,4.0,331.0,Defender,6.68
855,João Cancelo,27,Portugal,Defender,31,20,João Cancelo,2026,2026,27.0,Portugal,1,World Cup,World,5.0,5.0,314.0,Defender,6.84
855,João Cancelo,27,Portugal,Defender,31,20,João Cancelo,2026,2026,27.0,Portugal,10,Friendlies,World,4.0,2.0,228.0,Defender,6.98
860,Alex Sandro,6,Brazil,Defender,34,6,Alex Sandro,2025,2025,127.0,Flamengo,624,Carioca - 1,Brazil,4.0,3.0,197.0,Defender,6.700000
860,Alex Sandro,6,Brazil,Defender,34,6,Alex Sandro,2025,2025,127.0,Flamengo,632,Supercopa do Brasil,Brazil,33.0,24.0,1795.0,Defender,6.900000
860,Alex Sandro,6,Brazil,Defender,34,6,Alex Sandro,2025,2025,127.0,Flamengo,15,FIFA Club World Cup,World,3.0,2.0,164.0,Defender,6.600000
860,Alex Sandro,6,Brazil,Defender,34,6,Alex Sandro,2025,2025,127.0,Flamengo,13,CONMEBOL Libertadores,World,8.0,7.0,806.0,Defender,7.02
860,Alex Sandro,6,Brazil,Defender,34,6,Alex Sandro,2025,2025,127.0,Flamengo,71,Serie A,Brazil,20.0,19.0,1565.0,Defender,7.06
860,Alex Sandro,6,Brazil,Defender,34,6,Alex Sandro,2025,2025,127.0,Flamengo,1168,FIFA Intercontinental Cup,World,3.0,3.0,270.0,Defender,6.63
860,Alex Sandro,6,Brazil,Defender,34,6,Alex Sandro,2025,2025,6.0,Brazil,10,Friendlies,World,1.0,1.0,89.0,Defender,7
860,Alex Sandro,6,Brazil,Defender,34,6,Alex Sandro,2025,2025,127.0,Flamengo,73,Copa Do Brasil,Brazil,0.0,0.0,0.0,Defender,
860,Alex Sandro,6,Brazil,Defender,34,6,Alex Sandro,2026,2026,6.0,Brazil,34,World Cup - Qualification South America,World,2.0,2.0,164.0,Defender,6.9
860,Alex Sandro,6,Brazil,Defender,34,6,Alex Sandro,2026,2026,127.0,Flamengo,624,Carioca - 1,Brazil,4.0,3.0,283.0,Defender,7.28
860,Alex Sandro,6,Brazil,Defender,34,6,Alex Sandro,2026,2026,127.0,Flamengo,73,Copa Do Brasil,Brazil,2.0,1.0,90.0,Defender,6.45
860,Alex Sandro,6,Brazil,Defender,34,6,Alex Sandro,2026,2026,127.0,Flamengo,13,CONMEBOL Libertadores,World,2.0,2.0,95.0,Defender,7.2
860,Alex Sandro,6,Brazil,Defender,34,6,Alex Sandro,2026,2026,6.0,Brazil,1,World Cup,World,1.0,0.0,8.0,Defender,6.7
860,Alex Sandro,6,Brazil,Defender,34,6,Alex Sandro,2026,2026,6.0,Brazil,10,Friendlies,World,2.0,1.0,63.0,Defender,6.45
860,Alex Sandro,6,Brazil,Defender,34,6,Alex Sandro,2026,2026,127.0,Flamengo,71,Serie A,Brazil,13.0,13.0,1105.0,Defender,6.78
863,R. Bentancur,7,Uruguay,Midfielder,28,6,R. Bentancur,2025,2025,47.0,Tottenham,531,UEFA Super Cup,World,1.0,1.0,90.0,Midfielder,7.000000
863,R. Bentancur,7,Uruguay,Midfielder,28,6,R. Bentancur,2025,2025,47.0,Tottenham,667,Friendlies Clubs,World,1.0,1.0,90.0,Midfielder,7.000000
863,R. Bentancur,7,Uruguay,Midfielder,28,6,R. Bentancur,2025,2025,7.0,Uruguay,10,Friendlies,World,2.0,2.0,154.0,Midfielder,6.3
863,R. Bentancur,7,Uruguay,Midfielder,28,6,R. Bentancur,2025,2025,47.0,Tottenham,48,League Cup,England,2.0,2.0,155.0,Midfielder,6.9
863,R. Bentancur,7,Uruguay,Midfielder,28,6,R. Bentancur,2025,2025,47.0,Tottenham,39,Premier League,England,26.0,23.0,1892.0,Midfielder,6.76
863,R. Bentancur,7,Uruguay,Midfielder,28,6,R. Bentancur,2025,2025,47.0,Tottenham,2,UEFA Champions League,World,5.0,5.0,412.0,Midfielder,6.9
863,R. Bentancur,7,Uruguay,Midfielder,28,6,R. Bentancur,2026,2026,7.0,Uruguay,34,World Cup - Qualification South America,World,9.0,8.0,740.0,Midfielder,7.16
863,R. Bentancur,7,Uruguay,Midfielder,28,6,R. Bentancur,2026,2026,7.0,Uruguay,1,World Cup,World,3.0,3.0,270.0,Midfielder,6.93
874,Cristiano Ronaldo,27,Portugal,Attacker,40,7,Cristiano Ronaldo,2025,2025,2939.0,Al-Nassr,667,Friendlies Clubs,World,7.0,7.0,571.0,Attacker,7.642857
874,Cristiano Ronaldo,27,Portugal,Attacker,40,7,Cristiano Ronaldo,2025,2025,2939.0,Al-Nassr,18,AFC Champions League Two,World,3.0,3.0,123.0,Attacker,6.45
874,Cristiano Ronaldo,27,Portugal,Attacker,40,7,Cristiano Ronaldo,2025,2025,2939.0,Al-Nassr,307,Pro League,Saudi-Arabia,30.0,30.0,2616.0,Attacker,7.16
874,Cristiano Ronaldo,27,Portugal,Attacker,40,7,Cristiano Ronaldo,2026,2026,27.0,Portugal,1,World Cup,World,5.0,5.0,441.0,Attacker,7.06
874,Cristiano Ronaldo,27,Portugal,Attacker,40,7,Cristiano Ronaldo,2026,2026,27.0,Portugal,10,Friendlies,World,2.0,2.0,110.0,Attacker,6.4
886,Diogo Dalot,27,Portugal,Defender,26,5,Diogo Dalot,2025,2025,33.0,Manchester United,48,League Cup,England,1.0,1.0,90.0,Midfielder,7.9
886,Diogo Dalot,27,Portugal,Defender,26,5,Diogo Dalot,2025,2025,33.0,Manchester United,45,FA Cup,England,1.0,1.0,90.0,Defender,6.7
886,Diogo Dalot,27,Portugal,Defender,26,5,Diogo Dalot,2025,2025,33.0,Manchester United,39,Premier League,England,34.0,29.0,2617.0,Midfielder,6.86
886,Diogo Dalot,27,Portugal,Defender,26,5,Diogo Dalot,2026,2026,27.0,Portugal,1,World Cup,World,2.0,0.0,64.0,Defender,6.85
886,Diogo Dalot,27,Portugal,Defender,26,5,Diogo Dalot,2026,2026,27.0,Portugal,10,Friendlies,World,4.0,2.0,178.0,Defender,6.6
889,V. Lindelöf,5,Sweden,Midfielder,31,3,V. Lindelöf,2025,2025,5.0,Sweden,10,Friendlies,World,1.0,1.0,90.0,Defender,6.9
889,V. Lindelöf,5,Sweden,Midfielder,31,3,V. Lindelöf,2025,2025,66.0,Aston Villa,45,FA Cup,England,1.0,1.0,90.0,Defender,6.7
889,V. Lindelöf,5,Sweden,Midfielder,31,3,V. Lindelöf,2025,2025,66.0,Aston Villa,3,UEFA Europa League,World,10.0,9.0,754.0,Defender,6.69
889,V. Lindelöf,5,Sweden,Midfielder,31,3,V. Lindelöf,2025,2025,66.0,Aston Villa,39,Premier League,England,17.0,11.0,985.0,Defender,6.67
889,V. Lindelöf,5,Sweden,Midfielder,31,3,V. Lindelöf,2026,2026,5.0,Sweden,1,World Cup,World,4.0,4.0,357.0,Defender,6.25
889,V. Lindelöf,5,Sweden,Midfielder,31,3,V. Lindelöf,2026,2026,5.0,Sweden,10,Friendlies,World,1.0,0.0,27.0,Defender,7
903,S. McTominay,1108,Scotland,Attacker,29,4,S. McTominay,2025,2025,1108.0,Scotland,10,Friendlies,World,1.0,1.0,80.0,Midfielder,6.3
903,S. McTominay,1108,Scotland,Attacker,29,4,S. McTominay,2025,2025,492.0,Napoli,547,Super Cup,Italy,2.0,2.0,185.0,Midfielder,6.75
903,S. McTominay,1108,Scotland,Attacker,29,4,S. McTominay,2025,2025,492.0,Napoli,137,Coppa Italia,Italy,1.0,0.0,29.0,Midfielder,7.2
903,S. McTominay,1108,Scotland,Attacker,29,4,S. McTominay,2025,2025,492.0,Napoli,135,Serie A,Italy,33.0,31.0,2793.0,Midfielder,7.06
903,S. McTominay,1108,Scotland,Attacker,29,4,S. McTominay,2025,2025,492.0,Napoli,2,UEFA Champions League,World,8.0,8.0,699.0,Midfielder,7.11
903,S. McTominay,1108,Scotland,Attacker,29,4,S. McTominay,2026,2026,1108.0,Scotland,1,World Cup,World,3.0,3.0,270.0,Midfielder,6.43
903,S. McTominay,1108,Scotland,Attacker,29,4,S. McTominay,2026,2026,1108.0,Scotland,10,Friendlies,World,3.0,3.0,186.0,Midfielder,7.3
906,T. Chong,5530,Curaçao,Midfielder,26,21,T. Chong,2025,2025,1359.0,Luton,41,League One,England,3.0,2.0,56.0,Midfielder,6.233333
906,T. Chong,5530,Curaçao,Midfielder,26,21,T. Chong,2025,2025,1359.0,Luton,667,Friendlies Clubs,World,1.0,1.0,90.0,Midfielder,6.900000
906,T. Chong,5530,Curaçao,Midfielder,26,21,T. Chong,2025,2025,62.0,Sheffield Utd,45,FA Cup,England,1.0,1.0,57.0,Midfielder,6.3
906,T. Chong,5530,Curaçao,Midfielder,26,21,T. Chong,2025,2025,62.0,Sheffield Utd,40,Championship,England,21.0,7.0,697.0,Midfielder,6.66
906,T. Chong,5530,Curaçao,Midfielder,26,21,T. Chong,2026,2026,5530.0,Curaçao,31,World Cup - Qualification CONCACAF,World,2.0,1.0,123.0,Midfielder,8.1
906,T. Chong,5530,Curaçao,Midfielder,26,21,T. Chong,2026,2026,5530.0,Curaçao,1,World Cup,World,3.0,3.0,249.0,Midfielder,6.5
906,T. Chong,5530,Curaçao,Midfielder,26,21,T. Chong,2026,2026,5530.0,Curaçao,10,Friendlies,World,2.0,1.0,90.0,Midfielder,7.3
907,R. Lukaku,1,Belgium,Attacker,32,9,R. Lukaku,2025,2025,492.0,Napoli,547,Super Cup,Italy,0.0,0.0,0.0,Attacker,
907,R. Lukaku,1,Belgium,Attacker,32,9,R. Lukaku,2025,2025,492.0,Napoli,137,Coppa Italia,Italy,1.0,0.0,16.0,Attacker,6.2
907,R. Lukaku,1,Belgium,Attacker,32,9,R. Lukaku,2025,2025,492.0,Napoli,135,Serie A,Italy,5.0,0.0,50.0,Attacker,6.63
907,R. Lukaku,1,Belgium,Attacker,32,9,R. Lukaku,2025,2025,492.0,Napoli,2,UEFA Champions League,World,1.0,0.0,8.0,Attacker,6.2
907,R. Lukaku,1,Belgium,Attacker,32,9,R. Lukaku,2026,2026,1.0,Belgium,1,World Cup,World,6.0,1.0,236.0,Attacker,6.78
907,R. Lukaku,1,Belgium,Attacker,32,9,R. Lukaku,2026,2026,1.0,Belgium,10,Friendlies,World,2.0,0.0,45.0,Attacker,6.75
909,M. Rashford,10,England,Attacker,28,11,M. Rashford,2025,2025,33.0,Manchester United,667,Friendlies Clubs,World,1.0,1.0,82.0,Attacker,8.900000
909,M. Rashford,10,England,Attacker,28,11,M. Rashford,2025,2025,10.0,England,10,Friendlies,World,1.0,0.0,45.0,Attacker,6.3
909,M. Rashford,10,England,Attacker,28,11,M. Rashford,2025,2025,529.0,Barcelona,556,Super Cup,Spain,2.0,0.0,40.0,Attacker,6.7
909,M. Rashford,10,England,Attacker,28,11,M. Rashford,2025,2025,529.0,Barcelona,143,Copa del Rey,Spain,4.0,3.0,256.0,Attacker,7.1
909,M. Rashford,10,England,Attacker,28,11,M. Rashford,2025,2025,529.0,Barcelona,140,La Liga,Spain,32.0,18.0,1761.0,Attacker,6.82
909,M. Rashford,10,England,Attacker,28,11,M. Rashford,2025,2025,529.0,Barcelona,2,UEFA Champions League,World,11.0,5.0,579.0,Midfielder,7.24
909,M. Rashford,10,England,Attacker,28,11,M. Rashford,2026,2026,10.0,England,1,World Cup,World,5.0,2.0,184.0,Attacker,6.8
909,M. Rashford,10,England,Attacker,28,11,M. Rashford,2026,2026,10.0,England,10,Friendlies,World,4.0,2.0,152.0,Midfielder,7.05
925,Gonçalo Guedes,27,Portugal,Attacker,29,19,Gonçalo Guedes,2025,2025,548.0,Real Sociedad,143,Copa del Rey,Spain,7.0,5.0,482.0,Attacker,7.25
925,Gonçalo Guedes,27,Portugal,Attacker,29,19,Gonçalo Guedes,2025,2025,548.0,Real Sociedad,140,La Liga,Spain,32.0,22.0,1839.0,Attacker,6.88
925,Gonçalo Guedes,27,Portugal,Attacker,29,19,Gonçalo Guedes,2026,2026,27.0,Portugal,1,World Cup,World,0.0,0.0,0.0,Attacker,
925,Gonçalo Guedes,27,Portugal,Attacker,29,19,Gonçalo Guedes,2026,2026,27.0,Portugal,10,Friendlies,World,2.0,0.0,90.0,Attacker,7.1
