player_id,player_name,detailed_fixtures,detailed_minutes,current_window_fixtures,pre_world_cup_fixtures,provider_position_rate,passes_rate,has_lineup_evidence,world_cup_team,squad_position,reported_minutes,benchmark_precheck
6005,Juan Fernando Quintero,34,1580.0,34,30,1.0,1.0,True,Colombia,Midfielder,3936.0,True
6009,Julián Alvarez,59,4243.0,58,52,1.0,1.0,True,Argentina,Midfielder,5662.0,True
6067,Thiago Almada,47,2119.0,46,42,1.0,1.0,True,Argentina,Midfielder,2644.0,True
6168,Omar Alderete,41,3497.0,40,37,1.0,1.0,True,Paraguay,Defender,4731.0,True
6231,Facundo Medina,31,2369.0,30,27,1.0,0.967741935483871,True,Argentina,Defender,2601.0,True
6236,Andrés Cubas,30,2444.0,25,25,1.0,1.0,True,Paraguay,Midfielder,5691.0,True
6503,Nahuel Molina,55,3041.0,54,49,1.0,0.9818181818181818,True,Argentina,Defender,4360.0,True
6610,Marcos Senesi,40,3461.0,40,39,1.0,1.0,True,Argentina,Midfielder,3677.0,True
6716,Alexis Mac Allister,63,4617.0,63,56,1.0,1.0,True,Argentina,Midfielder,5945.0,True
6808,Jacob Italiano,2,164.0,2,0,1.0,1.0,True,Australia,Defender,2476.0,True
6865,Kosta Barbarouses,2,159.0,2,2,1.0,1.0,True,New Zealand,Attacker,1664.0,False
6870,Paul Izzo,7,630.0,7,7,1.0,1.0,True,Australia,Goalkeeper,2703.0,True
6904,Connor Metcalfe,31,997.0,31,27,1.0,0.9032258064516129,True,Australia,Midfielder,2254.0,True
6932,Callan Elliot,28,1774.0,28,27,1.0,0.8928571428571429,True,New Zealand,Defender,1834.0,True
6934,Alex Rufer,5,450.0,5,5,1.0,1.0,True,New Zealand,Midfielder,2486.0,True
6935,Sarpreet Singh,5,291.0,5,2,1.0,1.0,True,New Zealand,Midfielder,2011.0,True
6938,Ben Waine,2,153.0,2,2,1.0,1.0,True,New Zealand,Attacker,2078.0,True
7050,Aiden O'Neill,14,1231.0,13,10,1.0,1.0,True,Australia,Midfielder,4547.0,True
7090,Michael Svoboda,3,270.0,3,3,1.0,1.0,True,Austria,Defender,2613.0,True
7197,Andrés Andrade,13,1184.0,9,10,1.0,1.0,True,Panama,Defender,3958.0,True
7318,Amar Dedić,43,3532.0,43,40,1.0,1.0,True,Bosnia & Herzegovina,Defender,4567.0,True
7327,Alexander Prass,36,1471.0,36,34,1.0,0.9444444444444444,True,Austria,Defender,1546.0,False
7328,Nicolas Seiwald,41,3367.0,41,37,1.0,1.0,True,Austria,Midfielder,3584.0,True
7332,Luka Sučić,28,1278.0,28,27,1.0,1.0,True,Croatia,Midfielder,1515.0,False
7525,Alexander Schlager,11,990.0,11,7,1.0,1.0,True,Austria,Goalkeeper,4324.0,True
7562,Romano Schmid,34,2895.0,34,30,1.0,1.0,True,Austria,Midfielder,3446.0,True
7578,Gideon Mensah,35,2783.0,35,31,1.0,1.0,True,Ghana,Defender,2998.0,True
7598,Patrick Pentz,10,938.0,10,10,1.0,1.0,True,Austria,Goalkeeper,3448.0,True
7722,Saša Kalajdžić,5,107.0,5,2,1.0,1.0,True,Austria,Attacker,1505.0,False
8450,Abdoulaye Seck,4,281.0,4,3,1.0,1.0,True,Senegal,Defender,2094.0,True
8486,Eric Smith,29,2524.0,29,29,1.0,1.0,True,Sweden,Defender,2707.0,True
8489,Jonathan David,55,3078.0,51,50,1.0,1.0,True,Canada,Attacker,3667.0,True
8492,Alexander Sørloth,60,3184.0,59,55,1.0,1.0,True,Norway,Attacker,3528.0,True
8601,Frantzdy Pierrot,21,945.0,18,18,1.0,0.9523809523809523,True,Haiti,Attacker,3111.0,True
8794,George Hirst,10,563.0,10,10,1.0,1.0,True,Scotland,Attacker,2535.0,True
9026,Nikola Vasilj,40,3510.0,40,36,1.0,1.0,True,Bosnia & Herzegovina,Goalkeeper,3840.0,True
10097,Éderson,43,3189.0,43,41,1.0,1.0,True,Brazil,Midfielder,3199.0,True
10135,Bruno Guimarães,49,4016.0,48,44,1.0,1.0,True,Brazil,Midfielder,5540.0,True
12303,Ricardo Adé,18,1576.0,15,15,1.0,1.0,True,Haiti,Defender,7111.0,True
13151,Camilo Portilla,5,138.0,5,5,1.0,1.0,True,Colombia,Midfielder,3408.0,True
13376,Jaminton Campaz,7,274.0,6,4,1.0,1.0,True,Colombia,Midfielder,3722.0,True
13571,Willer Ditta,34,3037.0,34,34,1.0,1.0,True,Colombia,Defender,5555.0,True
13708,Jhon Arias,63,3886.0,58,58,1.0,1.0,True,Colombia,Midfielder,7572.0,True
13736,Daniel Muñoz,53,4465.0,52,48,1.0,1.0,True,Colombia,Defender,5749.0,True
14268,Ivor Pandur,38,3420.0,38,38,1.0,1.0,True,Croatia,Goalkeeper,4320.0,True
14301,Stjepan Radeljić,10,895.0,10,8,1.0,1.0,True,Bosnia & Herzegovina,Defender,3766.0,True
14379,Cherif Ndiaye,17,936.0,17,17,1.0,1.0,True,Senegal,Attacker,2241.0,True
14395,Kristijan Jakić,21,1260.0,21,21,1.0,1.0,True,Croatia,Midfielder,1860.0,True
14701,Josip Šutalo,33,2472.0,33,29,1.0,1.0,True,Croatia,Defender,2742.0,True
15286,Mousa Tamari,37,2531.0,37,34,1.0,1.0,True,Jordan,Midfielder,3584.0,True
15304,Vozinha,4,390.0,4,0,1.0,1.0,True,Cape Verde Islands,Goalkeeper,1560.0,False
15769,Frans Putros,2,125.0,2,1,1.0,1.0,True,Iraq,Defender,961.0,False
16360,Alan Franco,36,3026.0,35,32,1.0,1.0,True,Ecuador,Defender,8477.0,True
16367,Willian Pacho,56,4928.0,50,52,1.0,1.0,True,Ecuador,Defender,6579.0,True
16369,Gonzalo Plata,49,2883.0,47,45,1.0,1.0,True,Ecuador,Attacker,5764.0,True
16470,Jordy Alcivar,7,398.0,5,6,1.0,1.0,True,Ecuador,Midfielder,4452.0,True
16482,Rodrigo Aguirre,28,1631.0,26,27,1.0,0.9642857142857143,True,Uruguay,Attacker,3664.0,True
16590,Jordy Caicedo,4,99.0,4,1,1.0,1.0,True,Ecuador,Attacker,1886.0,True
16642,Gonzalo Valle,3,184.0,1,3,1.0,1.0,True,Ecuador,Goalkeeper,3830.0,True
16797,Mohamed El-Shenawy,21,1909.0,21,21,1.0,1.0,True,Egypt,Goalkeeper,1991.0,True
16804,Yasser Ibrahim,37,3267.0,37,32,1.0,1.0,True,Egypt,Defender,3591.0,True
16805,Rami Rabia,10,839.0,10,5,1.0,1.0,True,Egypt,Defender,1730.0,False
16813,Hamdy Fathy,12,886.0,12,8,1.0,1.0,True,Egypt,Defender,1853.0,True
16831,Mahdi Soliman,4,360.0,4,4,1.0,1.0,True,Egypt,Goalkeeper,1406.0,False
16841,Mohanad Lasheen,40,3237.0,40,36,1.0,0.975,True,Egypt,Midfielder,3638.0,True
16871,Zizo,36,2120.0,36,32,1.0,1.0,True,Egypt,Attacker,2298.0,True
17269,Emam Ashour,29,2015.0,29,24,1.0,1.0,True,Egypt,Midfielder,2153.0,True
18110,Max Crocombe,7,630.0,7,4,1.0,1.0,True,New Zealand,Goalkeeper,3338.0,True
18592,Iliman Ndiaye,42,3381.0,42,39,1.0,1.0,True,Senegal,Midfielder,3765.0,True
18776,Çağlar Söyüncü,18,1087.0,18,17,1.0,1.0,True,Türkiye,Defender,1302.0,False
18814,Issa Diop,23,1754.0,23,18,1.0,1.0,True,Morocco,Defender,2064.0,True
18816,Arthur Masuaku,14,920.0,14,10,1.0,0.9285714285714286,True,Congo DR,Defender,1062.0,False
18830,Marko Arnautović,12,586.0,12,8,1.0,1.0,True,Austria,Attacker,1986.0,True
18846,Aaron Wan-Bissaka,34,2889.0,34,30,1.0,1.0,True,Congo DR,Defender,3249.0,True
18861,Nathan Aké,37,1991.0,35,34,1.0,0.8648648648648649,True,Netherlands,Defender,2274.0,True
18931,Chris Wood,23,1413.0,23,20,1.0,0.9565217391304348,True,New Zealand,Attacker,2020.0,True
18938,Alfie Jones,5,430.0,5,5,1.0,1.0,True,Canada,Defender,1996.0,True
18942,Yan Valery,24,1826.0,24,21,1.0,1.0,True,Tunisia,Midfielder,3912.0,True
18961,Dan Burn,47,3516.0,47,44,1.0,1.0,True,England,Defender,3682.0,True
18967,Leo Østigård,24,1788.0,24,19,1.0,0.9583333333333334,True,Norway,Defender,3041.0,True
18970,Pascal Groß,43,2930.0,38,42,1.0,1.0,True,Germany,Midfielder,3363.0,True
18979,Viktor Gyökeres,59,3863.0,59,55,1.0,0.9830508474576272,True,Sweden,Attacker,4662.0,True
18997,Leandro Bacuna,11,946.0,9,8,1.0,1.0,True,Curaçao,Midfielder,4039.0,True
19047,Juninho Bacuna,18,1193.0,16,15,1.0,1.0,True,Curaçao,Midfielder,2296.0,True
19066,Grant Hanley,7,610.0,7,5,1.0,1.0,True,Scotland,Defender,2385.0,True
19077,Kenny McLean,47,3843.0,47,44,1.0,1.0,True,Scotland,Midfielder,4702.0,True
19088,Dean Henderson,52,4680.0,52,52,1.0,1.0,True,England,Goalkeeper,4803.0,True
19170,Morgan Rogers,61,4821.0,61,55,1.0,1.0,True,England,Midfielder,5719.0,True
19172,Ørjan Nyland,8,750.0,8,3,1.0,1.0,True,Norway,Goalkeeper,1410.0,False
19182,Axel Tuanzebe,22,1982.0,22,18,1.0,1.0,True,Congo DR,Defender,2207.0,True
19191,John McGinn,47,3300.0,47,44,1.0,1.0,True,Scotland,Midfielder,3656.0,True
19235,Djed Spence,51,3384.0,51,44,1.0,1.0,True,England,Defender,3627.0,True
19281,Antoine Semenyo,52,4231.0,52,48,1.0,1.0,True,Ghana,Midfielder,4485.0,True
19354,Ezri Konsa,55,4740.0,55,48,1.0,1.0,True,England,Defender,5416.0,True
19366,Ollie Watkins,56,3849.0,56,55,1.0,1.0,True,England,Midfielder,4241.0,True
19465,David Raya,51,4620.0,51,51,1.0,1.0,True,Spain,Goalkeeper,4682.0,True
19524,Che Adams,34,1932.0,34,31,1.0,0.9705882352941176,True,Scotland,Attacker,2515.0,True
19545,Reece James,48,3267.0,43,44,1.0,1.0,True,England,Defender,3675.0,True
19549,Antonee Robinson,30,2136.0,30,26,1.0,1.0,True,USA,Midfielder,2360.0,True
19586,Eberechi Eze,58,3421.0,58,54,1.0,1.0,True,England,Midfielder,3544.0,True
19599,Emiliano Martínez,54,4837.0,53,47,1.0,1.0,True,Argentina,Goalkeeper,6597.0,True
19614,Saeid Ezatolahi,8,611.0,8,5,1.0,1.0,True,Iran,Midfielder,2565.0,True
19617,Michael Olise,64,4929.0,59,57,1.0,1.0,True,France,Midfielder,5181.0,True
19720,Trevoh Chalobah,52,4116.0,47,52,1.0,1.0,True,England,Defender,4219.0,True
19974,Ivan Toney,43,3559.0,43,42,1.0,1.0,True,England,Attacker,3612.0,True
19987,Dominic Hyam,12,1108.0,12,12,1.0,1.0,True,Scotland,Defender,4425.0,True
20079,Harry Souttar,6,568.0,6,2,1.0,1.0,True,Australia,Defender,1737.0,False
20457,Cameron Burgess,37,3285.0,37,35,1.0,1.0,True,Australia,Defender,6296.0,True
20566,Yehvann Diouf,38,3420.0,38,38,1.0,1.0,True,Senegal,Goalkeeper,3784.0,True
20649,Yoane Wissa,33,1372.0,33,29,1.0,0.9090909090909091,True,Congo DR,Attacker,1426.0,False
20655,Jean-Kévin Duverne,23,1412.0,21,21,1.0,0.9565217391304348,True,Haiti,Defender,2329.0,True
20665,Jean-Ricner Bellegarde,40,2246.0,40,37,1.0,0.975,True,Haiti,Midfielder,2346.0,True
20696,Pape Gueye,49,3582.0,49,45,1.0,1.0,True,Senegal,Midfielder,3871.0,True
20836,Christopher Operi,26,2184.0,26,25,1.0,1.0,True,Ivory Coast,Defender,2466.0,True
20844,Haissem Hassan,30,1472.0,30,28,1.0,1.0,True,Egypt,Midfielder,2318.0,True
20850,Carlens Arcus,31,2366.0,28,28,1.0,1.0,True,Haiti,Defender,3327.0,True
20869,Samir Sophian Chergui,10,769.0,10,9,1.0,1.0,True,Algeria,Defender,1234.0,False
20995,Maxence Lacroix,57,4992.0,57,55,1.0,1.0,True,France,Defender,5216.0,True
21010,Elisha Owusu,32,2504.0,32,29,1.0,1.0,True,Ghana,Midfielder,2694.0,True
21098,Joris Kayembe,46,3120.0,46,42,1.0,1.0,True,Congo DR,Defender,3210.0,True
21101,Samuel Moutoussamy,8,742.0,8,4,1.0,1.0,True,Congo DR,Midfielder,3357.0,True
21138,Rayan Aït-Nouri,40,2545.0,37,36,1.0,1.0,True,Algeria,Defender,2887.0,True
21509,Marcus Thuram,47,2980.0,45,46,1.0,0.9787234042553191,True,France,Midfielder,3269.0,True
21587,Ellyes Skhiri,41,2503.0,41,38,1.0,1.0,True,Tunisia,Defender,2786.0,True
21613,Lenny Joseph,9,427.0,9,6,1.0,1.0,True,Haiti,Attacker,1976.0,True
21628,Brice Samba,33,2970.0,33,33,1.0,1.0,True,France,Goalkeeper,3156.0,True
21996,Abdul Rahman Baba,18,1455.0,18,17,1.0,0.9444444444444444,True,Ghana,Defender,2760.0,True
22002,Ghislain Konan,14,1259.0,14,11,1.0,1.0,True,Ivory Coast,Defender,3521.0,True
22090,William Saliba,56,4734.0,56,50,1.0,0.9821428571428571,True,France,Defender,4779.0,True
22139,Steven Moreira,23,1917.0,21,19,1.0,1.0,True,Cape Verde Islands,Defender,8049.0,True
22147,Manu Koné,42,3144.0,42,37,1.0,1.0,True,France,Midfielder,3182.0,True
22149,Ibrahim Sangaré,51,3440.0,51,47,1.0,0.9803921568627451,True,Ivory Coast,Midfielder,3566.0,True
22221,Mike Maignan,48,4291.0,48,41,1.0,1.0,True,France,Goalkeeper,4748.0,True
22222,Zeki Çelik,47,3801.0,47,45,1.0,1.0,True,Türkiye,Defender,5541.0,True
22224,Gabriel Magalhães,57,4750.0,57,52,1.0,1.0,True,Brazil,Defender,6241.0,True
22236,Rafael Leão,36,2127.0,36,31,1.0,0.9722222222222222,True,Portugal,Midfielder,2271.0,True
22265,Nuno Da Costa,32,1171.0,32,28,1.0,0.96875,True,Cape Verde Islands,Attacker,1340.0,False
24012,Lionel M'Pasi,12,1140.0,12,8,1.0,1.0,True,Congo DR,Goalkeeper,1275.0,False
24810,Jhon Córdoba,7,383.0,7,4,1.0,1.0,True,Colombia,Attacker,3377.0,True
24845,Julian Ryerson,51,3661.0,46,47,1.0,1.0,True,Norway,Defender,4416.0,True
24866,Douglas Santos,8,711.0,8,3,1.0,1.0,True,Brazil,Defender,2733.0,True
24888,Hee-Chan Hwang,34,1873.0,34,31,1.0,1.0,True,South Korea,Attacker,2665.0,True
25129,Dženis Burnić,4,130.0,4,2,1.0,1.0,True,Bosnia & Herzegovina,Midfielder,2366.0,True
25158,David Raum,36,3030.0,36,34,1.0,1.0,True,Germany,Midfielder,3178.0,True
25282,Gregor Kobel,58,5310.0,53,52,1.0,1.0,True,Switzerland,Goalkeeper,6210.0,True
25287,Kevin Danso,40,2590.0,40,36,1.0,0.975,True,Austria,Defender,2696.0,True
25297,Michael Gregoritsch,21,1080.0,21,18,1.0,1.0,True,Austria,Midfielder,1677.0,False
25300,Rani Khedira,28,2384.0,28,25,1.0,1.0,True,Tunisia,Midfielder,3368.0,True
25314,Marco Friedl,27,2278.0,27,26,1.0,1.0,True,Austria,Defender,2834.0,True
25341,Derrick Luckassen,10,900.0,10,8,1.0,1.0,True,Ghana,Defender,3512.0,True
25348,Vladimír Darida,8,660.0,8,7,1.0,1.0,True,Czech Republic,Midfielder,2830.0,True
25368,Waldemar Anton,51,4431.0,46,49,1.0,1.0,True,Germany,Defender,4910.0,True
25414,John Yeboah,8,588.0,7,4,1.0,1.0,True,Ecuador,Attacker,3950.0,True
25416,Wout Weghorst,33,2146.0,33,32,1.0,1.0,True,Netherlands,Attacker,2332.0,True
25458,Dodi Lukebakio,26,1340.0,26,23,1.0,1.0,True,Belgium,Midfielder,1550.0,False
25915,Phillipp Mwene,41,2928.0,41,39,1.0,1.0,True,Austria,Defender,3100.0,True
25916,Moussa Niakhaté,48,4187.0,48,44,1.0,1.0,True,Senegal,Defender,5020.0,True
25927,Jean-Philippe Mateta,53,3430.0,53,50,1.0,0.9622641509433962,True,France,Attacker,3481.0,True
26161,Logan Rogerson,28,1346.0,28,28,1.0,1.0,True,New Zealand,Attacker,1449.0,False
26232,Mark Flekken,34,3060.0,34,34,1.0,1.0,True,Netherlands,Goalkeeper,3263.0,True
26240,Philipp Lienhart,34,2454.0,34,32,1.0,1.0,True,Austria,Defender,2789.0,True
26243,Nico Schlotterbeck,39,3425.0,39,37,1.0,1.0,True,Germany,Defender,3995.0,True
26300,Ozan Kabak,27,1888.0,27,26,1.0,1.0,True,Türkiye,Defender,2023.0,True
26315,Nicolás González,51,2464.0,47,45,1.0,0.9803921568627451,True,Argentina,Attacker,3465.0,True
26475,Deniz Undav,50,3792.0,50,46,1.0,1.0,True,Germany,Attacker,3927.0,True
28382,Haris Tabaković,36,2674.0,36,35,1.0,1.0,True,Bosnia & Herzegovina,Attacker,2806.0,True
29704,Shoja Khalilzadeh,5,450.0,5,2,1.0,1.0,True,Iran,Defender,1850.0,True
29781,Mehdi Ghayedi,1,45.0,1,0,1.0,1.0,True,Iran,Attacker,1475.0,False
30393,Alban Lafont,18,1658.0,18,18,1.0,1.0,True,Ivory Coast,Goalkeeper,3053.0,True
30424,Roger Ibañez,40,3476.0,40,39,1.0,1.0,True,Brazil,Defender,3602.0,True
30432,Marten de Roon,51,3928.0,51,50,1.0,1.0,True,Netherlands,Midfielder,3953.0,True
30484,Mattias Svanberg,24,852.0,24,22,1.0,0.9583333333333334,True,Sweden,Midfielder,1362.0,False
30497,Bremer,31,2569.0,31,31,1.0,1.0,True,Brazil,Defender,2748.0,True
30504,Wilfried Singo,29,1697.0,29,27,1.0,0.9655172413793104,True,Ivory Coast,Defender,2053.0,True
30521,Merih Demiral,28,2229.0,28,26,1.0,0.9642857142857143,True,Türkiye,Defender,2392.0,True
30776,Cristian Romero,40,3390.0,39,34,1.0,1.0,True,Argentina,Defender,4796.0,True
30807,Seko Fofana,36,1567.0,36,34,1.0,1.0,True,Ivory Coast,Midfielder,1947.0,True
30827,Martin Erlić,23,1940.0,23,23,1.0,1.0,True,Croatia,Defender,2260.0,True
32858,Tsuyoshi Watanabe,41,3410.0,41,39,1.0,1.0,True,Japan,Defender,4127.0,True
32862,Takefusa Kubo,28,1820.0,28,27,1.0,1.0,True,Japan,Attacker,2833.0,True
32887,Yukinari Sugawara,31,2262.0,31,27,1.0,1.0,True,Japan,Midfielder,3238.0,True
32893,Hiroki Itō,27,1431.0,27,23,1.0,0.9629629629629629,True,Japan,Defender,4890.0,True
32954,Shogo Taniguchi,29,2336.0,29,26,1.0,1.0,True,Japan,Defender,4218.0,True
32966,Ao Tanaka,36,1899.0,36,33,1.0,1.0,True,Japan,Midfielder,2987.0,True
33165,Ayumu Seko,25,2081.0,25,23,1.0,1.0,True,Japan,Defender,3442.0,True
33224,Daizen Maeda,48,3694.0,48,45,1.0,1.0,True,Japan,Attacker,4394.0,True
33289,Koki Ogawa,10,363.0,10,7,1.0,0.9,True,Japan,Attacker,2004.0,True
33321,Keito Nakamura,9,692.0,9,5,1.0,1.0,True,Japan,Midfielder,3648.0,True
33847,Jason Geria,2,61.0,2,0,1.0,1.0,True,Australia,Defender,2245.0,True
33889,Kaishu Sano,51,4433.0,51,48,1.0,1.0,True,Japan,Midfielder,5049.0,True
34168,Jin-gyu Kim,2,58.0,2,0,1.0,1.0,True,South Korea,Midfielder,2665.0,True
34211,Gue-sung Cho,33,1813.0,33,31,1.0,0.9696969696969697,True,South Korea,Attacker,2327.0,True
34418,Tae-hyeon Kim,1,96.0,1,1,1.0,1.0,True,South Korea,Defender,4204.0,True
34431,Dong-gyeong Lee,1,90.0,1,1,1.0,1.0,True,South Korea,Attacker,2714.0,True
34710,Hyun-gyu Oh,46,3098.0,46,43,1.0,1.0,True,South Korea,Attacker,3676.0,True
35532,Julián Quiñones,39,3167.0,35,34,1.0,1.0,True,Mexico,Midfielder,3625.0,True
35533,Enner Valencia,14,826.0,13,10,1.0,1.0,True,Ecuador,Attacker,3881.0,True
35544,Johan Vásquez,33,2960.0,28,29,1.0,1.0,True,Mexico,Defender,4844.0,True
35570,Stephen Eustaquio,31,1492.0,30,26,1.0,1.0,True,Canada,Midfielder,2087.0,True
35576,Orbelín Pineda,19,1190.0,15,17,1.0,1.0,True,Mexico,Midfielder,4052.0,True
35769,Carlos Acevedo,6,520.0,6,6,1.0,1.0,True,Mexico,Goalkeeper,3081.0,True
35885,Alejandro Zendejas,35,2557.0,33,34,1.0,1.0,True,USA,Attacker,3234.0,True
35970,Luis Romo,33,2824.0,33,29,1.0,1.0,True,Mexico,Midfielder,3586.0,True
36088,Guillermo Martínez,19,684.0,19,17,1.0,1.0,True,Mexico,Attacker,2041.0,True
36111,César Huerta,14,476.0,9,13,1.0,1.0,True,Mexico,Midfielder,918.0,False
36579,Soufiane Rahimi,11,392.0,9,5,1.0,0.9090909090909091,True,Morocco,Attacker,2185.0,True
36777,Michael Woud,28,2481.0,28,28,1.0,1.0,True,New Zealand,Goalkeeper,2481.0,True
36842,Godfried Roemeratoe,8,215.0,5,7,1.0,0.875,True,Curaçao,Midfielder,2769.0,True
36857,Jurien Gaari,10,731.0,7,8,1.0,1.0,True,Curaçao,Defender,1282.0,False
36899,Teun Koopmeiners,53,2952.0,49,49,1.0,0.9622641509433962,True,Netherlands,Midfielder,3238.0,True
36902,Tijjani Reijnders,53,3285.0,50,50,1.0,1.0,True,Netherlands,Midfielder,3807.0,True
36905,Guus Til,40,2990.0,40,39,1.0,1.0,True,Netherlands,Midfielder,3050.0,True
36970,Sherel Floranus,21,1906.0,18,18,1.0,1.0,True,Curaçao,Defender,4349.0,True
36980,Morten Thorsby,13,770.0,13,12,1.0,1.0,True,Norway,Midfielder,1602.0,False
37066,Roshon van Eijma,9,657.0,6,8,1.0,0.8888888888888888,True,Curaçao,Defender,2941.0,True
37127,Martin Ødegaard,41,2454.0,41,36,1.0,1.0,True,Norway,Midfielder,2911.0,True
37143,Lutsharel Geertruida,30,1882.0,30,30,1.0,1.0,True,Netherlands,Defender,1993.0,True
37155,Orkun Kökçü,41,3193.0,37,38,1.0,1.0,True,Türkiye,Midfielder,3582.0,True
37175,Riechedly Bazoer,6,452.0,6,5,1.0,1.0,True,Curaçao,Defender,1230.0,False
37272,Brandley Kuwas,12,670.0,10,11,1.0,1.0,True,Curaçao,Attacker,2376.0,True
37435,Deroy Duarte,6,432.0,6,2,1.0,1.0,True,Cape Verde Islands,Midfielder,3100.0,True
37436,Laros Duarte,4,166.0,4,0,1.0,1.0,True,Cape Verde Islands,Midfielder,4102.0,True
37461,Kevin Felida,1,90.0,1,1,1.0,1.0,True,Curaçao,Midfielder,3449.0,True
37724,Crysencio Summerville,36,2808.0,36,32,1.0,1.0,True,Netherlands,Attacker,3252.0,True
37892,Dennis Eckert Ayensa,18,1087.0,18,18,1.0,1.0,True,Iran,Attacker,1987.0,True
38114,Ko Itakura,24,1731.0,24,22,1.0,1.0,True,Japan,Defender,3158.0,True
38123,Ajdin Hrustić,6,349.0,6,4,1.0,1.0,True,Australia,Midfielder,3042.0,True
38695,Jan Paul van Hecke,44,3801.0,44,40,1.0,1.0,True,Netherlands,Defender,4093.0,True
38735,Sergiño Dest,42,3217.0,42,37,1.0,1.0,True,USA,Attacker,3524.0,True
38747,Quinten Timber,42,3032.0,42,40,1.0,1.0,True,Netherlands,Midfielder,3247.0,True
38750,Brian Brobbey,36,2210.0,36,32,1.0,0.9444444444444444,True,Netherlands,Attacker,2387.0,True
39043,Fredrik Aursnes,55,4398.0,51,49,1.0,1.0,True,Norway,Defender,4870.0,True
39058,Fredrik André Bjørkan,17,1495.0,17,16,1.0,1.0,True,Norway,Defender,4308.0,True
39064,Patrick Berg,24,2023.0,24,18,1.0,1.0,True,Norway,Midfielder,5174.0,True
39073,Jens Petter Hauge,19,1508.0,19,18,1.0,1.0,True,Norway,Midfielder,4267.0,True
39082,Egil Selvik,30,2700.0,30,29,1.0,1.0,True,Norway,Goalkeeper,3891.0,True
39143,Kristian Thorstvedt,31,2262.0,31,29,1.0,1.0,True,Norway,Midfielder,3787.0,True
39254,Torbjørn Heggem,43,3324.0,43,38,1.0,1.0,True,Norway,Defender,3666.0,True
39362,Marcus Pedersen,31,2197.0,31,27,1.0,1.0,True,Norway,Defender,2713.0,True
41112,Francisco Trincão,50,4194.0,50,49,1.0,1.0,True,Portugal,Midfielder,4291.0,True
41552,Pathé Ismaël Ciss,30,1883.0,30,26,1.0,0.9666666666666667,True,Senegal,Defender,3321.0,True
41585,Gonçalo Ramos,47,1769.0,47,45,1.0,0.9148936170212766,True,Portugal,Attacker,1906.0,True
41608,Diney Borges,4,390.0,4,0,1.0,1.0,True,Cape Verde Islands,Defender,1740.0,False
41621,Matheus Nunes,54,4250.0,50,53,1.0,1.0,True,Portugal,Midfielder,4364.0,True
41627,Kenji Gorré,8,541.0,5,7,1.0,1.0,True,Curaçao,Attacker,2007.0,True
42012,Elias Achouri,24,1396.0,24,21,1.0,1.0,True,Tunisia,Midfielder,2586.0,True
42021,Meshaal Aissa Barsham,17,1590.0,17,17,1.0,1.0,True,Qatar,Goalkeeper,3149.0,True
42060,Sultan Al Brake,11,888.0,11,9,1.0,1.0,True,Qatar,Defender,1728.0,False
42075,Edmilson Junior,13,1106.0,13,10,1.0,1.0,True,Qatar,Attacker,2489.0,True
42207,Mahmud Abunad,6,540.0,6,3,1.0,1.0,True,Qatar,Goalkeeper,1665.0,False
42261,Rebin Sulaka,4,143.0,4,2,1.0,0.75,True,Iraq,Defender,1886.0,True
42286,Ahmed Al Ganehi,6,293.0,6,5,1.0,1.0,True,Qatar,Attacker,1262.0,False
42288,Lucas Mendes,4,121.0,4,3,1.0,0.75,True,Qatar,Defender,2005.0,True
42315,Mehdi Taremi,21,1222.0,21,18,1.0,0.9523809523809523,True,Iran,Attacker,2944.0,True
44315,Abdullah Al-Khaibari,44,2388.0,44,41,1.0,1.0,True,Saudi Arabia,Midfielder,3489.0,True
44324,Firas Al-Buraikan,54,2930.0,50,51,1.0,0.9629629629629629,True,Saudi Arabia,Attacker,4130.0,True
44335,Hassan Kadesh,34,2777.0,33,34,1.0,1.0,True,Saudi Arabia,Defender,3617.0,True
44339,Nasser Al-Dawsari,44,2688.0,39,41,1.0,1.0,True,Saudi Arabia,Midfielder,3505.0,True
44340,Salem Al-Dawsari,39,2853.0,36,36,1.0,1.0,True,Saudi Arabia,Midfielder,4080.0,True
44349,Mohamed Kanno,48,3064.0,43,45,1.0,1.0,True,Saudi Arabia,Attacker,4754.0,True
44362,Hassan Al Tambakti,41,3357.0,38,38,1.0,1.0,True,Saudi Arabia,Defender,5068.0,True
44367,Ali Majrashi,39,2972.0,36,39,1.0,0.9743589743589743,True,Saudi Arabia,Defender,3223.0,True
44382,Abdullah Al-Hamdan,34,823.0,34,31,1.0,0.8823529411764706,True,Saudi Arabia,Attacker,1611.0,False
44411,Mohammed Al-Owais,3,270.0,3,0,1.0,1.0,True,Saudi Arabia,Goalkeeper,1213.0,False
44475,Abdulelah Al-Amri,40,3005.0,36,37,1.0,0.95,True,Saudi Arabia,Defender,3149.0,True
44507,Ali Lajami,39,1248.0,36,36,1.0,0.9487179487179487,True,Saudi Arabia,Defender,2139.0,True
44551,Saleh Al-Shehri,28,808.0,24,28,1.0,0.8928571428571429,True,Saudi Arabia,Attacker,1179.0,False
44594,Saud Abdulhamid,36,2279.0,32,33,1.0,1.0,True,Saudi Arabia,Defender,6126.0,True
44701,Khalid Al-Ghannam,13,766.0,12,12,1.0,0.9230769230769231,True,Saudi Arabia,Attacker,2285.0,True
