player_id,player_name,world_cup_team_id,world_cup_team,squad_position,age,number,has_2025_statistics,has_2026_statistics,failed_2025_query,failed_2026_query,competition_stat_lines,reported_minutes_across_lines,has_any_statistics,has_both_seasons,reported_minutes,detailed_match_minutes,detailed_minutes_share,rank_entry_precheck,benchmark_precheck
2544,Akram Afif,1569,Qatar,Attacker,29,11,True,True,False,False,7,3842.0,True,True,3842.0,3752.0,0.9765747006767309,True,True
2545,Hassan Al Haydos,1569,Qatar,Attacker,35,10,True,True,False,False,7,505.0,True,True,505.0,475.0,0.9405940594059405,False,False
2575,J. Porozo,2382,Ecuador,Defender,25,25,True,True,False,False,6,3784.0,True,True,3784.0,3784.0,1.0,True,True
2583,A. Preciado,2382,Ecuador,Defender,27,17,True,True,False,False,9,3039.0,True,True,3039.0,3039.0,1.0,True,True
2597,T. Tomiyasu,12,Japan,Defender,27,22,True,True,False,False,4,680.0,True,True,680.0,680.0,1.0,False,False
2598,R. Doan,12,Japan,Attacker,27,10,True,True,False,False,7,4566.0,True,True,4566.0,4566.0,1.0,True,True
2601,D. Kamada,12,Japan,Attacker,29,15,True,True,False,False,8,4544.0,True,True,4544.0,4544.0,1.0,True,True
2612,G. de Arrascaeta,7,Uruguay,Midfielder,31,10,True,True,False,False,16,7761.0,True,True,7761.0,6078.0,0.7831465017394665,False,False
2639,Sultan Mandash,23,Saudi Arabia,Midfielder,31,20,True,True,False,False,6,1627.0,True,True,1627.0,1627.0,1.0,True,False
2649,Ahmed Fatouh,32,Egypt,Defender,27,13,True,True,False,False,5,2382.0,True,True,2382.0,2382.0,1.0,True,True
2654,Mohamed Hany,32,Egypt,Defender,29,3,True,True,False,False,5,4015.0,True,True,4015.0,4015.0,1.0,True,True
2656,Karim Hafez,32,Egypt,Defender,29,15,True,True,False,False,8,1824.0,True,True,1824.0,1824.0,1.0,True,True
2660,Nabil Emad Dunga,32,Egypt,Midfielder,29,18,True,True,False,False,5,1817.0,True,True,1817.0,1817.0,1.0,True,True
2664,Trézéguet,32,Egypt,Attacker,31,7,True,True,False,False,9,3042.0,True,True,3042.0,3042.0,1.0,True,True
2676,Rúben Neves,27,Portugal,Midfielder,28,21,True,True,False,False,5,4096.0,True,True,4096.0,4096.0,1.0,True,True
2681,P. Niazmand,22,Iran,Goalkeeper,30,12,True,True,False,False,5,0.0,True,True,0.0,0.0,0.0,False,False
2682,A. Beiranvand,22,Iran,Goalkeeper,33,1,True,True,False,False,5,1946.0,True,True,1946.0,1946.0,1.0,True,True
2683,R. Cheshmi,22,Iran,Midfielder,32,15,True,True,False,False,3,256.0,True,True,256.0,256.0,1.0,False,False
2685,E. Hajisafi,22,Iran,Defender,35,3,True,True,False,False,4,550.0,True,True,550.0,550.0,1.0,False,False
2687,H. Kanani,22,Iran,Defender,31,13,False,True,False,False,2,531.0,True,False,531.0,531.0,1.0,False,False
2688,M. Mohammadi,22,Iran,Defender,32,5,True,True,False,False,6,1372.0,True,True,1372.0,1372.0,1.0,True,False
2691,R. Rezaeian,22,Iran,Midfielder,35,23,True,True,False,False,8,709.0,True,True,709.0,709.0,1.0,False,False
2697,M. Torabi,22,Iran,Midfielder,31,16,True,True,False,False,4,368.0,True,True,368.0,368.0,1.0,False,False
2699,S. Ghoddos,22,Iran,Midfielder,32,14,True,True,False,False,4,1842.0,True,True,1842.0,1842.0,1.0,True,True
2700,A. Jahanbakhsh,22,Iran,Midfielder,32,7,True,True,False,False,4,1372.0,True,True,1372.0,1372.0,1.0,True,False
2701,Y. Bounou,31,Morocco,Goalkeeper,34,1,True,True,False,False,7,5213.0,True,True,5213.0,5213.0,1.0,True,True
2702,M. Mohamedi,31,Morocco,Goalkeeper,36,12,True,True,False,False,7,270.0,True,True,270.0,270.0,1.0,False,False
2703,A. Tagnaouti,31,Morocco,Goalkeeper,29,22,True,True,False,False,3,999.0,True,True,999.0,999.0,1.0,True,False
2722,A. El Kaabi,31,Morocco,Attacker,32,20,True,True,False,False,8,3622.0,True,True,3622.0,3622.0,1.0,True,True
2724,L. Digne,2,France,Defender,32,3,True,True,False,False,7,3617.0,True,True,3617.0,3617.0,1.0,True,True
2741,M. Ryan,20,Australia,Goalkeeper,33,1,True,True,False,False,6,4411.0,True,True,4411.0,4411.0,1.0,True,True
2742,M. Degenek,20,Australia,Defender,31,2,True,True,False,False,6,2452.0,True,True,2452.0,2452.0,1.0,True,True
2749,J. Irvine,20,Australia,Midfielder,32,22,True,True,False,False,6,3334.0,True,True,3334.0,3334.0,1.0,True,True
2751,M. Leckie,20,Australia,Midfielder,34,7,True,True,False,False,6,637.0,True,True,637.0,637.0,1.0,False,False
2755,A. Mabil,20,Australia,Midfielder,30,11,True,True,False,False,5,1791.0,True,True,1791.0,1791.0,1.0,True,False
2763,Mario Pasalic,3,Croatia,Midfielder,30,15,True,True,False,False,5,2983.0,True,True,2983.0,2983.0,1.0,True,True
2803,N. Elvedi,15,Switzerland,Defender,29,4,True,True,False,False,5,4148.0,True,True,4148.0,4148.0,1.0,True,True
2807,R. Freuler,15,Switzerland,Midfielder,33,8,True,True,False,False,6,4049.0,True,True,4049.0,4049.0,1.0,True,True
2810,D. Zakaria,15,Switzerland,Defender,29,6,True,True,False,False,7,5608.0,True,True,5608.0,5608.0,1.0,True,True
2851,K. Nordfeldt,5,Sweden,Goalkeeper,36,23,True,True,False,False,6,3870.0,True,True,3870.0,3870.0,1.0,True,True
2860,K. Sema,5,Sweden,Midfielder,32,13,True,True,False,False,5,1257.0,True,True,1257.0,1257.0,1.0,True,False
2864,A. Isak,5,Sweden,Attacker,26,9,True,True,False,False,6,1644.0,True,True,1644.0,1644.0,1.0,True,False
2869,E. Álvarez,16,Mexico,Defender,28,4,True,True,False,False,8,2102.0,True,True,2102.0,2012.0,0.9571836346336822,True,True
2873,C. Montes,16,Mexico,Defender,28,3,True,True,False,False,5,3588.0,True,True,3588.0,3588.0,1.0,True,True
2878,J. Sánchez,16,Mexico,Defender,28,2,True,True,False,False,10,3941.0,True,True,3941.0,3941.0,1.0,True,True
2879,R. Alvarado,16,Mexico,Attacker,27,25,True,True,False,False,7,4012.0,True,True,4012.0,4012.0,1.0,True,True
2881,J. Gallardo,16,Mexico,Defender,31,23,True,True,False,False,8,5035.0,True,True,5035.0,4945.0,0.9821251241310824,True,True
2887,R. Jiménez,16,Mexico,Attacker,34,9,True,True,False,False,7,3693.0,True,True,3693.0,3693.0,1.0,True,True
2889,A. Vega,16,Mexico,Attacker,28,10,True,True,False,False,8,2659.0,True,True,2659.0,2570.0,0.9665287702143663,True,True
2890,Jo Hyeon-Woo,17,South Korea,Goalkeeper,34,21,True,True,False,False,10,4702.0,True,True,4702.0,4432.0,0.942577626541897,True,True
2892,Kim Seung-Gyu,17,South Korea,Goalkeeper,35,1,True,True,False,False,6,3475.0,True,True,3475.0,3475.0,1.0,True,True
2897,Kim Min-Jae,17,South Korea,Defender,29,4,True,True,False,False,10,3693.0,True,True,3693.0,3693.0,1.0,True,True
2901,Hwang In-Beom,17,South Korea,Midfielder,29,6,True,True,False,False,9,3073.0,True,True,3073.0,3073.0,1.0,True,True
2906,Lee Jae-Sung,17,South Korea,Attacker,33,10,True,True,False,False,7,4217.0,True,True,4217.0,4217.0,1.0,True,True
2909,Paik Seung-Ho,17,South Korea,Midfielder,28,8,True,True,False,False,7,4329.0,True,True,4329.0,4329.0,1.0,True,True
2912,Kim Moon-Hwan,17,South Korea,Midfielder,30,15,True,True,False,False,8,2198.0,True,True,2198.0,1981.0,0.9012738853503185,True,True
2920,T. Castagne,1,Belgium,Defender,30,21,True,True,False,False,5,3035.0,True,True,3035.0,3035.0,1.0,True,True
2926,Y. Tielemans,1,Belgium,Midfielder,28,8,True,True,False,False,6,3751.0,True,True,3751.0,3751.0,1.0,True,True
2932,J. Pickford,10,England,Goalkeeper,31,1,True,True,False,False,7,5413.0,True,True,5413.0,4963.0,0.9168668021429891,True,True
2937,D. Rice,10,England,Midfielder,26,4,True,True,False,False,9,5332.0,True,True,5332.0,5242.0,0.9831207801950488,True,True
2945,D. Bronn,28,Tunisia,Defender,30,6,True,True,False,False,7,1880.0,True,True,1880.0,1880.0,1.0,True,True
2962,F. Chaouat,28,Tunisia,Attacker,29,19,True,True,False,False,4,313.0,True,True,313.0,313.0,1.0,False,False
2967,L. Mejía,11,Panama,Goalkeeper,34,1,True,True,False,False,7,2619.0,True,True,2619.0,1372.0,0.5238640702558228,False,False
2968,O. Mosquera,11,Panama,Goalkeeper,31,22,True,True,False,False,5,4112.0,True,True,4112.0,4112.0,1.0,True,True
2970,É. Davis,11,Panama,Defender,34,15,True,True,False,False,6,737.0,True,True,737.0,737.0,1.0,False,False
2971,F. Escobar,11,Panama,Defender,30,4,True,True,False,False,7,1381.0,True,True,1381.0,1229.0,0.8899348298334541,True,False
2973,A. Murillo,11,Panama,Midfielder,29,23,True,True,False,False,10,3931.0,True,True,3931.0,3931.0,1.0,True,True
2975,C. Blackman,11,Panama,Midfielder,27,2,True,True,False,False,7,2655.0,True,True,2655.0,2655.0,1.0,True,True
2977,A. Godoy,11,Panama,Midfielder,35,20,True,True,False,False,9,3987.0,True,True,3987.0,3987.0,1.0,True,True
2978,A. Quintero,11,Panama,Midfielder,38,19,True,True,False,False,4,685.0,True,True,685.0,38.0,0.05547445255474453,False,False
2979,J. Rodríguez,11,Panama,Attacker,27,7,True,True,False,False,7,4088.0,True,True,4088.0,4088.0,1.0,True,True
2983,J. Fajardo,11,Panama,Attacker,32,17,True,True,False,False,8,3495.0,True,True,3495.0,3495.0,1.0,True,True
2986,É. Mendy,13,Senegal,Goalkeeper,33,16,True,True,False,False,6,4203.0,True,True,4203.0,4203.0,1.0,True,True
2990,I. Gueye,13,Senegal,Midfielder,36,5,True,True,False,False,6,3395.0,True,True,3395.0,3395.0,1.0,True,True
3033,C. Bakambu,1508,Congo DR,Attacker,34,17,True,True,False,False,8,1666.0,True,True,1666.0,1666.0,1.0,True,False
3034,M. Elia,1508,Congo DR,Attacker,28,13,True,True,False,False,7,1221.0,True,True,1221.0,1221.0,1.0,True,False
3243,J. Seri,1501,Ivory Coast,Midfielder,34,4,True,True,False,False,4,235.0,True,True,235.0,235.0,1.0,False,False
3246,N. Pépé,1501,Ivory Coast,Midfielder,30,19,True,True,False,False,7,3709.0,True,True,3709.0,3709.0,1.0,True,True
3275,R. Williams,1531,South Africa,Goalkeeper,33,1,True,True,False,False,7,5506.0,True,True,5506.0,4516.0,0.8201961496549219,True,True
3287,T. Mokoena,1531,South Africa,Midfielder,28,4,True,True,False,False,7,4078.0,True,True,4078.0,3550.0,0.870524767042668,True,True
3289,T. Zwane,1531,South Africa,Midfielder,36,11,True,True,False,False,4,730.0,True,True,730.0,730.0,1.0,False,False
3412,L. Zigi,1504,Ghana,Goalkeeper,29,1,True,True,False,False,5,6144.0,True,True,6144.0,3424.0,0.5572916666666666,False,False
3428,J. Ayew,1504,Ghana,Attacker,34,9,True,True,False,False,6,2952.0,True,True,2952.0,2952.0,1.0,True,True
3608,K. Sibo,1504,Ghana,Midfielder,27,8,True,True,False,False,5,2397.0,True,True,2397.0,2397.0,1.0,True,True
4399,H. Boudaoui,1532,Algeria,Midfielder,26,14,True,True,False,False,9,2797.0,True,True,2797.0,2797.0,1.0,True,True
4414,O. Benbot,1532,Algeria,Goalkeeper,31,16,True,True,False,False,7,1014.0,True,True,1014.0,1014.0,1.0,True,False
4561,Z. Belaïd,1532,Algeria,Defender,27,5,True,True,False,False,7,924.0,True,True,924.0,924.0,1.0,True,False
4569,M. Tougai,1532,Algeria,Defender,26,4,True,True,False,False,9,829.0,True,True,829.0,829.0,1.0,False,False
5994,J. Carrascal,8,Colombia,Midfielder,27,8,True,True,False,False,12,3100.0,True,True,3100.0,3100.0,1.0,True,True
5995,N. de la Cruz,7,Uruguay,Midfielder,28,7,True,True,False,False,14,4843.0,True,True,4843.0,3015.0,0.622548007433409,False,False
5996,E. Fernández,26,Argentina,Midfielder,24,24,True,True,False,False,10,7468.0,True,True,7468.0,7468.0,1.0,True,True
6002,E. Palacios,26,Argentina,Defender,27,14,True,True,False,False,6,2009.0,True,True,2009.0,2009.0,1.0,True,True
6005,J. Quintero,8,Colombia,Midfielder,32,20,True,True,False,False,11,3936.0,True,True,3936.0,3936.0,1.0,True,True
6009,J. Álvarez,26,Argentina,Midfielder,25,9,True,True,False,False,9,5662.0,True,True,5662.0,5662.0,1.0,True,True
6067,T. Almada,26,Argentina,Midfielder,24,16,True,True,False,False,10,2644.0,True,True,2644.0,2644.0,1.0,True,True
6168,O. Alderete,2380,Paraguay,Defender,29,3,True,True,False,False,6,4731.0,True,True,4731.0,4731.0,1.0,True,True
6231,F. Medina,26,Argentina,Defender,26,25,True,True,False,False,8,2601.0,True,True,2601.0,2601.0,1.0,True,True
6236,A. Cubas,2380,Paraguay,Midfielder,29,14,True,True,False,False,8,5691.0,True,True,5691.0,5691.0,1.0,True,True
6483,G. Ávalos,2380,Paraguay,Attacker,35,21,True,True,False,False,7,6934.0,True,True,6934.0,4357.0,0.6283530429766369,False,False
6503,N. Molina,26,Argentina,Defender,27,26,True,True,False,False,9,4360.0,True,True,4360.0,4360.0,1.0,True,True
6610,M. Senesi,26,Argentina,Midfielder,28,2,True,True,False,False,8,3677.0,True,True,3677.0,3587.0,0.9755235246124558,True,True
6716,A. Mac Allister,26,Argentina,Midfielder,27,20,True,True,False,False,10,5945.0,True,True,5945.0,5945.0,1.0,True,True
6808,J. Italiano,20,Australia,Defender,24,4,True,True,False,False,4,2476.0,True,True,2476.0,2476.0,1.0,True,True
6832,C. Devlin,20,Australia,Midfielder,27,14,True,True,False,False,6,4438.0,True,True,4438.0,2433.0,0.5482199188823794,False,False
6865,K. Barbarouses,4673,New Zealand,Attacker,35,17,True,True,False,False,8,1664.0,True,True,1664.0,1479.0,0.8888221153846154,True,False
6870,P. Izzo,20,Australia,Goalkeeper,30,12,True,True,False,False,5,2703.0,True,True,2703.0,2703.0,1.0,True,True
6904,C. Metcalfe,20,Australia,Midfielder,26,8,True,True,False,False,6,2254.0,True,True,2254.0,2254.0,1.0,True,True
6931,L. Cacace,4673,New Zealand,Defender,25,13,True,True,False,False,7,1579.0,True,True,1579.0,1233.0,0.7808739708676378,False,False
6932,C. Elliot,4673,New Zealand,Defender,26,24,True,True,False,False,5,1834.0,True,True,1834.0,1834.0,1.0,True,True
6934,A. Rufer,4673,New Zealand,Midfielder,29,14,True,True,False,False,7,2486.0,True,True,2486.0,2196.0,0.8833467417538214,True,True
6935,S. Singh,4673,New Zealand,Midfielder,26,10,True,True,False,False,6,2011.0,True,True,2011.0,1777.0,0.8836399801093983,True,True
6938,B. Waine,4673,New Zealand,Attacker,24,18,True,True,False,False,8,2078.0,True,True,2078.0,1983.0,0.9542829643888354,True,True
7050,A. O Neill,20,Australia,Midfielder,27,13,True,True,False,False,7,4547.0,True,True,4547.0,4547.0,1.0,True,True
7090,M. Svoboda,775,Austria,Defender,27,25,True,True,False,False,4,2613.0,True,True,2613.0,2613.0,1.0,True,True
7197,A. Andrade,11,Panama,Defender,27,16,True,True,False,False,6,3958.0,True,True,3958.0,3868.0,0.9772612430520465,True,True
7318,A. Dedic,1113,Bosnia & Herzegovina,Defender,23,7,True,True,False,False,6,4567.0,True,True,4567.0,4567.0,1.0,True,True
7327,A. Prass,775,Austria,Defender,24,22,True,True,False,False,5,1546.0,True,True,1546.0,1546.0,1.0,True,False
7328,N. Seiwald,775,Austria,Midfielder,24,6,True,True,False,False,4,3584.0,True,True,3584.0,3584.0,1.0,True,True
7332,L. Sucic,3,Croatia,Midfielder,23,21,True,True,False,False,5,1515.0,True,True,1515.0,1335.0,0.8811881188118812,True,False
7525,A. Schlager,775,Austria,Goalkeeper,29,1,True,True,False,False,6,4324.0,True,True,4324.0,4324.0,1.0,True,True
7562,R. Schmid,775,Austria,Midfielder,25,18,True,True,False,False,5,3446.0,True,True,3446.0,3446.0,1.0,True,True
7578,G. Mensah,1504,Ghana,Defender,27,14,True,True,False,False,5,2998.0,True,True,2998.0,2998.0,1.0,True,True
7598,P. Pentz,775,Austria,Goalkeeper,28,13,True,True,False,False,4,3448.0,True,True,3448.0,3448.0,1.0,True,True
7722,S. Kalajdzic,775,Austria,Attacker,28,14,True,True,False,False,5,1505.0,True,True,1505.0,1505.0,1.0,True,False
8445,D. Batubinsika,1508,Congo DR,Defender,29,5,True,True,False,False,5,1502.0,True,True,1502.0,1502.0,1.0,True,False
8450,A. Seck,13,Senegal,Defender,33,4,True,True,False,False,7,2094.0,True,True,2094.0,2004.0,0.9570200573065902,True,True
8486,E. Smith,5,Sweden,Defender,28,20,True,True,False,False,4,2707.0,True,True,2707.0,2707.0,1.0,True,True
8489,J. David,5529,Canada,Attacker,25,10,True,True,False,False,8,3667.0,True,True,3667.0,3667.0,1.0,True,True
8492,A. Sørloth,1090,Norway,Attacker,30,7,True,True,False,False,9,3528.0,True,True,3528.0,3528.0,1.0,True,True
8601,F. Pierrot,2386,Haiti,Attacker,30,20,True,True,False,False,8,3111.0,True,True,3111.0,3111.0,1.0,True,True
8627,T. Bongonda,1508,Congo DR,Midfielder,30,10,True,True,False,False,7,440.0,True,True,440.0,440.0,1.0,False,False
8794,G. Hirst,1108,Scotland,Attacker,26,18,True,True,False,False,6,2535.0,True,True,2535.0,2535.0,1.0,True,True
9026,N. Vasilj,1113,Bosnia & Herzegovina,Goalkeeper,30,1,True,True,False,False,4,3840.0,True,True,3840.0,3840.0,1.0,True,True
10097,Éderson Silva,6,Brazil,Midfielder,22,2,True,True,False,False,5,3199.0,True,True,3199.0,3199.0,1.0,True,True
10124,Léo Pereira,6,Brazil,Defender,29,15,True,True,False,False,14,9967.0,True,True,9967.0,7441.0,0.7465636600782583,False,False
10135,Bruno Guimarães,6,Brazil,Midfielder,28,8,True,True,False,False,9,5540.0,True,True,5540.0,5540.0,1.0,True,True
12303,Ricardo Ade,2386,Haiti,Defender,35,4,True,True,False,False,9,7111.0,True,True,7111.0,7111.0,1.0,True,True
13151,J. Portilla,8,Colombia,Midfielder,27,15,True,True,False,False,9,3408.0,True,True,3408.0,3408.0,1.0,True,True
13376,J. Campaz,8,Colombia,Midfielder,25,21,True,True,False,False,8,3722.0,True,True,3722.0,3635.0,0.976625470177324,True,True
13571,W. Ditta,8,Colombia,Defender,28,18,True,True,False,False,10,5555.0,True,True,5555.0,5555.0,1.0,True,True
13708,J. Arias,8,Colombia,Midfielder,28,11,True,True,False,False,16,7572.0,True,True,7572.0,7572.0,1.0,True,True
13736,D. Muñoz,8,Colombia,Defender,29,2,True,True,False,False,8,5749.0,True,True,5749.0,5749.0,1.0,True,True
14268,I. Pandur,3,Croatia,Goalkeeper,25,12,True,True,False,False,6,4320.0,True,True,4320.0,4320.0,1.0,True,True
14301,S. Radeljic,1113,Bosnia & Herzegovina,Defender,28,21,True,True,False,False,4,3766.0,True,True,3766.0,3766.0,1.0,True,True
14379,C. Ndiaye,13,Senegal,Attacker,30,12,True,True,False,False,9,2241.0,True,True,2241.0,2241.0,1.0,True,True
14395,K. Jakic,3,Croatia,Midfielder,28,18,True,True,False,False,4,1860.0,True,True,1860.0,1860.0,1.0,True,True
14701,J. Sutalo,3,Croatia,Defender,25,6,True,True,False,False,6,2742.0,True,True,2742.0,2742.0,1.0,True,True
15286,Mousa Tamari,1548,Jordan,Midfielder,28,10,True,True,False,False,6,3584.0,True,True,3584.0,3584.0,1.0,True,True
15304,Vózinha,1533,Cape Verde Islands,Goalkeeper,39,1,True,True,False,False,4,1560.0,True,True,1560.0,1560.0,1.0,True,False
15683,G. Nilsson,5,Sweden,Attacker,28,25,True,True,False,False,5,222.0,True,True,222.0,222.0,1.0,False,False
15769,Frans Putros,1567,Iraq,Defender,32,26,True,True,False,False,5,961.0,True,True,961.0,781.0,0.8126951092611863,True,False
15900,A. Mumin,1504,Ghana,Defender,28,6,True,True,False,False,3,92.0,True,True,92.0,92.0,1.0,False,False
16360,A. Franco,2382,Ecuador,Defender,27,21,True,True,False,False,11,8477.0,True,True,8477.0,7667.0,0.9044473280641736,True,True
16367,W. Pacho,2382,Ecuador,Defender,24,6,True,True,False,False,11,6579.0,True,True,6579.0,6579.0,1.0,True,True
16369,G. Plata,2382,Ecuador,Attacker,25,19,True,True,False,False,16,5764.0,True,True,5764.0,5449.0,0.9453504510756419,True,True
16380,H. Galíndez,2382,Ecuador,Goalkeeper,38,1,True,True,False,False,8,10510.0,True,True,10510.0,7090.0,0.6745956232159848,False,False
16470,J. Alcívar,2382,Ecuador,Midfielder,26,5,True,True,False,False,9,4452.0,True,True,4452.0,4452.0,1.0,True,True
16482,R. Aguirre,7,Uruguay,Attacker,31,19,True,True,False,False,13,3664.0,True,True,3664.0,3485.0,0.951146288209607,True,True
16590,J. Caicedo,2382,Ecuador,Attacker,28,16,True,True,False,False,6,1886.0,True,True,1886.0,1886.0,1.0,True,True
16642,G. Valle,2382,Ecuador,Goalkeeper,29,22,True,True,False,False,8,3830.0,True,True,3830.0,3830.0,1.0,True,True
16797,Mohamed El Shenawy,32,Egypt,Goalkeeper,37,1,True,True,False,False,5,1991.0,True,True,1991.0,1991.0,1.0,True,True
16804,Yasser Ibrahim,32,Egypt,Defender,32,2,True,True,False,False,5,3591.0,True,True,3591.0,3591.0,1.0,True,True
16805,Rami Rabia,32,Egypt,Defender,32,5,True,True,False,False,4,1730.0,True,True,1730.0,1730.0,1.0,True,False
16813,Hamdi Fathy,32,Egypt,Defender,31,14,True,True,False,False,4,1853.0,True,True,1853.0,1853.0,1.0,True,True
16831,Al Mahdi Soliman,32,Egypt,Goalkeeper,38,16,True,True,False,False,4,1406.0,True,True,1406.0,1406.0,1.0,True,False
16841,Mohanad Lasheen,32,Egypt,Midfielder,29,17,True,True,False,False,7,3638.0,True,True,3638.0,3638.0,1.0,True,True
16871,Ahmed Zizo,32,Egypt,Attacker,30,25,True,True,False,False,5,2298.0,True,True,2298.0,2298.0,1.0,True,True
17269,Emam Ashour,32,Egypt,Midfielder,27,8,True,True,False,False,5,2153.0,True,True,2153.0,2153.0,1.0,True,True
18110,M. Crocombe,4673,New Zealand,Goalkeeper,32,1,True,True,False,False,6,3338.0,True,True,3338.0,2978.0,0.8921509886159377,True,True
18592,I. Ndiaye,13,Senegal,Midfielder,25,13,True,True,False,False,8,3765.0,True,True,3765.0,3753.0,0.9968127490039841,True,True
18776,Ç. Söyüncü,777,Türkiye,Defender,29,4,True,True,False,False,8,1302.0,True,True,1302.0,1302.0,1.0,True,False
18814,I. Diop,31,Morocco,Defender,28,14,True,True,False,False,5,2064.0,True,True,2064.0,2064.0,1.0,True,True
18816,A. Masuaku,1508,Congo DR,Defender,32,26,True,True,False,False,9,1062.0,True,True,1062.0,1062.0,1.0,True,False
18830,M. Arnautovic,775,Austria,Attacker,36,7,True,True,False,False,5,1986.0,True,True,1986.0,1986.0,1.0,True,True
18846,A. Wan-Bissaka,1508,Congo DR,Defender,28,2,True,True,False,False,7,3249.0,True,True,3249.0,3069.0,0.9445983379501385,True,True
18861,N. Aké,1118,Netherlands,Defender,30,5,True,True,False,False,8,2274.0,True,True,2274.0,2274.0,1.0,True,True
18931,C. Wood,4673,New Zealand,Attacker,34,9,True,True,False,False,6,2020.0,True,True,2020.0,1689.0,0.8361386138613861,True,True
18933,A. Gunn,1108,Scotland,Goalkeeper,29,1,True,True,False,False,7,502.0,True,True,502.0,502.0,1.0,False,False
18938,A. Jones,5529,Canada,Defender,28,3,True,True,False,False,4,1996.0,True,True,1996.0,1996.0,1.0,True,True
18942,Y. Valery,28,Tunisia,Midfielder,26,20,True,True,False,False,6,3912.0,True,True,3912.0,3912.0,1.0,True,True
18961,D. Burn,10,England,Defender,33,15,True,True,False,False,8,3682.0,True,True,3682.0,3682.0,1.0,True,True
18967,L. Østigård,1090,Norway,Defender,26,4,True,True,False,False,5,3041.0,True,True,3041.0,3041.0,1.0,True,True
18970,P. Groß,25,Germany,Midfielder,34,13,True,True,False,False,9,3363.0,True,True,3363.0,3363.0,1.0,True,True
18979,V. Gyökeres,5,Sweden,Attacker,27,17,True,True,False,False,9,4662.0,True,True,4662.0,4597.0,0.9860574860574861,True,True
18981,J. Locadia,5530,Curaçao,Attacker,32,9,True,True,False,False,4,888.0,True,True,888.0,888.0,1.0,False,False
18997,L. Bacuna,5530,Curaçao,Midfielder,34,10,True,True,False,False,7,4039.0,True,True,4039.0,4039.0,1.0,True,True
19023,T. Ream,2384,USA,Defender,38,13,True,True,False,False,9,6287.0,True,True,6287.0,4782.0,0.7606171464927628,False,False
19047,J. Bacuna,5530,Curaçao,Midfielder,28,7,True,True,False,False,8,2296.0,True,True,2296.0,2296.0,1.0,True,True
19066,G. Hanley,1108,Scotland,Defender,34,5,True,True,False,False,6,2385.0,True,True,2385.0,2305.0,0.9664570230607966,True,True
19077,K. McLean,1108,Scotland,Midfielder,33,23,True,True,False,False,6,4702.0,True,True,4702.0,4702.0,1.0,True,True
19088,D. Henderson,10,England,Goalkeeper,28,13,True,True,False,False,8,4803.0,True,True,4803.0,4803.0,1.0,True,True
19170,M. Rogers,10,England,Midfielder,23,17,True,True,False,False,9,5719.0,True,True,5719.0,5424.0,0.9484175555166987,True,True
19172,Ø. Nyland,1090,Norway,Goalkeeper,35,1,True,True,False,False,5,1410.0,True,True,1410.0,1410.0,1.0,True,False
19182,A. Tuanzebe,1508,Congo DR,Defender,28,4,True,True,False,False,7,2207.0,True,True,2207.0,2207.0,1.0,True,True
19191,J.  McGinn,1108,Scotland,Midfielder,31,7,True,True,False,False,8,3656.0,True,True,3656.0,3656.0,1.0,True,True
19235,D. Spence,10,England,Defender,25,25,True,True,False,False,9,3627.0,True,True,3627.0,3627.0,1.0,True,True
19281,A. Semenyo,1504,Ghana,Midfielder,25,11,True,True,False,False,10,4485.0,True,True,4485.0,4463.0,0.9950947603121516,True,True
19354,E. Konsa,10,England,Defender,28,2,True,True,False,False,8,5416.0,True,True,5416.0,5416.0,1.0,True,True
19366,O. Watkins,10,England,Midfielder,30,19,True,True,False,False,8,4241.0,True,True,4241.0,4241.0,1.0,True,True
19465,David Raya,9,Spain,Goalkeeper,30,1,True,True,False,False,6,4682.0,True,True,4682.0,4682.0,1.0,True,True
19524,C. Adams,1108,Scotland,Attacker,29,10,True,True,False,False,5,2515.0,True,True,2515.0,2515.0,1.0,True,True
19545,R. James,10,England,Defender,26,24,True,True,False,False,9,3675.0,True,True,3675.0,3675.0,1.0,True,True
19549,A. Robinson,2384,USA,Midfielder,28,5,True,True,False,False,6,2360.0,True,True,2360.0,2360.0,1.0,True,True
19586,E. Eze,10,England,Midfielder,27,21,True,True,False,False,9,3544.0,True,True,3544.0,3544.0,1.0,True,True
19599,E. Martínez,26,Argentina,Goalkeeper,33,23,True,True,False,False,8,6597.0,True,True,6597.0,6597.0,1.0,True,True
19614,S. Ezatolahi,22,Iran,Midfielder,29,6,True,True,False,False,5,2565.0,True,True,2565.0,2565.0,1.0,True,True
19617,M. Olise,2,France,Midfielder,24,11,True,True,False,False,9,5181.0,True,True,5181.0,5181.0,1.0,True,True
19720,T. Chalobah,10,England,Defender,26,12,True,True,False,False,7,4219.0,True,True,4219.0,4219.0,1.0,True,True
19974,I. Toney,10,England,Attacker,29,22,True,True,False,False,6,3612.0,True,True,3612.0,3612.0,1.0,True,True
19987,D. Hyam,1108,Scotland,Defender,30,16,True,True,False,False,6,4425.0,True,True,4425.0,4425.0,1.0,True,True
20079,H. Souttar,20,Australia,Defender,27,19,True,True,False,False,5,1737.0,True,True,1737.0,1737.0,1.0,True,False
20457,C. Burgess,20,Australia,Defender,30,21,True,True,False,False,7,6296.0,True,True,6296.0,6296.0,1.0,True,True
