fixture_id,date_utc,league_id,league_name,league_type,country,season,home_team_id,home_team,away_team_id,away_team,status,is_friendly,is_youth,official_senior_main,in_current_window,in_pre_world_cup_window
1497478,2026-04-27 16:30:00+00:00,305,Stars League,League,Qatar,2025,2895,Al Sadd,2916,Al Shamal,FT,False,False,True,True,True
1435914,2025-08-28 18:00:00+00:00,307,Pro League,League,Saudi-Arabia,2025,2934,Al-Ettifaq,10509,Al Kholood,FT,False,False,True,True,True
1438977,2026-05-21 18:00:00+00:00,307,Pro League,League,Saudi-Arabia,2025,2944,Al-Fayha,2932,Al-Hilal Saudi FC,FT,False,False,True,True,True
1415589,2025-08-22 17:00:00+00:00,318,1. Division,League,Cyprus,2025,3396,AEL,3415,Olympiakos,FT,False,False,True,True,True
1543784,2026-05-22 14:30:00+00:00,318,1. Division,League,Cyprus,2025,3403,Pafos,2247,Apoel Nicosia,FT,False,False,True,True,True
1384101,2025-07-26 18:30:00+00:00,332,Super Liga,League,Slovakia,2025,10550,Tatran Prešov,656,Slovan Bratislava,FT,False,False,True,True,True
1528532,2026-05-16 15:00:00+00:00,332,Super Liga,League,Slovakia,2025,656,Slovan Bratislava,3552,Zemplín Michalovce,FT,False,False,True,True,True
1384652,2025-07-18 17:00:00+00:00,345,Czech Liga,League,Czech-Republic,2025,3724,Pardubice,567,Plzen,FT,False,False,True,True,True
1542836,2026-05-24 12:00:00+00:00,345,Czech Liga,League,Czech-Republic,2025,628,Sparta Praha,3723,Hradec Králové,FT,False,False,True,True,True
1340613,2025-06-13 18:45:00+00:00,357,Premier Division,League,Ireland,2025,3854,Shelbourne,652,Shamrock Rovers,FT,False,False,True,False,True
1340699,2025-11-01 16:30:00+00:00,357,Premier Division,League,Ireland,2025,3854,Shelbourne,3843,St Patrick's Athl.,FT,False,False,True,True,True
1492620,2026-02-08 14:00:00+00:00,357,Premier Division,League,Ireland,2026,3840,Bohemians,3843,St Patrick's Athl.,FT,False,False,True,True,True
1492735,2026-07-10 19:00:00+00:00,357,Premier Division,League,Ireland,2026,3845,Waterford,3843,St Patrick's Athl.,FT,False,False,True,True,False
1389594,2025-08-23 17:30:00+00:00,383,Ligat Ha'al,League,Israel,2025,4195,Maccabi Haifa,6186,Maccabi Bnei Raina,FT,False,False,True,True,True
1540731,2026-05-23 18:00:00+00:00,383,Ligat Ha'al,League,Israel,2025,563,Hapoel Beer Sheva,4195,Maccabi Haifa,FT,False,False,True,True,True
1500511,2026-01-10 19:00:00+00:00,475,Paulista - A1,League,Brazil,2026,128,Santos,7834,Novorizontino,FT,False,False,True,True,True
1528825,2026-03-08 23:30:00+00:00,475,Paulista - A1,League,Brazil,2026,7834,Novorizontino,121,Palmeiras,FT,False,False,True,True,True
1501283,2026-01-08 18:00:00+00:00,526,Trophée des Champions,Cup,France,2025,85,Paris Saint Germain,81,Marseille,PEN,False,False,True,True,True
1381189,2025-08-10 14:00:00+00:00,528,Community Shield,Cup,England,2025,52,Crystal Palace,40,Liverpool,PEN,False,False,True,True,True
1377540,2025-08-16 18:30:00+00:00,529,Super Cup,Cup,Germany,2025,172,VfB Stuttgart,157,Bayern München,FT,False,False,True,True,True
1377400,2025-08-13 19:00:00+00:00,531,UEFA Super Cup,Cup,World,2025,85,Paris Saint Germain,47,Tottenham,PEN,False,False,True,True,True
1482100,2025-10-18 17:00:00+00:00,533,CAF Super Cup,Cup,World,2025,1036,Pyramids FC,962,Renaissance Berkane,FT,False,False,True,True,True
1491502,2025-12-18 19:00:00+00:00,547,Super Cup,Cup,Italy,2025,492,Napoli,489,AC Milan,FT,False,False,True,True,True
1495114,2025-12-22 19:00:00+00:00,547,Super Cup,Cup,Italy,2025,492,Napoli,500,Bologna,FT,False,False,True,True,True
1502168,2026-01-05 17:30:00+00:00,551,Super Cup,Cup,Turkey,2025,645,Galatasaray,998,Trabzonspor,FT,False,False,True,True,True
1503186,2026-01-10 15:45:00+00:00,551,Super Cup,Cup,Turkey,2025,645,Galatasaray,611,Fenerbahçe,FT,False,False,True,True,True
1405523,2026-01-07 19:00:00+00:00,556,Super Cup,Cup,Spain,2025,529,Barcelona,531,Athletic Club,FT,False,False,True,True,True
1503770,2026-01-11 19:00:00+00:00,556,Super Cup,Cup,Spain,2025,529,Barcelona,541,Real Madrid,FT,False,False,True,True,True
1500877,2026-01-11 21:00:00+00:00,624,Carioca - 1,League,Brazil,2026,127,Flamengo,7835,Portuguesa RJ,FT,False,False,True,True,True
1528849,2026-03-08 21:00:00+00:00,624,Carioca - 1,League,Brazil,2026,124,Fluminense,127,Flamengo,PEN,False,False,True,True,True
1351423,2025-07-29 23:00:00+00:00,772,Leagues Cup,Cup,World,2025,1614,CF Montreal,2289,Leon,PEN,False,False,True,True,True
1449981,2025-09-01 00:00:00+00:00,772,Leagues Cup,Cup,World,2025,1595,Seattle Sounders,9568,Inter Miami,FT,False,False,True,True,True
1383477,2025-07-10 18:45:00+00:00,848,UEFA Europa Conference League,Cup,World,2025,3843,St Patrick's Athl.,3861,Hegelmann Litauen,FT,False,False,True,False,True
1544608,2026-05-27 19:00:00+00:00,848,UEFA Europa Conference League,Cup,World,2025,52,Crystal Palace,728,Rayo Vallecano,FT,False,False,True,True,True
1467392,2025-09-14 18:00:00+00:00,1168,FIFA Intercontinental Cup,Cup,World,2025,1036,Pyramids FC,2537,Auckland City,FT,False,False,True,True,True
1491683,2025-12-17 17:00:00+00:00,1168,FIFA Intercontinental Cup,Cup,World,2025,85,Paris Saint Germain,127,Flamengo,PEN,False,False,True,True,True
