player_id,player_name,world_cup_team_id,world_cup_team,squad_position,age,number
6610,M. Senesi,26,Argentina,Midfielder,28,2
369,Diogo Costa,27,Portugal,Goalkeeper,26,1
1590,José Sá,27,Portugal,Goalkeeper,32,12
46672,Rui Silva,27,Portugal,Goalkeeper,31,22
161939,Tomás Araújo,27,Portugal,Defender,23,4
855,João Cancelo,27,Portugal,Defender,31,20
886,Diogo Dalot,27,Portugal,Defender,26,5
567,Rúben Dias,27,Portugal,Defender,28,3
265595,Gonçalo Inácio,27,Portugal,Defender,24,14
263482,Nuno Mendes,27,Portugal,Defender,23,25
130,Nélson Semedo,27,Portugal,Defender,32,2
336671,Renato Veiga,27,Portugal,Defender,22,13
190485,Samú Costa,27,Portugal,Midfielder,25,24
1485,Bruno Fernandes,27,Portugal,Midfielder,31,8
335051,João Neves,27,Portugal,Midfielder,21,15
2676,Rúben Neves,27,Portugal,Midfielder,28,21
41621,Matheus Nunes,27,Portugal,Midfielder,27,6
636,Bernardo Silva,27,Portugal,Midfielder,31,10
128384,Vitinha,27,Portugal,Midfielder,25,23
161585,Francisco Conceição,27,Portugal,Midfielder,23,26
925,Gonçalo Guedes,27,Portugal,Attacker,29,19
583,João Félix,27,Portugal,Midfielder,26,11
22236,Rafael Leão,27,Portugal,Midfielder,26,17
1864,Pedro Neto,27,Portugal,Midfielder,25,18
41585,Gonçalo Ramos,27,Portugal,Attacker,24,9
874,Cristiano Ronaldo,27,Portugal,Attacker,40,7
41112,Trincão,27,Portugal,Midfielder,26,16
49423,S. Ben Hsan,28,Tunisia,Goalkeeper,29,22
533394,C. Abdelmouhib,28,Tunisia,Goalkeeper,24,1
49424,A. Dahmen,28,Tunisia,Goalkeeper,28,16
49583,A. Abdi,28,Tunisia,Midfielder,32,2
393977,A. Arous,28,Tunisia,Defender,21,5
135059,A. Ben Hmida,28,Tunisia,Defender,30,21
2945,D. Bronn,28,Tunisia,Defender,30,6
533360,R. Chikhaoui,28,Tunisia,Defender,21,24
375608,M. Neffati,28,Tunisia,Defender,21,23
163068,O. Rekik,28,Tunisia,Defender,24,4
50030,M. Talbi,28,Tunisia,Defender,27,3
18942,Y. Valery,28,Tunisia,Midfielder,26,20
49469,M. Ben Ouanes,28,Tunisia,Midfielder,31,12
533295,K. Ayari,28,Tunisia,Attacker,20,14
310196,Ismaël Gharbi,28,Tunisia,Attacker,21,11
25300,R. Khedira,28,Tunisia,Midfielder,31,13
180560,H. Mejbri,28,Tunisia,Attacker,22,10
21587,E. Skhiri,28,Tunisia,Defender,30,17
199310,A. Ben Slimane,28,Tunisia,Attacker,24,25
67195,H. Mahmoud,28,Tunisia,Midfielder,25,15
57518,S. Tounekti,28,Tunisia,Attacker,23,26
42012,E. Achouri,28,Tunisia,Midfielder,26,7
2962,F. Chaouat,28,Tunisia,Attacker,29,19
566059,R. Elloumi,28,Tunisia,Attacker,18,18
344862,H. Mastouri,28,Tunisia,Attacker,28,9
323974,E. Saad,28,Tunisia,Attacker,26,8
2701,Y. Bounou,31,Morocco,Goalkeeper,34,1
2702,M. Mohamedi,31,Morocco,Goalkeeper,36,12
2703,A. Tagnaouti,31,Morocco,Goalkeeper,29,22
50042,M. Saâdane,31,Morocco,Defender,29,5
18814,I. Diop,31,Morocco,Defender,28,14
283252,Z. El Ouahdi,31,Morocco,Defender,24,13
9,A. Hakimi,31,Morocco,Defender,27,2
326183,R. Halhal,31,Morocco,Defender,22,25
545,N. Mazraoui,31,Morocco,Defender,28,3
278898,C. Riad,31,Morocco,Defender,22,18
162451,A. Salah-Eddine,31,Morocco,Defender,24,26
146772,Y. Belammari,31,Morocco,Defender,27,19
74,S. Amrabat,31,Morocco,Midfielder,29,4
438688,A. Bouaddi,31,Morocco,Midfielder,18,6
277003,N. El Aynaoui,31,Morocco,Midfielder,24,24
340573,B. El Khannouss,31,Morocco,Attacker,21,23
415431,S. El Mourabet,31,Morocco,Midfielder,20,15
129678,A. Ounahi,31,Morocco,Midfielder,25,8
161897,I. Saibari,31,Morocco,Attacker,24,11
336659,C. Talbi,31,Morocco,Midfielder,20,7
369544,Gessime Yassine,31,Morocco,Attacker,20,16
744,Brahim Díaz,31,Morocco,Midfielder,26,10
535046,A. Amaimouni,31,Morocco,Midfielder,20,21
2722,A. El Kaabi,31,Morocco,Attacker,32,20
191289,A. Sbaï,31,Morocco,Attacker,24,17
36579,S. Rahimi,31,Morocco,Attacker,29,9
550469,M. Alaa,32,Egypt,Goalkeeper,26,26
16797,Mohamed El Shenawy,32,Egypt,Goalkeeper,37,1
269174,Mostafa Shobeir,32,Egypt,Goalkeeper,25,23
16831,Al Mahdi Soliman,32,Egypt,Goalkeeper,38,16
269621,Hossam Abdelmaguid,32,Egypt,Defender,24,4
196343,Mohamed Abdelmonem,32,Egypt,Defender,26,6
2649,Ahmed Fatouh,32,Egypt,Defender,27,13
2656,Karim Hafez,32,Egypt,Defender,29,15
2654,Mohamed Hany,32,Egypt,Defender,29,3
16804,Yasser Ibrahim,32,Egypt,Defender,32,2
16805,Rami Rabia,32,Egypt,Defender,32,5
550371,T. Alaa,32,Egypt,Defender,23,24
17269,Emam Ashour,32,Egypt,Midfielder,27,8
190575,Marwan Attia,32,Egypt,Midfielder,27,19
2660,Nabil Emad Dunga,32,Egypt,Midfielder,29,18
16813,Hamdi Fathy,32,Egypt,Defender,31,14
16841,Mohanad Lasheen,32,Egypt,Midfielder,29,17
69196,Mahmoud Saber,32,Egypt,Midfielder,24,21
395075,Mostafa Zico,32,Egypt,Midfielder,28,11
2664,Trézéguet,32,Egypt,Attacker,31,7
20844,H. Hassan,32,Egypt,Midfielder,23,12
16871,Ahmed Zizo,32,Egypt,Attacker,30,25
550547,H. Abdelkarim,32,Egypt,Attacker,17,9
70535,Ibrahim Adel,32,Egypt,Attacker,24,20
81573,Omar Marmoush,32,Egypt,Midfielder,26,22
306,Mohamed Salah,32,Egypt,Attacker,33,10
269349,L. Hornícek,770,Czech Republic,Goalkeeper,23,23
138804,M. Kovár,770,Czech Republic,Goalkeeper,25,1
66347,J. Stanek,770,Czech Republic,Goalkeeper,29,16
337740,S. Chaloupek,770,Czech Republic,Defender,22,6
1231,V. Coufal,770,Czech Republic,Midfielder,33,5
2252,T. Holes,770,Czech Republic,Defender,32,3
162964,R. Hranác,770,Czech Republic,Defender,25,4
128793,D. Jurásek,770,Czech Republic,Defender,25,14
66407,L. Krejcí,770,Czech Republic,Defender,26,7
1237,J. Zelený,770,Czech Republic,Midfielder,33,20
128772,D. Zima,770,Czech Republic,Defender,25,2
66214,D. Doudera,770,Czech Republic,Midfielder,27,21
162194,L. Cerv,770,Czech Republic,Midfielder,24,12
25348,V. Darida,770,Czech Republic,Midfielder,35,8
66353,L. Provod,770,Czech Republic,Attacker,29,17
241,M. Sadílek,770,Czech Republic,Midfielder,26,18
555437,H. Sochurek,770,Czech Republic,Midfielder,17,25
386837,A. Sojka,770,Czech Republic,Midfielder,22,24
1243,T. Soucek,770,Czech Republic,Midfielder,30,22
66387,P. Sulc,770,Czech Republic,Attacker,25,15
818,T. Chorý,770,Czech Republic,Attacker,30,19
66275,M. Chytil,770,Czech Republic,Attacker,26,13
66019,A. Hlozek,770,Czech Republic,Attacker,23,9
66340,J. Kuchta,770,Czech Republic,Attacker,28,11
794,P. Schick,770,Czech Republic,Attacker,29,10
290212,D. Visinský,770,Czech Republic,Midfielder,22,26
7598,P. Pentz,775,Austria,Goalkeeper,28,13
7525,A. Schlager,775,Austria,Goalkeeper,29,1
221605,F. Wiegele,775,Austria,Goalkeeper,24,12
126640,D. Affengruber,775,Austria,Defender,24,2
505,D. Alaba,775,Austria,Defender,33,8
25287,K. Danso,775,Austria,Defender,27,3
25314,M. Friedl,775,Austria,Defender,27,23
26240,P. Lienhart,775,Austria,Defender,29,15
25915,P. Mwene,775,Austria,Defender,31,16
711,S. Posch,775,Austria,Defender,28,5
7090,M. Svoboda,775,Austria,Defender,27,25
1725,D. Ljubičić,775,Austria,Midfielder,26,19
138935,C. Chukwuemeka,775,Austria,Midfielder,22,17
719,F. Grillitsch,775,Austria,Midfielder,30,10
1157,K. Laimer,775,Austria,Defender,28,20
7327,A. Prass,775,Austria,Defender,24,22
1159,M. Sabitzer,775,Austria,Midfielder,31,9
1095,X. Schlager,775,Austria,Midfielder,28,4
7562,R. Schmid,775,Austria,Midfielder,25,18
417,A. Schöpf,775,Austria,Midfielder,31,26
7328,N. Seiwald,775,Austria,Midfielder,24,6
327895,P. Wanner,775,Austria,Midfielder,20,24
126642,P. Wimmer,775,Austria,Midfielder,24,21
18830,M. Arnautovic,775,Austria,Attacker,36,7
25297,M. Gregoritsch,775,Austria,Midfielder,31,11
7722,S. Kalajdzic,775,Austria,Attacker,28,14
50132,A. Bayindir,777,Türkiye,Goalkeeper,27,12
49866,U. Çakir,777,Türkiye,Goalkeeper,29,23
49837,M. Günok,777,Türkiye,Goalkeeper,36,1
62490,S. Akaydin,777,Türkiye,Defender,31,25
61837,A. Bardakci,777,Türkiye,Defender,31,14
22222,Z. Çelik,777,Türkiye,Defender,28,2
30521,M. Demiral,777,Türkiye,Defender,27,3
50057,E. Elmali,777,Türkiye,Midfielder,25,13
26300,O. Kabak,777,Türkiye,Defender,25,15
1361,F. Kadioglu,777,Türkiye,Defender,26,20
1719,M. Müldür,777,Türkiye,Defender,26,18
18776,Ç. Söyüncü,777,Türkiye,Defender,29,4
1640,H. Çalhanoglu,777,Türkiye,Midfielder,31,10
25448,K. Ayhan,777,Türkiye,Defender,31,22
37155,O. Kokçu,777,Türkiye,Midfielder,25,6
24807,S. Özcan,777,Türkiye,Midfielder,27,5
214463,I. Yüksek,777,Türkiye,Midfielder,27,16
339887,C. Uzun,777,Türkiye,Midfielder,20,26
134590,O. Aydin,777,Türkiye,Attacker,25,24
291964,A. Güler,777,Türkiye,Attacker,20,8
454,Y. Akgün,777,Türkiye,Midfielder,25,19
142959,K. Aktürkoglu,777,Türkiye,Attacker,27,7
388570,D. Gül,777,Türkiye,Attacker,21,9
49857,I. Kahveci,777,Türkiye,Midfielder,30,17
339883,K. Yildiz,777,Türkiye,Midfielder,20,11
63274,B. Yilmaz,777,Türkiye,Midfielder,25,21
19172,Ø. Nyland,1090,Norway,Goalkeeper,35,1
39082,E. Selvik,1090,Norway,Goalkeeper,28,13
264378,S. Tangvik,1090,Norway,Goalkeeper,23,12
1119,K. Ajer,1090,Norway,Defender,27,3
39058,F. Bjørkan,1090,Norway,Defender,27,15
180937,H. Falchener,1090,Norway,Defender,22,25
265444,S. Langås,1090,Norway,Defender,24,24
39254,T. Heggem,1090,Norway,Defender,26,17
18967,L. Østigård,1090,Norway,Defender,26,4
39362,M. Pedersen,1090,Norway,Defender,25,16
265782,D. Møller Wolfe,1090,Norway,Defender,23,5
277930,T. Aasgaard,1090,Norway,Midfielder,23,19
39043,F. Aursnes,1090,Norway,Defender,30,14
39064,P. Berg,1090,Norway,Midfielder,28,6
1934,S. Berge,1090,Norway,Midfielder,27,8
278133,Oscar Bobb,1090,Norway,Attacker,22,22
37127,M. Ødegaard,1090,Norway,Midfielder,27,10
36980,M. Thorsby,1090,Norway,Midfielder,29,2
39143,K. Thorstvedt,1090,Norway,Midfielder,26,18
301528,A. Schjelderup,1090,Norway,Attacker,21,21
39073,J. Hauge,1090,Norway,Midfielder,26,23
1100,E. Haaland,1090,Norway,Attacker,25,9
2032,J. Strand Larsen,1090,Norway,Attacker,25,11
314511,A. Nusa,1090,Norway,Midfielder,20,20
8492,A. Sørloth,1090,Norway,Attacker,30,7
24845,J. Ryerson,1090,Norway,Defender,28,26
1106,C. Gordon,1108,Scotland,Goalkeeper,43,21
18933,A. Gunn,1108,Scotland,Goalkeeper,29,1
44937,L. Kelly,1108,Scotland,Goalkeeper,29,12
19066,G. Hanley,1108,Scotland,Defender,34,5
1111,J. Hendry,1108,Scotland,Defender,30,13
44871,A. Hickey,1108,Scotland,Defender,23,2
19987,D. Hyam,1108,Scotland,Defender,30,16
44811,S. McKenna,1108,Scotland,Defender,29,26
138417,N. Patterson,1108,Scotland,Defender,24,22
1115,A. Ralston,1108,Scotland,Defender,27,24
289,A. Robertson,1108,Scotland,Defender,31,3
44865,J. Souttar,1108,Scotland,Defender,29,15
1117,K. Tierney,1108,Scotland,Midfielder,28,6
1125,R. Christie,1108,Scotland,Midfielder,30,11
44814,L. Ferguson,1108,Scotland,Midfielder,26,19
557460,T. Fletcher,1108,Scotland,Midfielder,18,8
19191,J.  McGinn,1108,Scotland,Midfielder,31,7
19077,K. McLean,1108,Scotland,Midfielder,33,23
903,S. McTominay,1108,Scotland,Attacker,29,4
19524,C. Adams,1108,Scotland,Attacker,29,10
45307,L. Dykes,1108,Scotland,Attacker,30,9
343576,B. Doak,1108,Scotland,Midfielder,20,17
8794,G. Hirst,1108,Scotland,Attacker,26,18
45175,L. Shankland,1108,Scotland,Attacker,30,20
45078,R. Stewart,1108,Scotland,Attacker,29,14
433272,Findlay Curtis,1108,Scotland,Attacker,19,25
446130,M. Jurkas,1113,Bosnia & Herzegovina,Goalkeeper,29,12
9026,N. Vasilj,1113,Bosnia & Herzegovina,Goalkeeper,30,1
108370,M. Zlomislic,1113,Bosnia & Herzegovina,Goalkeeper,27,22
409670,A. Malic,1113,Bosnia & Herzegovina,Defender,19,24
7318,A. Dedic,1113,Bosnia & Herzegovina,Defender,23,7
53517,D. Hadzikadunic,1113,Bosnia & Herzegovina,Defender,27,3
1741,N. Katic,1113,Bosnia & Herzegovina,Defender,29,18
1442,S. Kolasinac,1113,Bosnia & Herzegovina,Defender,32,5
271350,T. Muharemovic,1113,Bosnia & Herzegovina,Defender,22,4
76867,N. Mujakic,1113,Bosnia & Herzegovina,Defender,27,2
14301,S. Radeljic,1113,Bosnia & Herzegovina,Defender,28,21
162222,I. Basic,1113,Bosnia & Herzegovina,Midfielder,23,13
70514,A. Gigovic,1113,Bosnia & Herzegovina,Midfielder,23,8
50006,A. Hadziahmetovic,1113,Bosnia & Herzegovina,Midfielder,28,16
340173,Ermin Mahmic,1113,Bosnia & Herzegovina,Midfielder,20,26
1324,I. Sunjic,1113,Bosnia & Herzegovina,Midfielder,29,14
264094,B. Tahirovic,1113,Bosnia & Herzegovina,Midfielder,22,6
322101,A. Memic,1113,Bosnia & Herzegovina,Midfielder,24,15
25129,D. Burnic,1113,Bosnia & Herzegovina,Midfielder,27,17
395559,Kerim-Sam Alajbegovic,1113,Bosnia & Herzegovina,Midfielder,18,19
329409,E. Bajraktarevic,1113,Bosnia & Herzegovina,Midfielder,20,20
314377,S. Bazdar,1113,Bosnia & Herzegovina,Attacker,21,9
46930,E. Demirovic,1113,Bosnia & Herzegovina,Attacker,27,10
790,E. Dzeko,1113,Bosnia & Herzegovina,Attacker,39,11
77037,J. Lukic,1113,Bosnia & Herzegovina,Attacker,27,25
28382,H. Tabakovic,1113,Bosnia & Herzegovina,Attacker,31,23
26232,M. Flekken,1118,Netherlands,Goalkeeper,32,23
194536,R. Roefs,1118,Netherlands,Goalkeeper,22,13
129058,B. Verbruggen,1118,Netherlands,Goalkeeper,23,1
18861,N. Aké,1118,Netherlands,Defender,30,5
226,D. Dumfries,1118,Netherlands,Midfielder,29,22
341642,J. Hato,1118,Netherlands,Defender,19,25
37143,L. Geertruida,1118,Netherlands,Defender,24,2
290,V. van Dijk,1118,Netherlands,Defender,34,4
38695,J. van Hecke,1118,Netherlands,Defender,25,6
152849,M. van de Ven,1118,Netherlands,Midfielder,24,15
92993,M. Wieffer,1118,Netherlands,Defender,26,12
542,R. Gravenberch,1118,Netherlands,Midfielder,23,8
36899,T. Koopmeiners,1118,Netherlands,Midfielder,27,20
36902,T. Reijnders,1118,Netherlands,Midfielder,27,14
36905,G. Til,1118,Netherlands,Midfielder,28,16
38747,Q. Timber,1118,Netherlands,Midfielder,24,26
538,F. de Jong,1118,Netherlands,Midfielder,28,21
30432,M. de Roon,1118,Netherlands,Midfielder,34,3
792,J. Kluivert,1118,Netherlands,Attacker,26,7
38750,B. Brobbey,1118,Netherlands,Attacker,23,19
667,M. Depay,1118,Netherlands,Attacker,31,10
247,C. Gakpo,1118,Netherlands,Attacker,26,11
544,N. Lang,1118,Netherlands,Attacker,26,17
249,D. Malen,1118,Netherlands,Attacker,26,18
37724,C. Summerville,1118,Netherlands,Attacker,24,24
25416,W. Weghorst,1118,Netherlands,Attacker,33,9
64190,Y. Fofana,1501,Ivory Coast,Goalkeeper,25,1
277046,M. Koné,1501,Ivory Coast,Goalkeeper,23,16
30393,A. Lafont,1501,Ivory Coast,Goalkeeper,26,23
135068,E. Agbadou,1501,Ivory Coast,Defender,28,20
354753,O. Diomande,1501,Ivory Coast,Defender,22,2
161747,G. Doué,1501,Ivory Coast,Defender,23,17
22002,G. Konan,1501,Ivory Coast,Defender,30,3
48119,O. Kossounou,1501,Ivory Coast,Defender,24,7
1807,E. Ndicka,1501,Ivory Coast,Defender,26,21
20836,C. Operi,1501,Ivory Coast,Defender,28,13
30504,W. Singo,1501,Ivory Coast,Defender,25,5
30807,S. Fofana,1501,Ivory Coast,Midfielder,30,6
474591,C. Inao Oulai,1501,Ivory Coast,Midfielder,19,26
1642,F. Kessié,1501,Ivory Coast,Midfielder,29,8
22149,I. Sangaré,1501,Ivory Coast,Midfielder,28,18
3243,J. Seri,1501,Ivory Coast,Midfielder,34,4
263228,P. Guiagon,1501,Ivory Coast,Midfielder,24,25
387643,B. Touré,1501,Ivory Coast,Attacker,19,24
301771,S. Adingra,1501,Ivory Coast,Attacker,23,10
275651,A. Bonny,1501,Ivory Coast,Attacker,22,9
334429,O. Diakité,1501,Ivory Coast,Midfielder,22,14
157997,A. Diallo,1501,Ivory Coast,Midfielder,23,15
513776,Y. Diomande,1501,Ivory Coast,Midfielder,19,11
137303,E. Guessand,1501,Ivory Coast,Attacker,24,22
3246,N. Pépé,1501,Ivory Coast,Midfielder,30,19
162707,E. Wahi,1501,Ivory Coast,Attacker,22,12
480108,B. Asare,1504,Ghana,Goalkeeper,33,16
144709,J. Anang,1504,Ghana,Goalkeeper,25,12
3412,L. Zigi,1504,Ghana,Goalkeeper,29,1
369425,J. Adjetey,1504,Ghana,Defender,22,4
25341,D. Luckassen,1504,Ghana,Defender,30,23
7578,G. Mensah,1504,Ghana,Defender,27,14
196187,A. Seidu,1504,Ghana,Defender,26,2
137223,J. Opoku,1504,Ghana,Defender,27,18
404172,K. Peprah Oppong,1504,Ghana,Defender,21,21
15900,A. Mumin,1504,Ghana,Defender,28,6
191240,M. Senaya,1504,Ghana,Defender,24,26
21996,A. Baba,1504,Ghana,Defender,31,17
21010,E. Owusu,1504,Ghana,Midfielder,28,15
49,T. Partey,1504,Ghana,Midfielder,32,5
3608,K. Sibo,1504,Ghana,Midfielder,27,8
475575,Caleb Marfo Yirenkyi,1504,Ghana,Midfielder,19,3
19281,A. Semenyo,1504,Ghana,Midfielder,25,11
337426,A. Boakye,1504,Ghana,Midfielder,25,20
303467,A. Fatawu,1504,Ghana,Midfielder,21,7
410016,P. Adu,1504,Ghana,Midfielder,22,25
82090,B. Thomas-Asante,1504,Ghana,Attacker,27,10
3428,J. Ayew,1504,Ghana,Attacker,34,9
411800,C. Bonsu Baah,1504,Ghana,Attacker,21,13
47294,I. Williams,1504,Ghana,Midfielder,31,19
350856,E. Nuamah,1504,Ghana,Midfielder,22,24
199837,K. Sulemana,1504,Ghana,Midfielder,23,22
314509,M. Epolo,1508,Congo DR,Goalkeeper,20,21
48501,T. Fayulu,1508,Congo DR,Goalkeeper,26,16
24012,L. Mpasi,1508,Congo DR,Goalkeeper,31,1
8445,D. Batubinsika,1508,Congo DR,Defender,29,5
24245,G. Kalulu,1508,Congo DR,Defender,28,24
199767,S. Kapuadi,1508,Congo DR,Defender,27,3
21098,J. Kayembe,1508,Congo DR,Defender,31,12
18816,A. Masuaku,1508,Congo DR,Defender,32,26
375,C. Mbemba,1508,Congo DR,Defender,31,22
19182,A. Tuanzebe,1508,Congo DR,Defender,28,4
18846,A. Wan-Bissaka,1508,Congo DR,Defender,28,2
1424,E. Kayembe,1508,Congo DR,Midfielder,27,25
21101,S. Moutoussamy,1508,Congo DR,Midfielder,29,8
375598,N. Mukau,1508,Congo DR,Midfielder,21,6
48555,C. Pickel,1508,Congo DR,Midfielder,28,18
365331,N. Sadiki,1508,Congo DR,Midfielder,21,14
44791,A. Tshibola,1508,Congo DR,Midfielder,30,15
129670,N. Mbuku,1508,Congo DR,Midfielder,23,7
8627,T. Bongonda,1508,Congo DR,Midfielder,30,10
3033,C. Bakambu,1508,Congo DR,Attacker,34,17
20674,S. Banza,1508,Congo DR,Attacker,29,23
279482,B. Cipenga,1508,Congo DR,Attacker,27,9
3034,M. Elia,1508,Congo DR,Attacker,28,13
47545,G. Kakuta,1508,Congo DR,Attacker,34,11
179699,F. Mayele,1508,Congo DR,Attacker,31,19
20649,Y. Wissa,1508,Congo DR,Attacker,29,20
46417,S. Chaine,1531,South Africa,Goalkeeper,29,16
46245,R. Goss,1531,South Africa,Goalkeeper,31,22
3275,R. Williams,1531,South Africa,Goalkeeper,33,1
163041,B. Cross,1531,South Africa,Defender,24,26
430078,S. Kabini,1531,South Africa,Defender,21,18
392387,O. Makhanya,1531,South Africa,Defender,21,24
510799,M. Mbokazi,1531,South Africa,Defender,20,14
46334,A. Modiba,1531,South Africa,Defender,30,6
46601,K. Mudau,1531,South Africa,Defender,30,20
474630,K. Ndamane,1531,South Africa,Defender,21,3
406752,I. Okon,1531,South Africa,Defender,21,21
46458,N. Sibisi,1531,South Africa,Defender,30,19
330174,T. Matuludi,1531,South Africa,Defender,26,2
268710,J. Adams,1531,South Africa,Midfielder,24,23
194430,T. Mbatha,1531,South Africa,Midfielder,25,5
3287,T. Mokoena,1531,South Africa,Midfielder,28,4
158433,S. Sithole,1531,South Africa,Midfielder,26,13
3289,T. Zwane,1531,South Africa,Midfielder,36,11
179893,O. Appollis,1531,South Africa,Midfielder,24,7
98936,L. Foster,1531,South Africa,Attacker,25,9
201354,E. Makgopa,1531,South Africa,Attacker,25,99
354831,T. Maseko,1531,South Africa,Midfielder,22,12
414149,R. Mofokeng,1531,South Africa,Midfielder,21,10
295977,T. Moremi,1531,South Africa,Midfielder,25,8
127429,I. Rayners,1531,South Africa,Attacker,30,15
359561,K. Sebelebele,1531,South Africa,Midfielder,23,25
4414,O. Benbot,1532,Algeria,Goalkeeper,31,16
304229,M. Mastil,1532,Algeria,Goalkeeper,25,1
732,L. Zidane,1532,Algeria,Goalkeeper,27,23
342740,A. Abada,1532,Algeria,Defender,26,3
21138,R. Aït-Nouri,1532,Algeria,Defender,24,15
4561,Z. Belaïd,1532,Algeria,Defender,27,5
303362,R. Belghali,1532,Algeria,Defender,23,17
2194,R. Bensebaïni,1532,Algeria,Defender,30,21
20869,S. Chergui,1532,Algeria,Defender,26,26
271539,J. Hadjam,1532,Algeria,Defender,22,13
1567,A. Mandi,1532,Algeria,Defender,34,2
4569,M. Tougai,1532,Algeria,Defender,26,4
658,H. Aouar,1532,Algeria,Attacker,27,8
409,N. Bentaleb,1532,Algeria,Midfielder,31,19
4399,H. Boudaoui,1532,Algeria,Midfielder,26,14
380587,I. Maza,1532,Algeria,Attacker,20,22
327599,Y. Titraoui,1532,Algeria,Midfielder,22,24
129047,R. Zerrouki,1532,Algeria,Midfielder,27,6
276670,F. Chaïbi,1532,Algeria,Midfielder,23,10
200139,M. Amoura,1532,Algeria,Attacker,26,18
292924,A. Benbouali,1532,Algeria,Attacker,26,12
329163,A. Boulbina,1532,Algeria,Attacker,22,20
334915,F. Ghedjemis,1532,Algeria,Attacker,23,25
85041,A. Gouiri,1532,Algeria,Attacker,25,9
326067,A. Hadj-Moussa,1532,Algeria,Attacker,23,11
635,R. Mahrez,1532,Algeria,Midfielder,34,7
41764,Márcio Rosa,1533,Cape Verde Islands,Goalkeeper,28,12
15304,Vózinha,1533,Cape Verde Islands,Goalkeeper,39,1
163200,C. dos Santos,1533,Cape Verde Islands,Goalkeeper,25,23
41608,Diney Borges,1533,Cape Verde Islands,Defender,30,3
21997,Logan Costa,1533,Cape Verde Islands,Defender,24,5
308689,S. Lopes Cabral,1533,Cape Verde Islands,Defender,23,13
69260,Pico,1533,Cape Verde Islands,Defender,33,4
22139,S. Moreira,1533,Cape Verde Islands,Defender,31,22
332056,Wagner Pina,1533,Cape Verde Islands,Defender,23,24
268806,Kelvin Pires,1533,Cape Verde Islands,Defender,25,25
2331,Stopira,1533,Cape Verde Islands,Defender,37,2
265556,Telmo Arcanjo,1533,Cape Verde Islands,Midfielder,24,18
37435,Deroy Duarte,1533,Cape Verde Islands,Midfielder,26,14
37436,L. Duarte,1533,Cape Verde Islands,Midfielder,28,15
142016,João Paulo,1533,Cape Verde Islands,Defender,27,8
96512,Kevin Pina,1533,Cape Verde Islands,Midfielder,28,6
50745,Jamiro Monteiro,1533,Cape Verde Islands,Midfielder,32,10
128007,Yannick Semedo,1533,Cape Verde Islands,Midfielder,30,16
44612,Garry Rodrigues,1533,Cape Verde Islands,Midfielder,35,11
22265,Nuno da Costa,1533,Cape Verde Islands,Attacker,34,21
1494,Jovane Cabral,1533,Cape Verde Islands,Midfielder,27,7
113580,Willy Semedo,1533,Cape Verde Islands,Midfielder,31,17
291024,Hélio Varela,1533,Cape Verde Islands,Midfielder,23,26
50270,Ryan Mendes,1533,Cape Verde Islands,Midfielder,36,20
309182,Gilson Benchimol,1533,Cape Verde Islands,Attacker,24,9
343287,D. Livramento,1533,Cape Verde Islands,Attacker,24,19
140607,Yazid Abu Layla,1548,Jordan,Goalkeeper,32,1
163884,Abdallah Al Fakhouri,1548,Jordan,Goalkeeper,25,22
163908,Noureddin Zaid,1548,Jordan,Goalkeeper,32,12
542822,H. Abu Al Dahab,1548,Jordan,Defender,25,4
542710,M. Abu Hasheesh,1548,Jordan,Defender,30,2
102538,M. Abualnadi,1548,Jordan,Defender,24,16
53900,Yazan Al Arab,1548,Jordan,Defender,29,5
213978,Saed Al Rosan,1548,Jordan,Defender,28,19
664028,A. Badawi,1548,Jordan,Defender,28,26
310835,Abdallah Naseeb,1548,Jordan,Defender,31,3
72140,Saleem Obaid,1548,Jordan,Defender,33,17
53902,Ehsan Haddad,1548,Jordan,Defender,31,23
310785,Mohannad Abu Taha,1548,Jordan,Midfielder,22,20
651096,M. Al Daoud,1548,Jordan,Midfielder,33,25
542768,Ibrahim Sa'deh,1548,Jordan,Midfielder,25,15
213980,Nizar Al Rashdan,1548,Jordan,Midfielder,26,21
140609,Noor Al Rawabdeh,1548,Jordan,Midfielder,28,8
104242,Rajaei Ayed,1548,Jordan,Midfielder,32,14
198211,Amer Jamous,1548,Jordan,Midfielder,23,6
123530,Mahmoud Al Mardi,1548,Jordan,Attacker,32,13
72142,Mohammed Abu Zurayq,1548,Jordan,Attacker,28,7
568556,O. Al Fakhouri,1548,Jordan,Attacker,19,11
575283,A. Azaizeh,1548,Jordan,Attacker,21,24
164026,Ali Olwan,1548,Jordan,Attacker,25,9
601853,M. Abu Ghoush,1548,Jordan,Defender,20,18
15286,Mousa Tamari,1548,Jordan,Midfielder,28,10
197933,Ahmed Basil,1567,Iraq,Goalkeeper,29,22
53886,Jalal Hassan Hachim,1567,Iraq,Goalkeeper,34,12
123802,Fahad Talib,1567,Iraq,Goalkeeper,31,1
145465,Hussein Ali,1567,Iraq,Defender,23,3
271444,Merchas Doski,1567,Iraq,Defender,26,23
15769,Frans Putros,1567,Iraq,Defender,32,26
427187,Mustafa Saadoun,1567,Iraq,Defender,24,25
42261,Rebin Solaka,1567,Iraq,Defender,33,2
296373,Zayed Tahseen,1567,Iraq,Defender,24,4
292253,Ahmed Hasan Al Reeshawee,1567,Iraq,Defender,30,15
