player_id,player_name,team_id,team_name,position_group,minutes,shots,shots_on,goals,goals_conceded,assists,saves,passes,passes_accurate,key_passes,tackles,blocks,interceptions,duels,duels_won,dribbles_attempted,dribbles_completed,fouls_drawn,fouls_committed,yellow_cards,red_cards,provider_rating_mean,shots_p90,goals_p90,goals_conceded_p90,assists_p90,saves_p90,passes_p90,key_passes_p90,tackles_p90,blocks_p90,interceptions_p90,duels_p90,dribbles_completed_p90,fouls_drawn_p90,fouls_committed_p90,cards_p90,shots_on_target_rate,duel_win_rate,dribble_success_rate,pass_accuracy
2649,Ahmed Fatouh,32,Egypt,FB,268.0,1.0,1.0,0.0,0.0,0.0,0.0,159.0,139.0,4.0,6.0,0.0,3.0,24.0,14.0,5.0,3.0,3.0,2.0,1.0,0.0,6.866666666666667,0.3358208955223881,0.0,0.0,0.0,0.0,53.3955223880597,1.3432835820895523,2.0149253731343286,0.0,1.0074626865671643,8.059701492537314,1.0074626865671643,1.0074626865671643,0.6716417910447762,0.3358208955223881,1.0,0.5833333333333334,0.6,87.42138364779875
2654,Mohamed Hany,32,Egypt,FB,480.0,0.0,0.0,0.0,0.0,1.0,0.0,241.0,205.0,5.0,14.0,0.0,6.0,46.0,23.0,8.0,3.0,1.0,2.0,0.0,0.0,6.4,0.0,0.0,0.0,0.1875,0.0,45.1875,0.9375,2.625,0.0,1.125,8.625,0.5625,0.1875,0.375,0.0,0.0,0.5,0.375,85.06224066390041
2656,Karim Hafez,32,Egypt,FB,172.0,1.0,0.0,0.0,0.0,1.0,0.0,95.0,84.0,1.0,3.0,1.0,3.0,17.0,10.0,2.0,2.0,2.0,1.0,0.0,0.0,6.75,0.5232558139534884,0.0,0.0,0.5232558139534884,0.0,49.7093023255814,0.5232558139534884,1.5697674418604652,0.5232558139534884,1.5697674418604652,8.895348837209303,1.0465116279069768,1.0465116279069768,0.5232558139534884,0.0,0.0,0.5882352941176471,1.0,88.42105263157895
2664,Mahmoud Trézéguet,32,Egypt,W,161.0,6.0,3.0,1.0,0.0,1.0,0.0,77.0,61.0,1.0,0.0,1.0,1.0,20.0,8.0,6.0,5.0,2.0,3.0,0.0,0.0,6.775,3.354037267080745,0.5590062111801242,0.0,0.5590062111801242,0.0,43.04347826086956,0.5590062111801242,0.0,0.5590062111801242,0.5590062111801242,11.180124223602483,2.795031055900621,1.1180124223602483,1.6770186335403725,0.0,0.5,0.4,0.8333333333333334,79.22077922077922
2676,Rúben Neves,27,Portugal,DM,54.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65,3.3333333333333335,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.66666666666667
2682,Alireza Beiranvand,22,Iran,GK,270.0,0.0,0.0,0.0,3.0,0.0,15.0,80.0,53.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,1.0,0.0,0.0,0.0,7.666666666666667,0.0,0.0,1.0,0.0,5.0,26.666666666666664,0.0,0.0,0.0,0.0,1.6666666666666665,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,66.25
2685,Ehsan Hajsafi,22,Iran,FB,91.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,0.0,1.0,0.0,1.0,6.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,6.800000000000001,0.0,0.0,0.0,0.0,0.0,17.802197802197803,0.0,0.989010989010989,0.0,0.989010989010989,5.934065934065934,0.0,0.989010989010989,1.978021978021978,0.989010989010989,0.0,0.5,0.0,55.55555555555556
2687,Hossein Kanaani,22,Iran,CB,135.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,31.0,1.0,1.0,2.0,2.0,7.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,6.9,0.6666666666666666,0.0,0.0,0.0,0.0,22.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,4.666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.42857142857142855,0.0,93.93939393939394
2688,Milad Mohammadi,22,Iran,FB,204.0,1.0,1.0,0.0,0.0,0.0,0.0,63.0,52.0,2.0,7.0,0.0,2.0,27.0,14.0,7.0,4.0,1.0,1.0,0.0,0.0,6.666666666666667,0.4411764705882353,0.0,0.0,0.0,0.0,27.794117647058822,0.8823529411764706,3.0882352941176467,0.0,0.8823529411764706,11.911764705882353,1.7647058823529411,0.4411764705882353,0.4411764705882353,0.0,1.0,0.5185185185185185,0.5714285714285714,82.53968253968254
2691,Ramin Rezaeian,22,Iran,FB,270.0,3.0,2.0,2.0,0.0,1.0,0.0,88.0,64.0,6.0,6.0,0.0,2.0,20.0,13.0,1.0,1.0,3.0,2.0,0.0,0.0,7.6000000000000005,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,29.333333333333332,2.0,2.0,0.0,0.6666666666666666,6.666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.0,0.6666666666666666,0.65,1.0,72.72727272727273
2699,Saman Ghoddos,22,Iran,CM,211.0,4.0,0.0,0.0,0.0,0.0,0.0,64.0,45.0,1.0,7.0,0.0,4.0,20.0,11.0,3.0,1.0,0.0,3.0,0.0,0.0,6.666666666666667,1.7061611374407584,0.0,0.0,0.0,0.0,27.298578199052134,0.4265402843601896,2.985781990521327,0.0,1.7061611374407584,8.530805687203792,0.4265402843601896,0.0,1.2796208530805688,0.0,0.0,0.55,0.3333333333333333,70.3125
2701,Bono,31,Morocco,GK,180.0,0.0,0.0,0.0,1.0,0.0,4.0,72.0,41.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.783333333333334,0.0,0.0,0.5,0.0,2.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,56.94444444444444
2701,Yassine Bounou,31,Morocco,GK,390.0,0.0,0.0,0.0,5.0,0.0,11.0,117.0,79.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,6.783333333333334,0.0,0.0,1.153846153846154,0.0,2.5384615384615388,27.0,0.0,0.0,0.0,0.0,1.153846153846154,0.0,0.6923076923076923,0.0,0.0,0.0,0.8,0.0,67.52136752136752
2722,Ayoub El Kaabi,31,Morocco,ST,70.0,3.0,2.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,3.0,0.0,0.0,11.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,6.2,3.8571428571428577,0.0,0.0,0.0,0.0,12.857142857142858,0.0,3.8571428571428577,0.0,0.0,14.142857142857144,1.2857142857142858,1.2857142857142858,1.2857142857142858,0.0,0.6666666666666666,0.45454545454545453,0.3333333333333333,70.0
2724,Lucas Digne,2,France,FB,420.0,2.0,1.0,0.0,0.0,0.0,0.0,235.0,202.0,1.0,5.0,0.0,3.0,27.0,17.0,3.0,2.0,2.0,5.0,0.0,0.0,6.8,0.42857142857142855,0.0,0.0,0.0,0.0,50.357142857142854,0.21428571428571427,1.0714285714285714,0.0,0.6428571428571428,5.785714285714286,0.42857142857142855,0.42857142857142855,1.0714285714285714,0.0,0.5,0.6296296296296297,0.6666666666666666,85.95744680851064
2749,Jackson Irvine,20,Australia,CM,229.0,2.0,1.0,0.0,0.0,0.0,0.0,131.0,104.0,1.0,3.0,3.0,1.0,20.0,13.0,4.0,3.0,3.0,3.0,1.0,0.0,6.8,0.7860262008733624,0.0,0.0,0.0,0.0,51.484716157205234,0.3930131004366812,1.1790393013100435,1.1790393013100435,0.3930131004366812,7.860262008733624,1.1790393013100435,1.1790393013100435,1.1790393013100435,0.3930131004366812,0.5,0.65,0.75,79.38931297709924
2751,Mathew Leckie,20,Australia,CM,61.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,9.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,6.2,1.4754098360655739,0.0,0.0,0.0,0.0,19.18032786885246,0.0,0.0,0.0,0.0,13.278688524590164,1.4754098360655739,1.4754098360655739,1.4754098360655739,0.0,0.0,0.5555555555555556,1.0,53.84615384615385
2763,Mario Pašalić,3,Croatia,CM,121.0,3.0,1.0,0.0,0.0,0.0,0.0,51.0,46.0,2.0,2.0,1.0,1.0,12.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,6.675,2.231404958677686,0.0,0.0,0.0,0.0,37.933884297520656,1.487603305785124,1.487603305785124,0.743801652892562,0.743801652892562,8.925619834710744,0.0,0.0,1.487603305785124,0.0,0.3333333333333333,0.5,0.0,90.19607843137256
2803,Nico Elvedi,15,Switzerland,CB,600.0,1.0,0.0,0.0,0.0,0.0,0.0,449.0,411.0,4.0,4.0,5.0,5.0,30.0,21.0,3.0,2.0,6.0,5.0,1.0,0.0,7.083333333333333,0.15,0.0,0.0,0.0,0.0,67.35,0.6,0.6,0.75,0.75,4.5,0.3,0.8999999999999999,0.75,0.15,0.0,0.7,0.6666666666666666,91.53674832962137
2807,Remo Freuler,15,Switzerland,DM,594.0,2.0,1.0,0.0,0.0,0.0,0.0,336.0,301.0,3.0,10.0,3.0,6.0,50.0,20.0,2.0,1.0,3.0,8.0,0.0,0.0,6.833333333333333,0.30303030303030304,0.0,0.0,0.0,0.0,50.909090909090914,0.4545454545454546,1.5151515151515151,0.4545454545454546,0.9090909090909092,7.575757575757576,0.15151515151515152,0.4545454545454546,1.2121212121212122,0.0,0.5,0.4,0.5,89.58333333333333
2810,Denis Zakaria,15,Switzerland,FB,360.0,3.0,2.0,0.0,0.0,0.0,0.0,158.0,138.0,2.0,8.0,3.0,9.0,34.0,16.0,8.0,4.0,0.0,4.0,2.0,0.0,6.675,0.75,0.0,0.0,0.0,0.0,39.5,0.5,2.0,0.75,2.25,8.5,1.0,0.0,1.0,0.5,0.6666666666666666,0.47058823529411764,0.5,87.34177215189874
2851,Kristoffer Nordfeldt,5,Sweden,GK,180.0,0.0,0.0,0.0,6.0,0.0,3.0,62.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95,0.0,0.0,3.0,0.0,1.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.12903225806451
2864,Alexander Isak,5,Sweden,ST,358.0,7.0,6.0,1.0,0.0,3.0,0.0,79.0,61.0,7.0,2.0,0.0,0.0,27.0,7.0,4.0,1.0,1.0,4.0,0.0,0.0,7.0,1.7597765363128492,0.25139664804469275,0.0,0.7541899441340782,0.0,19.860335195530727,1.7597765363128492,0.5027932960893855,0.0,0.0,6.787709497206704,0.25139664804469275,0.25139664804469275,1.005586592178771,0.0,0.8571428571428571,0.25925925925925924,0.25,77.21518987341773
2873,César Montes,16,Mexico,CB,315.0,1.0,1.0,0.0,0.0,0.0,0.0,176.0,159.0,0.0,2.0,1.0,2.0,26.0,14.0,0.0,0.0,3.0,4.0,0.0,1.0,7.075,0.2857142857142857,0.0,0.0,0.0,0.0,50.285714285714285,0.0,0.5714285714285714,0.2857142857142857,0.5714285714285714,7.428571428571428,0.0,0.8571428571428571,1.1428571428571428,0.5714285714285714,1.0,0.5384615384615384,0.0,90.3409090909091
2878,Jorge Sánchez,16,Mexico,FB,349.0,1.0,1.0,0.0,0.0,1.0,0.0,105.0,97.0,5.0,9.0,0.0,5.0,30.0,13.0,4.0,2.0,1.0,5.0,1.0,0.0,6.7,0.25787965616045844,0.0,0.0,0.25787965616045844,0.0,27.077363896848137,1.2893982808022921,2.320916905444126,0.0,1.2893982808022921,7.736389684813753,0.5157593123209169,0.25787965616045844,1.2893982808022921,0.25787965616045844,1.0,0.43333333333333335,0.5,92.38095238095238
2879,Roberto Alvarado,16,Mexico,W,443.0,3.0,0.0,0.0,0.0,3.0,0.0,191.0,159.0,13.0,9.0,0.0,2.0,36.0,21.0,8.0,7.0,5.0,3.0,0.0,0.0,7.32,0.6094808126410836,0.0,0.0,0.6094808126410836,0.0,38.80361173814899,2.6410835214446955,1.8284424379232507,0.0,0.40632054176072235,7.313769751693003,1.4221218961625282,1.0158013544018059,0.6094808126410836,0.0,0.0,0.5833333333333334,0.875,83.24607329842932
2881,Jesús Gallardo,16,Mexico,FB,385.0,3.0,0.0,0.0,0.0,0.0,0.0,138.0,105.0,1.0,3.0,0.0,7.0,28.0,15.0,2.0,2.0,3.0,7.0,0.0,0.0,6.7,0.7012987012987013,0.0,0.0,0.0,0.0,32.25974025974026,0.23376623376623376,0.7012987012987013,0.0,1.6363636363636362,6.545454545454545,0.4675324675324675,0.7012987012987013,1.6363636363636362,0.0,0.0,0.5357142857142857,1.0,76.08695652173913
2887,Raúl Jiménez,16,Mexico,ST,333.0,14.0,7.0,3.0,0.0,0.0,0.0,74.0,49.0,2.0,1.0,0.0,0.0,36.0,18.0,2.0,0.0,2.0,7.0,0.0,0.0,7.275,3.783783783783784,0.8108108108108109,0.0,0.0,0.0,20.0,0.5405405405405406,0.2702702702702703,0.0,0.0,9.72972972972973,0.0,0.5405405405405406,1.891891891891892,0.0,0.5,0.5,0.0,66.21621621621621
2920,Timothy Castagne,1,Belgium,FB,478.0,3.0,1.0,0.0,0.0,1.0,0.0,222.0,193.0,8.0,14.0,1.0,8.0,39.0,23.0,1.0,0.0,2.0,7.0,1.0,0.0,6.933333333333334,0.5648535564853556,0.0,0.0,0.18828451882845187,0.0,41.79916317991631,1.506276150627615,2.6359832635983262,0.18828451882845187,1.506276150627615,7.343096234309623,0.0,0.37656903765690375,1.3179916317991631,0.18828451882845187,0.3333333333333333,0.5897435897435898,0.0,86.93693693693693
2926,Youri Tielemans,1,Belgium,DM,475.0,9.0,3.0,2.0,0.0,0.0,0.0,257.0,223.0,8.0,7.0,2.0,1.0,44.0,26.0,2.0,1.0,10.0,7.0,0.0,0.0,7.42,1.7052631578947368,0.37894736842105264,0.0,0.0,0.0,48.694736842105264,1.5157894736842106,1.3263157894736843,0.37894736842105264,0.18947368421052632,8.336842105263159,0.18947368421052632,1.8947368421052633,1.3263157894736843,0.0,0.3333333333333333,0.5909090909090909,0.5,86.7704280155642
2932,Jordan Pickford,10,England,GK,673.0,0.0,0.0,0.0,8.0,0.0,15.0,237.0,166.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,6.6571428571428575,0.0,0.0,1.0698365527488856,0.0,2.0059435364041605,31.693907875185733,0.1337295690936107,0.0,0.0,0.0,0.6686478454680534,0.0,0.5349182763744428,0.0,0.0,0.0,1.0,0.0,70.042194092827
2937,Declan Rice,10,England,DM,481.0,4.0,2.0,0.0,0.0,1.0,0.0,240.0,220.0,15.0,4.0,2.0,2.0,22.0,12.0,8.0,5.0,0.0,3.0,2.0,0.0,7.033333333333334,0.7484407484407485,0.0,0.0,0.18711018711018712,0.0,44.90644490644491,2.806652806652807,0.7484407484407485,0.37422037422037424,0.37422037422037424,4.116424116424117,0.9355509355509356,0.0,0.5613305613305614,0.37422037422037424,0.5,0.5454545454545454,0.625,91.66666666666667
2968,Orlando Mosquera,11,Panama,GK,270.0,0.0,0.0,0.0,4.0,0.0,7.0,85.0,58.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.900000000000001,0.0,0.0,1.3333333333333333,0.0,2.333333333333333,28.333333333333332,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68.23529411764706
2971,Fidel Escobar,11,Panama,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,1.0,2.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,25.0,1.0,2.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,80.0
2973,Amir Murillo,11,Panama,FB,270.0,3.0,1.0,0.0,0.0,0.0,0.0,92.0,71.0,6.0,7.0,1.0,1.0,42.0,25.0,11.0,5.0,7.0,1.0,0.0,0.0,6.8999999999999995,1.0,0.0,0.0,0.0,0.0,30.666666666666664,2.0,2.333333333333333,0.3333333333333333,0.3333333333333333,14.0,1.6666666666666665,2.333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.5952380952380952,0.45454545454545453,77.17391304347827
2975,César Blackman,11,Panama,FB,178.0,1.0,1.0,0.0,0.0,0.0,0.0,72.0,60.0,0.0,3.0,0.0,1.0,20.0,11.0,4.0,2.0,2.0,2.0,1.0,0.0,6.449999999999999,0.5056179775280899,0.0,0.0,0.0,0.0,36.40449438202247,0.0,1.5168539325842696,0.0,0.5056179775280899,10.112359550561798,1.0112359550561798,1.0112359550561798,1.0112359550561798,0.5056179775280899,1.0,0.55,0.5,83.33333333333333
2979,José Luis Rodríguez,11,Panama,CM,235.0,3.0,1.0,0.0,0.0,0.0,0.0,47.0,36.0,1.0,4.0,0.0,0.0,35.0,9.0,7.0,1.0,2.0,4.0,0.0,0.0,6.166666666666667,1.148936170212766,0.0,0.0,0.0,0.0,18.0,0.3829787234042553,1.5319148936170213,0.0,0.0,13.404255319148936,0.3829787234042553,0.7659574468085106,1.5319148936170213,0.0,0.3333333333333333,0.2571428571428571,0.14285714285714285,76.59574468085107
2983,José Fajardo,11,Panama,ST,155.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,0.0,3.0,0.0,0.0,17.0,8.0,0.0,0.0,3.0,4.0,1.0,0.0,6.433333333333334,0.5806451612903226,0.0,0.0,0.0,0.0,11.03225806451613,0.0,1.741935483870968,0.0,0.0,9.870967741935484,0.0,1.741935483870968,2.3225806451612905,0.5806451612903226,0.0,0.47058823529411764,0.0,57.89473684210526
2986,Edouard Mendy,13,Senegal,GK,153.0,0.0,0.0,0.0,6.0,0.0,8.0,52.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.550000000000001,0.0,0.0,3.5294117647058822,0.0,4.705882352941177,30.58823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.6923076923077
3033,Cédric Bakambu,1508,Congo DR,ST,193.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,18.0,1.0,0.0,0.0,0.0,23.0,8.0,3.0,2.0,1.0,2.0,0.0,0.0,6.366666666666667,0.9326424870466321,0.0,0.0,0.0,0.0,13.05699481865285,0.46632124352331605,0.0,0.0,0.0,10.725388601036268,0.9326424870466321,0.46632124352331605,0.9326424870466321,0.0,0.0,0.34782608695652173,0.6666666666666666,64.28571428571429
3275,Ronwen Williams,1531,South Africa,GK,367.0,0.0,0.0,0.0,4.0,0.0,11.0,227.0,170.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.175000000000001,0.0,0.0,0.9809264305177112,0.0,2.697547683923706,55.66757493188011,0.0,0.0,0.0,0.2452316076294278,0.4904632152588556,0.0,0.0,0.0,0.0,0.0,0.5,0.0,74.8898678414097
3287,Teboho Mokoena,1531,South Africa,CM,277.0,3.0,2.0,1.0,0.0,0.0,0.0,194.0,177.0,6.0,4.0,1.0,5.0,30.0,17.0,2.0,2.0,6.0,3.0,2.0,0.0,7.066666666666666,0.9747292418772564,0.3249097472924188,0.0,0.0,0.0,63.03249097472924,1.9494584837545128,1.2996389891696751,0.3249097472924188,1.6245487364620939,9.747292418772563,0.6498194945848376,1.9494584837545128,0.9747292418772564,0.6498194945848376,0.6666666666666666,0.5666666666666667,1.0,91.23711340206185
3412,Lawrence Ati Zigi,1504,Ghana,GK,135.0,0.0,0.0,0.0,1.0,0.0,8.0,46.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.25,0.0,0.0,0.6666666666666666,0.0,5.333333333333333,30.666666666666664,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,69.56521739130434
3428,Jordan Ayew,1504,Ghana,ST,304.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,34.0,1.0,3.0,0.0,1.0,45.0,22.0,6.0,2.0,7.0,7.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,15.394736842105262,0.29605263157894735,0.888157894736842,0.0,0.29605263157894735,13.32236842105263,0.5921052631578947,2.0723684210526314,2.0723684210526314,0.0,0.0,0.4888888888888889,0.3333333333333333,65.38461538461539
3608,Kwasi Sibo,1504,Ghana,AM,249.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,90.0,0.0,1.0,2.0,2.0,16.0,4.0,0.0,0.0,1.0,7.0,0.0,0.0,6.475,0.0,0.0,0.0,0.0,0.0,33.975903614457835,0.0,0.3614457831325301,0.7228915662650602,0.7228915662650602,5.783132530120482,0.0,0.3614457831325301,2.5301204819277108,0.0,0.0,0.25,0.0,95.74468085106383
4414,Oussama Benbot,1532,Algeria,GK,90.0,0.0,0.0,0.0,3.0,0.0,0.0,23.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,69.56521739130434
6002,Exequiel Palacios,26,Argentina,DM,90.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,82.0,0.0,4.0,0.0,5.0,6.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,86.0,0.0,4.0,0.0,5.0,6.0,0.0,1.0,1.0,0.0,0.0,0.8333333333333334,0.0,95.34883720930233
6009,Julián Alvarez,26,Argentina,ST,499.0,9.0,5.0,1.0,0.0,0.0,0.0,193.0,167.0,4.0,4.0,1.0,2.0,40.0,12.0,4.0,3.0,3.0,8.0,0.0,0.0,6.585714285714286,1.623246492985972,0.18036072144288579,0.0,0.0,0.0,34.809619238476955,0.7214428857715431,0.7214428857715431,0.18036072144288579,0.36072144288577157,7.214428857715431,0.5410821643286574,0.5410821643286574,1.4428857715430863,0.0,0.5555555555555556,0.3,0.75,86.52849740932642
6067,Thiago Almada,26,Argentina,CM,243.0,5.0,2.0,0.0,0.0,0.0,0.0,168.0,153.0,3.0,5.0,0.0,0.0,20.0,12.0,5.0,4.0,2.0,2.0,1.0,0.0,6.8,1.8518518518518516,0.0,0.0,0.0,0.0,62.22222222222222,1.1111111111111112,1.8518518518518516,0.0,0.0,7.4074074074074066,1.4814814814814814,0.7407407407407407,0.7407407407407407,0.37037037037037035,0.4,0.6,0.8,91.07142857142857
6168,Omar Alderete,2380,Paraguay,CB,322.0,1.0,0.0,0.0,0.0,0.0,0.0,105.0,71.0,1.0,0.0,3.0,3.0,17.0,10.0,0.0,0.0,3.0,2.0,0.0,0.0,6.75,0.2795031055900621,0.0,0.0,0.0,0.0,29.34782608695652,0.2795031055900621,0.0,0.8385093167701863,0.8385093167701863,4.751552795031055,0.0,0.8385093167701863,0.5590062111801242,0.0,0.0,0.5882352941176471,0.0,67.61904761904762
6231,Facundo Medina,26,Argentina,FB,259.0,0.0,0.0,0.0,0.0,1.0,0.0,126.0,117.0,1.0,8.0,2.0,1.0,20.0,12.0,0.0,0.0,2.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,0.3474903474903475,0.0,43.78378378378379,0.3474903474903475,2.77992277992278,0.694980694980695,0.3474903474903475,6.94980694980695,0.0,0.694980694980695,1.0424710424710426,0.3474903474903475,0.0,0.6,0.0,92.85714285714286
6236,Andrés Cubas,2380,Paraguay,CM,480.0,1.0,0.0,0.0,0.0,0.0,0.0,133.0,104.0,2.0,21.0,7.0,11.0,54.0,26.0,3.0,1.0,3.0,14.0,1.0,0.0,6.959999999999999,0.1875,0.0,0.0,0.0,0.0,24.9375,0.375,3.9375,1.3125,2.0625,10.125,0.1875,0.5625,2.625,0.1875,0.0,0.48148148148148145,0.3333333333333333,78.19548872180451
6483,Gabriel Ávalos,2380,Paraguay,ST,142.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,16.0,0.0,2.0,0.0,0.0,24.0,14.0,1.0,0.0,2.0,1.0,0.0,0.0,6.5,0.6338028169014085,0.0,0.0,0.0,0.0,18.380281690140848,0.0,1.267605633802817,0.0,0.0,15.211267605633804,0.0,1.267605633802817,0.6338028169014085,0.0,0.0,0.5833333333333334,0.0,55.172413793103445
6503,Nahuel Molina,26,Argentina,FB,469.0,1.0,0.0,0.0,0.0,0.0,0.0,225.0,194.0,3.0,12.0,0.0,6.0,27.0,15.0,3.0,2.0,0.0,3.0,0.0,0.0,6.466666666666666,0.19189765458422176,0.0,0.0,0.0,0.0,43.17697228144989,0.5756929637526653,2.3027718550106613,0.0,1.1513859275053306,5.181236673773987,0.3837953091684435,0.0,0.5756929637526653,0.0,0.0,0.5555555555555556,0.6666666666666666,86.22222222222223
6610,Marcos Senesi,26,Argentina,CB,90.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,67.0,0.0,0.0,1.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,6.6,1.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,1.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.6,0.0,94.36619718309859
6808,Jacob Italiano,20,Australia,FB,164.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,32.0,1.0,4.0,0.0,1.0,19.0,8.0,6.0,3.0,0.0,0.0,1.0,0.0,6.5,0.5487804878048781,0.0,0.0,0.0,0.0,23.59756097560976,0.5487804878048781,2.1951219512195124,0.0,0.5487804878048781,10.426829268292684,1.6463414634146343,0.0,0.0,0.5487804878048781,0.0,0.42105263157894735,0.5,74.4186046511628
6904,Connor Metcalfe,20,Australia,ST,315.0,2.0,2.0,1.0,0.0,0.0,0.0,78.0,58.0,3.0,6.0,2.0,2.0,28.0,13.0,2.0,2.0,0.0,1.0,0.0,0.0,6.875,0.5714285714285714,0.2857142857142857,0.0,0.0,0.0,22.285714285714285,0.8571428571428571,1.7142857142857142,0.5714285714285714,0.5714285714285714,8.0,0.5714285714285714,0.0,0.2857142857142857,0.0,1.0,0.4642857142857143,1.0,74.35897435897436
7050,Aiden O'Neill,20,Australia,CM,360.0,2.0,0.0,0.0,0.0,0.0,0.0,175.0,139.0,5.0,5.0,2.0,2.0,29.0,18.0,6.0,3.0,8.0,2.0,0.0,0.0,7.025,0.5,0.0,0.0,0.0,0.0,43.75,1.25,1.25,0.5,0.5,7.25,0.75,2.0,0.5,0.0,0.0,0.6206896551724138,0.5,79.42857142857143
7197,Andrés Andrade,11,Panama,CB,270.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,139.0,0.0,6.0,1.0,3.0,35.0,18.0,1.0,1.0,0.0,4.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,57.666666666666664,0.0,2.0,0.3333333333333333,1.0,11.666666666666666,0.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,0.0,0.5142857142857142,1.0,80.34682080924856
7318,Amar Dedić,1113,Bosnia & Herzegovina,FB,270.0,1.0,1.0,0.0,0.0,0.0,0.0,77.0,62.0,1.0,9.0,2.0,1.0,36.0,18.0,9.0,3.0,3.0,6.0,1.0,0.0,6.366666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,25.666666666666664,0.3333333333333333,3.0,0.6666666666666666,0.3333333333333333,12.0,1.0,1.0,2.0,0.3333333333333333,1.0,0.5,0.3333333333333333,80.51948051948052
