simulation_id,match_seed,home_team,away_team,home_goals,away_goals,total_goals,scoreline,outcome,home_xg,away_xg,total_xg,home_shots,away_shots,total_shots,home_shots_on_target,away_shots_on_target,total_shots_on_target,home_possessions,away_possessions,home_possession_share,is_zero_zero
137,3218537359,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,2,3,1-2,real_win,1.435662864700196,1.70669349387649,3.142356358576686,8,10,18,5,3,8,47,59,0.44339622641509435,0
138,970124168,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,1,1,0-1,real_win,1.7168024880095307,1.857154094248913,3.573956582258444,11,9,20,7,5,12,56,47,0.5436893203883495,0
139,1797479444,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,0,0,0-0,draw,0.31834270088725564,1.0565078409330537,1.3748505418203094,2,6,8,0,4,4,44,42,0.5116279069767442,1
140,818668860,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,2,2,0-2,real_win,0.48455199974196356,1.734062710729697,2.2186147104716607,3,10,13,1,6,7,44,47,0.4835164835164835,0
141,38887840,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,0,0,0-0,draw,0.7544320868293339,1.687004731020135,2.441436817849469,6,11,17,4,6,10,47,53,0.47,1
142,3197527735,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,3,4,1-3,real_win,1.439374537651109,1.3539857067043053,2.793360244355414,9,6,15,5,4,9,43,55,0.4387755102040816,0
143,3672736219,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,2,2,0-2,real_win,1.4334419303742592,1.751351366000093,3.184793296374352,10,10,20,5,5,10,58,70,0.453125,0
144,1995282695,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,2,2,0-2,real_win,1.0602160466809043,1.981709321275726,3.0419253679566305,7,11,18,3,6,9,49,44,0.5268817204301075,0
145,3443640202,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,3,4,1-3,real_win,0.8802874060791548,2.2308380341385177,3.1111254402176725,7,12,19,6,8,14,45,63,0.4166666666666667,0
146,2881577298,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,0,1,1-0,synthetic_win,1.5417798829358265,1.4107988366060709,2.952578719541897,10,8,18,4,2,6,54,66,0.45,0
147,1693627902,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,1,3,2-1,synthetic_win,0.843610041519548,1.4255909173594805,2.2692009588790283,7,8,15,3,7,10,58,35,0.6236559139784946,0
148,2977499575,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,0,0,0-0,draw,0.9493273976008441,1.0396241576295355,1.9889515552303796,6,6,12,3,0,3,48,42,0.5333333333333333,1
149,3065519573,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,2,4,2-2,draw,1.1852978151193916,1.5848148158172255,2.770112630936617,9,9,18,5,6,11,55,58,0.48672566371681414,0
150,1878910085,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,1,2,1-1,draw,1.5435334284625064,1.7331642976421873,3.2766977261046937,10,11,21,5,5,10,58,48,0.5471698113207547,0
151,3855150517,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,1,2,1-1,draw,0.5122725433920299,1.4919422140451883,2.004214757437218,4,9,13,2,7,9,66,46,0.5892857142857143,0
152,1357690598,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,4,4,0-4,real_win,0.7022927154650487,2.1774603641882164,2.8797530796532653,4,11,15,1,7,8,41,49,0.45555555555555555,0
153,3609138435,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,0,0,0-0,draw,0.3256603290706642,1.6670421532183313,1.9927024822889954,2,9,11,0,5,5,46,58,0.4423076923076923,1
154,1439118313,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,3,5,2-3,real_win,0.9326334682240637,2.394259832323973,3.326893300548037,6,13,19,2,6,8,51,49,0.51,0
155,3692042057,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,4,5,1-4,real_win,2.37914094964047,2.406596383085873,4.7857373327263435,14,14,28,4,4,8,51,75,0.40476190476190477,0
156,206995263,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,0,2,2-0,synthetic_win,2.327860821072074,1.5763658306776902,3.9042266517497644,13,8,21,5,5,10,58,60,0.4915254237288136,0
157,517248366,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,1,2,1-1,draw,0.5163370376147149,1.68492123882542,2.201258276440135,3,10,13,2,5,7,40,55,0.42105263157894735,0
158,1915438492,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,2,3,1-2,real_win,1.349594975753001,2.2789651106485413,3.628560086401542,8,13,21,3,6,9,51,67,0.4322033898305085,0
159,791644568,Synthetic XI — exploratorio,Real Best XI — exploratorio,3,0,3,3-0,synthetic_win,2.024028455240354,1.3093382981858892,3.333366753426243,13,8,21,10,3,13,54,44,0.5510204081632653,0
160,3787417255,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,3,4,1-3,real_win,1.2429145675033961,1.5566728056030135,2.7995873731064096,7,8,15,5,5,10,49,43,0.532608695652174,0
161,2799102303,Synthetic XI — exploratorio,Real Best XI — exploratorio,3,0,3,3-0,synthetic_win,0.8478043783165036,1.9542708211866953,2.8020751995031987,5,12,17,4,5,9,43,58,0.42574257425742573,0
162,2854300480,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,4,6,2-4,real_win,2.088013685616949,2.0894855907715653,4.177499276388515,11,12,23,6,5,11,45,49,0.4787234042553192,0
163,15072947,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,1,1,0-1,real_win,0.768624314428917,2.025105867156345,2.793730181585262,5,11,16,0,4,4,40,53,0.43010752688172044,0
164,3183864194,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,0,2,2-0,synthetic_win,1.1516883836868783,1.514669444366014,2.6663578280528926,6,9,15,3,2,5,46,49,0.4842105263157895,0
165,780453365,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,0,1,1-0,synthetic_win,2.008738781903779,1.7203063211418388,3.729045103045618,12,13,25,6,5,11,47,59,0.44339622641509435,0
166,385608986,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,2,2,0-2,real_win,1.0720695456261895,2.663270792134532,3.7353403377607215,9,15,24,3,6,9,58,53,0.5225225225225225,0
167,2842615706,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,2,4,2-2,draw,1.5917676957926816,2.1980059281285347,3.7897736239212163,12,13,25,5,7,12,55,59,0.4824561403508772,0
168,1077936253,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,3,3,0-3,real_win,0.945274196402257,1.4643183436444072,2.4095925400466642,6,9,15,3,6,9,50,61,0.45045045045045046,0
169,2206304983,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,4,6,2-4,real_win,2.230410841707425,1.9109638497628538,4.141374691470279,16,12,28,9,6,15,45,55,0.45,0
170,1637406765,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,2,3,1-2,real_win,0.6890499195687515,0.9635125637330114,1.652562483301763,4,5,9,3,3,6,40,55,0.42105263157894735,0
171,3083244569,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,1,1,0-1,real_win,1.1391550508864063,1.3328676637562251,2.4720227146426312,8,8,16,4,5,9,47,56,0.4563106796116505,0
172,3382488727,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,0,2,2-0,synthetic_win,1.2272706876192654,1.6468536920779577,2.874124379697223,8,10,18,4,2,6,52,48,0.52,0
173,422077068,Synthetic XI — exploratorio,Real Best XI — exploratorio,3,3,6,3-3,draw,1.7227963991988613,1.7575655123944387,3.4803619115932998,11,8,19,6,3,9,56,46,0.5490196078431373,0
174,1558089491,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,0,1,1-0,synthetic_win,1.1373287845890034,0.8876067605475747,2.0249355451365783,8,5,13,4,1,5,52,41,0.5591397849462365,0
175,3782233604,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,3,3,0-3,real_win,1.4566151765024582,3.144992726994405,4.601607903496863,9,18,27,1,8,9,49,77,0.3888888888888889,0
176,1220750886,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,0,0,0-0,draw,0.6134671690028292,1.7679923492058942,2.3814595182087235,4,10,14,0,3,3,48,59,0.4485981308411215,1
177,2029421088,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,2,2,0-2,real_win,1.0995072481730233,2.911196230485611,4.010703478658634,8,16,24,5,8,13,43,57,0.43,0
178,1669563413,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,3,5,2-3,real_win,1.3459920816688689,1.2896342747604348,2.6356263564293037,7,8,15,2,5,7,53,46,0.5353535353535354,0
179,3871971824,Synthetic XI — exploratorio,Real Best XI — exploratorio,5,3,8,5-3,synthetic_win,2.02025399653269,3.0420645255921324,5.062318522124823,12,21,33,8,12,20,52,57,0.47706422018348627,0
180,1132502512,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,1,3,2-1,synthetic_win,0.7959659874763114,0.6028864245405839,1.3988524120168955,4,4,8,3,3,6,47,44,0.5164835164835165,0
181,4149776639,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,0,1,1-0,synthetic_win,1.5716425999792554,1.5241826571406385,3.095825257119894,10,9,19,4,5,9,42,56,0.42857142857142855,0
182,173147244,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,3,3,0-3,real_win,1.1230010345669537,2.4147071275376364,3.53770816210459,8,12,20,5,7,12,46,54,0.46,0
183,1162944072,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,2,3,1-2,real_win,1.1304758221904085,2.3831541181806295,3.513629940371038,7,15,22,2,7,9,54,59,0.4778761061946903,0
184,1369325449,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,1,3,2-1,synthetic_win,1.430804530243185,2.5149269505020038,3.945731480745189,9,14,23,4,4,8,57,53,0.5181818181818182,0
185,832745036,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,2,3,1-2,real_win,1.0989341982518959,1.535500048477801,2.634434246729697,7,10,17,1,7,8,37,59,0.3854166666666667,0
186,4118529752,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,4,5,1-4,real_win,2.4297522057866834,1.678007835771405,4.107760041558088,14,10,24,7,7,14,60,54,0.5263157894736842,0
187,2940337752,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,4,4,0-4,real_win,1.8743413039473753,2.7722228912276825,4.646564195175058,12,14,26,4,6,10,53,57,0.4818181818181818,0
188,1993317437,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,3,3,0-3,real_win,0.4596297169917419,2.597597465158052,3.057227182149794,4,16,20,2,8,10,46,57,0.44660194174757284,0
189,650979458,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,0,2,2-0,synthetic_win,1.4595540992187728,1.1814712541922092,2.641025353410982,10,6,16,4,4,8,47,46,0.5053763440860215,0
190,2785974933,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,0,1,1-0,synthetic_win,1.428488202633592,0.582102275246159,2.010590477879751,11,4,15,6,0,6,46,44,0.5111111111111111,0
191,1079429132,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,4,5,1-4,real_win,0.5115044345399306,3.1230819569797053,3.634586391519636,4,15,19,2,8,10,48,67,0.41739130434782606,0
192,2417316113,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,1,2,1-1,draw,1.8730907246541724,1.6122187916557804,3.485309516309953,13,10,23,2,5,7,57,52,0.5229357798165137,0
193,3820372643,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,2,3,1-2,real_win,1.596640932930635,1.093090588701333,2.689731521631968,10,6,16,3,4,7,53,48,0.5247524752475248,0
194,3559066436,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,4,4,0-4,real_win,0.5383254776296305,1.7712394150258364,2.309564892655467,5,12,17,3,9,12,62,54,0.5344827586206896,0
195,2183818484,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,4,4,0-4,real_win,0.9045083863660369,2.0008168247466473,2.905325211112684,6,10,16,3,8,11,48,50,0.4897959183673469,0
196,2176362819,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,0,0,0-0,draw,1.2472893929349032,0.9349608322137699,2.182250225148673,9,6,15,5,3,8,53,64,0.452991452991453,1
197,1290274518,Synthetic XI — exploratorio,Real Best XI — exploratorio,3,2,5,3-2,synthetic_win,2.374862116906393,2.163571186251847,4.538433303158239,13,12,25,7,6,13,48,53,0.4752475247524752,0
198,982417856,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,2,2,0-2,real_win,0.5948117636552988,1.8012564190271139,2.396068182682413,4,11,15,1,5,6,34,50,0.40476190476190477,0
199,503193353,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,1,3,2-1,synthetic_win,1.6536275264312543,1.8003042710697985,3.4539317975010526,10,10,20,6,3,9,43,51,0.4574468085106383,0
200,181185761,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,2,4,2-2,draw,1.8507937945657893,1.725670704328581,3.5764644988943703,13,9,22,4,5,9,50,55,0.47619047619047616,0
201,1944993052,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,1,1,0-1,real_win,1.3233677808458846,1.5523296928725363,2.8756974737184207,8,7,15,2,4,6,55,54,0.5045871559633027,0
202,577690801,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,4,5,1-4,real_win,1.7810680165532855,2.2184770392573183,3.9995450558106036,10,15,25,3,8,11,57,49,0.5377358490566038,0
203,3930571371,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,1,1,0-1,real_win,1.1109194560956361,1.5559070031381974,2.6668264592338335,7,10,17,2,4,6,65,41,0.6132075471698113,0
204,187194476,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,1,1,0-1,real_win,0.5012438777319382,1.8365734747065083,2.3378173524384467,4,12,16,2,6,8,47,54,0.46534653465346537,0
205,1583571862,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,2,3,1-2,real_win,0.9887306560080233,1.3304218657972975,2.3191525218053206,8,7,15,4,4,8,46,63,0.42201834862385323,0
206,1261189526,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,2,2,0-2,real_win,0.9698096183341173,1.5141426256350845,2.4839522439692017,7,9,16,4,6,10,49,51,0.49,0
207,3511282082,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,1,3,2-1,synthetic_win,1.7655836679655705,1.216169705572056,2.9817533735376265,11,7,18,6,4,10,55,43,0.5612244897959183,0
208,1826636436,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,2,2,0-2,real_win,2.0978854917746825,1.3648867264165436,3.462772218191226,15,8,23,9,4,13,56,47,0.5436893203883495,0
209,3034636036,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,0,1,1-0,synthetic_win,1.6100958328227668,1.2564979218547327,2.8665937546774996,10,7,17,6,1,7,60,52,0.5357142857142857,0
210,3999810225,Synthetic XI — exploratorio,Real Best XI — exploratorio,4,0,4,4-0,synthetic_win,1.6404184088279123,1.1391879556859665,2.779606364513879,10,6,16,8,5,13,57,59,0.49137931034482757,0
211,1302346648,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,3,4,1-3,real_win,1.2025498880015664,2.3210504793560376,3.523600367357604,7,13,20,3,9,12,60,45,0.5714285714285714,0
212,2148251689,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,3,3,0-3,real_win,0.6518511121419706,1.2513977377812853,1.9032488499232558,5,8,13,0,5,5,29,47,0.3815789473684211,0
213,4247825078,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,2,3,1-2,real_win,1.3470131753664247,0.9938821806495856,2.34089535601601,9,6,15,3,3,6,57,52,0.5229357798165137,0
214,3821306186,Synthetic XI — exploratorio,Real Best XI — exploratorio,4,1,5,4-1,synthetic_win,1.5941227533588864,2.2868437163887467,3.880966469747633,11,11,22,7,4,11,67,61,0.5234375,0
215,2236461332,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,0,1,1-0,synthetic_win,1.8260533336499432,1.6601525461768347,3.4862058798267777,11,9,20,3,3,6,58,43,0.5742574257425742,0
216,3408238796,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,2,3,1-2,real_win,1.1531066171271478,1.8019033063815741,2.955009923508722,7,10,17,4,6,10,44,62,0.41509433962264153,0
217,1837331263,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,1,2,1-1,draw,1.5736829386378646,1.3885077803517987,2.962190718989663,10,9,19,4,5,9,62,51,0.5486725663716814,0
218,3230085164,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,0,0,0-0,draw,1.4294944318702827,1.397891011531264,2.8273854434015466,11,6,17,7,2,9,51,47,0.5204081632653061,1
219,1362420107,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,1,2,1-1,draw,0.7910580569417186,1.591125502365108,2.3821835593068266,6,10,16,3,6,9,49,44,0.5268817204301075,0
220,1689852640,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,3,3,0-3,real_win,1.182226719672693,2.6508134273495467,3.8330401470222397,7,14,21,3,10,13,71,57,0.5546875,0
221,109194913,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,1,3,2-1,synthetic_win,0.9899897162834167,1.3715164422844701,2.3615061585678867,6,8,14,2,6,8,44,53,0.4536082474226804,0
222,1609907983,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,2,3,1-2,real_win,0.7608618723655165,1.5533584074788518,2.3142202798443683,6,8,14,2,6,8,45,43,0.5113636363636364,0
223,447424722,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,0,1,1-0,synthetic_win,0.7152857709648547,1.665879933655308,2.381165704620163,6,9,15,3,3,6,46,55,0.45544554455445546,0
224,320193344,Synthetic XI — exploratorio,Real Best XI — exploratorio,3,0,3,3-0,synthetic_win,1.9737261534002448,0.6420317563491422,2.6157579097493873,11,5,16,7,2,9,66,53,0.5546218487394958,0
225,2670823274,Synthetic XI — exploratorio,Real Best XI — exploratorio,3,3,6,3-3,draw,1.6468601366992262,2.578461654292713,4.225321790991939,8,14,22,5,6,11,57,63,0.475,0
226,3938169970,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,0,1,1-0,synthetic_win,2.067952895630881,0.4340889161982314,2.5020418118291126,12,3,15,7,2,9,51,40,0.5604395604395604,0
227,1775170207,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,0,2,2-0,synthetic_win,1.7422140227215843,1.2518979300365671,2.9941119527581517,11,7,18,5,4,9,54,49,0.5242718446601942,0
228,2590127252,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,0,2,2-0,synthetic_win,0.6298933728878017,1.5659328280185103,2.195826200906312,5,8,13,3,4,7,46,44,0.5111111111111111,0
229,3376575424,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,0,1,1-0,synthetic_win,1.2070666714392222,1.2717117476677646,2.4787784191069866,7,7,14,4,2,6,40,52,0.43478260869565216,0
230,772641922,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,2,3,1-2,real_win,0.6487145882243792,1.5651517061144635,2.2138662943388425,4,10,14,1,5,6,46,50,0.4791666666666667,0
231,2809299540,Synthetic XI — exploratorio,Real Best XI — exploratorio,6,1,7,6-1,synthetic_win,2.357703989686738,2.8515543112950628,5.209258300981801,14,17,31,8,8,16,57,60,0.48717948717948717,0
232,517288920,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,1,1,0-1,real_win,0.9262714659211213,1.6256927303606157,2.551964196281737,5,12,17,1,4,5,44,65,0.4036697247706422,0
233,4239699948,Synthetic XI — exploratorio,Real Best XI — exploratorio,4,0,4,4-0,synthetic_win,1.628884171584819,1.5274327620681056,3.1563169336529247,11,8,19,6,3,9,51,51,0.5,0
234,217015429,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,3,5,2-3,real_win,0.8276906506039314,1.812420153179414,2.6401108037833456,5,10,15,3,6,9,38,45,0.4578313253012048,0
235,3731678588,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,2,4,2-2,draw,1.1661257135094965,1.1614207978831954,2.3275465113926916,7,8,15,5,7,12,57,62,0.4789915966386555,0
236,2776114964,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,0,0,0-0,draw,0.4053402159223408,1.0644869831770614,1.4698271990994023,3,7,10,2,3,5,58,57,0.5043478260869565,1
237,3905712292,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,2,4,2-2,draw,0.8134874586119742,1.4821759414019788,2.295663400013953,6,10,16,4,5,9,40,62,0.39215686274509803,0
238,137120174,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,0,2,2-0,synthetic_win,1.3223060532566566,1.2024070269293925,2.524713080186049,8,6,14,3,4,7,48,49,0.4948453608247423,0
239,3990078062,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,1,3,2-1,synthetic_win,2.044916322160261,1.7796273256227366,3.8245436477829973,12,10,22,5,7,12,61,57,0.5169491525423728,0
240,368549677,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,1,2,1-1,draw,1.4486656229225023,1.6546038498073086,3.103269472729811,9,8,17,3,4,7,48,40,0.5454545454545454,0
241,2832850591,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,2,3,1-2,real_win,1.7543851668344403,1.4630242796734838,3.217409446507924,12,8,20,5,5,10,63,56,0.5294117647058824,0
242,1539510938,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,1,2,1-1,draw,1.599149450297992,1.302226998443833,2.901376448741825,11,7,18,7,1,8,46,52,0.46938775510204084,0
243,3432475818,Synthetic XI — exploratorio,Real Best XI — exploratorio,2,0,2,2-0,synthetic_win,0.6436112757322545,1.4193284231004464,2.062939698832701,5,8,13,2,4,6,48,49,0.4948453608247423,0
244,372907096,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,1,2,1-1,draw,0.5718541209184508,1.7522139034829998,2.3240680244014507,4,12,16,2,7,9,45,57,0.4411764705882353,0
245,3506652224,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,1,2,1-1,draw,0.8147186790727194,0.9389058425376013,1.7536245216103208,5,4,9,3,2,5,41,46,0.47126436781609193,0
246,1509764820,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,3,4,1-3,real_win,1.3205362353549948,1.2076938854929364,2.5282301208479314,7,7,14,2,6,8,41,56,0.422680412371134,0
247,1768903758,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,2,2,0-2,real_win,1.5611575768922836,1.128566225962029,2.6897238028543127,11,8,19,4,5,9,52,67,0.4369747899159664,0
248,2212148838,Synthetic XI — exploratorio,Real Best XI — exploratorio,0,2,2,0-2,real_win,1.1574648718117895,2.092321468696065,3.2497863405078546,8,12,20,3,5,8,45,60,0.42857142857142855,0
249,3960924401,Synthetic XI — exploratorio,Real Best XI — exploratorio,4,0,4,4-0,synthetic_win,1.6337144257889995,1.9567256113003186,3.5904400370893184,11,12,23,7,1,8,52,59,0.46846846846846846,0
250,521601463,Synthetic XI — exploratorio,Real Best XI — exploratorio,1,1,2,1-1,draw,1.0350156358491158,1.3606931820235122,2.3957088178726282,7,9,16,3,3,6,45,47,0.4891304347826087,0
