review_id,player_name,national_team,provider_squad_group,annual_minutes,classified_position_minutes,complete_lineup_observations,reviewer_primary_role,reviewer_secondary_role,confidence_1_3,evidence_or_rationale
V31-0386,T. Buchanan,Canada,Midfielder,2725,2512,35,,,,
V31-0387,M. Thuram,France,Midfielder,2882,2737,36,,,,
V31-0388,N. Kante,France,Midfielder,3453,2277,26,,,,
V31-0389,Q. Timber,Netherlands,Midfielder,3032,2653,32,,,,
V31-0390,N. Molina,Argentina,Defender,2996,2280,28,,,,
V31-0391,J. Hato,Netherlands,Defender,2298,1776,23,,,,
V31-0392,R. Belghali,Algeria,Defender,2874,1442,17,,,,
V31-0393,J. Campaz,Colombia,Midfielder,2319,57,1,,,,
V31-0394,Z. Al Johani,Saudi Arabia,Midfielder,2074,1888,23,,,,
V31-0395,M. Cunha,Brazil,Attacker,2976,2856,35,,,,
V31-0396,M. Aebischer,Switzerland,Midfielder,3145,1580,19,,,,
V31-0397,A. Baena,Spain,Midfielder,2730,2138,33,,,,
V31-0398,N. Gonzalez,Argentina,Attacker,2275,1667,23,,,,
V31-0399,P. M. Sarr,Senegal,Midfielder,2367,1996,23,,,,
V31-0400,M. Sarr,Senegal,Defender,2084,1212,15,,,,
V31-0401,B. A. Yilmaz,Türkiye,Midfielder,3689,3462,42,,,,
V31-0402,L. Romo,Mexico,Midfielder,2918,975,12,,,,
V31-0403,B. Saka,England,Midfielder,3522,3103,39,,,,
V31-0404,J. McGinn,Scotland,Midfielder,3300,2925,38,,,,
V31-0405,R. Neves,Portugal,Midfielder,3476,2729,31,,,,
V31-0406,P. Ciss,Senegal,Defender,3307,1619,18,,,,
V31-0407,D. Moreira,Belgium,Attacker,2992,2504,31,,,,
V31-0408,G. Guedes,Portugal,Attacker,2321,1787,24,,,,
V31-0409,D. Zakaria,Switzerland,Defender,3170,1835,21,,,,
V31-0410,A. Theate,Belgium,Defender,3210,3103,34,,,,
V31-0411,B. Aaronson,USA,Attacker,2771,2471,32,,,,
V31-0412,N. Saliba,Canada,Midfielder,2540,1332,17,,,,
V31-0413,A. Al Amri,Saudi Arabia,Defender,2682,1976,23,,,,
V31-0414,M. Friedl,Austria,Defender,2572,1694,20,,,,
V31-0415,F. Ruiz,Spain,Midfielder,2398,2508,33,,,,
V31-0416,P. Neto,Portugal,Midfielder,4123,4393,54,,,,
V31-0417,M. Kone,France,Midfielder,3144,2193,28,,,,
V31-0418,A. Rudiger,Germany,Defender,2453,2457,29,,,,
V31-0419,Weverton,Brazil,Goalkeeper,4117,2016,22,,,,
V31-0420,F. Valverde,Uruguay,Midfielder,4580,4412,58,,,,
V31-0421,D. Fonville,Curaçao,Defender,2333,598,7,,,,
V31-0422,K. Trewin,Australia,Defender,2949,277,3,,,,
V31-0423,Lucas Paqueta,Brazil,Midfielder,3297,2792,35,,,,
V31-0424,Y. Diouf,Senegal,Goalkeeper,3420,1710,19,,,,
V31-0425,C. Mbemba,Congo DR,Defender,2531,1953,21,,,,
V31-0426,S. El Mourabet,Morocco,Midfielder,3332,2769,35,,,,
V31-0427,J. Henderson,England,Midfielder,2106,1705,21,,,,
V31-0428,R. James,England,Defender,2979,2865,35,,,,
V31-0429,A. Ounahi,Morocco,Midfielder,2428,2141,26,,,,
V31-0430,O. Alderete,Paraguay,Defender,3402,3460,40,,,,
V31-0431,B. Ojeda,Paraguay,Midfielder,2310,1003,11,,,,
V31-0432,V. van Dijk,Netherlands,Defender,5331,5031,56,,,,
V31-0433,D. Eckert Ayensa,Iran,Attacker,1987,1483,21,,,,
V31-0434,N. Brown,Germany,Defender,3743,3403,39,,,,
V31-0435,L. Bacuna,Curaçao,Midfielder,3695,1747,21,,,,
V31-0436,V. Lindelof,Sweden,Midfielder,2186,1925,23,,,,
V31-0437,E. Alvarez,Mexico,Defender,1333,1499,18,,,,
V31-0438,O. Kabak,Türkiye,Defender,1888,1080,12,,,,
V31-0439,S. Floranus,Curaçao,Defender,3711,1269,14,,,,
V31-0440,S. Mane,Senegal,Midfielder,3389,2720,31,,,,
V31-0441,A. Carrasquilla,Panama,Midfielder,3476,1891,23,,,,
V31-0442,Vitinha,Portugal,Midfielder,4450,4909,57,,,,
V31-0443,M. Pedersen,Norway,Defender,2577,1071,13,,,,
V31-0444,N. El Aynaoui,Morocco,Midfielder,2961,2039,23,,,,
V31-0445,I. Thiago,Brazil,Attacker,3502,3102,35,,,,
V31-0446,J. Carrascal,Colombia,Midfielder,2743,2123,32,,,,
V31-0447,A. Hrustic,Australia,Midfielder,2600,332,4,,,,
V31-0448,E. Haaland,Norway,Attacker,4608,3576,42,,,,
V31-0449,R. Araujo,Uruguay,Defender,1731,1316,17,,,,
V31-0450,I. Sarr,Senegal,Midfielder,4252,3955,47,,,,
V31-0451,M. Nunes,Portugal,Midfielder,4016,2825,34,,,,
V31-0452,E. Palacios,Argentina,Defender,1686,1531,19,,,,
V31-0453,J. Bellegarde,Haiti,Midfielder,2246,1666,22,,,,
V31-0454,M. Llorente,Spain,Midfielder,4068,3835,47,,,,
V31-0455,J. Caceres,Paraguay,Defender,2624,627,7,,,,
V31-0456,U. Simon,Spain,Goalkeeper,4770,4500,50,,,,
V31-0457,J. Gvardiol,Croatia,Defender,2028,1368,17,,,,
V31-0458,B. Brobbey,Netherlands,Attacker,2210,1958,25,,,,
V31-0459,R. Mofokeng,South Africa,Midfielder,2398,2156,25,,,,
V31-0460,J. S. Larsen,Norway,Attacker,3074,2614,33,,,,
V31-0461,A. Franco,Ecuador,Defender,4997,850,11,,,,
V31-0462,N. Mazraoui,Morocco,Defender,2136,1895,23,,,,
V31-0463,X. Schlager,Austria,Midfielder,2306,2027,26,,,,
V31-0464,N. Ake,Netherlands,Defender,1834,1434,18,,,,
V31-0465,A. Bonny,Ivory Coast,Attacker,1950,1225,18,,,,
V31-0466,N. Boushal,Saudi Arabia,Defender,2450,1818,22,,,,
V31-0467,P. Gueye,Senegal,Midfielder,3582,3287,41,,,,
V31-0468,J. Arias,Colombia,Midfielder,3503,3517,45,,,,
V31-0469,F. Torres,Spain,Midfielder,2933,2369,32,,,,
V31-0470,J. Porozo,Ecuador,Defender,3244,630,7,,,,
V31-0471,J. Stones,England,Defender,1497,1285,15,,,,
V31-0472,A. Budimir,Croatia,Attacker,3145,2700,33,,,,
V31-0473,K. Mainoo,England,Midfielder,1822,1577,18,,,,
V31-0474,M. Rashford,England,Attacker,2820,2147,28,,,,
V31-0475,C. Arcus,Haiti,Defender,2688,1471,18,,,,
V31-0476,K. Felida,Curaçao,Midfielder,3213,90,1,,,,
V31-0477,T. Watanabe,Japan,Defender,3410,3342,38,,,,
V31-0478,G. Konan,Ivory Coast,Defender,3290,1079,12,,,,
V31-0479,N. Williams,Spain,Attacker,2175,1594,21,,,,
V31-0480,Pedri,Spain,Midfielder,3539,3271,40,,,,
V31-0481,R. Leao,Portugal,Midfielder,2127,1750,24,,,,
V31-0482,Oh Hyeon-Gyu,South Korea,Attacker,3098,1649,20,,,,
V31-0483,A. El Kaabi,Morocco,Attacker,3378,1446,18,,,,
V31-0484,N. Pepe,Ivory Coast,Midfielder,3426,3080,38,,,,
V31-0485,A. Fidalgo,Mexico,Midfielder,2338,1676,24,,,,
V31-0486,J. Hadjam,Algeria,Defender,1934,354,5,,,,
V31-0487,K. Sano,Japan,Midfielder,4433,3600,41,,,,
V31-0488,L. Krejci,Czech Republic,Defender,3126,2059,24,,,,
V31-0489,W. Ditta,Colombia,Defender,4500,900,11,,,,
V31-0490,A. Stiller,Germany,Midfielder,4303,4038,46,,,,
V31-0491,W. Saliba,France,Defender,4734,4581,54,,,,
V31-0492,J. Hauge,Norway,Midfielder,3211,2800,34,,,,
V31-0493,M. Toure,Australia,Attacker,1906,738,11,,,,
V31-0494,D. Luckassen,Ghana,Defender,2128,810,9,,,,
V31-0495,Lee Kang-In,South Korea,Attacker,2119,1323,19,,,,
V31-0496,A. Hakimi,Morocco,Defender,3641,4094,46,,,,
V31-0497,N. Okafor,Switzerland,Attacker,1920,1691,23,,,,
V31-0498,M. Araujo,Uruguay,Midfielder,3756,3522,41,,,,
V31-0499,A. Sojka,Czech Republic,Midfielder,2192,1627,19,,,,
V31-0500,S. Lammens,Belgium,Goalkeeper,3349,3060,34,,,,
V31-0501,E. Konsa,England,Defender,4740,4668,52,,,,
V31-0502,J. Kounde,France,Defender,4139,3951,46,,,,
V31-0503,N. Ngoy,Belgium,Defender,3448,3254,37,,,,
V31-0504,A. Witsel,Belgium,Midfielder,2564,2058,25,,,,
V31-0505,M. Baturina,Croatia,Attacker,2182,1824,23,,,,
V31-0506,B. Barcola,France,Midfielder,3316,2994,41,,,,
V31-0507,S. Dest,USA,Attacker,3217,3072,38,,,,
V31-0508,D. Malen,Netherlands,Attacker,3016,2085,27,,,,
V31-0509,Y. Akgun,Türkiye,Midfielder,2553,2349,31,,,,
V31-0510,M. Tamari,Jordan,Midfielder,2706,1486,19,,,,
V31-0511,J. Quintero,Colombia,Midfielder,1988,0,0,,,,
V31-0512,L. Zidane,Algeria,Goalkeeper,3089,660,7,,,,
V31-0513,T. Soucek,Czech Republic,Midfielder,2643,1497,18,,,,
V31-0514,S. Moreira,Cape Verde Islands,Defender,2921,1240,14,,,,
V31-0515,N. Moro,Croatia,Midfielder,2733,971,12,,,,
V31-0516,M. Pasalic,Croatia,Midfielder,2897,2488,30,,,,
V31-0517,C. Ronaldo,Portugal,Attacker,3180,2337,27,,,,
V31-0518,P. Mwene,Austria,Defender,2928,2500,32,,,,
V31-0519,D. Henderson,England,Goalkeeper,4680,4590,52,,,,
V31-0520,C. Pulisic,USA,Midfielder,2030,1719,23,,,,
V31-0521,C. Y. Uzun,Türkiye,Midfielder,1567,1165,17,,,,
V31-0522,J. Cancelo,Portugal,Defender,2230,2274,30,,,,
V31-0523,Y. Ibrahim,Egypt,Defender,3267,390,5,,,,
V31-0524,F. Chaibi,Algeria,Midfielder,3213,2887,35,,,,
V31-0525,I. Diop,Morocco,Defender,1754,1369,15,,,,
V31-0526,N. Tagliafico,Argentina,Defender,2565,1466,18,,,,
V31-0527,M. Mbokazi,South Africa,Defender,2686,1689,19,,,,
V31-0528,M. Senaya,Ghana,Defender,2154,1691,21,,,,
V31-0529,M. Almiron,Paraguay,Midfielder,2192,2605,30,,,,
V31-0530,T. Weah,USA,Attacker,3215,2445,30,,,,
V31-0531,L. Sane,Germany,Midfielder,3580,3535,42,,,,
V31-0532,F. Bjorkan,Norway,Defender,3086,2769,32,,,,
V31-0533,S. Widmer,Switzerland,Defender,2733,2125,27,,,,
V31-0534,V. Coufal,Czech Republic,Midfielder,3377,2686,30,,,,
V31-0535,B. Embolo,Switzerland,Attacker,2548,1627,20,,,,
V31-0536,U. Cakir,Türkiye,Goalkeeper,4058,3788,42,,,,
V31-0537,M. Al Harbi,Saudi Arabia,Defender,2386,2105,26,,,,
V31-0538,R. Alvarado,Mexico,Attacker,2903,3011,37,,,,
V31-0539,M. Demiral,Türkiye,Defender,2229,1958,24,,,,
V31-0540,F. Kessie,Ivory Coast,Midfielder,3798,3630,42,,,,
V31-0541,B. Rodriguez,Uruguay,Attacker,2845,1928,26,,,,
V31-0542,Y. Mvogo,Switzerland,Goalkeeper,2790,990,11,,,,
V31-0543,Marquinhos,Brazil,Defender,3252,3569,40,,,,
V31-0544,J. Piquerez,Uruguay,Attacker,3341,2805,33,,,,
V31-0545,E. Garcia,Spain,Defender,3953,3882,47,,,,
V31-0546,R. Aguirre,Uruguay,Attacker,2656,796,12,,,,
V31-0547,B. El Khannouss,Morocco,Attacker,3547,3256,41,,,,
V31-0548,F. Grillitsch,Austria,Midfielder,1894,1346,17,,,,
V31-0549,B. Samba,France,Goalkeeper,3060,2160,24,,,,
V31-0550,P. Sucic,Croatia,Attacker,2862,2363,30,,,,
V31-0551,A. Semenyo,Ghana,Midfielder,4231,3534,42,,,,
V31-0552,G. Simeone,Argentina,Midfielder,3992,3661,51,,,,
V31-0553,K. Goto,Japan,Attacker,2898,927,11,,,,
V31-0554,A. Diallo,Ivory Coast,Midfielder,2963,2766,34,,,,
V31-0555,Yang Hyun-Jun,South Korea,Attacker,2664,2528,35,,,,
V31-0556,K. Peprah,Ghana,Defender,3592,1268,15,,,,
V31-0557,L. Goretzka,Germany,Midfielder,2459,2054,28,,,,
V31-0558,D. Costa,Portugal,Goalkeeper,4730,2363,26,,,,
V31-0559,G. Rulli,Argentina,Goalkeeper,3517,2617,29,,,,
V31-0560,N. O'Reilly,England,Defender,4505,3198,38,,,,
V31-0561,R. Rios,Colombia,Midfielder,3711,3926,45,,,,
V31-0562,D. Dumfries,Netherlands,Midfielder,2172,2050,25,,,,
V31-0563,J. Stanisic,Croatia,Midfielder,3511,3191,43,,,,
V31-0564,J. David,Canada,Attacker,2777,2640,36,,,,
V31-0565,N. Sadiki,Congo DR,Midfielder,3637,3444,39,,,,
V31-0566,K. De Winter,Belgium,Defender,2054,775,9,,,,
V31-0567,R. de Paul,Argentina,Midfielder,3650,1771,23,,,,
V31-0568,A. Londono,Panama,Midfielder,2371,0,0,,,,
V31-0569,A. Afif,Qatar,Attacker,2306,698,8,,,,
V31-0570,F. Wiegele,Austria,Goalkeeper,2446,2100,23,,,,
V31-0571,M. Kanno,Saudi Arabia,Attacker,2856,2606,32,,,,
V31-0572,M. Olise,France,Midfielder,4569,4431,52,,,,
V31-0573,T. Chory,Czech Republic,Attacker,2319,1879,23,,,,
V31-0574,K. Mbappe,France,Attacker,4228,4146,47,,,,
V31-0575,C. Romero,Argentina,Defender,3294,2665,31,,,,
V31-0576,P. Lienhart,Austria,Defender,2454,2188,26,,,,
V31-0577,B. Khoukhi,Qatar,Defender,1869,606,7,,,,
V31-0578,A. Vega,Mexico,Attacker,1826,765,9,,,,
V31-0579,K. Al Ghannam,Saudi Arabia,Attacker,2200,678,9,,,,
V31-0580,D. Maeda,Japan,Attacker,3904,3743,45,,,,
V31-0581,O. Pineda,Mexico,Midfielder,3543,583,9,,,,
V31-0582,J. Manzambi,Switzerland,Attacker,3554,3311,41,,,,
V31-0583,G. Doue,Ivory Coast,Defender,3470,3262,37,,,,
V31-0584,K. Sibo,Ghana,Midfielder,2058,1645,22,,,,
V31-0585,D. Sow,Switzerland,Midfielder,2543,1399,18,,,,
V31-0586,P. Cubarsi,Spain,Defender,4615,4525,52,,,,
V31-0587,M. Sadilek,Czech Republic,Midfielder,2792,1989,25,,,,
V31-0588,J. P. van Hecke,Netherlands,Defender,3801,3583,40,,,,
V31-0589,A. Khusanov,Uzbekistan,Defender,3087,2630,32,,,,
V31-0590,R. Jimenez,Mexico,Attacker,2903,2697,35,,,,
V31-0591,N. Lang,Netherlands,Attacker,2027,1148,15,,,,
V31-0592,K. Ajer,Norway,Defender,2635,2361,27,,,,
V31-0593,Hwang Hee-Chan,South Korea,Attacker,1873,1615,22,,,,
V31-0594,M. Zubimendi,Spain,Midfielder,4298,4006,48,,,,
V31-0595,A. Nusa,Norway,Midfielder,2645,2254,30,,,,
V31-0596,S. Al Dawsari,Saudi Arabia,Midfielder,2597,2267,27,,,,
V31-0597,B. Verbruggen,Netherlands,Goalkeeper,3810,3810,42,,,,
V31-0598,M. Akliouche,France,Midfielder,3435,3102,37,,,,
V31-0599,A. Hadj Moussa,Algeria,Attacker,3632,3498,41,,,,
V31-0600,B. Diaz,Morocco,Midfielder,2764,2270,30,,,,
V31-0601,C. Roldan,USA,Midfielder,2618,875,11,,,,
V31-0602,W. Pacho,Ecuador,Defender,4396,4311,48,,,,
V31-0603,Cucho Hernandez,Colombia,Attacker,3175,2745,33,,,,
V31-0604,A. Pavlovic,Germany,Midfielder,3356,3417,43,,,,
V31-0605,Z. El Ouahdi,Morocco,Defender,3845,1653,19,,,,
V31-0606,M. Fernandez-Pardo,Belgium,Attacker,3159,2685,31,,,,
V31-0607,J. Ryerson,Norway,Defender,3290,3405,41,,,,
V31-0608,L. Modric,Croatia,Midfielder,3193,3014,35,,,,
V31-0609,R. Cherki,France,Midfielder,2970,1629,21,,,,
V31-0610,E. Lira,Mexico,Midfielder,4139,629,7,,,,
V31-0611,K. Danso,Austria,Defender,2590,2350,27,,,,
V31-0612,P. Gross,Germany,Midfielder,2568,2777,33,,,,
V31-0613,D. Zima,Czech Republic,Defender,2433,1116,14,,,,
V31-0614,R. Risser,France,Goalkeeper,3420,1260,14,,,,
V31-0615,A. Gonzalez,Mexico,Attacker,2574,1932,26,,,,
V31-0616,C. Montes,Mexico,Defender,2523,676,8,,,,
V31-0617,B. Toure,Ivory Coast,Attacker,2642,2165,27,,,,
V31-0618,J. Bos,Australia,Midfielder,2878,2711,34,,,,
V31-0619,M. Flekken,Netherlands,Goalkeeper,3060,3060,34,,,,
V31-0620,T. Moremi,South Africa,Midfielder,1799,1460,20,,,,
V31-0621,R. Doan,Japan,Attacker,3339,3049,38,,,,
V31-0622,M. Doski,Iraq,Defender,3294,2593,30,,,,
V31-0623,I. Matanovic,Croatia,Attacker,2726,2114,25,,,,
V31-0624,L. Trossard,Belgium,Midfielder,3436,2950,37,,,,
V31-0625,R. Hranac,Czech Republic,Defender,2693,2119,25,,,,
V31-0626,L. Ferguson,Scotland,Midfielder,3219,1442,17,,,,
V31-0627,D. Undav,Germany,Attacker,3792,3359,40,,,,
V31-0628,J. Seys,Belgium,Defender,4020,3786,46,,,,
V31-0629,M. Kovar,Czech Republic,Goalkeeper,4140,3780,42,,,,
V31-0630,A. Mendy,Senegal,Defender,3308,1787,20,,,,
V31-0631,M. Neuer,Germany,Goalkeeper,3600,3960,45,,,,
V31-0632,A. Onana,Belgium,Midfielder,2755,2611,34,,,,
V31-0633,L. Comenencia,Curaçao,Midfielder,2137,733,9,,,,
V31-0634,M. Oyarzabal,Spain,Attacker,3724,3348,39,,,,
V31-0635,I. Gueye,Senegal,Midfielder,3125,3125,36,,,,
V31-0636,M. Gusto,France,Defender,3348,3371,43,,,,
V31-0637,C. Vargas,Colombia,Goalkeeper,3655,1091,12,,,,
V31-0638,L. Hornicek,Czech Republic,Goalkeeper,4220,3420,38,,,,
V31-0639,A. Tuanzebe,Congo DR,Defender,2117,1515,17,,,,
V31-0640,K. Akturkoglu,Türkiye,Attacker,3242,2577,34,,,,
V31-0641,A. Canobbio,Uruguay,Midfielder,4649,4139,56,,,,
V31-0642,J. Sanchez,Mexico,Defender,2686,1062,13,,,,
V31-0643,J. Karlstrom,Sweden,Midfielder,3463,959,11,,,,
V31-0644,A. Cubas,Paraguay,Midfielder,2805,1773,24,,,,
V31-0645,D. St.Clair,Canada,Goalkeeper,2893,1095,13,,,,
V31-0646,N. Otamendi,Argentina,Defender,4243,4292,49,,,,
V31-0647,K. Laimer,Austria,Defender,3656,3538,43,,,,
V31-0648,P. Berg,Norway,Midfielder,3911,3300,36,,,,
V31-0649,I. Kone,Canada,Midfielder,2987,2999,37,,,,
V31-0650,I. Sunjic,Bosnia & Herzegovina,Midfielder,2112,632,8,,,,
V31-0651,A. Lajami,Saudi Arabia,Defender,1189,515,6,,,,
V31-0652,A. Rabiot,France,Midfielder,3405,3195,36,,,,
V31-0653,R. Mendes,Cape Verde Islands,Midfielder,2475,2140,27,,,,
V31-0654,C. Bonsu Baah,Ghana,Attacker,2679,1337,16,,,,
V31-0655,G. Plata,Ecuador,Attacker,3298,2304,35,,,,
V31-0656,L. Provod,Czech Republic,Attacker,3210,2930,34,,,,
V31-0657,F. Medina,Argentina,Defender,2291,1929,23,,,,
V31-0658,M. Wieffer,Netherlands,Defender,1946,1823,23,,,,
V31-0659,Lamine Yamal,Spain,Midfielder,4201,4109,48,,,,
V31-0660,P. Guiagon,Ivory Coast,Midfielder,2555,1156,14,,,,
V31-0661,S. Kolasinac,Bosnia & Herzegovina,Defender,2151,2015,27,,,,
V31-0662,R. Bentancur,Uruguay,Midfielder,3006,2946,36,,,,
V31-0663,D. Sanchez,Colombia,Defender,4228,4093,48,,,,
V31-0664,F. Al Buraikan,Saudi Arabia,Attacker,2637,1767,21,,,,
