review_id,player_name,national_team,provider_squad_group,annual_minutes,classified_position_minutes,complete_lineup_observations,reviewer_primary_role,reviewer_secondary_role,confidence_1_3,evidence_or_rationale
V31-0386,M. Friedl,Austria,Defender,2572,1310,15,,,,
V31-0387,F. Ruiz,Spain,Midfielder,2398,2508,33,,,,
V31-0388,P. Neto,Portugal,Midfielder,4123,4293,53,,,,
V31-0389,M. Kone,France,Midfielder,3144,2166,27,,,,
V31-0390,A. Rudiger,Germany,Defender,2453,2457,29,,,,
V31-0391,Weverton,Brazil,Goalkeeper,4117,720,8,,,,
V31-0392,F. Valverde,Uruguay,Midfielder,4580,4412,58,,,,
V31-0393,D. Fonville,Curaçao,Defender,2333,508,6,,,,
V31-0394,K. Trewin,Australia,Defender,2949,277,3,,,,
V31-0395,Lucas Paqueta,Brazil,Midfielder,3297,2792,35,,,,
V31-0396,Y. Diouf,Senegal,Goalkeeper,3420,1710,19,,,,
V31-0397,C. Mbemba,Congo DR,Defender,2531,1953,21,,,,
V31-0398,S. El Mourabet,Morocco,Midfielder,3332,2704,34,,,,
V31-0399,J. Henderson,England,Midfielder,2106,1645,20,,,,
V31-0400,Reece James,England,Defender,2979,2865,35,,,,
V31-0401,A. Ounahi,Morocco,Midfielder,2428,2141,26,,,,
V31-0402,O. Alderete,Paraguay,Defender,3402,3460,40,,,,
V31-0403,V. van Dijk,Netherlands,Defender,5331,5031,56,,,,
V31-0404,N. Brown,Germany,Defender,3743,3403,39,,,,
V31-0405,L. Bacuna,Curaçao,Midfielder,3695,759,9,,,,
V31-0406,V. Lindelof,Sweden,Midfielder,2186,1835,22,,,,
V31-0407,Edson Alvarez,Mexico,Defender,1333,1319,16,,,,
V31-0408,O. Kabak,Türkiye,Defender,1888,1080,12,,,,
V31-0409,S. Floranus,Curaçao,Defender,3711,1269,14,,,,
V31-0410,S. Mane,Senegal,Midfielder,3389,2720,31,,,,
V31-0411,Vitinha,Portugal,Midfielder,4450,4909,57,,,,
V31-0412,M. Pedersen,Norway,Defender,2577,1071,13,,,,
V31-0413,N. El Aynaoui,Morocco,Midfielder,2961,1859,21,,,,
V31-0414,I. Thiago,Brazil,Attacker,3502,2922,33,,,,
V31-0415,J. Carrascal,Colombia,Midfielder,2743,1009,14,,,,
V31-0416,A. Hrustic,Australia,Midfielder,2600,332,4,,,,
V31-0417,E. Haaland,Norway,Attacker,4608,3576,42,,,,
V31-0418,R. Araujo,Uruguay,Defender,1731,1316,17,,,,
V31-0419,I. Sarr,Senegal,Midfielder,4252,3865,45,,,,
V31-0420,M. Nunes,Portugal,Midfielder,4016,2825,34,,,,
V31-0421,Exequiel Palacios,Argentina,Defender,1686,1531,19,,,,
V31-0422,J. Bellegarde,Haiti,Midfielder,2246,1666,22,,,,
V31-0423,M. Llorente,Spain,Midfielder,4068,3835,47,,,,
V31-0424,J. Caceres,Paraguay,Defender,2624,627,7,,,,
V31-0425,U. Simon,Spain,Goalkeeper,4770,4410,49,,,,
V31-0426,J. Gvardiol,Croatia,Defender,2028,1368,17,,,,
V31-0427,B. Brobbey,Netherlands,Attacker,2210,1958,25,,,,
V31-0428,R. Mofokeng,South Africa,Midfielder,2398,2156,25,,,,
V31-0429,J. S. Larsen,Norway,Attacker,3074,2614,33,,,,
V31-0430,N. Mazraoui,Morocco,Defender,2136,1895,23,,,,
V31-0431,X. Schlager,Austria,Midfielder,2306,1847,24,,,,
V31-0432,N. Ake,Netherlands,Defender,1834,1434,18,,,,
V31-0433,A. Bonny,Ivory Coast,Attacker,1950,1225,18,,,,
V31-0434,N. Boushal,Saudi Arabia,Defender,2450,1818,22,,,,
V31-0435,P. Gueye,Senegal,Midfielder,3582,3287,41,,,,
V31-0436,J. Arias,Colombia,Midfielder,3503,3427,44,,,,
V31-0437,F. Torres,Spain,Midfielder,2933,2369,32,,,,
V31-0438,J. Stones,England,Defender,1497,1285,15,,,,
V31-0439,A. Budimir,Croatia,Attacker,3145,2700,33,,,,
V31-0440,K. Mainoo,England,Midfielder,1822,1577,18,,,,
V31-0441,Marcus Rashford,England,Attacker,2820,2147,28,,,,
V31-0442,C. Arcus,Haiti,Defender,2688,1381,17,,,,
V31-0443,K. Felida,Curaçao,Midfielder,3213,90,1,,,,
V31-0444,T. Watanabe,Japan,Defender,3410,3342,38,,,,
V31-0445,G. Konan,Ivory Coast,Defender,3290,989,11,,,,
V31-0446,N. Williams,Spain,Attacker,2175,1594,21,,,,
V31-0447,Pedri,Spain,Midfielder,3539,3271,40,,,,
V31-0448,R. Leao,Portugal,Midfielder,2127,1750,24,,,,
V31-0449,Oh Hyeon-Gyu,South Korea,Attacker,3098,1559,19,,,,
V31-0450,A. El Kaabi,Morocco,Attacker,3378,1356,17,,,,
V31-0451,N. Pepe,Ivory Coast,Midfielder,3426,3012,37,,,,
V31-0452,A. Fidalgo,Mexico,Midfielder,2338,1170,17,,,,
V31-0453,Jaouen Hadjam,Algeria,Defender,1934,264,4,,,,
V31-0454,K. Sano,Japan,Midfielder,4433,3600,41,,,,
V31-0455,L. Krejci,Czech Republic,Defender,3126,2059,24,,,,
V31-0456,A. Stiller,Germany,Midfielder,4303,4038,46,,,,
V31-0457,W. Saliba,France,Defender,4734,4581,54,,,,
V31-0458,J. Hauge,Norway,Midfielder,3211,2800,34,,,,
V31-0459,D. Luckassen,Ghana,Defender,2128,810,9,,,,
V31-0460,Lee Kang-In,South Korea,Attacker,2119,1323,19,,,,
V31-0461,Achraf Hakimi,Morocco,Defender,3641,4094,46,,,,
V31-0462,N. Okafor,Switzerland,Attacker,1920,1691,23,,,,
V31-0463,M. Araujo,Uruguay,Midfielder,3756,1875,21,,,,
V31-0464,S. Lammens,Belgium,Goalkeeper,3349,3060,34,,,,
V31-0465,E. Konsa,England,Defender,4740,4578,51,,,,
V31-0466,Jules Kounde,France,Defender,4139,3951,46,,,,
V31-0467,N. Ngoy,Belgium,Defender,3448,3254,37,,,,
V31-0468,A. Witsel,Belgium,Midfielder,2564,2058,25,,,,
V31-0469,M. Baturina,Croatia,Attacker,2182,1398,18,,,,
V31-0470,B. Barcola,France,Midfielder,3316,2994,41,,,,
V31-0471,S. Dest,USA,Attacker,3217,3072,38,,,,
V31-0472,D. Malen,Netherlands,Attacker,3016,2085,27,,,,
V31-0473,Y. Akgun,Türkiye,Midfielder,2553,2349,31,,,,
V31-0474,M. Tamari,Jordan,Midfielder,2706,1486,19,,,,
V31-0475,J. Quintero,Colombia,Midfielder,1988,0,0,,,,
V31-0476,L. Zidane,Algeria,Goalkeeper,3089,660,7,,,,
V31-0477,T. Soucek,Czech Republic,Midfielder,2643,1497,18,,,,
V31-0478,N. Moro,Croatia,Midfielder,2733,971,12,,,,
V31-0479,M. Pasalic,Croatia,Midfielder,2897,2488,30,,,,
V31-0480,C. Ronaldo,Portugal,Attacker,3180,2337,27,,,,
V31-0481,P. Mwene,Austria,Defender,2928,2500,32,,,,
V31-0482,D. Henderson,England,Goalkeeper,4680,4500,50,,,,
V31-0483,C. Pulisic,USA,Midfielder,2030,1719,23,,,,
V31-0484,C. Y. Uzun,Türkiye,Midfielder,1567,1165,17,,,,
V31-0485,J. Cancelo,Portugal,Defender,2230,2274,30,,,,
V31-0486,Y. Ibrahim,Egypt,Defender,3267,390,4,,,,
V31-0487,F. Chaibi,Algeria,Midfielder,3213,2887,35,,,,
V31-0488,I. Diop,Morocco,Defender,1754,1279,14,,,,
V31-0489,N. Tagliafico,Argentina,Defender,2565,1466,18,,,,
V31-0490,M. Mbokazi,South Africa,Defender,2686,1537,17,,,,
V31-0491,M. Senaya,Ghana,Defender,2154,1601,20,,,,
V31-0492,T. Weah,USA,Attacker,3215,2445,30,,,,
V31-0493,L. Sane,Germany,Midfielder,3580,3445,41,,,,
V31-0494,Fredrik Bjorkan,Norway,Defender,3086,2769,32,,,,
V31-0495,S. Widmer,Switzerland,Defender,2733,2125,27,,,,
V31-0496,V. Coufal,Czech Republic,Midfielder,3377,2686,30,,,,
V31-0497,B. Embolo,Switzerland,Attacker,2548,1627,20,,,,
V31-0498,U. Cakir,Türkiye,Goalkeeper,4058,3698,41,,,,
V31-0499,M. Al Harbi,Saudi Arabia,Defender,2386,1617,20,,,,
V31-0500,R. Alvarado,Mexico,Attacker,2903,3011,37,,,,
V31-0501,M. Demiral,Türkiye,Defender,2229,1778,22,,,,
V31-0502,F. Kessie,Ivory Coast,Midfielder,3798,3471,40,,,,
V31-0503,B. Rodriguez,Uruguay,Attacker,2845,669,8,,,,
V31-0504,Y. Mvogo,Switzerland,Goalkeeper,2790,900,10,,,,
V31-0505,Marquinhos,Brazil,Defender,3252,3569,40,,,,
V31-0506,J. Piquerez,Uruguay,Attacker,3341,1511,18,,,,
V31-0507,E. Garcia,Spain,Defender,3953,3882,47,,,,
V31-0508,B. El Khannouss,Morocco,Attacker,3547,3121,39,,,,
V31-0509,F. Grillitsch,Austria,Midfielder,1894,1346,17,,,,
V31-0510,B. Samba,France,Goalkeeper,3060,2070,23,,,,
V31-0511,P. Sucic,Croatia,Attacker,2862,2363,30,,,,
V31-0512,A. Semenyo,Ghana,Midfielder,4231,3534,42,,,,
V31-0513,G. Simeone,Argentina,Midfielder,3992,3661,51,,,,
V31-0514,A. Diallo,Ivory Coast,Midfielder,2963,2766,34,,,,
V31-0515,Yang Hyun-Jun,South Korea,Attacker,2664,2528,35,,,,
V31-0516,K. Peprah,Ghana,Defender,3592,1268,15,,,,
V31-0517,L. Goretzka,Germany,Midfielder,2459,2054,28,,,,
V31-0518,D. Costa,Portugal,Goalkeeper,4730,2003,22,,,,
V31-0519,G. Rulli,Argentina,Goalkeeper,3517,2617,29,,,,
V31-0520,N. O'Reilly,England,Defender,4505,3198,38,,,,
V31-0521,R. Rios,Colombia,Midfielder,3711,3536,41,,,,
V31-0522,Denzel Dumfries,Netherlands,Midfielder,2172,2050,25,,,,
V31-0523,J. Stanisic,Croatia,Midfielder,3511,3191,43,,,,
V31-0524,J. David,Canada,Attacker,2777,2640,36,,,,
V31-0525,N. Sadiki,Congo DR,Midfielder,3637,3444,39,,,,
V31-0526,K. De Winter,Belgium,Defender,2054,775,9,,,,
V31-0527,R. de Paul,Argentina,Midfielder,3650,1771,23,,,,
V31-0528,A. Londono,Panama,Midfielder,2371,0,0,,,,
V31-0529,A. Afif,Qatar,Attacker,2306,614,7,,,,
V31-0530,F. Wiegele,Austria,Goalkeeper,2446,480,5,,,,
V31-0531,M. Kanno,Saudi Arabia,Attacker,2856,2107,26,,,,
V31-0532,Michael Olise,France,Midfielder,4569,4431,52,,,,
V31-0533,T. Chory,Czech Republic,Attacker,2319,1634,20,,,,
V31-0534,Kylian Mbappe,France,Attacker,4228,4146,47,,,,
V31-0535,C. Romero,Argentina,Defender,3294,2665,31,,,,
V31-0536,P. Lienhart,Austria,Defender,2454,2099,25,,,,
V31-0537,B. Khoukhi,Qatar,Defender,1869,516,6,,,,
V31-0538,A. Vega,Mexico,Attacker,1826,765,9,,,,
V31-0539,K. Al Ghannam,Saudi Arabia,Attacker,2200,678,9,,,,
V31-0540,D. Maeda,Japan,Attacker,3904,3743,45,,,,
V31-0541,O. Pineda,Mexico,Midfielder,3543,290,5,,,,
V31-0542,J. Manzambi,Switzerland,Attacker,3554,3311,41,,,,
V31-0543,G. Doue,Ivory Coast,Defender,3470,3203,36,,,,
V31-0544,K. Sibo,Ghana,Midfielder,2058,1645,22,,,,
V31-0545,D. Sow,Switzerland,Midfielder,2543,1399,18,,,,
V31-0546,P. Cubarsi,Spain,Defender,4615,4525,52,,,,
V31-0547,M. Sadilek,Czech Republic,Midfielder,2792,1989,25,,,,
V31-0548,J. P. van Hecke,Netherlands,Defender,3801,3583,40,,,,
V31-0549,A. Khusanov,Uzbekistan,Defender,3087,2540,31,,,,
V31-0550,R. Jimenez,Mexico,Attacker,2903,2639,34,,,,
V31-0551,N. Lang,Netherlands,Attacker,2027,1148,15,,,,
V31-0552,K. Ajer,Norway,Defender,2635,2271,26,,,,
V31-0553,Hwang Hee-Chan,South Korea,Attacker,1873,1615,22,,,,
V31-0554,M. Zubimendi,Spain,Midfielder,4298,4006,48,,,,
V31-0555,A. Nusa,Norway,Midfielder,2645,2012,27,,,,
V31-0556,S. Al Dawsari,Saudi Arabia,Midfielder,2597,1950,23,,,,
V31-0557,B. Verbruggen,Netherlands,Goalkeeper,3810,3810,42,,,,
V31-0558,M. Akliouche,France,Midfielder,3435,2777,33,,,,
V31-0559,A. Hadj Moussa,Algeria,Attacker,3632,3498,41,,,,
V31-0560,B. Diaz,Morocco,Midfielder,2764,2270,30,,,,
V31-0561,C. Roldan,USA,Midfielder,2618,875,11,,,,
V31-0562,W. Pacho,Ecuador,Defender,4396,4311,48,,,,
V31-0563,Cucho Hernandez,Colombia,Attacker,3175,2209,27,,,,
V31-0564,A. Pavlovic,Germany,Midfielder,3356,3417,43,,,,
V31-0565,Z. El Ouahdi,Morocco,Defender,3845,1204,14,,,,
V31-0566,M. Fernandez-Pardo,Belgium,Attacker,3159,2685,31,,,,
V31-0567,J. Ryerson,Norway,Defender,3290,3405,41,,,,
V31-0568,L. Modric,Croatia,Midfielder,3193,3014,35,,,,
V31-0569,R. Cherki,France,Midfielder,2970,1629,21,,,,
V31-0570,E. Lira,Mexico,Midfielder,4139,629,7,,,,
V31-0571,K. Danso,Austria,Defender,2590,2350,27,,,,
V31-0572,P. Gross,Germany,Midfielder,2568,2777,33,,,,
V31-0573,D. Zima,Czech Republic,Defender,2433,903,11,,,,
V31-0574,R. Risser,France,Goalkeeper,3420,1170,13,,,,
V31-0575,A. Gonzalez,Mexico,Attacker,2574,1932,26,,,,
V31-0576,C. Montes,Mexico,Defender,2523,676,8,,,,
V31-0577,B. Toure,Ivory Coast,Attacker,2642,2165,27,,,,
V31-0578,J. Bos,Australia,Midfielder,2878,2711,34,,,,
V31-0579,M. Flekken,Netherlands,Goalkeeper,3060,3060,34,,,,
V31-0580,T. Moremi,South Africa,Midfielder,1799,1460,20,,,,
V31-0581,R. Doan,Japan,Attacker,3339,3049,38,,,,
V31-0582,I. Matanovic,Croatia,Attacker,2726,2114,25,,,,
V31-0583,L. Trossard,Belgium,Midfielder,3436,2950,37,,,,
V31-0584,R. Hranac,Czech Republic,Defender,2693,2119,25,,,,
V31-0585,L. Ferguson,Scotland,Midfielder,3219,1442,17,,,,
V31-0586,D. Undav,Germany,Attacker,3792,3359,40,,,,
V31-0587,J. Seys,Belgium,Defender,4020,3786,46,,,,
V31-0588,M. Kovar,Czech Republic,Goalkeeper,4140,3780,42,,,,
V31-0589,A. Mendy,Senegal,Defender,3308,1787,20,,,,
V31-0590,M. Neuer,Germany,Goalkeeper,3600,3960,45,,,,
V31-0591,A. Onana,Belgium,Midfielder,2755,2545,33,,,,
V31-0592,L. Comenencia,Curaçao,Midfielder,2137,733,9,,,,
V31-0593,M. Oyarzabal,Spain,Attacker,3724,3348,39,,,,
V31-0594,I. Gueye,Senegal,Midfielder,3125,2961,34,,,,
V31-0595,M. Gusto,France,Defender,3348,3199,41,,,,
V31-0596,C. Vargas,Colombia,Goalkeeper,3655,731,8,,,,
V31-0597,L. Hornicek,Czech Republic,Goalkeeper,4220,3420,38,,,,
V31-0598,A. Tuanzebe,Congo DR,Defender,2117,1515,17,,,,
V31-0599,K. Akturkoglu,Türkiye,Attacker,3242,2577,34,,,,
V31-0600,A. Canobbio,Uruguay,Midfielder,4649,901,12,,,,
V31-0601,J. Sanchez,Mexico,Defender,2686,795,10,,,,
V31-0602,J. Karlstrom,Sweden,Midfielder,3463,869,10,,,,
V31-0603,A. Cubas,Paraguay,Midfielder,2805,1683,23,,,,
V31-0604,D. St.Clair,Canada,Goalkeeper,2893,1095,13,,,,
V31-0605,N. Otamendi,Argentina,Defender,4243,3662,42,,,,
V31-0606,K. Laimer,Austria,Defender,3656,3538,43,,,,
V31-0607,P. Berg,Norway,Midfielder,3911,3300,36,,,,
V31-0608,I. Kone,Canada,Midfielder,2987,2915,36,,,,
V31-0609,I. Sunjic,Bosnia & Herzegovina,Midfielder,2112,632,8,,,,
V31-0610,A. Lajami,Saudi Arabia,Defender,1189,425,5,,,,
V31-0611,A. Rabiot,France,Midfielder,3405,3195,36,,,,
V31-0612,C. Bonsu Baah,Ghana,Attacker,2679,1254,15,,,,
V31-0613,L. Provod,Czech Republic,Attacker,3210,2480,29,,,,
V31-0614,F. Medina,Argentina,Defender,2291,1929,23,,,,
V31-0615,M. Wieffer,Netherlands,Defender,1946,1823,23,,,,
V31-0616,Lamine Yamal,Spain,Midfielder,4201,4109,48,,,,
V31-0617,P. Guiagon,Ivory Coast,Midfielder,2555,732,9,,,,
V31-0618,S. Kolasinac,Bosnia & Herzegovina,Defender,2151,2015,27,,,,
V31-0619,R. Bentancur,Uruguay,Midfielder,3006,2946,36,,,,
V31-0620,D. Sanchez,Colombia,Defender,4228,4003,47,,,,
V31-0621,F. Al Buraikan,Saudi Arabia,Attacker,2637,1587,19,,,,
